title_id,source_start_line,source_end_line,source_line_count,mod_start_line,mod_end_line,mod_line_count,source_sha256,mod_sha256
b_FIC_Amur_Beihelin,129434,129438,5,88750,88754,5,6ee17a2d6415ffcf62fcb60e9dfcffcc87adf6f1aaae0d1b5494a11c34939826,fab074957c45e3507269e778ad9c85eda40aa60619226c915dfd87dd908ae970
b_FIC_Amur_Cangcao,129727,129731,5,88692,88696,5,38b279b51cdb1d2165cedf1d8f96ebfa9aad1441f1cdbe2a9e5172fab81e305b,76e3c43fe69df62541cea42f32f1274e9616924678a6c834d897ed245b972983
b_FIC_Amur_Caoqiu,129313,129317,5,88349,88353,5,a6646e8af1576680809bc20c44fefb7b3cc980132ace6de4f89f546f26e28e4c,dcc4ab1def0f5c74ad9432058404977852924127744af5a234cde7c9f9d4cb23
b_FIC_Amur_Dahedu,130045,130049,5,90458,90462,5,f37856b80e8f0c84fe1b1ee0e955e6572363a5da7a17a962d7f889a2b077839b,c3260fd2e72c25a44b5723f8a62c9120b037bc77d6243b512059805b0c0ccf46
b_FIC_Amur_Dalukou,129515,129519,5,88480,88484,5,5db5b20289c8afc17eaaab6e826d7a9e60c23b23652593c969458290e01391c3,7ba7cabf78cfbf9e18f671c74861de924d08d9091b81b3b50b6f6fd739594840
b_FIC_Amur_Dasenlin,129742,129746,5,88707,88711,5,e892261e676827b820a1717df29b712f334c7e1c15caa195df76acd2694a5a78,a48904bcecdc32ecb376bb3b327b03d9997844b19f91c08caa26af21d9ea8049
b_FIC_Amur_Dongweian,129611,129615,5,88576,88580,5,2e33862fefdc630cff5ed49c519e8065750922ac335fe9888276677b95529e49,5f809f956ae9f365b1c45a6b2118fd5609a3e1554bcf50b1ce9bd8941c6df857
b_FIC_Amur_Erliuyu,129722,129726,5,88687,88691,5,bbd2584ede7b20fb2fdeabb3f1718f562b76b397902566c9f04cfe9f7feb701c,e4b39fe96d68e4870227a80ef76a443aec99d65e87817fd7fefc044cefd4400d
b_FIC_Amur_Fancao,129717,129721,5,88682,88686,5,dfbc12857c0c76b6488ed1c9f9465f7c56e851fc5beaa52c388f4e52b5c6c89f,ca66e67e9d0f37125f4b62c5b8852b9d8787936ee597fc4afb4071e7a5522d0e
b_FIC_Amur_Fanlinan,129530,129534,5,88495,88499,5,c7732dea092513c19c6be2db8a7aa0d60394a376d1d669e73cb8c72b06e3d5f1,b83965f1243fe9db2553c4c96a6ca64810a0c76c4a7dc499fe72709b7501fb1d
b_FIC_Amur_Fulunshan,129566,129570,5,88531,88535,5,1dbd501bf4c91ce74959be5404f4f31810503eaa94a6e6d76e47418448f012ec,a1e0e8b48468b81b60d2a24b9f065951314b4afdb18cd09fb61e3760a311eaa3
b_FIC_Amur_Ganhejiang,129469,129473,5,88785,88789,5,5cf14f5700163425b66daa7f151dbe515c024d8d528b3e10b6f491eba34f0f6a,f5635f980fa1788382ea488d43217c93acf97cdf4c4636e43fa1c948e9d7f3b6
b_FIC_Amur_Ganheyang,129318,129322,5,88354,88358,5,d7cc93ab106f26093775fd2314341349b66f5000d6fa422153ed5e086243ed10,104f2a5f45c950dc85b7d942192a4ddbb8c40fdb5c7ef9b5a6b3a8d084bac198
b_FIC_Amur_Ganyijiang,129464,129468,5,88780,88784,5,9dab3b19044929e6207acdc06652599ae55711a9d9484151d5f247a0bce31891,dd02d18db8662788ac8d56b167a7923a1d162ba69dd5aeac8dabd54fef908d7d
b_FIC_Amur_Gaocaoer,129373,129377,5,88409,88413,5,2866d8d410709948bafb8b208a5c9a69ad0bfcd6b8667c85f7ab4b4e5aa7d256,0e25be9fc4ff730d127a3abb6d405477a1e7012f6014a5e4fa1929added24d7e
b_FIC_Amur_Gonghejiang,129737,129741,5,88702,88706,5,73de4c005a62cb96111a4b2f3063c27fe14f4760e289a69ef98f2c4c63b0c747,da3d996af8a224c7ce97579f5a380662a02ed4018c68a06b536afcbc16626aa9
b_FIC_Amur_Haixidu,130086,130090,5,90499,90503,5,066be1064fc07f6b1a31f955edf5411fdd6055756f73af20e579d41a0cb3538d,244d23c2945008980c96738beb0c8f34bd278d5e1e99af4104215b9d49003ee6
b_FIC_Amur_Heilonglin,129682,129686,5,88647,88651,5,091b3b47ec67bc8f0b8f2cac1a6b75bd5a25a5949b3d2249ce91f9c48dbd0b0e,b95ea6c9892ec1a8f7923e5d3ee915e835167af94aa842e179c784ecc3ea81e3
b_FIC_Amur_Heisenlin,129631,129635,5,88596,88600,5,5f4b0b79a200f19359ba7b98e4cc6c2a429550af52e09151fe35089f8df5bad3,265b02cf3e55b87d15fa367d4dbc3935cebc447e2b0d97fb47fbc4c78066f901
b_FIC_Amur_Helincun,130091,130095,5,90504,90508,5,a2caf68f0b471563433e3d6d97a956acc386fe4c87a7f0efd9d27077856b9796,1e284e43953055689c41d0da683549583bf97088dc51e3b8185e6f60663f9be1
b_FIC_Amur_Henghetieli,130050,130054,5,90463,90467,5,9b297b35223d661d5415c023c60a2a16da121ec2310d1260a9d207232205c962,ceb9f774d4b99121be4836ae8d9d6fa4d38ccd2db66f6886aacb3df2f883d853
b_FIC_Amur_Heyucun,129520,129524,5,88485,88489,5,1db34ecafb002c9abd6509dc50d82e278b47dfdb5f2106129c71be096bc6c510,0b73b4453caf568581d411dbbff1263fb9cdd9e6f54f4cda036651c905abdc5c
b_FIC_Amur_Humari,129439,129443,5,88755,88759,5,47bf230776e8c4a8e50415a3ea497285fd9c91c7c7054042119a0953eb9e1170,ab98e6967c1eaf385dfd21e85e2f52eda8ef690d3053b97131aad4701c644f58
b_FIC_Amur_Hurka,129424,129428,5,88740,88744,5,0112d586983acc92060f77aee25999ea0960441ad7f52be3dae83454ce03e7a8,b20e48b9d037ff5d1d7d6eb8e2d997cd9339b414640e7c1c21c86b937f9a6560
b_FIC_Amur_Ilanshan,130101,130105,5,90514,90518,5,9fc755c08ad05f5dd274163c63e172837f4987eadb83e2c62efa5668953841e8,953bef480e423a5979a72e9091f303bab12e761be062594f6416fc736aa1528d
b_FIC_Amur_Iskenhe,129459,129463,5,88775,88779,5,0f8f09ff635526ddeb0b0ecb42e8f370bc720d8e9ddd7227958483ff255ad691,4e30f99b48a7e288cd92c2aefb5a910325d9bdc23f84bfef5eae2241ed04d042
b_FIC_Amur_Jiahuangtou,129308,129312,5,88344,88348,5,3f0dea3d2ba3f1d7307c07eef26f128a1e3e01b42f056fd9fb9382e2df6018ab,2e34d5b4c5426534db7a7b81d99a66ef691f3477c7687e0f94cd62140e8e4dcd
b_FIC_Amur_Jialingxi,129414,129418,5,88730,88734,5,1fb3f0583662ed325503a5c9fde1d238c8f8f5ee68497b5224d07d61dc8ba6c8,e7af9afccdf331da780d62c33ae7b8bc79825fe4e4571f04c13719dd7c06ef5e
b_FIC_Amur_Jialuotuo,129383,129387,5,88419,88423,5,0db5b5f6c26aede7fb069b8a2cd9abd829d7e5430e885c2fb56cbf36b4df55d3,d5e3865dde2dcce039070829089973ae41634f321ff8c3c71f7ff0eb23c245d1
b_FIC_Amur_Jiapowo,129454,129458,5,88770,88774,5,216092c9a306af1f565d056477ad713c10cece5692624bd16b5e0bbe30db3b25,60252975000445d029d62d4cc66dc652bb41bc4f8c8de9cc079c721485469899
b_FIC_Amur_Jiaruzhe,129490,129494,5,88455,88459,5,1e9222a41ae134918194bea213bcdc08e327f6ac462a5394c02b7138eb19873d,693b540268d5c156f50280754b3d33a908a3a127756a1f3e02f65a8c43e3ae77
b_FIC_Amur_Jiashanbei,129606,129610,5,88571,88575,5,97e8c1dd6a7e6c5f0a3d80c9de769c5bf28bdb5db2760346759ddfc1a42daeea,13b254377a4a3685d3aa7062d4fa2201c2e9e35f5d6022a7f9a6274dd261aec9
b_FIC_Amur_Jindiaotudi,129353,129357,5,88389,88393,5,b80b42e76b8b3033ea0d0232df69c0cf20245848968826d5d1099a3ce341ed43,071abb43ab8f589ee52468d20bb2553eb1210c87d19d15bd513dab21614cf75c
b_FIC_Amur_Jinshuhe,129621,129625,5,88586,88590,5,d1df9c4f8938876b8babcebf723b3a51781d3486f31764e13b89a5829e9c1c49,2f7e33e9ff9ad2d803403dd3cef328506f6a1ea06b7bac216249eeabfe154065
b_FIC_Amur_Jinshujiang,129388,129392,5,88424,88428,5,3dad0c51c6c047693c560636d462bc7c806deefd2ebd77140e1d91a335f1e100,3adaac76e8c42ea2893d500e5d4abc008f94eb0a6c57967615c0f0b406bf9bf3
b_FIC_Amur_Lindu,129662,129666,5,88627,88631,5,9245f59d4d0f816dcbea0472e42746b8295c9a99409ec97e04f5898b519e2390,a24034b47abee1fb9c58e1a16fd8c493b31428a7f702b938374d8a84937f09a9
b_FIC_Amur_Linyuan,129636,129640,5,88601,88605,5,21515b5fa852c9e1c219c4a8a1b8be9e41fd33759c57fbe62213c5751d835ac0,1198c599a86e1f05afaf3af81c41610a08e68e59cf2827c72f04e5add688bc95
b_FIC_Amur_Longcaoan,129687,129691,5,88652,88656,5,9e07371e22f3294d76a804def81b72ef6252beb48a9951715e3dd1540fcef64a,ed18ce1379f5e17ed6f3587d392e3a042e1b9f30dfc280d760ba051c19e5aa56
b_FIC_Amur_Luhean,129596,129600,5,88561,88565,5,dde8f8ac38dace4245f8a099e39c574f952db988af567d9719b04a66dd818f53,6ed4d5e3d905b7508468eb4924cac58fdc49f3fd7ca37e5920b667be88d15a63
b_FIC_Amur_Lupingyuan,129697,129701,5,88662,88666,5,b90c64ebf54af4612ad4898b8d91902c869327d2ffeb4818f04673752b281c1d,02eb47eaeb90b94bfe2087193f88bc09bb43a4879745326493bbadb4f0e4d6cd
b_FIC_Amur_Nemorjiang,129616,129620,5,88581,88585,5,a60b5ace666374bed42ba42192b423680338cbbd8e19beafb484097bcffcc51b,ebc91ea696bfce4e8f4fa180f994f5a6f0847b1352017f377826370de3dd7e4b
b_FIC_Amur_Nendadu,129398,129402,5,88434,88438,5,e6ea0fc796f8fd82e3ed64991a37f9edb35dbcc9ca1128a796b2e889db09b742,ad0a008981341d6b955ce693bb6670eb9750af955e01125727a0be9381196eff
b_FIC_Amur_Nenshidi,129500,129504,5,88465,88469,5,0249626c5e87025d0700d98bf4d7bd426f0befefdee82fb9f43b20a8ca3997ab,fde69716e1d6fbd36fb5a249143a2883255b461c7372387b4f038e3b3e3e7227
b_FIC_Amur_Nenshuide,129540,129544,5,88505,88509,5,d85fd52856fd55e372998bfc9b3c3b3299634c4b6a54413d717bc6bd98add9e9,24196cfd093a9e79a543fa1a2926880fc6f23e9b8b979eb39fc832f2fb750b2f
b_FIC_Amur_Pilutidu,129535,129539,5,88500,88504,5,146098af4dc009c94ff63375f1edc0d4a5135129485697a066bb3eb7ddda82a0,a360baacf78bceaaae828cf2a1ad7960869df8e721069cc7a1df72d3e6e1c148
b_FIC_Amur_Ruzhejiang,129510,129514,5,88475,88479,5,e0e8088a2434ddbeaca2ae91c57481b2097fbece4a4e74b90fea8ec43f5bc7b7,8bdb28cc5514b2a73f94a78e2d735f734e27d203d258058f188363feebed1b6c
b_FIC_Amur_Senlincun,130106,130110,5,90519,90523,5,5f2b6d272565f75796266d1674c70c63df200f5c72322c9ad09516b59a7f980d,99fbebdd27625b77b12a2b670318ade3453484755735920e4a7aeeb9f5bfef1c
b_FIC_Amur_Xianbeishan,129368,129372,5,88404,88408,5,0168f04e68017e9a986398de1cd433a6a6174ee7221677957bb7d236004ff5a6,fddb306767858055785b3071968d64ac2366ee8c3872a730e49b8662c3bef3e3
b_FIC_Amur_Xiaoqiu,129591,129595,5,88556,88560,5,6f8883a21b3c88c812b47b6a1a607ca3c88b9fcbaca4aa14850f210a823646f0,438920d85185190b1745ba74bfd74d94adf9593affc837efd4a45c2a53263740
b_FIC_Amur_Xijiadamo,129586,129590,5,88551,88555,5,b79470e953c672ae661c866e32e145a478cca2dcca9ba2555d576b9e189bdb4d,34e4edf95d878e75cd8946b240f30c59fac73d05918b67a4ccc366f7f1255d81
b_FIC_Amur_Xinener,129328,129332,5,88364,88368,5,fac52e74ada22f3a1c0c81f4c263baadc1b2300667073d69cd0fe378a786aa8b,1f3e24f56e6eaf9f5d8fc2877adcd993447a229e049b2d2b42a2e3e3d36d5288
b_FIC_Amur_Xinganling,129333,129337,5,88369,88373,5,12d2362eb7903a94cb71166ad970756d5618c1dc504a671a30a7d75210ee2841,a8819168b264e4766b65f09bace07a9a02cc49acce67e06c46e540f3ac4b2f7b
b_FIC_Amur_Xipuyu,129561,129565,5,88526,88530,5,9820e418478c27862655744884ab0ebf517aaa0114632234c33fb484ee584c91,0dc483e8fc2b61565fa40e472a0118234c0ba63d1a6b51813b5663951fd87d78
b_FIC_Amur_Xuduohubo,129495,129499,5,88460,88464,5,5b339d1386ae5d844a0535613b47763ded3165ba522be513dbcc6a8f9dc5c5a9,bda56407e83a4a2924f620ca8ad49c5e6c904ef6db2d7ab1a9407b60629ca14f
b_FIC_Amur_Yalujiang,129393,129397,5,88429,88433,5,983489fe9563d6dfb937e2ef5989dba5b2b37449e911f4c8d8dfe0b0e4ff9c8a,93cefcbb8aee10b20001616b357702c998000b24f71b3957105d83a258532967
b_FIC_Amur_Yemantudi,129702,129706,5,88667,88671,5,22f02bd45314d2a6132be8a1b83f5f9bab2bd434397c96a7d43db3429faa86c6,5bca7ecd7e172ad00a0b7b4dc694519636e1b794b99a7bf9c784d12a9d1b2dff
b_FIC_Amur_Yemaotudi,129571,129575,5,88536,88540,5,77fceb1578872ab256bc8387d213bc07dda1f29ac4e231d0631aca927bcd57a9,8c2564cf9c870356706d6346bc30487b45825ac9d88663e5f53a2f0b424cc97d
b_FIC_Amur_Yerencao,129707,129711,5,88672,88676,5,deb629534c5323f185ffe2daae116d644554185f2aba5565185dd9f2aa08403b,fa2591319c76e36ffeab09d6ae5e040c829bf752787bef908586fe9465f41106
b_FIC_Amur_Yingcao,129667,129671,5,88632,88636,5,284a46ef731333a986cd741d4c014258e2fb7fbbcb6a83316e21bd4486145d0b,6fba85f9c11ccd0ebe8b668c913c4b4d0698f7c372c210db51233b3c40883c9e
b_FIC_Amur_Yingsenlin,129672,129676,5,88637,88641,5,7cdc9259586972f5c8baf2e3175803909e8174a7cc0d1b6051a35372c4600414,baa078336acaafe29fd5c1abd8b55a4980d825de1b39ba673a5e0eda094d7401
b_FIC_Amur_Yuancao,129419,129423,5,88735,88739,5,1a7e099f42a27c8c4397edbc790c8dcf1ff53115a7fe8050aecc559d6d22cf79,3a4e908cbc7e6a49a6beb440ce5a0034a8eaa8b184b2cfe4a35396121501a1c7
b_FIC_Amur_Yuanlin,129641,129645,5,88606,88610,5,4ba230df916050adab435cc928e9ed39a688b88e83d88d95f750a8019a6d7ebd,1f14eddd903a5d84a8aa9213447fb19d6f6b4bac1e7e7ed5076f0a9f6db64d11
b_FIC_Amur_Zhongnenjiang,129343,129347,5,88379,88383,5,4fb005336408c89f693264f6d019b54d91dd88d030f0f3d192bc08b2de47cd94,573100c162477370a3fc80f22d7f3765b0ec146d599cbbd1adce76c63e972dc8
b_FIC_EMan_Alimenyang,130394,130398,5,90835,90839,5,1751764926558bb54243217233b488a2896679244d0c01ecd05f6283f49adf86,7ba1ad13947992aa89e66692fedc1c28a1c3c6ec7a9957d90e8d32e46103c340
b_FIC_EMan_Baihuaicun,130121,130125,5,90534,90538,5,64566176cde11677715455343880dede5a47ac99503e9316333331c99c19070b,20fd52d2fcf0067e1ee99907b4c00a7fa6661830b3644fedec5b057416d453f6
b_FIC_EMan_Bao,126539,126543,5,103517,103521,5,3effde1539271bd28b9f7eae2558fa468cd633214ed793c0641b030519ec5d94,399b93624ab4086620fe49c9cfdca93900c6729384ddf377c6d93e7445287be3
b_FIC_EMan_Beidongan,129949,129953,5,90365,90369,5,be74a2678cc4fee8c475467fa6e2249b15d6f174487d63bc2906d349d6718422,268e146aff0804299af59425e2f78ebc22c3b1fef099ef00c7d4efc7f128b47c
b_FIC_EMan_Beihuaicun,130156,130160,5,90569,90573,5,27c2515812e9fcae01670c61b9f5d8fec2fb0b8c774231e6e0fa0b5a9b9f1667,aed79e8dfcb18b929e353efff77eaec83db51d64e75939611f77e68667747fc1
b_FIC_EMan_Beiqiulin,130304,130308,5,90742,90746,5,70ef97ce2af658110e180902c2cca65cb765811297ed0a30bc3d8d8c3bc8e340,1a576563163fdf206a07b16e5259fe89329bd3767aeecd117a59c78b15c410ba
b_FIC_EMan_Bixinjiang,130176,130180,5,90589,90593,5,781558998bdb34db2e847a48fa5d6d84b16d910818c3f3087bedd2a7f243eadc,fb2c4c1f1d94820224ef202748bd41440f7ff749efbc7e1bddc4f44194caa625
b_FIC_EMan_Dacun,130146,130150,5,90559,90563,5,9f552e6eece884c322f42e442739aa3ff175b8528bc124278133f59944e913b6,d0d3f5e4871b17c8d4e4c938d6849b82959ea57d29246f7860be4e9ec2bddd8e
b_FIC_EMan_Dinglian,130254,130258,5,90684,90688,5,5115a7604070bbc74a8db35a425c8dee71e99d9329b459949e2e2cb3fe0b16a7,5af847174158fcf70e520555f9381773fc6c9e41e80eda1075d44abc184f8ded
b_FIC_EMan_Dongning,130404,130408,5,90845,90849,5,e89e45b898266da93283d5bf43b5758a94c6c957a616ba6bd162931e43826d77,2a42a0e465c24bee6989e24691a4e7ed49d315b86323672a80fc8659ab5f8268
b_FIC_EMan_Dongxian,129969,129973,5,90385,90389,5,e3e544c130b55d09c4665c0c8047aff39b23e7b412877adb60b9d955dd0d2094,62c9009462b65e779b31768b97e1257e8e2a29cc5ba49c810c05f8259e80ebaa
b_FIC_EMan_Dongxingkai,130374,130378,5,90815,90819,5,52bd72e1009816caec843b45a73c203254bbd04340ddfd1218234c1646af262a,eea9a9d166d3114fa5690d01e8f619da66abe41bf371afe735467bec9fef19aa
b_FIC_EMan_Dongying,129974,129978,5,90390,90394,5,5c5b05dfe6742525bed4b868c2aaa868e138e8cd10899a6971a535adee3ff7c0,cefbc0668a56fd385ebf8926711d85bc928c8e5e8cb7506db51f54a19cb030a0
b_FIC_EMan_Heihubo,129954,129958,5,90370,90374,5,66b009ed30de58256014874ac5083aa00ee290ce0d20f7f43057b6a4a499ab9c,1dfb11d20e88564520b092cb75e41ea9fac755b3fde81b594d23cb12c4aaf1ab
b_FIC_EMan_Heizhuhai,130314,130318,5,90752,90756,5,796d300f927fa3378734b865ea3315c5edeb2a598b5d8cfb98649b7865976b62,3ca351a42cb2b77e5d87745fedaa0eccb6b92404f3ee9dd5c0f26bc3ded61a7b
b_FIC_EMan_Huaicao,130131,130135,5,90544,90548,5,ea1d5219c41103953f54574bcc28efb44a4ff3f235c087aa58a3bcf88fbefc07,0dac28c19f18bf137ce265ca6b02784bb935d477c70da50b28aa32d796a109ae
b_FIC_EMan_Huanghuai,130151,130155,5,90564,90568,5,fa2ea3d524cf03f0b482d6f52a8bc3b0ae6048cf82eb7b4d0e2306bb5924fef4,5f877065ebf1b96742cf08fa1896ed1476231cb64b439cc80ded7a9e3a0c2af7
b_FIC_EMan_Huangyuan,130355,130359,5,90796,90800,5,2e3389bc58b1de96acba25aae10306e8eeee364313b2d0f633a306eea1eda191,1f5847752bc219193e38a485f1f745fa6bcf331753b1f6c85692dae2273ee371
b_FIC_EMan_Hulilusean,130025,130029,5,90438,90442,5,cdb38953060080ab6c635fd7430d1882dca4e03aebd58e309a4258115f4d3f31,045edffe7fe56bbaaf7197dc03da9ce5d8ba9abf1b88b6d92fa65fab44299f21
b_FIC_EMan_Luseqiu,130289,130293,5,90727,90731,5,ce486f487fbc52dc5cc24ff077a7a3ff80e676342c8ae3688c0a908b2012f989,63889d77014afe2c82d893071c7ac45328be0d2ae6fa0a95e429ac25ad25c94a
b_FIC_EMan_Nanxingkai,130224,130228,5,90638,90642,5,ae65e4bb1102352c441bcd37c897338c66ebd4e6ddcb64c89132175c2216b900,9282d2e01f74a49159b9d698d5f89020a7da9db8fa8ffdbc3f4d048a151d6c23
b_FIC_EMan_Naolijiang,130171,130175,5,90584,90588,5,999f2f4137d23117f5dc39c22888a0eff303896a4be609cbbd6e208ac8e39ecc,7a5416fe56f9624bd8bf0e5b8f13f9a5b73af42d70dc42fac88efb4e91cd5b4c
b_FIC_EMan_Qiligashan,130030,130034,5,90443,90447,5,9b8ef41374691728a1be4a767a90ea677efced8fbf143fd717d66780e7609d01,e4aa04c67ae010b008876c22b1ca4b534105b445f0ee2959c2d0977761927375
b_FIC_EMan_Qingshancun,130350,130354,5,90791,90795,5,e19296133162948fa3c5286b57ae15811dd1c11652b8038094b048b524bb07d3,f68a23dcb1566a9b6c9593a73df179de098a3c2ccb6f9d84bfe32c21d2056321
b_FIC_EMan_Sanhean,130379,130383,5,90820,90824,5,590a4aa31f6bb1d5004d807ae826b14584f3f7f008416146c97e6a6ed7885d69,2a2598cc4cebe486ea04e9d4df137b888a1cc945a09f3de253197069eee1d983
b_FIC_EMan_Shanganjugu,130259,130263,5,90689,90693,5,0ac12c7d756586f56188d6ec178e299a3516aee16e5093b4540b299289349cfb,7c617ba8be374b4dc8c631b058deab1d09888fb153912c8c9ddbbceffffae739
b_FIC_EMan_Shuaibinan,130219,130223,5,90623,90627,5,a70f1558141d58150d21dd581a08156bf6579bc6574d13499fb8a8e88051ef08,7f76b0824d99929c91b89d319ce057781d84e883f2e2498c84e285a9461a9db0
b_FIC_EMan_Shuilinhai,130419,130423,5,90860,90864,5,70b4aacbe7cdcbff906fc5c950d1ebd34b5532106c67bc4a4c875cca425b9dbc,1c58b9a87b29f2f8f5a20c0786fc6d14ef13784a94bfda429855f5f86bd3149f
b_FIC_EMan_Silata_an,130284,130288,5,90722,90726,5,196ae65afd7c8aeebc89fb1c3222d06dbc264965dda2bf451bd7a2cf322b6353,87460c88270008022487513db6804650cc295fa96fabc2aa70be7ba47be46953
b_FIC_EMan_Songhuajiang,130126,130130,5,90539,90543,5,c83d842331e135a085e51a7368c880a6c4fb8f59a92ca7165a9278e6980ae670,469d19f8d667b15e1797133a637b72ab43db627c5860e3941eb2c969ee06cae3
b_FIC_EMan_Xuduohe,130369,130373,5,90810,90814,5,09dec0ab6d692fff0a130e1166d8ede93e9acfd7dcea205d6a52f0904ab558e7,a99989c05f75c345c9709fd7790a8a2098b884ee7e2c70c9943410920cbb4d7c
b_FIC_EMan_Yozejiang,130414,130418,5,90855,90859,5,1926968a67c4d855ac34ee9e8958f3b6ce78adf91f2d66f041b90a3dafeeccb2,94ce6cb64dc10e7321c19567205892e1fb13439bb2119157b53549f76699d386
b_FIC_EMan_Zhenzhuhai,130309,130313,5,90747,90751,5,76290c305b968fb56b44dea3b8ebecbebe2edbf64f90e789c234710dd969569c,32080660e3af0a907fab74749ea5e6f91cd259f9cc790c6178f3feb2b021723e
b_FIC_EMan_Zhonganyuan,130399,130403,5,90840,90844,5,e53e58be6a104b225d7cf9016119c185165d4ed3480c18f44bd3fb309534b165,3ccb158770ed3494e8dd9d48fe1ae4a5646ad4d4a424847615b604f482bed717
b_FIC_EMan_Zhongtieli,130010,130014,5,90423,90427,5,8e92e1b1589354b02a6d6effdf2f3b3f8836559b05c422df4915e4e9f41750e2,c67bb812ff78ba6537900d01cb70ba4b59e0ce9be2f5c9b720bfb41087a61829
b_FIC_Liao_Xitielian,130005,130009,5,91128,91132,5,284c4b40bf0e85e29de5194c693bfdc7718e919a9612c82053cca85f4bcf85c3,798e778d2b7a5cfda789f37e5d42e21973fd956772cd8ea4cb1fc7b430728600
b_FIC_Mong_Arguntokhoi,39089,39093,5,41518,41522,5,ca33cdd383a85ad1d003bd20a23422e073a9970d41bc09de128fa915fe9692c8,8babbe439133c853a569d56f6d44728927aea1cdb9d0fbe9dd9af32e9648ac85
b_FIC_Mong_Banouhe,129444,129448,5,88760,88764,5,d61d5fc16849078bda78f472472305e16602402384490c9cfeddc27f32db6293,ced20891550f3a23deb8f62108b7b1c2b884059bc98a56b861e629811e78a2f4
b_FIC_Mong_Banukhol,129836,129840,5,88821,88825,5,232c46b34e4b35703880f520444aaf8734ab81408d913e10b9cbfe1d8eec9b09,59abfd51c210fd86f7e8ad077e973fb85532e8d79c00f21e059f93c189866138
b_FIC_Mong_Beiheisha,129768,129772,5,43452,43456,5,406818afa8a71c843e7e0958f29d4234ba9cc4922660170de1d18e9004662a26,2a96a52f29ba303fa5d81f69d8233c0d9018f2ba9bddd1651e80adc97effb934
