"path","category","priority","reason","evidence"
"history/provinces/k_dacia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_dali.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_damot.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_darfur.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_daylam.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_delhi.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_denmark.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_dvaravati.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_dzungaria.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_east_francia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_egypt.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_england.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_epirus.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_esthonia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_finland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_france.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_frisia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_galicia-volhynia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_georgia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_ghana.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gobi.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gondwana.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_goryeo.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_guangnan_east.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_guge.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_guinea.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gujarat.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gur.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gurma.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_gyalrong.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_haripunjaya.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_hausaland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_hellas.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_himalaya.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_hujung_medini.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_hungary.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_igbo-benue.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_ireland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_italy.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_jazira.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_jenne.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_jerusalem.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kabulistan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kamarupa.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kanem.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_karnata.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kashmir.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_khakassia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kham.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_khitan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_khorasan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_khotan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kimek.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kipchak.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kong.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_kosala.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_krete.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_lanka.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_leon.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_lhomon.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_lingnan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_lithuania.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_lotharingia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_luzhen.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_maghreb.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_maharastra.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_makran.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_malayadvipa.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_mali.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_maluku.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_malwa.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_maryul.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_mesopotamia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_moldavia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_mongolia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_mordvinia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_naimania.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_navarra.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_nikaea.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_norway.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_novgorod.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_nubia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_ob.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_oghuz_il.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_opolye.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_orissa.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_others.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_outer_ajuraan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_pagan.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_permia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_persia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_philippines.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_poland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_pomerania.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_pontic_steppe.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_pontus.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_punjab.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_qara_dala.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_rajputana.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_romagna.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_ruthenia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sahara.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sakhalin.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sao.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sapmi.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sardinia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_saryarka.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_scotland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_serbia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_shiwei.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sibir.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sicily.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sindh.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_songhay.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_spanish_galicia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sulawesi.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_sweden.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_syr_darya.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_syria.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_tahert.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_takrur.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_tamilakam.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_telingana.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_thessalonika.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_transoxiana.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_tsang.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_tuva.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_u.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_valencia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_venice.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_viet.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_volga_bulgaria.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_wales.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_white_rus.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_xia.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_yavakadvipa.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_yemen.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_yorubaland.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_yugra.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_zanj.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/provinces/k_zhetysu.txt","history_provinces","core","Dogrudan province history: holding, terrain, culture, faith, buildings, special_building vb.","holding / terrain / buildings / special_building"
"history/titles/00_ADMIN_TITLES.txt","history_titles","core","Title history province baglantili de-jure, capital ve holder akisini etkiler.","capital / de_jure_liege / title history"
"history/titles/00_AFRICA.txt","history_titles","core","Title history province baglantili de-jure, capital ve holder akisini etkiler.","capital / de_jure_liege / title history"
"history/titles/00_ASIA_CHINA.txt","history_titles","core","Title history province baglantili de-jure, capital ve holder akisini etkiler.","capital / de_jure_liege / title history"
"history/titles/00_ASIA_JAPAN.txt","history_titles","core","Title history province baglantili de-jure, capital ve holder akisini etkiler.","capital / de_jure_liege / title history"
