"source_subset","source_definition","source_id","source_rgb","source_name","primary_status","same_rgb_same_id","same_rgb_diff_id","same_id_diff_rgb","name_divergence","empty_name","placeholder_name","rgb_partner_subset","rgb_partner_id","rgb_partner_rgb","rgb_partner_name","id_partner_subset","id_partner_rgb","id_partner_name","final_new_id","final_id_status","notes"
"modlu_kalan","definition_modlu.csv","75","0,12,165","ONSALA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","76","42,15,38","LAHOLM","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","77","84,18,166","RONNE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","78","126,21,39","BREGNE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","79","168,24,167","RONNEBY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","80","0,27,40","AVASKAR","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","81","42,30,168","AALBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","82","84,33,41","RINGKOBING","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","83","126,36,169","VARDE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","84","168,39,42","HUSUMBRO","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","85","0,42,170","HAFN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","86","42,45,43","GOINGE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","87","84,48,171","LISTER","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","88","126,51,44","ARENSBURG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","89","168,54,172","SONEBURG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","90","0,57,45","MUHU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","91","42,60,173","DAGO","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","92","84,63,46","HAPSAL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","93","126,66,174","LEAL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","94","168,69,47","REVAL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","95","0,72,175","HARJUMAA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","96","42,75,48","JARVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","97","84,78,176","WESENBURG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","98","126,81,49","NARVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","99","168,84,177","PARNU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","100","0,87,50","VILJANDI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","101","42,90,178","LEMISELE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","102","84,93,51","VALMIERA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","103","126,96,179","KOKENOIS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","104","168,99,52","RIGA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","105","0,102,180","BAUSKA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","106","42,105,53","DOBELE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","107","84,108,181","MITAU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","108","126,111,54","UXKULL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","109","168,114,182","VENDEN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","110","0,117,55","PILTENE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","111","42,120,183","CEKLIS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","112","84,123,56","KANDAVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","113","126,126,184","BANDAVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","114","168,129,57","GROBIN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","115","0,132,185","PALANGA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","116","42,135,58","DUVZARE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","117","84,138,186","DUNDAGA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","118","126,141,59","MEMEL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","119","168,144,187","TILSIT","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","120","0,147,60","RAGNIT","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","121","42,150,188","NEUENBURG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","122","84,153,61","LABIAU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","123","126,156,189","JURBARKAS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","124","168,159,62","RASEINIAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","125","0,162,190","TAURAGE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","126","42,165,63","MEDENIKEN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","127","84,168,191","SIAULIAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","128","126,171,64","TELSIAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","129","168,174,192","VELIUONA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","130","0,177,65","KAUNAS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","131","42,180,193","KEDAINIAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","132","84,183,66","UPYTE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","133","126,186,194","SELPILS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","134","168,189,67","LENNEWARDEN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","135","0,192,195","JEKABPILS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","136","42,195,68","JERSIKA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","137","84,198,196","DAUGAVPILS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","138","126,201,69","REZEKNE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","139","168,204,197","CESVAINE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","140","0,207,70","GULBENE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","141","42,210,198","ALUKSNE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","142","84,0,71","RAUNA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","143","126,3,199","VASTSELIINA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","144","168,6,72","VALGA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","145","0,9,200","TARTU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","146","42,12,73","POLTSAMAA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","147","84,15,201","ALISTEGUNDE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","148","126,18,74","SALACGRIVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","149","168,21,202","VILKMERGE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","150","0,24,75","OKNIST","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","151","42,27,203","UTENA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","152","84,30,76","BIRZAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","153","126,33,204","TRAKAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","154","168,36,77","KERNAVE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","155","0,39,205","VILNIUS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","156","42,42,78","PANEMUNE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","157","84,45,206","SUVALKAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","158","126,48,79","VILKAVISKIS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","159","168,51,207","VALKININKAI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","160","0,54,80","MERKINE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","161","42,57,208","GRODNO","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","162","84,60,81","ALITEN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","163","126,63,209","SEJNY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","164","168,66,82","LIDA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","165","0,69,210","KREVA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","166","42,72,83","BRASLAU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","167","84,75,211","YAMA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","168","126,78,84","KOPORYE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","169","168,81,212","NYEN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","170","0,84,85","NOTEBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","171","42,87,213","RAUTU","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
