"current_id","duplicate_group_size","candidate_type","source_origin","preferred_source_subset","effective_rgb","effective_name","modlu_source_id","orijinal_source_id","primary_status","rgb_resolution_status","source_id_conflict_status","notes"
"9687","2","single_source","orijinal","orijinal_dogu","51,82,123","b_xuzhou_xiapi","","9687","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9688","2","single_source","modlu","modlu_kalan","135,96,44","Finale","9688","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9688","2","single_source","orijinal","orijinal_dogu","211,135,40","b_xuzhou_pengcheng","","9688","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9689","2","single_source","modlu","modlu_kalan","177,99,172","Castellodellalucertola","9689","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9689","2","single_source","orijinal","orijinal_dogu","18,163,249","b_sizhou_linhuai","","9689","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9690","2","single_source","modlu","modlu_kalan","9,103,45","Fortunago","9690","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9690","2","single_source","orijinal","orijinal_dogu","146,230,241","b_haozhou_zhongli","","9690","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9691","2","single_source","modlu","modlu_kalan","51,105,173","Bobbio","9691","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9691","2","single_source","orijinal","orijinal_dogu","247,39,7","b_suzhou_fuli","","9691","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9692","2","single_source","modlu","modlu_kalan","93,108,46","Arona","9692","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9692","2","single_source","orijinal","orijinal_dogu","2,92,134","b_suzhou_qi","","9692","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9693","2","single_source","modlu","modlu_kalan","135,111,174","Locarno","9693","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9693","2","single_source","orijinal","orijinal_dogu","245,198,54","b_suzhou_hong","","9693","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9694","2","single_source","modlu","modlu_kalan","177,114,47","Lecco","9694","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9694","2","single_source","orijinal","orijinal_dogu","88,207,29","b_pingzhou_lulong","","9694","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9695","2","single_source","modlu","modlu_kalan","9,117,175","Sondrio","9695","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9695","2","single_source","orijinal","orijinal_dogu","137,107,148","b_pingzhou_shicheng","","9695","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9696","2","single_source","modlu","modlu_kalan","51,121,49","Trezzo","9696","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9696","2","single_source","orijinal","orijinal_dogu","211,124,73","b_pingzhou_macheng","","9696","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9697","2","single_source","modlu","modlu_kalan","93,123,176","Parabiago","9697","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9697","2","single_source","orijinal","orijinal_dogu","209,209,111","b_jizhou_yutian","","9697","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9698","2","single_source","modlu","modlu_kalan","135,126,49","Soncino","9698","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9698","2","single_source","orijinal","orijinal_dogu","167,145,65","b_jizhou_sanhe","","9698","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9699","2","single_source","modlu","modlu_kalan","177,129,177","Treviglio","9699","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9699","2","single_source","orijinal","orijinal_dogu","95,145,12","b_guishunzhou_huairou","","9699","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9700","2","single_source","modlu","modlu_kalan","9,132,51","Albino","9700","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9700","2","single_source","orijinal","orijinal_dogu","244,61,246","b_youzhou_lu","","9700","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9701","2","single_source","modlu","modlu_kalan","16,16,16","Sirmione","9701","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9701","2","single_source","orijinal","orijinal_dogu","99,169,209","b_youzhou_wuqing","","9701","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9702","2","single_source","modlu","modlu_kalan","93,138,51","Salo","9702","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9702","2","single_source","orijinal","orijinal_dogu","200,172,148","b_youzhou_ji","","9702","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9703","2","single_source","modlu","modlu_kalan","135,141,179","Novellara","9703","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9703","2","single_source","orijinal","orijinal_dogu","222,161,246","b_zhuozhou_fanyang","","9703","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9704","2","single_source","modlu","modlu_kalan","177,144,53","Gonzaga","9704","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9704","2","single_source","orijinal","orijinal_dogu","81,141,138","b_zhuozhou_xincheng","","9704","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9705","2","single_source","modlu","modlu_kalan","9,147,180","Redondesco","9705","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9705","2","single_source","orijinal","orijinal_dogu","117,249,245","b_zhuozhou_guiyi","","9705","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9706","2","single_source","modlu","modlu_kalan","51,150,53","Sarzana","9706","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9706","2","single_source","orijinal","orijinal_dogu","181,210,146","b_mozhou_mo","","9706","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9707","2","single_source","modlu","modlu_kalan","93,153,181","Carrara","9707","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9707","2","single_source","orijinal","orijinal_dogu","146,162,169","Chuzhou2_Chuzhou","","9707","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9708","2","single_source","modlu","modlu_kalan","135,156,54","Altopascio","9708","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9708","2","single_source","orijinal","orijinal_dogu","244,32,32","b_mozhou_qingyuan","","9708","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9709","2","single_source","modlu","modlu_kalan","177,159,182","Brolio","9709","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9709","2","single_source","orijinal","orijinal_dogu","179,154,16","b_mozhou_wen_an","","9709","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9710","2","single_source","modlu","modlu_kalan","9,162,55","Pisano","9710","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9710","2","single_source","orijinal","orijinal_dogu","177,137,150","b_yingzhou_hejian","","9710","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9711","2","single_source","modlu","modlu_kalan","51,165,183","Monteregio","9711","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9711","2","single_source","orijinal","orijinal_dogu","16,28,177","b_yingzhou_leshou","","9711","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9712","2","single_source","modlu","modlu_kalan","93,168,56","Arcidosso","9712","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9712","2","single_source","orijinal","orijinal_dogu","81,235,61","b_yingzhou_boye","","9712","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9713","2","single_source","modlu","modlu_kalan","135,171,184","Fiesole","9713","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9713","2","single_source","orijinal","orijinal_dogu","224,35,109","b_maozhou_wenshan","","9713","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9714","2","single_source","modlu","modlu_kalan","177,174,57","CarrPad","9714","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9714","2","single_source","orijinal","orijinal_dogu","199,192,177","b_hanzhou_mianzhu","","9714","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9715","2","single_source","modlu","modlu_kalan","9,177,185","Bassano","9715","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9715","2","single_source","orijinal","orijinal_dogu","102,36,84","b_hanzhou_luo","","9715","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9716","2","single_source","modlu","modlu_kalan","51,180,58","Schio","9716","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9716","2","single_source","orijinal","orijinal_dogu","241,145,119","b_hanzhou_shifang","","9716","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9717","2","single_source","modlu","modlu_kalan","16,16,48","Martellago","9717","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9717","2","single_source","orijinal","orijinal_dogu","25,116,147","b_mianzhou_weicheng","","9717","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9718","2","single_source","modlu","modlu_kalan","16,16,80","Concordia","9718","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9718","2","single_source","orijinal","orijinal_dogu","128,173,250","b_zizhou_qi","","9718","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9719","2","single_source","modlu","modlu_kalan","177,189,187","Este","9719","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9719","2","single_source","orijinal","orijinal_dogu","164,224,131","b_zizhou_yongtai","","9719","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9720","2","single_source","modlu","modlu_kalan","9,192,61","LugoItaly","9720","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9720","2","single_source","orijinal","orijinal_dogu","130,146,6","b_zizhou_feiniao","","9720","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9721","2","single_source","modlu","modlu_kalan","51,195,188","Cervia","9721","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9721","2","single_source","orijinal","orijinal_dogu","140,213,18","b_jianzhou_jinshui","","9721","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9722","2","single_source","modlu","modlu_kalan","93,198,61","SanMarino","9722","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9722","2","single_source","orijinal","orijinal_dogu","140,35,104","b_puzhou_anyue","","9722","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9724","2","single_source","modlu","modlu_kalan","177,204,63","Gradara","9724","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9724","2","single_source","orijinal","orijinal_dogu","76,112,194","b_zizhou_panshi","","9724","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9725","2","single_source","modlu","modlu_kalan","9,207,190","Iesi","9725","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9725","2","single_source","orijinal","orijinal_dogu","18,223,210","b_zizhou_neijiang","","9725","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9726","2","single_source","modlu","modlu_kalan","51,210,63","Recanati","9726","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9726","2","single_source","orijinal","orijinal_dogu","54,245,136","b_lingzhou_renshou","","9726","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9727","2","single_source","modlu","modlu_kalan","93,0,191","Tolentino","9727","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9727","2","single_source","orijinal","orijinal_dogu","148,73,204","b_lingzhou_jingyan","","9727","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9728","2","single_source","modlu","modlu_kalan","135,3,65","Calascio","9728","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9728","2","single_source","orijinal","orijinal_dogu","218,127,4","b_rongzhou_xuchuan","","9728","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9729","2","single_source","modlu","modlu_kalan","177,6,192","Tusculum","9729","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9729","2","single_source","orijinal","orijinal_dogu","246,125,189","b_rongzhou_gongjing","","9729","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9730","2","single_source","modlu","modlu_kalan","16,16,144","Nerola","9730","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9730","2","single_source","orijinal","orijinal_dogu","118,66,245","b_luzhou_luchuan","","9730","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9731","2","single_source","modlu","modlu_kalan","51,13,193","Arce","9731","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9731","2","single_source","orijinal","orijinal_dogu","242,170,32","b_luzhou_jiang_an","","9731","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9732","2","single_source","modlu","modlu_kalan","93,15,67","Albano","9732","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9732","2","single_source","orijinal","orijinal_dogu","246,73,49","b_changzhou_jingnan","","9732","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9733","2","single_source","modlu","modlu_kalan","135,19,194","Butera","9733","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9733","2","single_source","orijinal","orijinal_dogu","165,219,49","b_changzhou_yongchuan","","9733","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9734","2","single_source","modlu","modlu_kalan","16,16,176","Aderno","9734","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9734","2","single_source","orijinal","orijinal_dogu","64,146,41","b_suizhou_fangyi","","9734","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9735","2","single_source","modlu","modlu_kalan","16,16,208","PaternoSicily","9735","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9735","2","single_source","orijinal","orijinal_dogu","146,82,97","b_suizhou_pukang","","9735","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9736","2","single_source","modlu","modlu_kalan","51,27,68","Geraci","9736","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9736","2","single_source","orijinal","orijinal_dogu","50,6,170","b_hezhou_shijing","","9736","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9737","2","single_source","modlu","modlu_kalan","93,31,196","Gerace","9737","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9737","2","single_source","orijinal","orijinal_dogu","216,245,216","b_hezhou_hanchu","","9737","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9738","2","single_source","modlu","modlu_kalan","135,33,69","Severina","9738","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9738","2","single_source","orijinal","orijinal_dogu","125,183,177","b_guozhou_yuechi","","9738","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9739","2","single_source","modlu","modlu_kalan","177,36,197","Marsico","9739","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9739","2","single_source","orijinal","orijinal_dogu","25,45,111","b_guozhou_nanchong","","9739","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9740","2","single_source","modlu","modlu_kalan","9,39,70","Gravina","9740","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9740","2","single_source","orijinal","orijinal_dogu","204,155,60","b_langzhou_langzhong","","9740","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9741","2","single_source","modlu","modlu_kalan","51,43,198","Lecce","9741","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9741","2","single_source","orijinal","orijinal_dogu","122,31,181","b_langzhou_fangguo","","9741","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9742","2","single_source","modlu","modlu_kalan","93,45,71","GallPug","9742","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9742","2","single_source","orijinal","orijinal_dogu","3,217,148","b_pengzhou_pengchi","","9742","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9743","2","single_source","modlu","modlu_kalan","135,48,199","Nardo","9743","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9743","2","single_source","orijinal","orijinal_dogu","153,42,42","b_pengzhou_dazhu","","9743","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9744","2","single_source","modlu","modlu_kalan","177,51,73","Conversano","9744","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9744","2","single_source","orijinal","orijinal_dogu","106,245,59","b_quzhou_linshan","","9744","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9745","2","single_source","modlu","modlu_kalan","9,54,200","Manopoli","9745","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9745","2","single_source","orijinal","orijinal_dogu","209,38,98","b_quzhou_linshui","","9745","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9746","2","single_source","modlu","modlu_kalan","16,16,240","Andria","9746","","rgb_conflict","recolor_to_new_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9746","2","single_source","orijinal","orijinal_dogu","143,116,76","b_quzhou_liujiang","","9746","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9747","2","single_source","modlu","modlu_kalan","93,61,201","SontAngelo","9747","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9747","2","single_source","orijinal","orijinal_dogu","189,25,162","b_tongzhou_tongchuan","","9747","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9748","2","single_source","modlu","modlu_kalan","135,63,74","Severo","9748","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9748","2","single_source","orijinal","orijinal_dogu","148,44,150","b_tongzhou_baqu","","9748","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9749","2","single_source","modlu","modlu_kalan","177,67,202","Gargano","9749","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9749","2","single_source","orijinal","orijinal_dogu","182,20,248","b_kaizhou_wansui","","9749","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9750","2","single_source","modlu","modlu_kalan","9,69,75","Manopello","9750","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9750","2","single_source","orijinal","orijinal_dogu","23,67,155","b_kaizhou_kaijiang","","9750","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9751","2","single_source","modlu","modlu_kalan","51,73,203","Celano","9751","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9751","2","single_source","orijinal","orijinal_dogu","79,212,36","b_bizhou_baishi","","9751","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9752","2","single_source","modlu","modlu_kalan","93,75,76","Albe","9752","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9752","2","single_source","orijinal","orijinal_dogu","218,118,211","b_bizhou_dongba","","9752","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9753","2","single_source","modlu","modlu_kalan","135,78,204","Penne","9753","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9753","2","single_source","orijinal","orijinal_dogu","72,186,173","b_bizhou_tongjiang","","9753","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9754","2","single_source","modlu","modlu_kalan","177,81,77","Aquino","9754","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9754","2","single_source","orijinal","orijinal_dogu","211,110,131","b_wanzhou_wuning","","9754","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9755","2","single_source","modlu","modlu_kalan","9,85,205","Pontecorvo","9755","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9755","2","single_source","orijinal","orijinal_dogu","53,122,134","b_wanzhou_nanpu","","9755","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9756","2","single_source","modlu","modlu_kalan","51,87,78","Fondi","9756","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9756","2","single_source","orijinal","orijinal_dogu","171,152,104","b_wanzhou_liangshan","","9756","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9757","2","single_source","modlu","modlu_kalan","93,90,206","Aversa","9757","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9757","2","single_source","orijinal","orijinal_dogu","93,183,186","Lingnan_Lianzhou_Hepu","","9757","rgb_conflict","keep_original_shared_rgb","id_conflict","Same RGB maps to different IDs across subsets. Same ID maps to different RGB values across subsets."
"9758","2","single_source","modlu","modlu_kalan","135,93,79","Nola","9758","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9758","2","single_source","orijinal","orijinal_dogu","156,127,15","b_zhongzhou_nanbin","","9758","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9759","2","single_source","modlu","modlu_kalan","177,96,207","Acerra","9759","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9759","2","single_source","orijinal","orijinal_dogu","43,227,54","b_zhongzhou_linjiang","","9759","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9760","2","single_source","modlu","modlu_kalan","9,99,81","Pozzuoli","9760","","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
"9760","2","single_source","orijinal","orijinal_dogu","30,159,88","b_zhongzhou_guixi","","9760","id_conflict","unchanged","id_conflict","Same ID maps to different RGB values across subsets."
