"final_new_id","placeholder_rgb","x","y","overwritten_rgb","overwritten_final_new_id","overwritten_name","overwritten_row_type","overwritten_source_origin"
"12808","80,112,144","9180","4607","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12809","80,112,176","9179","4607","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12826","80,112,208","9178","4607","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12882","80,112,240","9215","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12883","80,144,16","9214","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12884","80,144,48","9213","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12885","80,144,80","9212","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12886","80,144,112","9211","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12887","80,144,144","9210","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12888","80,144,176","9209","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12889","80,144,208","9208","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12890","80,144,240","9207","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12891","80,176,16","9206","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12892","80,176,48","9205","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12893","80,176,80","9204","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12894","80,176,112","9203","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12895","80,176,144","9202","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12896","80,176,176","9201","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12897","80,176,208","9200","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12898","80,176,240","9199","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12899","80,208,16","9198","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12922","80,208,48","9197","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12923","80,208,80","9196","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12924","80,208,112","9195","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12925","80,208,144","9194","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12945","80,208,176","9193","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12946","80,208,208","9192","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12985","80,208,240","9191","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"12987","80,240,16","9190","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13129","80,240,48","9189","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13134","80,240,80","9188","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13158","80,240,112","9187","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13160","80,240,144","9186","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13270","80,240,176","9185","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13271","80,240,208","9184","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13272","80,240,240","9183","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13273","112,16,16","9182","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13274","112,16,48","9181","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13275","112,16,80","9180","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13276","112,16,112","9179","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13277","112,16,144","9178","4606","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13278","112,16,176","9215","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13279","112,16,208","9214","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13280","112,16,240","9213","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13281","112,48,16","9212","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13282","112,48,48","9211","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13283","112,48,80","9210","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13284","112,48,112","9209","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13285","112,48,144","9208","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13286","112,48,176","9207","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13287","112,48,208","9206","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13288","112,48,240","9205","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13289","112,80,16","9204","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13290","112,80,48","9203","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13291","112,80,80","9202","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13292","112,80,112","9201","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13293","112,80,144","9200","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13294","112,80,176","9199","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13295","112,80,208","9198","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13296","112,80,240","9197","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13297","112,112,16","9196","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13298","112,112,48","9195","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13299","112,112,80","9194","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13300","112,112,112","9193","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13301","112,112,144","9192","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13302","112,112,176","9191","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13303","112,112,208","9190","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13304","112,112,240","9189","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13305","112,144,16","9188","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13306","112,144,48","9187","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13307","112,144,80","9186","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13308","112,144,112","9185","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13309","112,144,144","9184","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13310","112,144,176","9183","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13311","112,144,208","9182","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13312","112,144,240","9181","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13313","112,176,16","9180","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13314","112,176,48","9179","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13315","112,176,80","9178","4605","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13316","112,176,112","9215","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13317","112,176,144","9214","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13318","112,176,176","9213","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13319","112,176,208","9212","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13320","112,176,240","9211","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13321","112,208,16","9210","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13322","112,208,48","9209","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13323","112,208,80","9208","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13324","112,208,112","9207","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13325","112,208,144","9206","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13326","112,208,176","9205","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13327","112,208,208","9204","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13328","112,208,240","9203","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13329","112,240,16","9202","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13330","112,240,48","9201","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13331","112,240,80","9200","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13332","112,240,112","9199","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13333","112,240,144","9198","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13334","112,240,176","9197","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13335","112,240,208","9196","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13336","112,240,240","9195","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13337","144,16,16","9194","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13338","144,16,48","9193","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13339","144,16,80","9192","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13340","144,16,112","9191","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13341","144,16,144","9190","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13342","144,16,176","9189","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13343","144,16,208","9188","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13344","144,16,240","9187","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13345","144,48,16","9186","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13346","144,48,48","9185","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13347","144,48,80","9184","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13348","144,48,112","9183","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13349","144,48,144","9182","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13350","144,48,176","9181","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13351","144,48,208","9180","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13352","144,48,240","9179","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13353","144,80,16","9178","4604","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13354","144,80,48","9215","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13355","144,80,80","9214","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13356","144,80,112","9213","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13357","144,80,144","9212","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13358","144,80,176","9211","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13359","144,80,208","9210","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13360","144,80,240","9209","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13361","144,112,16","9208","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13362","144,112,48","9207","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13363","144,112,80","9206","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13364","144,112,112","9205","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13365","144,112,144","9204","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13366","144,112,176","9203","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13367","144,112,208","9202","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13368","144,112,240","9201","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13369","144,144,16","9200","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13370","144,144,48","9199","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13371","144,144,80","9198","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13372","144,144,112","9197","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13373","144,144,144","9196","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13374","144,144,176","9195","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13375","144,144,208","9194","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13376","144,144,240","9193","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13377","144,176,16","9192","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13378","144,176,48","9191","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13379","144,176,80","9190","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13380","144,176,112","9189","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13381","144,176,144","9188","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13382","144,176,176","9187","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13383","144,176,208","9186","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13384","144,176,240","9185","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13385","144,208,16","9184","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13386","144,208,48","9183","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13387","144,208,80","9182","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13388","144,208,112","9181","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13389","144,208,144","9180","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13390","144,208,176","9179","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13391","144,208,208","9178","4603","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13392","144,208,240","9215","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13393","144,240,16","9214","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13394","144,240,48","9213","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13395","144,240,80","9212","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13396","144,240,112","9211","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13397","144,240,144","9210","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13398","144,240,176","9209","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13399","144,240,208","9208","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13400","144,240,240","9207","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13401","176,16,16","9206","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13402","176,16,48","9205","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13403","176,16,80","9204","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13404","176,16,112","9203","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13405","176,16,144","9202","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13406","176,16,176","9201","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13407","176,16,208","9200","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13408","176,16,240","9199","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13409","176,48,16","9198","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13410","176,48,48","9197","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13411","176,48,80","9196","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13412","176,48,112","9195","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13413","176,48,144","9194","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13414","176,48,176","9193","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13415","176,48,208","9192","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13416","176,48,240","9191","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13417","176,80,16","9190","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13418","176,80,48","9189","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13419","176,80,80","9188","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13420","176,80,112","9187","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13421","176,80,144","9186","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13422","176,80,176","9185","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13423","176,80,208","9184","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13424","176,80,240","9183","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13425","176,112,16","9182","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13426","176,112,48","9181","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13427","176,112,80","9180","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13428","176,112,112","9179","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13429","176,112,144","9178","4602","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13430","176,112,176","9215","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13431","176,112,208","9214","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13432","176,112,240","9213","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13433","176,144,16","9212","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13434","176,144,48","9211","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13435","176,144,80","9210","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13436","176,144,112","9209","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13437","176,144,144","9208","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13438","176,144,176","9207","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13439","176,144,208","9206","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13440","176,144,240","9205","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13441","176,176,16","9204","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13442","176,176,48","9203","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13443","176,176,80","9202","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13444","176,176,112","9201","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13445","176,176,144","9200","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13446","176,176,176","9199","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13447","176,176,208","9198","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13448","176,176,240","9197","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13449","176,208,16","9196","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13450","176,208,48","9195","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13451","176,208,80","9194","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13452","176,208,112","9193","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13453","176,208,144","9192","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13454","176,208,176","9191","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13455","176,208,208","9190","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13456","176,208,240","9189","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13457","176,240,16","9188","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13458","176,240,48","9187","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13459","176,240,80","9186","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13460","176,240,112","9185","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13461","176,240,144","9184","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13462","176,240,176","9183","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13463","176,240,208","9182","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13464","176,240,240","9181","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13465","208,16,16","9180","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13466","208,16,48","9179","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13467","208,16,80","9178","4601","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13468","208,16,112","9215","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13469","208,16,144","9214","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13470","208,16,176","9213","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13471","208,16,208","9212","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13472","208,16,240","9211","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13473","208,48,16","9210","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13474","208,48,48","9209","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13475","208,48,80","9208","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13476","208,48,112","9207","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13477","208,48,144","9206","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13478","208,48,176","9205","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13479","208,48,208","9204","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13480","208,48,240","9203","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13481","208,80,16","9202","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13482","208,80,48","9201","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13483","208,80,80","9200","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13484","208,80,112","9199","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13485","208,80,144","9198","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13486","208,80,176","9197","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13487","208,80,208","9196","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13488","208,80,240","9195","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13489","208,112,16","9194","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13490","208,112,48","9193","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13491","208,112,80","9192","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13492","208,112,112","9191","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13493","208,112,144","9190","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13494","208,112,176","9189","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13495","208,112,208","9188","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13496","208,112,240","9187","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13497","208,144,16","9186","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13498","208,144,48","9185","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13499","208,144,80","9184","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13500","208,144,112","9183","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13501","208,144,144","9182","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13502","208,144,176","9181","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13503","208,144,208","9180","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13504","208,144,240","9179","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13505","208,176,16","9178","4600","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13506","208,176,48","9215","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13507","208,176,80","9214","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13508","208,176,112","9213","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
"13509","208,176,144","9212","4599","126,186,199","12763","sea_indian_ocean","candidate","orijinal"
