"source_label","old_id","final_new_id","old_rgb","effective_rgb","old_name","effective_name","policy_name","keeps_current_id","assignment_type","id_change_reason","notes"
"modlu","50","50","0,150,25","0,150,25","EMLY","EMLY","preserve_old_ids","True","keep_current_id","",""
"modlu","51","51","42,153,153","42,153,153","CLONMEL","CLONMEL","preserve_old_ids","True","keep_current_id","",""
"modlu","52","52","84,156,26","84,156,26","TRALEE","TRALEE","preserve_old_ids","True","keep_current_id","",""
"modlu","53","53","126,159,154","126,159,154","CORK","CORK","preserve_old_ids","True","keep_current_id","",""
"modlu","54","54","168,162,27","168,162,27","KINSALE","KINSALE","preserve_old_ids","True","keep_current_id","",""
"modlu","55","55","0,165,155","0,165,155","LINDHOLM","LINDHOLM","preserve_old_ids","True","keep_current_id","",""
"modlu","56","56","42,168,28","42,168,28","VIBORG","VIBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","57","57","84,171,156","84,171,156","AARHUS","AARHUS","preserve_old_ids","True","keep_current_id","",""
"modlu","58","58","126,174,29","126,174,29","JELLING","JELLING","preserve_old_ids","True","keep_current_id","",""
"modlu","59","59","168,177,157","168,177,157","VORBASSE","VORBASSE","preserve_old_ids","True","keep_current_id","",""
"modlu","60","60","0,180,30","0,180,30","RIBE","RIBE","preserve_old_ids","True","keep_current_id","",""
"modlu","61","61","42,183,158","42,183,158","AABENRAA","AABENRAA","preserve_old_ids","True","keep_current_id","",""
"modlu","62","62","84,186,31","84,186,31","HEDEBY","HEDEBY","preserve_old_ids","True","keep_current_id","",""
"modlu","63","63","126,189,159","126,189,159","ROSKILDE","ROSKILDE","preserve_old_ids","True","keep_current_id","",""
"modlu","64","64","168,192,32","168,192,32","NAESTVED","NAESTVED","preserve_old_ids","True","keep_current_id","",""
"modlu","65","65","0,195,160","0,195,160","ODENSE","ODENSE","preserve_old_ids","True","keep_current_id","",""
"modlu","66","66","42,198,33","42,198,33","SVENDBORG","SVENDBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","67","67","84,201,161","84,201,161","NYKOBING","NYKOBING","preserve_old_ids","True","keep_current_id","",""
"modlu","68","68","126,204,34","126,204,34","NAKSKOV","NAKSKOV","preserve_old_ids","True","keep_current_id","",""
"modlu","69","69","168,207,162","168,207,162","SLAGELSE","SLAGELSE","preserve_old_ids","True","keep_current_id","",""
"modlu","70","70","0,210,35","0,210,35","LUND","LUND","preserve_old_ids","True","keep_current_id","",""
"modlu","71","71","42,0,163","42,0,163","TRELLEBORG","TRELLEBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","72","72","84,3,36","84,3,36","TOMMERUP","TOMMERUP","preserve_old_ids","True","keep_current_id","",""
"modlu","73","73","126,6,164","126,6,164","HELSINGBORG","HELSINGBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","74","74","168,9,37","168,9,37","HALMSTAD","HALMSTAD","preserve_old_ids","True","keep_current_id","",""
"modlu","75","75","0,12,165","0,12,165","ONSALA","ONSALA","preserve_old_ids","True","keep_current_id","",""
"modlu","76","76","42,15,38","42,15,38","LAHOLM","LAHOLM","preserve_old_ids","True","keep_current_id","",""
"modlu","77","77","84,18,166","84,18,166","RONNE","RONNE","preserve_old_ids","True","keep_current_id","",""
"modlu","78","78","126,21,39","126,21,39","BREGNE","BREGNE","preserve_old_ids","True","keep_current_id","",""
"modlu","79","79","168,24,167","168,24,167","RONNEBY","RONNEBY","preserve_old_ids","True","keep_current_id","",""
"modlu","80","80","0,27,40","0,27,40","AVASKAR","AVASKAR","preserve_old_ids","True","keep_current_id","",""
"modlu","81","81","42,30,168","42,30,168","AALBORG","AALBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","82","82","84,33,41","84,33,41","RINGKOBING","RINGKOBING","preserve_old_ids","True","keep_current_id","",""
"modlu","83","83","126,36,169","126,36,169","VARDE","VARDE","preserve_old_ids","True","keep_current_id","",""
"modlu","84","84","168,39,42","168,39,42","HUSUMBRO","HUSUMBRO","preserve_old_ids","True","keep_current_id","",""
"modlu","85","85","0,42,170","0,42,170","HAFN","HAFN","preserve_old_ids","True","keep_current_id","",""
"modlu","86","86","42,45,43","42,45,43","GOINGE","GOINGE","preserve_old_ids","True","keep_current_id","",""
"modlu","87","87","84,48,171","84,48,171","LISTER","LISTER","preserve_old_ids","True","keep_current_id","",""
"modlu","88","88","126,51,44","126,51,44","ARENSBURG","ARENSBURG","preserve_old_ids","True","keep_current_id","",""
"modlu","89","89","168,54,172","168,54,172","SONEBURG","SONEBURG","preserve_old_ids","True","keep_current_id","",""
"modlu","90","90","0,57,45","0,57,45","MUHU","MUHU","preserve_old_ids","True","keep_current_id","",""
"modlu","91","91","42,60,173","42,60,173","DAGO","DAGO","preserve_old_ids","True","keep_current_id","",""
"modlu","92","92","84,63,46","84,63,46","HAPSAL","HAPSAL","preserve_old_ids","True","keep_current_id","",""
"modlu","93","93","126,66,174","126,66,174","LEAL","LEAL","preserve_old_ids","True","keep_current_id","",""
"modlu","94","94","168,69,47","168,69,47","REVAL","REVAL","preserve_old_ids","True","keep_current_id","",""
"modlu","95","95","0,72,175","0,72,175","HARJUMAA","HARJUMAA","preserve_old_ids","True","keep_current_id","",""
"modlu","96","96","42,75,48","42,75,48","JARVA","JARVA","preserve_old_ids","True","keep_current_id","",""
"modlu","97","97","84,78,176","84,78,176","WESENBURG","WESENBURG","preserve_old_ids","True","keep_current_id","",""
"modlu","98","98","126,81,49","126,81,49","NARVA","NARVA","preserve_old_ids","True","keep_current_id","",""
"modlu","99","99","168,84,177","168,84,177","PARNU","PARNU","preserve_old_ids","True","keep_current_id","",""
"modlu","100","100","0,87,50","0,87,50","VILJANDI","VILJANDI","preserve_old_ids","True","keep_current_id","",""
"modlu","101","101","42,90,178","42,90,178","LEMISELE","LEMISELE","preserve_old_ids","True","keep_current_id","",""
"modlu","102","102","84,93,51","84,93,51","VALMIERA","VALMIERA","preserve_old_ids","True","keep_current_id","",""
"modlu","103","103","126,96,179","126,96,179","KOKENOIS","KOKENOIS","preserve_old_ids","True","keep_current_id","",""
"modlu","104","104","168,99,52","168,99,52","RIGA","RIGA","preserve_old_ids","True","keep_current_id","",""
"modlu","105","105","0,102,180","0,102,180","BAUSKA","BAUSKA","preserve_old_ids","True","keep_current_id","",""
"modlu","106","106","42,105,53","42,105,53","DOBELE","DOBELE","preserve_old_ids","True","keep_current_id","",""
"modlu","107","107","84,108,181","84,108,181","MITAU","MITAU","preserve_old_ids","True","keep_current_id","",""
"modlu","108","108","126,111,54","126,111,54","UXKULL","UXKULL","preserve_old_ids","True","keep_current_id","",""
"modlu","109","109","168,114,182","168,114,182","VENDEN","VENDEN","preserve_old_ids","True","keep_current_id","",""
"modlu","110","110","0,117,55","0,117,55","PILTENE","PILTENE","preserve_old_ids","True","keep_current_id","",""
"modlu","111","111","42,120,183","42,120,183","CEKLIS","CEKLIS","preserve_old_ids","True","keep_current_id","",""
"modlu","112","112","84,123,56","84,123,56","KANDAVA","KANDAVA","preserve_old_ids","True","keep_current_id","",""
"modlu","113","113","126,126,184","126,126,184","BANDAVA","BANDAVA","preserve_old_ids","True","keep_current_id","",""
"modlu","114","114","168,129,57","168,129,57","GROBIN","GROBIN","preserve_old_ids","True","keep_current_id","",""
"modlu","115","115","0,132,185","0,132,185","PALANGA","PALANGA","preserve_old_ids","True","keep_current_id","",""
"modlu","116","116","42,135,58","42,135,58","DUVZARE","DUVZARE","preserve_old_ids","True","keep_current_id","",""
"modlu","117","117","84,138,186","84,138,186","DUNDAGA","DUNDAGA","preserve_old_ids","True","keep_current_id","",""
"modlu","118","118","126,141,59","126,141,59","MEMEL","MEMEL","preserve_old_ids","True","keep_current_id","",""
"modlu","119","119","168,144,187","168,144,187","TILSIT","TILSIT","preserve_old_ids","True","keep_current_id","",""
"modlu","120","120","0,147,60","0,147,60","RAGNIT","RAGNIT","preserve_old_ids","True","keep_current_id","",""
"modlu","121","121","42,150,188","42,150,188","NEUENBURG","NEUENBURG","preserve_old_ids","True","keep_current_id","",""
"modlu","122","122","84,153,61","84,153,61","LABIAU","LABIAU","preserve_old_ids","True","keep_current_id","",""
"modlu","123","123","126,156,189","126,156,189","JURBARKAS","JURBARKAS","preserve_old_ids","True","keep_current_id","",""
"modlu","124","124","168,159,62","168,159,62","RASEINIAI","RASEINIAI","preserve_old_ids","True","keep_current_id","",""
"modlu","125","125","0,162,190","0,162,190","TAURAGE","TAURAGE","preserve_old_ids","True","keep_current_id","",""
"modlu","126","126","42,165,63","42,165,63","MEDENIKEN","MEDENIKEN","preserve_old_ids","True","keep_current_id","",""
"modlu","127","127","84,168,191","84,168,191","SIAULIAI","SIAULIAI","preserve_old_ids","True","keep_current_id","",""
"modlu","128","128","126,171,64","126,171,64","TELSIAI","TELSIAI","preserve_old_ids","True","keep_current_id","",""
"modlu","129","129","168,174,192","168,174,192","VELIUONA","VELIUONA","preserve_old_ids","True","keep_current_id","",""
"modlu","130","130","0,177,65","0,177,65","KAUNAS","KAUNAS","preserve_old_ids","True","keep_current_id","",""
"modlu","131","131","42,180,193","42,180,193","KEDAINIAI","KEDAINIAI","preserve_old_ids","True","keep_current_id","",""
"modlu","132","132","84,183,66","84,183,66","UPYTE","UPYTE","preserve_old_ids","True","keep_current_id","",""
"modlu","133","133","126,186,194","126,186,194","SELPILS","SELPILS","preserve_old_ids","True","keep_current_id","",""
"modlu","134","134","168,189,67","168,189,67","LENNEWARDEN","LENNEWARDEN","preserve_old_ids","True","keep_current_id","",""
"modlu","135","135","0,192,195","0,192,195","JEKABPILS","JEKABPILS","preserve_old_ids","True","keep_current_id","",""
"modlu","136","136","42,195,68","42,195,68","JERSIKA","JERSIKA","preserve_old_ids","True","keep_current_id","",""
"modlu","137","137","84,198,196","84,198,196","DAUGAVPILS","DAUGAVPILS","preserve_old_ids","True","keep_current_id","",""
"modlu","138","138","126,201,69","126,201,69","REZEKNE","REZEKNE","preserve_old_ids","True","keep_current_id","",""
"modlu","139","139","168,204,197","168,204,197","CESVAINE","CESVAINE","preserve_old_ids","True","keep_current_id","",""
"modlu","140","140","0,207,70","0,207,70","GULBENE","GULBENE","preserve_old_ids","True","keep_current_id","",""
"modlu","141","141","42,210,198","42,210,198","ALUKSNE","ALUKSNE","preserve_old_ids","True","keep_current_id","",""
"modlu","142","142","84,0,71","84,0,71","RAUNA","RAUNA","preserve_old_ids","True","keep_current_id","",""
"modlu","143","143","126,3,199","126,3,199","VASTSELIINA","VASTSELIINA","preserve_old_ids","True","keep_current_id","",""
"modlu","144","144","168,6,72","168,6,72","VALGA","VALGA","preserve_old_ids","True","keep_current_id","",""
"modlu","145","145","0,9,200","0,9,200","TARTU","TARTU","preserve_old_ids","True","keep_current_id","",""
"modlu","146","146","42,12,73","42,12,73","POLTSAMAA","POLTSAMAA","preserve_old_ids","True","keep_current_id","",""
"modlu","147","147","84,15,201","84,15,201","ALISTEGUNDE","ALISTEGUNDE","preserve_old_ids","True","keep_current_id","",""
"modlu","148","148","126,18,74","126,18,74","SALACGRIVA","SALACGRIVA","preserve_old_ids","True","keep_current_id","",""
"modlu","149","149","168,21,202","168,21,202","VILKMERGE","VILKMERGE","preserve_old_ids","True","keep_current_id","",""
"modlu","150","150","0,24,75","0,24,75","OKNIST","OKNIST","preserve_old_ids","True","keep_current_id","",""
"modlu","151","151","42,27,203","42,27,203","UTENA","UTENA","preserve_old_ids","True","keep_current_id","",""
"modlu","152","152","84,30,76","84,30,76","BIRZAI","BIRZAI","preserve_old_ids","True","keep_current_id","",""
"modlu","153","153","126,33,204","126,33,204","TRAKAI","TRAKAI","preserve_old_ids","True","keep_current_id","",""
"modlu","154","154","168,36,77","168,36,77","KERNAVE","KERNAVE","preserve_old_ids","True","keep_current_id","",""
"modlu","155","155","0,39,205","0,39,205","VILNIUS","VILNIUS","preserve_old_ids","True","keep_current_id","",""
"modlu","156","156","42,42,78","42,42,78","PANEMUNE","PANEMUNE","preserve_old_ids","True","keep_current_id","",""
"modlu","157","157","84,45,206","84,45,206","SUVALKAI","SUVALKAI","preserve_old_ids","True","keep_current_id","",""
"modlu","158","158","126,48,79","126,48,79","VILKAVISKIS","VILKAVISKIS","preserve_old_ids","True","keep_current_id","",""
"modlu","159","159","168,51,207","168,51,207","VALKININKAI","VALKININKAI","preserve_old_ids","True","keep_current_id","",""
"modlu","160","160","0,54,80","0,54,80","MERKINE","MERKINE","preserve_old_ids","True","keep_current_id","",""
"modlu","161","161","42,57,208","42,57,208","GRODNO","GRODNO","preserve_old_ids","True","keep_current_id","",""
"modlu","162","162","84,60,81","84,60,81","ALITEN","ALITEN","preserve_old_ids","True","keep_current_id","",""
"modlu","163","163","126,63,209","126,63,209","SEJNY","SEJNY","preserve_old_ids","True","keep_current_id","",""
"modlu","164","164","168,66,82","168,66,82","LIDA","LIDA","preserve_old_ids","True","keep_current_id","",""
"modlu","165","165","0,69,210","0,69,210","KREVA","KREVA","preserve_old_ids","True","keep_current_id","",""
"modlu","166","166","42,72,83","42,72,83","BRASLAU","BRASLAU","preserve_old_ids","True","keep_current_id","",""
"modlu","167","167","84,75,211","84,75,211","YAMA","YAMA","preserve_old_ids","True","keep_current_id","",""
"modlu","168","168","126,78,84","126,78,84","KOPORYE","KOPORYE","preserve_old_ids","True","keep_current_id","",""
"modlu","169","169","168,81,212","168,81,212","NYEN","NYEN","preserve_old_ids","True","keep_current_id","",""
"modlu","170","170","0,84,85","0,84,85","NOTEBORG","NOTEBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","171","171","42,87,213","42,87,213","RAUTU","RAUTU","preserve_old_ids","True","keep_current_id","",""
"modlu","172","172","84,90,86","84,90,86","KAKISALMI","KAKISALMI","preserve_old_ids","True","keep_current_id","",""
"modlu","173","173","126,93,214","126,93,214","KOIVISTO","KOIVISTO","preserve_old_ids","True","keep_current_id","",""
"modlu","174","174","168,96,87","168,96,87","SORTAVALA","SORTAVALA","preserve_old_ids","True","keep_current_id","",""
"modlu","175","175","0,99,215","0,99,215","PORVOO","PORVOO","preserve_old_ids","True","keep_current_id","",""
"modlu","176","176","42,102,88","42,102,88","ESPOO","ESPOO","preserve_old_ids","True","keep_current_id","",""
"modlu","177","177","84,105,216","84,105,216","RASEBORG","RASEBORG","preserve_old_ids","True","keep_current_id","",""
"modlu","178","178","126,108,89","126,108,89","RIKALA","RIKALA","preserve_old_ids","True","keep_current_id","",""
"modlu","179","179","168,111,217","168,111,217","TURKU","TURKU","preserve_old_ids","True","keep_current_id","",""
"modlu","180","180","0,114,90","0,114,90","RAUMA","RAUMA","preserve_old_ids","True","keep_current_id","",""
"modlu","181","181","42,117,218","42,117,218","PARIKKALA","PARIKKALA","preserve_old_ids","True","keep_current_id","",""
"modlu","182","182","84,120,91","84,120,91","VIIPURI","VIIPURI","preserve_old_ids","True","keep_current_id","",""
"modlu","183","183","126,123,219","126,123,219","LIINMAA","LIINMAA","preserve_old_ids","True","keep_current_id","",""
"modlu","184","184","168,126,92","168,126,92","TELJA","TELJA","preserve_old_ids","True","keep_current_id","",""
"modlu","185","185","0,129,220","0,129,220","ULVILA","ULVILA","preserve_old_ids","True","keep_current_id","",""
"modlu","186","186","42,132,93","42,132,93","PIRKKALA","PIRKKALA","preserve_old_ids","True","keep_current_id","",""
"modlu","187","187","84,135,221","84,135,221","SAVITAIPALE","SAVITAIPALE","preserve_old_ids","True","keep_current_id","",""
"modlu","188","188","126,138,94","126,138,94","MIKKELI","MIKKELI","preserve_old_ids","True","keep_current_id","",""
"modlu","189","189","168,141,222","168,141,222","SULKAVA","SULKAVA","preserve_old_ids","True","keep_current_id","",""
"modlu","190","190","0,144,95","0,144,95","OLAVINLINNA","OLAVINLINNA","preserve_old_ids","True","keep_current_id","",""
"modlu","191","191","42,147,223","42,147,223","KIDILA","KIDILA","preserve_old_ids","True","keep_current_id","",""
"modlu","192","192","84,150,96","84,150,96","SALINIS","SALINIS","preserve_old_ids","True","keep_current_id","",""
"modlu","193","193","126,153,224","126,153,224","AUNUS","AUNUS","preserve_old_ids","True","keep_current_id","",""
"modlu","194","194","168,156,97","168,156,97","SEESJARVI","SEESJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","195","195","0,159,225","0,159,225","ONEGABORG","ONEGABORG","preserve_old_ids","True","keep_current_id","",""
"modlu","196","196","42,162,98","42,162,98","SOUTJARVI","SOUTJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","197","197","84,165,226","84,165,226","VEHKALAHTI","VEHKALAHTI","preserve_old_ids","True","keep_current_id","",""
"modlu","198","198","126,168,99","126,168,99","KONTUPOHJA","KONTUPOHJA","preserve_old_ids","True","keep_current_id","",""
"modlu","199","199","168,171,227","168,171,227","LIZMAJARVI","LIZMAJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","200","200","0,174,0","0,174,0","TOVAJARVI","TOVAJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","201","201","42,177,128","42,177,128","SUOJARVI","SUOJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","202","202","84,180,1","84,180,1","VATSELANJARVI","VATSELANJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","203","203","126,183,129","126,183,129","SUOPARSAARI","SUOPARSAARI","preserve_old_ids","True","keep_current_id","",""
"modlu","204","204","168,186,2","168,186,2","TOHMAJARVI","TOHMAJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","205","205","0,189,130","0,189,130","HAMEENLINNA","HAMEENLINNA","preserve_old_ids","True","keep_current_id","",""
"modlu","206","206","42,192,3","42,192,3","SOMERO","SOMERO","preserve_old_ids","True","keep_current_id","",""
"modlu","207","207","84,195,131","84,195,131","SYSMA","SYSMA","preserve_old_ids","True","keep_current_id","",""
"modlu","208","208","126,198,4","126,198,4","LAHTI","LAHTI","preserve_old_ids","True","keep_current_id","",""
"modlu","209","209","168,201,132","168,201,132","PAIJALA","PAIJALA","preserve_old_ids","True","keep_current_id","",""
"modlu","210","210","0,204,5","0,204,5","VUOHIJARVI","VUOHIJARVI","preserve_old_ids","True","keep_current_id","",""
"modlu","211","211","42,207,133","42,207,133","MESSUKYLA","MESSUKYLA","preserve_old_ids","True","keep_current_id","",""
"modlu","212","212","84,210,6","84,210,6","RUOVESI","RUOVESI","preserve_old_ids","True","keep_current_id","",""
"modlu","213","213","126,0,134","126,0,134","MUSTASAARI","MUSTASAARI","preserve_old_ids","True","keep_current_id","",""
"modlu","214","214","168,3,7","168,3,7","MERIKARVIA","MERIKARVIA","preserve_old_ids","True","keep_current_id","",""
"modlu","215","215","0,6,135","0,6,135","LEVANLUHTA","LEVANLUHTA","preserve_old_ids","True","keep_current_id","",""
"modlu","216","216","42,9,8","42,9,8","SUND","SUND","preserve_old_ids","True","keep_current_id","",""
"modlu","217","217","84,12,136","84,12,136","JOMALA","JOMALA","preserve_old_ids","True","keep_current_id","",""
"modlu","218","218","126,15,9","126,15,9","SOMA","SOMA","preserve_old_ids","True","keep_current_id","",""
"modlu","219","219","168,18,137","168,18,137","KEM","KEM","preserve_old_ids","True","keep_current_id","",""
"modlu","220","220","0,21,10","0,21,10","STRAND","STRAND","preserve_old_ids","True","keep_current_id","",""
"modlu","221","221","42,24,138","42,24,138","HOLSTEBRO","HOLSTEBRO","preserve_old_ids","True","keep_current_id","",""
"modlu","222","222","84,27,11","84,27,11","ORMSTRUP","ORMSTRUP","preserve_old_ids","True","keep_current_id","",""
"modlu","223","223","126,30,139","126,30,139","YCOST","YCOST","preserve_old_ids","True","keep_current_id","",""
"modlu","224","224","168,33,12","168,33,12","RANDROS","RANDROS","preserve_old_ids","True","keep_current_id","",""
"modlu","225","225","0,36,140","0,36,140","TARM","TARM","preserve_old_ids","True","keep_current_id","",""
"modlu","226","226","42,39,13","42,39,13","DJURSLAND","DJURSLAND","preserve_old_ids","True","keep_current_id","",""
"modlu","227","227","84,42,141","84,42,141","TAULOV","TAULOV","preserve_old_ids","True","keep_current_id","",""
"modlu","228","228","126,45,14","126,45,14","MIDDELFART","MIDDELFART","preserve_old_ids","True","keep_current_id","",""
"modlu","229","229","168,48,142","168,48,142","BAGAHUS","BAGAHUS","preserve_old_ids","True","keep_current_id","",""
"modlu","230","230","0,51,15","0,51,15","RANIRIKI","RANIRIKI","preserve_old_ids","True","keep_current_id","",""
"modlu","231","231","42,54,143","42,54,143","AUSTFOLD","AUSTFOLD","preserve_old_ids","True","keep_current_id","",""
"modlu","232","232","84,57,16","84,57,16","ROMERIKI","ROMERIKI","preserve_old_ids","True","keep_current_id","",""
"modlu","233","233","126,60,144","126,60,144","RINGARIKI","RINGARIKI","preserve_old_ids","True","keep_current_id","",""
"modlu","234","234","168,63,17","168,63,17","OSLOSYSLAR","OSLOSYSLAR","preserve_old_ids","True","keep_current_id","",""
"modlu","235","235","0,66,145","0,66,145","VALDRES","VALDRES","preserve_old_ids","True","keep_current_id","",""
"modlu","236","236","42,69,18","42,69,18","HEDMARK","HEDMARK","preserve_old_ids","True","keep_current_id","",""
"modlu","237","237","84,72,146","84,72,146","NORTHRI GUDBRANDSDALI","NORTHRI GUDBRANDSDALI","preserve_old_ids","True","keep_current_id","",""
"modlu","238","238","126,75,19","126,75,19","SUTHRI GUDBRANDSDALI","SUTHRI GUDBRANDSDALI","preserve_old_ids","True","keep_current_id","",""
"modlu","239","239","168,78,147","168,78,147","NORTHRI EYSTRIDALI","NORTHRI EYSTRIDALI","preserve_old_ids","True","keep_current_id","",""
"modlu","240","240","0,81,20","0,81,20","SUTHRI EYSTRIDALI","SUTHRI EYSTRIDALI","preserve_old_ids","True","keep_current_id","",""
"modlu","241","241","42,84,148","42,84,148","GAULDALA","GAULDALA","preserve_old_ids","True","keep_current_id","",""
"modlu","242","242","84,87,21","84,87,21","STJORDALA","STJORDALA","preserve_old_ids","True","keep_current_id","",""
"modlu","243","243","126,138,49","126,138,49","VERDALA","VERDALA","preserve_old_ids","True","keep_current_id","",""
"modlu","244","244","168,93,22","168,93,22","INNAN NAMDALFYLKI","INNAN NAMDALFYLKI","preserve_old_ids","True","keep_current_id","",""
