"policy_name","old_id","old_rgb","old_name","old_source","old_subset","final_new_id","final_rgb","final_name","row_type","source_origin","candidate_type","primary_status","rgb_resolution_status","source_id_conflict_status","final_id_status","keeps_current_id","id_changed","rgb_changed","partner_orijinal_old_id","partner_orijinal_old_rgb","partner_orijinal_old_name","notes"
"preserve_old_ids","20","0,60,10","GALWAY","modlu","modlu_kalan","20","0,60,10","GALWAY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","21","42,63,138","CASTLEBAR","modlu","modlu_kalan","21","42,63,138","CASTLEBAR","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","22","84,66,11","SLIGO","modlu","modlu_kalan","22","84,66,11","SLIGO","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","23","126,69,139","ATHENRY","modlu","modlu_kalan","23","126,69,139","ATHENRY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","24","168,72,12","DROMAHAIR","modlu","modlu_kalan","24","168,72,12","DROMAHAIR","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","25","0,75,140","BELCOO","modlu","modlu_kalan","25","0,75,140","BELCOO","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","26","42,78,13","LONGFORD","modlu","modlu_kalan","26","42,78,13","LONGFORD","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","27","126,84,14","CAVAN","modlu","modlu_kalan","27","126,84,14","CAVAN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","28","84,81,141","DUBLIN","modlu","modlu_kalan","28","84,81,141","DUBLIN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","29","168,87,142","WICKLOW","modlu","modlu_kalan","29","168,87,142","WICKLOW","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","30","0,90,15","KILDARE","modlu","modlu_kalan","30","0,90,15","KILDARE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","31","42,93,143","TRIM","modlu","modlu_kalan","31","42,93,143","TRIM","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","32","84,96,16","DROGHEDA","modlu","modlu_kalan","32","84,96,16","DROGHEDA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","33","126,99,144","BIRR","modlu","modlu_kalan","33","126,99,144","BIRR","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","34","168,102,17","ATHLONE","modlu","modlu_kalan","34","168,102,17","ATHLONE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","35","0,105,145","ARDNAMURCHON","modlu","modlu_kalan","35","0,105,145","ARDNAMURCHON","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","36","42,108,18","UISNEACH","modlu","modlu_kalan","36","42,108,18","UISNEACH","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","37","84,111,146","WEXFORD","modlu","modlu_kalan","37","84,111,146","WEXFORD","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","38","126,114,19","ENNISCORTHY","modlu","modlu_kalan","38","126,114,19","ENNISCORTHY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","39","168,117,147","FERNS","modlu","modlu_kalan","39","168,117,147","FERNS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","40","0,120,20","CARLOW","modlu","modlu_kalan","40","0,120,20","CARLOW","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","41","42,123,148","KILKENNY","modlu","modlu_kalan","41","42,123,148","KILKENNY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","42","84,126,21","ATHY","modlu","modlu_kalan","42","84,126,21","ATHY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","43","126,129,149","GOWRAN","modlu","modlu_kalan","43","126,129,149","GOWRAN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","44","168,132,22","CARRICK","modlu","modlu_kalan","44","168,132,22","CARRICK","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","45","0,135,150","LIMERICK","modlu","modlu_kalan","45","0,135,150","LIMERICK","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","46","42,138,23","ENNIS","modlu","modlu_kalan","46","42,138,23","ENNIS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","47","84,141,151","NENAGH","modlu","modlu_kalan","47","84,141,151","NENAGH","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","48","126,144,24","ROSCREA","modlu","modlu_kalan","48","126,144,24","ROSCREA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","49","168,147,152","WATERFORD","modlu","modlu_kalan","49","168,147,152","WATERFORD","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","50","0,150,25","EMLY","modlu","modlu_kalan","50","0,150,25","EMLY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","51","42,153,153","CLONMEL","modlu","modlu_kalan","51","42,153,153","CLONMEL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","52","84,156,26","TRALEE","modlu","modlu_kalan","52","84,156,26","TRALEE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","53","126,159,154","CORK","modlu","modlu_kalan","53","126,159,154","CORK","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","54","168,162,27","KINSALE","modlu","modlu_kalan","54","168,162,27","KINSALE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","55","0,165,155","LINDHOLM","modlu","modlu_kalan","55","0,165,155","LINDHOLM","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","56","42,168,28","VIBORG","modlu","modlu_kalan","56","42,168,28","VIBORG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","57","84,171,156","AARHUS","modlu","modlu_kalan","57","84,171,156","AARHUS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","58","126,174,29","JELLING","modlu","modlu_kalan","58","126,174,29","JELLING","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","59","168,177,157","VORBASSE","modlu","modlu_kalan","59","168,177,157","VORBASSE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","60","0,180,30","RIBE","modlu","modlu_kalan","60","0,180,30","RIBE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","61","42,183,158","AABENRAA","modlu","modlu_kalan","61","42,183,158","AABENRAA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","62","84,186,31","HEDEBY","modlu","modlu_kalan","62","84,186,31","HEDEBY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","63","126,189,159","ROSKILDE","modlu","modlu_kalan","63","126,189,159","ROSKILDE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","64","168,192,32","NAESTVED","modlu","modlu_kalan","64","168,192,32","NAESTVED","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","65","0,195,160","ODENSE","modlu","modlu_kalan","65","0,195,160","ODENSE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","66","42,198,33","SVENDBORG","modlu","modlu_kalan","66","42,198,33","SVENDBORG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","67","84,201,161","NYKOBING","modlu","modlu_kalan","67","84,201,161","NYKOBING","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","68","126,204,34","NAKSKOV","modlu","modlu_kalan","68","126,204,34","NAKSKOV","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","69","168,207,162","SLAGELSE","modlu","modlu_kalan","69","168,207,162","SLAGELSE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","70","0,210,35","LUND","modlu","modlu_kalan","70","0,210,35","LUND","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","71","42,0,163","TRELLEBORG","modlu","modlu_kalan","71","42,0,163","TRELLEBORG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","72","84,3,36","TOMMERUP","modlu","modlu_kalan","72","84,3,36","TOMMERUP","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","73","126,6,164","HELSINGBORG","modlu","modlu_kalan","73","126,6,164","HELSINGBORG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","74","168,9,37","HALMSTAD","modlu","modlu_kalan","74","168,9,37","HALMSTAD","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","75","0,12,165","ONSALA","modlu","modlu_kalan","75","0,12,165","ONSALA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","76","42,15,38","LAHOLM","modlu","modlu_kalan","76","42,15,38","LAHOLM","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","77","84,18,166","RONNE","modlu","modlu_kalan","77","84,18,166","RONNE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","78","126,21,39","BREGNE","modlu","modlu_kalan","78","126,21,39","BREGNE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","79","168,24,167","RONNEBY","modlu","modlu_kalan","79","168,24,167","RONNEBY","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","80","0,27,40","AVASKAR","modlu","modlu_kalan","80","0,27,40","AVASKAR","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","81","42,30,168","AALBORG","modlu","modlu_kalan","81","42,30,168","AALBORG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","82","84,33,41","RINGKOBING","modlu","modlu_kalan","82","84,33,41","RINGKOBING","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","83","126,36,169","VARDE","modlu","modlu_kalan","83","126,36,169","VARDE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","84","168,39,42","HUSUMBRO","modlu","modlu_kalan","84","168,39,42","HUSUMBRO","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","85","0,42,170","HAFN","modlu","modlu_kalan","85","0,42,170","HAFN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","86","42,45,43","GOINGE","modlu","modlu_kalan","86","42,45,43","GOINGE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","87","84,48,171","LISTER","modlu","modlu_kalan","87","84,48,171","LISTER","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","88","126,51,44","ARENSBURG","modlu","modlu_kalan","88","126,51,44","ARENSBURG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","89","168,54,172","SONEBURG","modlu","modlu_kalan","89","168,54,172","SONEBURG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","90","0,57,45","MUHU","modlu","modlu_kalan","90","0,57,45","MUHU","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","91","42,60,173","DAGO","modlu","modlu_kalan","91","42,60,173","DAGO","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","92","84,63,46","HAPSAL","modlu","modlu_kalan","92","84,63,46","HAPSAL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","93","126,66,174","LEAL","modlu","modlu_kalan","93","126,66,174","LEAL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","94","168,69,47","REVAL","modlu","modlu_kalan","94","168,69,47","REVAL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","95","0,72,175","HARJUMAA","modlu","modlu_kalan","95","0,72,175","HARJUMAA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","96","42,75,48","JARVA","modlu","modlu_kalan","96","42,75,48","JARVA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","97","84,78,176","WESENBURG","modlu","modlu_kalan","97","84,78,176","WESENBURG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","98","126,81,49","NARVA","modlu","modlu_kalan","98","126,81,49","NARVA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","99","168,84,177","PARNU","modlu","modlu_kalan","99","168,84,177","PARNU","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","100","0,87,50","VILJANDI","modlu","modlu_kalan","100","0,87,50","VILJANDI","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","101","42,90,178","LEMISELE","modlu","modlu_kalan","101","42,90,178","LEMISELE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","102","84,93,51","VALMIERA","modlu","modlu_kalan","102","84,93,51","VALMIERA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","103","126,96,179","KOKENOIS","modlu","modlu_kalan","103","126,96,179","KOKENOIS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","104","168,99,52","RIGA","modlu","modlu_kalan","104","168,99,52","RIGA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","105","0,102,180","BAUSKA","modlu","modlu_kalan","105","0,102,180","BAUSKA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","106","42,105,53","DOBELE","modlu","modlu_kalan","106","42,105,53","DOBELE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","107","84,108,181","MITAU","modlu","modlu_kalan","107","84,108,181","MITAU","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","108","126,111,54","UXKULL","modlu","modlu_kalan","108","126,111,54","UXKULL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","109","168,114,182","VENDEN","modlu","modlu_kalan","109","168,114,182","VENDEN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","110","0,117,55","PILTENE","modlu","modlu_kalan","110","0,117,55","PILTENE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","111","42,120,183","CEKLIS","modlu","modlu_kalan","111","42,120,183","CEKLIS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","112","84,123,56","KANDAVA","modlu","modlu_kalan","112","84,123,56","KANDAVA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","113","126,126,184","BANDAVA","modlu","modlu_kalan","113","126,126,184","BANDAVA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","114","168,129,57","GROBIN","modlu","modlu_kalan","114","168,129,57","GROBIN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","115","0,132,185","PALANGA","modlu","modlu_kalan","115","0,132,185","PALANGA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","116","42,135,58","DUVZARE","modlu","modlu_kalan","116","42,135,58","DUVZARE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","117","84,138,186","DUNDAGA","modlu","modlu_kalan","117","84,138,186","DUNDAGA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","118","126,141,59","MEMEL","modlu","modlu_kalan","118","126,141,59","MEMEL","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","119","168,144,187","TILSIT","modlu","modlu_kalan","119","168,144,187","TILSIT","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","120","0,147,60","RAGNIT","modlu","modlu_kalan","120","0,147,60","RAGNIT","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","121","42,150,188","NEUENBURG","modlu","modlu_kalan","121","42,150,188","NEUENBURG","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","122","84,153,61","LABIAU","modlu","modlu_kalan","122","84,153,61","LABIAU","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","123","126,156,189","JURBARKAS","modlu","modlu_kalan","123","126,156,189","JURBARKAS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","124","168,159,62","RASEINIAI","modlu","modlu_kalan","124","168,159,62","RASEINIAI","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","125","0,162,190","TAURAGE","modlu","modlu_kalan","125","0,162,190","TAURAGE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","126","42,165,63","MEDENIKEN","modlu","modlu_kalan","126","42,165,63","MEDENIKEN","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","127","84,168,191","SIAULIAI","modlu","modlu_kalan","127","84,168,191","SIAULIAI","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","128","126,171,64","TELSIAI","modlu","modlu_kalan","128","126,171,64","TELSIAI","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","129","168,174,192","VELIUONA","modlu","modlu_kalan","129","168,174,192","VELIUONA","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","130","0,177,65","KAUNAS","modlu","modlu_kalan","130","0,177,65","KAUNAS","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","131","42,180,193","KEDAINIAI","modlu","modlu_kalan","131","42,180,193","KEDAINIAI","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","132","84,183,66","UPYTE","modlu","modlu_kalan","132","84,183,66","UPYTE","candidate","modlu","single_source","mod_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
