county_id,county_path,county_line,province_id,rgb,province_name,province_source,in_final_map
c_northamptonshire,e_britannia > k_england > d_bedford > c_northamptonshire,6073,1601,"43,117,128",PETERBOROUGH,mod_kalan,yes
c_northamptonshire,e_britannia > k_england > d_bedford > c_northamptonshire,6073,1602,"85,120,1",KETTERING,mod_kalan,yes
c_buckinghamshire,e_britannia > k_england > d_bedford > c_buckinghamshire,6096,1551,"43,180,203",BUCKINGHAM,mod_kalan,yes
c_buckinghamshire,e_britannia > k_england > d_bedford > c_buckinghamshire,6096,1552,"85,183,76",AYLESBURY,mod_kalan,yes
c_buckinghamshire,e_britannia > k_england > d_bedford > c_buckinghamshire,6096,1553,"127,186,204",NEWPORT,mod_kalan,yes
c_buckinghamshire,e_britannia > k_england > d_bedford > c_buckinghamshire,6096,1554,"169,189,77",WYCOMBE,mod_kalan,yes
c_northumberland,e_britannia > k_england > d_northumberland > c_northumberland,6163,1609,"169,141,132",MONKCHESTER,mod_kalan,yes
c_northumberland,e_britannia > k_england > d_northumberland > c_northumberland,6163,1612,"85,150,6",ROTHBURY,mod_kalan,yes
c_northumberland,e_britannia > k_england > d_northumberland > c_northumberland,6163,1610,"1,144,5",BAMBURGH,mod_kalan,yes
c_northumberland,e_britannia > k_england > d_northumberland > c_northumberland,6163,1611,"43,147,133",HEXHAM,mod_kalan,yes
c_durham,e_britannia > k_england > d_northumberland > c_durham,6222,1606,"43,132,3",DURHAM,mod_kalan,yes
c_durham,e_britannia > k_england > d_northumberland > c_durham,6222,1607,"85,135,131",HARTLEPOOL,mod_kalan,yes
c_durham,e_britannia > k_england > d_northumberland > c_durham,6222,1608,"127,138,4",DARLINGTON,mod_kalan,yes
c_lancashire,e_britannia > k_england > d_lancaster > c_lancashire,6278,1639,"169,18,147",LANCASTER,mod_kalan,yes
c_lancashire,e_britannia > k_england > d_lancaster > c_lancashire,6278,1640,"1,21,20",SALFORD,mod_kalan,yes
c_lancashire,e_britannia > k_england > d_lancaster > c_lancashire,6278,1641,"43,24,148",WEST DERBY,mod_kalan,yes
c_westmorland,e_britannia > k_england > d_lancaster > c_westmorland,6300,1637,"85,12,146",KENDAL,mod_kalan,yes
c_westmorland,e_britannia > k_england > d_lancaster > c_westmorland,6300,1638,"127,15,19",APPLEBY,mod_kalan,yes
c_cheshire,e_britannia > k_england > d_lancaster > c_cheshire,6316,1643,"127,30,149",CHESTER,mod_kalan,yes
c_cheshire,e_britannia > k_england > d_lancaster > c_cheshire,6316,1644,"169,33,22",NORTHWICH,mod_kalan,yes
c_cheshire,e_britannia > k_england > d_lancaster > c_cheshire,6316,1645,"1,36,150",MACCLESFIELD,mod_kalan,yes
c_north_riding,e_britannia > k_england > d_york > c_north_riding,6384,1595,"1,99,225",YORK,mod_kalan,yes
c_north_riding,e_britannia > k_england > d_york > c_north_riding,6384,1596,"43,102,98",SCARBOROUGH,mod_kalan,yes
c_north_riding,e_britannia > k_england > d_york > c_north_riding,6384,1597,"85,105,226",WHITBY,mod_kalan,yes
c_north_riding,e_britannia > k_england > d_york > c_north_riding,6384,1500,"1,27,50",YARLESTRE,mod_kalan,yes
c_richmond,e_britannia > k_england > d_york > c_richmond,6440,1598,"127,108,99",RICHMOND,mod_kalan,yes
c_richmond,e_britannia > k_england > d_york > c_richmond,6440,1499,"169,24,177",BOLTON,mod_kalan,yes
c_east_riding,e_britannia > k_england > d_york > c_east_riding,6459,1588,"127,78,94",POCKLINGTON,mod_kalan,yes
c_east_riding,e_britannia > k_england > d_york > c_east_riding,6459,1589,"169,81,222",COTTINGHAM,mod_kalan,yes
c_east_riding,e_britannia > k_england > d_york > c_east_riding,6459,1590,"1,84,95",BRIDLINGTON,mod_kalan,yes
c_west_riding,e_britannia > k_england > d_york > c_west_riding,6484,1591,"43,87,223",LEEDS,mod_kalan,yes
c_west_riding,e_britannia > k_england > d_york > c_west_riding,6484,1592,"85,90,96",DONCASTER,mod_kalan,yes
c_west_riding,e_britannia > k_england > d_york > c_west_riding,6484,1593,"127,93,224",HALIFAX,mod_kalan,yes
c_west_riding,e_britannia > k_england > d_york > c_west_riding,6484,1594,"169,96,97",SHEFFIELD,mod_kalan,yes
c_west_riding,e_britannia > k_england > d_york > c_west_riding,6484,1599,"169,111,227",RIPON,mod_kalan,yes
c_norfolk,e_britannia > k_england > d_norfolk > c_norfolk,6550,1522,"85,93,61",NORWICH,mod_kalan,yes
c_norfolk,e_britannia > k_england > d_norfolk > c_norfolk,6550,1523,"127,96,189",THETFORD,mod_kalan,yes
c_norfolk,e_britannia > k_england > d_norfolk > c_norfolk,6550,1524,"169,99,62",WALSINGHAM,mod_kalan,yes
c_norfolk,e_britannia > k_england > d_norfolk > c_norfolk,6550,1525,"1,102,190",LYNN,mod_kalan,yes
c_suffolk,e_britannia > k_england > d_norfolk > c_suffolk,6578,1518,"127,81,59",IPSWICH,mod_kalan,yes
c_suffolk,e_britannia > k_england > d_norfolk > c_suffolk,6578,1519,"169,84,187",SUDBURY,mod_kalan,yes
c_suffolk,e_britannia > k_england > d_norfolk > c_suffolk,6578,1520,"1,87,60",BLYTHING,mod_kalan,yes
c_suffolk,e_britannia > k_england > d_norfolk > c_suffolk,6578,1521,"43,90,188",BEODERICSWORTH,mod_kalan,yes
c_cambridgeshire,e_britannia > k_england > d_norfolk > c_cambridgeshire,6607,1534,"169,129,67",CAMBRIDGE,mod_kalan,yes
c_cambridgeshire,e_britannia > k_england > d_norfolk > c_cambridgeshire,6607,1535,"1,132,195",RADFIELD,mod_kalan,yes
c_cambridgeshire,e_britannia > k_england > d_norfolk > c_cambridgeshire,6607,1536,"43,135,68",PAPWORTH,mod_kalan,yes
c_cambridgeshire,e_britannia > k_england > d_norfolk > c_cambridgeshire,6607,1537,"85,138,196",ELY,mod_kalan,yes
c_lincolnshire,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,6650,1583,"127,63,219",LINCOLN,mod_kalan,yes
c_lincolnshire,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,6650,1584,"169,66,92",STAMFORD,mod_kalan,yes
c_lincolnshire,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,6650,1585,"1,69,220",BOSTON,mod_kalan,yes
c_lincolnshire,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,6650,1586,"43,72,93",BOLINGBROKE,mod_kalan,yes
c_lincolnshire,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,6650,1587,"85,75,221",GRIMSBY,mod_kalan,yes
c_rutland,e_britannia > k_england > d_fivebouroughs > c_rutland,6689,1613,"127,153,134",OAKHAM,mod_kalan,yes
c_leicestershire,e_britannia > k_england > d_fivebouroughs > c_leicestershire,6701,1615,"1,159,135",LEICESTER,mod_kalan,yes
c_leicestershire,e_britannia > k_england > d_fivebouroughs > c_leicestershire,6701,1616,"43,162,8",MELTON,mod_kalan,yes
c_leicestershire,e_britannia > k_england > d_fivebouroughs > c_leicestershire,6701,1617,"85,165,136",BOSWORTH,mod_kalan,yes
c_nottinghamshire,e_britannia > k_england > d_fivebouroughs > c_nottinghamshire,6723,1618,"127,168,9",NOTTINGHAM,mod_kalan,yes
c_nottinghamshire,e_britannia > k_england > d_fivebouroughs > c_nottinghamshire,6723,1619,"169,171,137",NEWARK,mod_kalan,yes
c_nottinghamshire,e_britannia > k_england > d_fivebouroughs > c_nottinghamshire,6723,1620,"1,174,10",RETFORD,mod_kalan,yes
c_derby,e_britannia > k_england > d_fivebouroughs > c_derby,6746,1621,"43,177,138",DERBY,mod_kalan,yes
c_derby,e_britannia > k_england > d_fivebouroughs > c_derby,6746,1622,"85,180,11",CHESTERFIELD,mod_kalan,yes
c_derby,e_britannia > k_england > d_fivebouroughs > c_derby,6746,1623,"127,183,139",CASTLETON,mod_kalan,yes
c_warwickshire,e_britannia > k_england > d_hereford > c_warwickshire,6806,1603,"127,123,129",WARWICK,mod_kalan,yes
c_warwickshire,e_britannia > k_england > d_hereford > c_warwickshire,6806,1604,"169,126,2",COVENTRY,mod_kalan,yes
c_warwickshire,e_britannia > k_england > d_hereford > c_warwickshire,6806,1605,"1,129,130",BIRMINGHAM,mod_kalan,yes
c_staffordshire,e_britannia > k_england > d_hereford > c_staffordshire,6829,1627,"85,195,141",STAFFORD,mod_kalan,yes
c_staffordshire,e_britannia > k_england > d_hereford > c_staffordshire,6829,1628,"127,198,14",WOLVERHAMPTON,mod_kalan,yes
c_staffordshire,e_britannia > k_england > d_hereford > c_staffordshire,6829,1629,"169,201,142",STOKE-ON-TRENT,mod_kalan,yes
c_worcestershire,e_britannia > k_england > d_hereford > c_worcestershire,6851,1624,"169,186,12",WORCESTER,mod_kalan,yes
c_worcestershire,e_britannia > k_england > d_hereford > c_worcestershire,6851,1625,"1,189,140",EVESHAM,mod_kalan,yes
c_worcestershire,e_britannia > k_england > d_hereford > c_worcestershire,6851,1626,"43,192,13",KIDDERMINSTER,mod_kalan,yes
c_shropshire,e_britannia > k_england > d_hereford > c_shropshire,6873,1646,"43,39,23",SHREWSBURY,mod_kalan,yes
c_shropshire,e_britannia > k_england > d_hereford > c_shropshire,6873,1647,"85,42,151",LUDLOW,mod_kalan,yes
c_shropshire,e_britannia > k_england > d_hereford > c_shropshire,6873,1648,"127,45,24",BISHOP'S CASTLE,mod_kalan,yes
c_gloucestershire,e_britannia > k_england > d_gloucester > c_gloucestershire,6917,1580,"1,54,90",GLOUCESTER,mod_kalan,yes
c_gloucestershire,e_britannia > k_england > d_gloucester > c_gloucestershire,6917,1581,"43,57,218",BRISTOL,mod_kalan,yes
c_gloucestershire,e_britannia > k_england > d_gloucester > c_gloucestershire,6917,1582,"85,60,91",WINCHCOMBE,mod_kalan,yes
c_wiltshire,e_britannia > k_england > d_gloucester > c_wiltshire,6939,1561,"43,210,208",SALISBURY,mod_kalan,yes
c_wiltshire,e_britannia > k_england > d_gloucester > c_wiltshire,6939,1562,"85,0,81",WILTON,mod_kalan,yes
c_wiltshire,e_britannia > k_england > d_gloucester > c_wiltshire,6939,1563,"127,3,209",RAMSBURY,mod_kalan,yes
c_wiltshire,e_britannia > k_england > d_gloucester > c_wiltshire,6939,1564,"169,6,82",MALMESBURY,mod_kalan,yes
c_oxfordshire,e_britannia > k_england > d_gloucester > c_oxfordshire,6967,1558,"127,201,79",OXFORD,mod_kalan,yes
c_oxfordshire,e_britannia > k_england > d_gloucester > c_oxfordshire,6967,1559,"169,204,207",BANBURY,mod_kalan,yes
c_oxfordshire,e_britannia > k_england > d_gloucester > c_oxfordshire,6967,1560,"1,207,80",WITNEY,mod_kalan,yes
c_berkshire,e_britannia > k_england > d_gloucester > c_berkshire,6989,1555,"1,192,205",READING,mod_kalan,yes
c_berkshire,e_britannia > k_england > d_gloucester > c_berkshire,6989,1556,"43,195,78",NEWBURY,mod_kalan,yes
c_berkshire,e_britannia > k_england > d_gloucester > c_berkshire,6989,1557,"85,198,206",ABINGDON,mod_kalan,yes
c_kent,e_britannia > k_england > d_canterbury > c_kent,7026,1502,"85,33,51",DOVER,mod_kalan,yes
c_kent,e_britannia > k_england > d_canterbury > c_kent,7026,1503,"127,36,179",CANTERBURY,mod_kalan,yes
c_kent,e_britannia > k_england > d_canterbury > c_kent,7026,1504,"169,39,52",ROCHESTER,mod_kalan,yes
c_kent,e_britannia > k_england > d_canterbury > c_kent,7026,1505,"1,42,180",TONBRIDGE,mod_kalan,yes
c_surrey,e_britannia > k_england > d_canterbury > c_surrey,7054,1510,"1,57,55",CHERTSEY,mod_kalan,yes
c_surrey,e_britannia > k_england > d_canterbury > c_surrey,7054,1511,"43,60,183",GUILDFORD,mod_kalan,yes
c_surrey,e_britannia > k_england > d_canterbury > c_surrey,7054,1512,"85,63,56",KINGSTON,mod_kalan,yes
c_surrey,e_britannia > k_england > d_canterbury > c_surrey,7054,1513,"127,66,184",TANDBRIDGE,mod_kalan,yes
c_sussex,e_britannia > k_england > d_canterbury > c_sussex,7082,1506,"43,45,53",LEWES,mod_kalan,yes
c_sussex,e_britannia > k_england > d_canterbury > c_sussex,7082,1507,"85,48,181",CHICHESTER,mod_kalan,yes
c_sussex,e_britannia > k_england > d_canterbury > c_sussex,7082,1508,"127,51,54",ARUN,mod_kalan,yes
c_sussex,e_britannia > k_england > d_canterbury > c_sussex,7082,1509,"169,54,182",HASTINGS,mod_kalan,yes
c_hampton,e_britannia > k_england > d_somerset > c_hampton,7134,1544,"169,159,72",WINCHESTER,mod_kalan,yes
c_hampton,e_britannia > k_england > d_somerset > c_hampton,7134,1545,"1,162,200",SOUTHAMPTON,mod_kalan,yes
c_hampton,e_britannia > k_england > d_somerset > c_hampton,7134,1546,"43,165,73",PORTSMOUTH,mod_kalan,yes
c_hampton,e_britannia > k_england > d_somerset > c_hampton,7134,1547,"85,168,201",BASINGSTOKE,mod_kalan,yes
c_hampton,e_britannia > k_england > d_somerset > c_hampton,7134,1548,"127,171,74",CHRISTCHURCH,mod_kalan,yes
c_isle_of_wight,e_britannia > k_england > d_somerset > c_isle_of_wight,7168,1549,"169,174,202",CARISBROOKE,mod_kalan,yes
c_dorset,e_britannia > k_england > d_somerset > c_dorset,7178,1565,"1,9,210",WAREHAM,mod_kalan,yes
c_dorset,e_britannia > k_england > d_somerset > c_dorset,7178,1566,"43,12,83",POOLE,mod_kalan,yes
c_dorset,e_britannia > k_england > d_somerset > c_dorset,7178,1567,"85,15,211",SHAFTESBURY,mod_kalan,yes
c_dorset,e_britannia > k_england > d_somerset > c_dorset,7178,1568,"127,18,84",LYME,mod_kalan,yes
c_somerset,e_britannia > k_england > d_somerset > c_somerset,7206,1576,"43,42,88",BATH,mod_kalan,yes
c_somerset,e_britannia > k_england > d_somerset > c_somerset,7206,1577,"85,45,216",WINTERSTOKE,mod_kalan,yes
c_somerset,e_britannia > k_england > d_somerset > c_somerset,7206,1578,"127,48,89",ILCHESTER,mod_kalan,yes
c_somerset,e_britannia > k_england > d_somerset > c_somerset,7206,1579,"169,51,217",TAUNTON,mod_kalan,yes
c_devon,e_britannia > k_england > d_cornwall > c_devon,7258,1569,"169,21,212",EXETER,mod_kalan,yes
c_devon,e_britannia > k_england > d_cornwall > c_devon,7258,1570,"1,24,85",TOTNES,mod_kalan,yes
c_devon,e_britannia > k_england > d_cornwall > c_devon,7258,1571,"43,27,213",OKEHAMPTON,mod_kalan,yes
c_devon,e_britannia > k_england > d_cornwall > c_devon,7258,1572,"85,30,86",BARNSTAPLE,mod_kalan,yes
c_cornwall,e_britannia > k_england > d_cornwall > c_cornwall,7295,1573,"127,33,214",LAUNCESTON,mod_kalan,yes
c_cornwall,e_britannia > k_england > d_cornwall > c_cornwall,7295,1574,"169,36,87",TINTAGEL,mod_kalan,yes
c_cornwall,e_britannia > k_england > d_cornwall > c_cornwall,7295,1575,"1,39,215",HELSTON,mod_kalan,yes
c_caernarfonshire,e_britannia > k_wales > d_gwynedd > c_caernarfonshire,7366,1667,"85,102,161",CAERNARFON,mod_kalan,yes
c_caernarfonshire,e_britannia > k_wales > d_gwynedd > c_caernarfonshire,7366,1668,"127,105,34",LLYN,mod_kalan,yes
c_caernarfonshire,e_britannia > k_wales > d_gwynedd > c_caernarfonshire,7366,1669,"169,108,162",LLANDUDNO,mod_kalan,yes
c_merioneth,e_britannia > k_wales > d_gwynedd > c_merioneth,7397,1665,"1,96,160",DOLGELLAU,mod_kalan,yes
c_merioneth,e_britannia > k_wales > d_gwynedd > c_merioneth,7397,1666,"43,99,33",CORWEN,mod_kalan,yes
c_anglesey,e_britannia > k_wales > d_gwynedd > c_anglesey,7414,1673,"127,120,164",YNS MON,mod_kalan,yes
c_anglesey,e_britannia > k_wales > d_gwynedd > c_anglesey,7414,1674,"169,123,37",HOLYHEAD,mod_kalan,yes
c_denbighshire,e_britannia > k_wales > d_gwynedd > c_denbighshire,7433,1670,"1,111,35",DENBIGH,mod_kalan,yes
c_denbighshire,e_britannia > k_wales > d_gwynedd > c_denbighshire,7433,1671,"43,114,163",WREXHAM,mod_kalan,yes
c_denbighshire,e_britannia > k_wales > d_gwynedd > c_denbighshire,7433,1672,"85,117,36",RUTHIN,mod_kalan,yes
c_maldwyn,e_britannia > k_wales > d_powys > c_maldwyn,7471,1663,"127,90,159",WELSHPOOL,mod_kalan,yes
c_maldwyn,e_britannia > k_wales > d_powys > c_maldwyn,7471,1664,"169,93,32",NEWTOWN,mod_kalan,yes
c_sir_faesyfed,e_britannia > k_wales > d_powys > c_sir_faesyfed,7493,1661,"43,84,158",LLANDRINDOD,mod_kalan,yes
c_sir_faesyfed,e_britannia > k_wales > d_powys > c_sir_faesyfed,7493,1662,"85,87,31",RHAYADER,mod_kalan,yes
c_hereford,e_britannia > k_wales > d_powys > c_hereford,7509,1632,"85,210,16",HEREFORD,mod_kalan,yes
c_hereford,e_britannia > k_wales > d_powys > c_hereford,7509,1633,"127,0,144",WIGMORE,mod_kalan,yes
c_hereford,e_britannia > k_wales > d_powys > c_hereford,7509,1634,"169,3,17",CLIFFORD,mod_kalan,yes
c_glamorgan,e_britannia > k_wales > d_morgannwg > c_glamorgan,7538,1649,"169,48,152",CARDIFF,mod_kalan,yes
c_glamorgan,e_britannia > k_wales > d_morgannwg > c_glamorgan,7538,1651,"43,54,153",CAERPHILLY,mod_kalan,yes
c_brecknockshire,e_britannia > k_wales > d_morgannwg > c_brecknockshire,7555,1659,"169,78,157",BRECON,mod_kalan,yes
c_brecknockshire,e_britannia > k_wales > d_morgannwg > c_brecknockshire,7555,1660,"1,81,30",TALGARTH,mod_kalan,yes
c_monmouthshire,e_britannia > k_wales > d_morgannwg > c_monmouthshire,7571,1630,"1,204,15",NEWPORT,mod_kalan,yes
c_monmouthshire,e_britannia > k_wales > d_morgannwg > c_monmouthshire,7571,1631,"43,207,143",MONMOUTH,mod_kalan,yes
c_gwyr,e_britannia > k_wales > d_morgannwg > c_gwyr,7588,9813,"135,45,134",Loughor,mod_kalan,yes
c_gwyr,e_britannia > k_wales > d_morgannwg > c_gwyr,7588,1650,"1,51,25",SWANSEA,mod_kalan,yes
c_carmarthenshire,e_britannia > k_wales > d_deheubarth > c_carmarthenshire,7617,1652,"85,57,26",CARMARTHEN,mod_kalan,yes
c_carmarthenshire,e_britannia > k_wales > d_deheubarth > c_carmarthenshire,7617,1653,"127,60,154",LLANDOVERY,mod_kalan,yes
c_cardiganshire,e_britannia > k_wales > d_deheubarth > c_cardiganshire,7640,1657,"85,72,156",CARDIGAN,mod_kalan,yes
c_cardiganshire,e_britannia > k_wales > d_deheubarth > c_cardiganshire,7640,1658,"127,75,29",ABERYSTWYTH,mod_kalan,yes
c_pembrokeshire,e_britannia > k_wales > d_deheubarth > c_pembrokeshire,7657,1654,"169,63,27",PEMBROKE,mod_kalan,yes
c_pembrokeshire,e_britannia > k_wales > d_deheubarth > c_pembrokeshire,7657,1655,"1,66,155",ST DAVIDS,mod_kalan,yes
c_pembrokeshire,e_britannia > k_wales > d_deheubarth > c_pembrokeshire,7657,1656,"43,69,28",FISHGUARD,mod_kalan,yes
c_inner_hebrides,e_britannia > k_ellan_vanin > d_hebrides > c_inner_hebrides,7710,1690,"1,171,45",ARRAN,mod_kalan,yes
c_inner_hebrides,e_britannia > k_ellan_vanin > d_hebrides > c_inner_hebrides,7710,9816,"51,55,9",Aeleach,mod_kalan,yes
c_muile,e_britannia > k_ellan_vanin > d_hebrides > c_muile,7728,1691,"43,174,173",MULL,mod_kalan,yes
c_muile,e_britannia > k_ellan_vanin > d_hebrides > c_muile,7728,9818,"135,61,9",Iona,mod_kalan,yes
c_ile,e_britannia > k_ellan_vanin > d_hebrides > c_ile,7746,1689,"169,168,172",ISLAY,mod_kalan,yes
c_ile,e_britannia > k_ellan_vanin > d_hebrides > c_ile,7746,9817,"93,57,136",Colonsay,mod_kalan,yes
c_kintyre,e_britannia > k_ellan_vanin > d_hebrides > c_kintyre,7764,9814,"177,49,7",Kyntyre,mod_kalan,yes
c_kintyre,e_britannia > k_ellan_vanin > d_hebrides > c_kintyre,7764,9815,"9,51,135",Kinloch,mod_kalan,yes
c_argyll,e_britannia > k_ellan_vanin > d_hebrides > c_argyll,7783,1700,"1,201,50",KILMARTEN,mod_kalan,yes
c_argyll,e_britannia > k_ellan_vanin > d_hebrides > c_argyll,7783,1701,"43,204,178",GLENCOE,mod_kalan,yes
c_argyll,e_britannia > k_ellan_vanin > d_hebrides > c_argyll,7783,1702,"85,207,51",LOMOND,mod_kalan,yes
c_argyll,e_britannia > k_ellan_vanin > d_hebrides > c_argyll,7783,35,"0,105,145",ARDNAMURCHON,mod_kalan,yes
c_outer_hebrides,e_britannia > k_ellan_vanin > d_western_isles > c_outer_hebrides,7819,1692,"85,177,46",SKYE,mod_kalan,yes
c_outer_hebrides,e_britannia > k_ellan_vanin > d_western_isles > c_outer_hebrides,7819,9819,"177,63,137",Trotternish,mod_kalan,yes
c_outer_hebrides,e_britannia > k_ellan_vanin > d_western_isles > c_outer_hebrides,7819,9820,"9,67,11",RumIsles,mod_kalan,yes
c_leodhas,e_britannia > k_ellan_vanin > d_western_isles > c_leodhas,7845,1693,"127,180,174",LEWIS,mod_kalan,yes
c_leodhas,e_britannia > k_ellan_vanin > d_western_isles > c_leodhas,7845,9821,"51,69,138",Moluag,mod_kalan,yes
c_uibhist,e_britannia > k_ellan_vanin > d_western_isles > c_uibhist,7864,1694,"169,183,47",THE UISTS,mod_kalan,yes
c_uibhist,e_britannia > k_ellan_vanin > d_western_isles > c_uibhist,7864,9822,"93,73,11",Pheadar,mod_kalan,yes
c_isle_of_man,e_britannia > k_ellan_vanin > d_the_isles > c_isle_of_man,7890,1698,"127,195,49",CASTLETOWN,mod_kalan,yes
c_isle_of_man,e_britannia > k_ellan_vanin > d_the_isles > c_isle_of_man,7890,1699,"169,198,177",RAMSEY,mod_kalan,yes
c_mearns,e_britannia > k_scotland > d_aberdeen > c_mearns,7951,1718,"127,42,59",ABERDEEN,mod_kalan,yes
c_mearns,e_britannia > k_scotland > d_aberdeen > c_mearns,7951,1719,"169,45,187",KINCARDINE,mod_kalan,yes
c_mearns,e_britannia > k_scotland > d_aberdeen > c_mearns,7951,1722,"85,54,61",BALLATER,mod_kalan,yes
c_buchan,e_britannia > k_scotland > d_aberdeen > c_buchan,7974,1712,"85,24,56",BANFF,mod_kalan,yes
c_buchan,e_britannia > k_scotland > d_aberdeen > c_buchan,7974,1713,"127,27,184",MORTLACH,mod_kalan,yes
c_buchan,e_britannia > k_scotland > d_aberdeen > c_buchan,7974,1714,"169,30,57",PETERHEAD,mod_kalan,yes
c_gowrie,e_britannia > k_scotland > d_albany > c_gowrie,8014,1741,"43,111,198",PERTH,mod_kalan,yes
c_gowrie,e_britannia > k_scotland > d_albany > c_gowrie,8014,1742,"85,114,71",COUPAR ANGUS,mod_kalan,yes
c_gowrie,e_britannia > k_scotland > d_albany > c_gowrie,8014,1745,"1,123,200",CRIEFF,mod_kalan,yes
c_fife,e_britannia > k_scotland > d_albany > c_fife,8037,1724,"169,60,62",DUNFERMLINE,mod_kalan,yes
c_fife,e_britannia > k_scotland > d_albany > c_fife,8037,1725,"1,63,190",KIRCALDY,mod_kalan,yes
c_fife,e_britannia > k_scotland > d_albany > c_fife,8037,1726,"43,66,63",ST ANDREWS,mod_kalan,yes
c_strathearn,e_britannia > k_scotland > d_albany > c_strathearn,8060,1734,"169,90,67",STIRLING,mod_kalan,yes
c_strathearn,e_britannia > k_scotland > d_albany > c_strathearn,8060,1735,"1,93,195",CALLANDER,mod_kalan,yes
c_strathearn,e_britannia > k_scotland > d_albany > c_strathearn,8060,1736,"43,96,68",CLACKMANNAN,mod_kalan,yes
c_atholl,e_britannia > k_scotland > d_albany > c_atholl,8082,1743,"127,117,199",DUNKELD,mod_kalan,yes
c_atholl,e_britannia > k_scotland > d_albany > c_atholl,8082,1744,"169,120,72",ABERFELDY,mod_kalan,yes
c_angus,e_britannia > k_scotland > d_albany > c_angus,8098,1720,"1,48,60",DUNDEE,mod_kalan,yes
c_angus,e_britannia > k_scotland > d_albany > c_angus,8098,1721,"43,51,188",KIRRIEMUIR,mod_kalan,yes
c_angus,e_britannia > k_scotland > d_albany > c_angus,8098,1723,"127,57,189",MAR,mod_kalan,yes
c_galloway,e_britannia > k_scotland > d_galloway > c_galloway,8145,1682,"85,147,41",KILCUDBRITE,mod_kalan,yes
c_galloway,e_britannia > k_scotland > d_galloway > c_galloway,8145,1683,"127,150,169",SANQUHAR,mod_kalan,yes
c_galloway,e_britannia > k_scotland > d_galloway > c_galloway,8145,1684,"169,153,42",WIGTOWN,mod_kalan,yes
c_carrick,e_britannia > k_scotland > d_galloway > c_carrick,8175,1680,"1,141,40",MAYBOLE,mod_kalan,yes
c_carrick,e_britannia > k_scotland > d_galloway > c_carrick,8175,1685,"1,156,170",GIRVAN,mod_kalan,yes
c_lennox,e_britannia > k_scotland > d_strathclyde > c_lennox,8221,1695,"1,186,175",DUMBARTON,mod_kalan,yes
c_lennox,e_britannia > k_scotland > d_strathclyde > c_lennox,8221,1696,"43,189,48",GLASGOW,mod_kalan,yes
c_lennox,e_britannia > k_scotland > d_strathclyde > c_lennox,8221,1697,"85,192,176",MENEITH,mod_kalan,yes
