county_id,audit_status,expected_source,current_block_source,current_file,current_start_line,current_end_line,current_parent_id,current_root_title,current_title_path,province_ids,province_names,province_sources,vanilla_east_count,mod_kalan_count,both_masks_count,unknown_count,vanilla_exact,vanilla_best_match,vanilla_similarity,mod_exact,mod_best_match,mod_similarity
c_east_riding,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6459,6483,d_york,e_britannia,e_britannia > k_england > d_york > c_east_riding,1588 1589 1590,POCKLINGTON | COTTINGHAM | BRIDLINGTON,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:1929,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6465,1.000000
c_west_riding,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6484,6534,d_york,e_britannia,e_britannia > k_england > d_york > c_west_riding,1591 1592 1593 1594 1599,LEEDS | DONCASTER | HALIFAX | SHEFFIELD | RIPON,mod_kalan | mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,5,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:1951,0.955617,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6490,1.000000
c_norfolk,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6550,6577,d_norfolk,e_britannia,e_britannia > k_england > d_norfolk > c_norfolk,1522 1523 1524 1525,NORWICH | THETFORD | WALSINGHAM | LYNN,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2046,0.744868,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6556,1.000000
c_suffolk,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6578,6605,d_norfolk,e_britannia,e_britannia > k_england > d_norfolk > c_suffolk,1518 1519 1520 1521,IPSWICH | SUDBURY | BLYTHING | BEODERICSWORTH,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2080,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6584,1.000000
c_cambridgeshire,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6607,6634,d_norfolk,e_britannia,e_britannia > k_england > d_norfolk > c_cambridgeshire,1534 1535 1536 1537,CAMBRIDGE | RADFIELD | PAPWORTH | ELY,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2105,0.860972,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6613,1.000000
c_lincolnshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6650,6687,d_fivebouroughs,e_britannia,e_britannia > k_england > d_fivebouroughs > c_lincolnshire,1583 1584 1585 1586 1587,LINCOLN | STAMFORD | BOSTON | BOLINGBROKE | GRIMSBY,mod_kalan | mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,5,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2001,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6656,1.000000
c_rutland,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6689,6699,d_fivebouroughs,e_britannia,e_britannia > k_england > d_fivebouroughs > c_rutland,1613,OAKHAM,mod_kalan,0,1,0,0,,,0.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6695,1.000000
c_leicestershire,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6701,6722,d_fivebouroughs,e_britannia,e_britannia > k_england > d_fivebouroughs > c_leicestershire,1615 1616 1617,LEICESTER | MELTON | BOSWORTH,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2169,0.880694,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6707,1.000000
c_nottinghamshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6723,6744,d_fivebouroughs,e_britannia,e_britannia > k_england > d_fivebouroughs > c_nottinghamshire,1618 1619 1620,NOTTINGHAM | NEWARK | RETFORD,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2193,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6729,1.000000
c_derby,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6746,6780,d_fivebouroughs,e_britannia,e_britannia > k_england > d_fivebouroughs > c_derby,1621 1622 1623,DERBY | CHESTERFIELD | CASTLETON,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:1813,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6752,1.000000
c_warwickshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6806,6827,d_hereford,e_britannia,e_britannia > k_england > d_hereford > c_warwickshire,1603 1604 1605,WARWICK | COVENTRY | BIRMINGHAM,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2150,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6812,1.000000
c_staffordshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6829,6850,d_hereford,e_britannia,e_britannia > k_england > d_hereford > c_staffordshire,1627 1628 1629,STAFFORD | WOLVERHAMPTON | STOKE-ON-TRENT,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2212,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6835,1.000000
c_worcestershire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6851,6872,d_hereford,e_britannia,e_britannia > k_england > d_hereford > c_worcestershire,1624 1625 1626,WORCESTER | EVESHAM | KIDDERMINSTER,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2231,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6857,1.000000
c_shropshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6873,6901,d_hereford,e_britannia,e_britannia > k_england > d_hereford > c_shropshire,1646 1647 1648,SHREWSBURY | LUDLOW | BISHOP'S CASTLE,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2288,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6879,1.000000
c_gloucestershire,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6917,6938,d_gloucester,e_britannia,e_britannia > k_england > d_gloucester > c_gloucestershire,1580 1581 1582,GLOUCESTER | BRISTOL | WINCHCOMBE,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2322,0.867076,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6923,1.000000
c_wiltshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6939,6966,d_gloucester,e_britannia,e_britannia > k_england > d_gloucester > c_wiltshire,1561 1562 1563 1564,SALISBURY | WILTON | RAMSBURY | MALMESBURY,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2346,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6945,1.000000
c_oxfordshire,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6967,6988,d_gloucester,e_britannia,e_britannia > k_england > d_gloucester > c_oxfordshire,1558 1559 1560,OXFORD | BANBURY | WITNEY,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2370,0.955882,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6973,1.000000
c_berkshire,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,6989,7010,d_gloucester,e_britannia,e_britannia > k_england > d_gloucester > c_berkshire,1555 1556 1557,READING | NEWBURY | ABINGDON,mod_kalan | mod_kalan | mod_kalan,0,3,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2389,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:6995,1.000000
c_kent,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7026,7053,d_canterbury,e_britannia,e_britannia > k_england > d_canterbury > c_kent,1502 1503 1504 1505,DOVER | CANTERBURY | ROCHESTER | TONBRIDGE,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2415,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7032,1.000000
c_surrey,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7054,7081,d_canterbury,e_britannia,e_britannia > k_england > d_canterbury > c_surrey,1510 1511 1512 1513,CHERTSEY | GUILDFORD | KINGSTON | TANDBRIDGE,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2439,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7060,1.000000
c_sussex,ok,mod,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7082,7109,d_canterbury,e_britannia,e_britannia > k_england > d_canterbury > c_sussex,1506 1507 1508 1509,LEWES | CHICHESTER | ARUN | HASTINGS,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2463,0.840722,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7088,1.000000
c_hampton,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7134,7167,d_somerset,e_britannia,e_britannia > k_england > d_somerset > c_hampton,1544 1545 1546 1547 1548,WINCHESTER | SOUTHAMPTON | PORTSMOUTH | BASINGSTOKE | CHRISTCHURCH,mod_kalan | mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,5,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2508,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7140,1.000000
c_isle_of_wight,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7168,7177,d_somerset,e_britannia,e_britannia > k_england > d_somerset > c_isle_of_wight,1549,CARISBROOKE,mod_kalan,0,1,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2537,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7174,1.000000
c_dorset,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7178,7205,d_somerset,e_britannia,e_britannia > k_england > d_somerset > c_dorset,1565 1566 1567 1568,WAREHAM | POOLE | SHAFTESBURY | LYME,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2546,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7184,1.000000
c_somerset,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7206,7233,d_somerset,e_britannia,e_britannia > k_england > d_somerset > c_somerset,1576 1577 1578 1579,BATH | WINTERSTOKE | ILCHESTER | TAUNTON,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2570,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7212,1.000000
c_devon,ok,mod,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,7258,7294,d_cornwall,e_britannia,e_britannia > k_england > d_cornwall > c_devon,1569 1570 1571 1572,EXETER | TOTNES | OKEHAMPTON | BARNSTAPLE,mod_kalan | mod_kalan | mod_kalan | mod_kalan,0,4,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:2610,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:7264,1.000000
