county_id,audit_status,expected_source,current_block_source,current_file,current_start_line,current_end_line,current_parent_id,current_root_title,current_title_path,province_ids,province_names,province_sources,vanilla_east_count,mod_kalan_count,both_masks_count,unknown_count,vanilla_exact,vanilla_best_match,vanilla_similarity,mod_exact,mod_best_match,mod_similarity
c_harikela,manual_review:mixed,mixed,both_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,87117,87130,d_tripura,h_india,h_india > e_pragjyotisha > k_tripura > d_tripura > c_harikela,853 854,Unakoti | Tlawng,mod_kalan | vanilla_east,1,1,0,0,yes,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:65010,1.000000,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:81970,1.000000
c_qamdo,manual_review:mixed,mixed,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,90579,90606,d_qamdo,e_tibet,e_tibet > k_kham > d_qamdo > c_qamdo,9302 9301 9300 9284,Qamdo | Karub | Riwoqe | Yiqen,mod_kalan | both_masks | mod_kalan | mod_kalan,0,3,1,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:68559,0.918919,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:85491,0.881119
c_baxoi,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,90724,90739,d_boyul,e_tibet,e_tibet > k_kham > d_boyul > c_baxoi,9281 9278,Baxoi | Rawu,vanilla_east | mod_kalan,1,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:68695,0.949275,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:85630,1.000000
c_batang,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91027,91048,d_batang,e_tibet,e_tibet > k_kham > d_batang > c_batang,9323 9353 9321,Batang | Dewu | Qagcheng,mod_kalan | vanilla_east | vanilla_east,2,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:68971,0.974359,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:85933,1.000000
c_markam,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91049,91064,d_batang,e_tibet,e_tibet > k_kham > d_batang > c_markam,9314 9315,Markam | Jangpa,mod_kalan | vanilla_east,1,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:68990,0.940351,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:85955,1.000000
c_deqen,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91065,91080,d_batang,e_tibet,e_tibet > k_kham > d_batang > c_deqen,9316 9317,Deqen | Balung,vanilla_east | vanilla_east,2,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:69004,0.992857,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:100739,0.943262
c_muli,review:expected_vanilla_source_not_exact,vanilla,mod_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91159,91167,d_litang,e_tibet,e_tibet > k_kham > d_litang > c_muli,11454,Muli,vanilla_east,1,0,0,0,,,0.000000,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86066,0.977011
c_barkam,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91781,91817,d_gyalrong,e_tibet,e_tibet > k_gyalrong > d_gyalrong > c_barkam,9463 9462 9461,Barkam | Rongbur | Zamtang,vanilla_east | vanilla_east | mod_kalan,2,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:69715,0.671141,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86688,1.000000
c_ngawa,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91818,91855,d_gyalrong,e_tibet,e_tibet > k_gyalrong > d_gyalrong > c_ngawa,9452 9451 9455,Soxiq | Ngawa | Khyungchu,mod_kalan | vanilla_east | vanilla_east,2,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:69752,0.937500,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86725,1.000000
c_maowun,review:expected_vanilla_source_not_exact,vanilla,mod_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,91856,91894,d_gyalrong,e_tibet,e_tibet > k_gyalrong > d_gyalrong > c_maowun,7115 12535 10322,b_maozhou_wenshan | b_xunzhou_ehe | b_jingzhou_something,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,,,0.000000,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86763,0.973790
c_chakla,review:expected_vanilla_source_not_exact,vanilla,mod_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,92008,92039,d_chakla,e_tibet,e_tibet > k_gyalrong > d_chakla > c_chakla,9330 9332 9333,Darzedo | Shade | Rongzhag,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:69903,0.422145,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86915,0.872449
c_dawu,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,92066,92100,d_chakla,e_tibet,e_tibet > k_gyalrong > d_chakla > c_dawu,9334 9335 9337,Dawu | Nyatsho | Draggo,vanilla_east | mod_kalan | mod_kalan,1,2,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:69951,0.590319,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:86982,1.000000
c_jone,manual_review:mixed,mixed,mod_exact,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,92372,92406,d_gainlho,e_tibet,e_tibet > k_gyalrong > d_gainlho > c_jone,9443 9442 9441,Jone | Linten | Hzo,vanilla_east | vanilla_east | mod_kalan,2,1,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\00_landed_titles.txt:70238,0.078167,yes,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:87288,1.000000
c_henan,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,93972,94000,d_dongji,h_china,h_china > e_zhongyuan > k_henan > d_dongji > c_henan,8801 8971 9072 9063 9059,b_luoyang | b_he_nan_goushi | b_he_nan_yongning | b_he_nan_yiyang | b_he_nan_gaocheng,vanilla_east | vanilla_east | vanilla_east | vanilla_east | vanilla_east,5,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:47,0.899676,,,0.000000
c_ruzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94001,94019,d_dongji,h_china,h_china > e_zhongyuan > k_henan > d_dongji > c_ruzhou,9188 9205 9202,b_ruzhou_liang | b_ruzhou_xiangcheng | b_ruzhou_jiacheng,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:76,0.959391,,,0.000000
c_bianzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94025,94048,d_biansong,h_china,h_china > e_zhongyuan > k_henan > d_biansong > c_bianzhou,10472 10474 10475 10476,b_kaifeng_kaifeng | b_kaifeng_fengqiu | b_kaifeng_yongqiu | b_kaifeng_chenliu,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:100,0.835249,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:95170,0.182796
c_songzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94049,94072,d_biansong,h_china,h_china > e_zhongyuan > k_henan > d_biansong > c_songzhou,9391 9367 9364 9401,b_songzhou_songcheng | b_songzhou_yucheng | b_bozhou_yongcheng | b_singzhou_xiangyi,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:124,0.666667,,,0.000000
c_shanzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94073,94086,d_biansong,h_china,h_china > e_zhongyuan > k_henan > d_biansong > c_shanzhou,9365 13003,b_songzhou_chuqiu | b_yizhou_fei_west,vanilla_east | vanilla_east,2,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:148,0.979310,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:93106,0.087379
c_bozhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94087,94110,d_biansong,h_china,h_china > e_zhongyuan > k_henan > d_biansong > c_bozhou,9268 9274 9291 9363,b_bozhou_qiao | b_bozhou_chengfu | b_bozhou_mengcheng | b_bozhou_luyi,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:162,0.908000,,,0.000000
c_yingzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94111,94134,d_biansong,h_china,h_china > e_zhongyuan > k_henan > d_biansong > c_yingzhou,9264 9267 10377 9359,b_yingzhou_ruyin | b_yingzhou_shenqiu | b_caizhou_baoxin | b_bozhou_zhenyuan,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:186,0.965251,,,0.000000
c_shanzhou_2,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94141,94154,d_shanguo,h_china,h_china > e_zhongyuan > k_henan > d_shanguo > c_shanzhou_2,12326 9073,b_xiazhou_xia | b_he_nan_mianchi,vanilla_east | vanilla_east,2,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:216,0.966443,,,0.000000
c_guozhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94155,94168,d_shanguo,h_china,h_china > e_zhongyuan > k_henan > d_shanguo > c_guozhou,12324 12325,b_guozhou_hongnong | b_guozhou_lushi,vanilla_east | vanilla_east,2,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:230,0.965753,,,0.000000
c_huazhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94175,94193,d_zhenghua,h_china,h_china > e_zhongyuan > k_henan > d_zhenghua > c_huazhou,10469 13031 13032,b_huazhou_baima | b_huazhou_baima_northeast | b_huazhou_baima_east,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:250,0.982968,,,0.000000
c_zhengzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94194,94212,d_zhenghua,h_china,h_china > e_zhongyuan > k_henan > d_zhenghua > c_zhengzhou,10471 10470 13033,b_zhengzhou_guancheng | b_zhengzhou_yangwu | b_huazhou_baima_southeast,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:269,0.966019,,,0.000000
c_yingchuan,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94219,94242,d_chenxu,h_china,h_china > e_zhongyuan > k_henan > d_chenxu > c_yingchuan,10441 9218 9214 9244,b_xuzhou_changshe | b_xuzhou_fugou | b_xuzhou_yangzhai | b_xuzhou_wuyang,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:294,0.488462,,,0.000000
c_huaining,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94243,94261,d_chenxu,h_china,h_china > e_zhongyuan > k_henan > d_chenxu > c_huaining,9542 9532 10468,b_chenzhou_wanqiu | b_chenzhou_taikang | b_chenzhou_xiangcheng,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:318,0.964029,,,0.000000
c_caizhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94262,94285,d_chenxu,h_china,h_china > e_zhongyuan > k_henan > d_chenxu > c_caizhou,9252 10376 10378 9212,b_caizhou_ruyang | b_caizhou_xiping | b_caizhou_pingyu | b_xuzhou_changshe,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:337,0.976562,,,0.000000
c_xuzhou_1,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94540,94563,d_xusi,h_china,h_china > e_zhongyuan > k_qingxu > d_xusi > c_xuzhou_1,1482 1480 13120 13121,b_xuzhou_pengcheng | b_xuzhou_teng | b_xuzhou_pengcheng_northwest | b_xuzhou_pengcheng_southwest,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:615,0.269841,,,0.000000
c_huaiyang,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94564,94582,d_xusi,h_china,h_china > e_zhongyuan > k_qingxu > d_xusi > c_huaiyang,1481 10380 13114,b_xuzhou_xiapi | b_xuzhou_suqian | b_xuzhou_xiapi_north,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:639,0.980100,,,0.000000
c_suzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94583,94606,d_xusi,h_china,h_china > e_zhongyuan > k_qingxu > d_xusi > c_suzhou,4061 4281 13112 4239,b_suzhou_fuli | b_suzhou_hong | b_suzhou_hong_northwest | b_suzhou_qi,vanilla_east | vanilla_east | vanilla_east | vanilla_east,4,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:658,0.694215,no,F:\Storage\Codding\git\Crusader Kings III\Leviathonlx MoreBookmarks-Plus\BookmarksGit\common\landed_titles\00_landed_titles.txt:99950,0.325893
c_xingzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94793,94811,d_xingming,h_china,h_china > e_zhongyuan > k_hebei > d_xingming > c_xingzhou,12253 12254 12249,b_xingzhou_longgang | b_xingzhou_julu | b_mingzhou_pingen,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:868,0.940594,,,0.000000
c_mingzhou,review:expected_vanilla_source_not_exact,vanilla,vanilla_closest,F:\Storage\Codding\git\Crusader Kings III\Yusseter MoreBookmarksPlus\BookmarksGit\common\landed_titles\00_landed_titles.txt,94812,94830,d_xingming,h_china,h_china > e_zhongyuan > k_hebei > d_xingming > c_mingzhou,12252 12250 12251,b_cizhou_yong | b_cizhou_wuan | b_cizhou_fuyang,vanilla_east | vanilla_east | vanilla_east,3,0,0,0,no,C:\Program Files (x86)\Steam\steamapps\common\Crusader Kings III\game\common\landed_titles\02_china.txt:887,0.708738,,,0.000000
