"source_title_id","source_tier","canonical_title_id","canonical_tier","canonical_namespace","cluster_key","relation_type","rewrite_allowed","source_root_title","source_kingdom","source_duchy","source_county","source_file","source_title_path","status","notes","auto_candidate_title_id","auto_candidate_tier","auto_match_method","auto_source_province_count","auto_expected_source_province_count","auto_candidate_province_count","auto_overlap_count","auto_source_coverage","auto_candidate_coverage"
"d_menas","d","d_menas","d","vanilla","e_amur > k_aynumosir > d_menas","exact","yes","e_amur","k_aynumosir","d_menas","","00_landed_titles.txt","e_amur > k_aynumosir > d_menas","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","13","0","","","",""
"d_sahaliyan","d","d_sahaliyan","d","mod","e_amur > k_aynumosir > d_sahaliyan","contextual","yes","e_amur","k_aynumosir","d_sahaliyan","","00_landed_titles.txt","e_amur > k_aynumosir > d_sahaliyan","mapped","auto: mod_context_name_family_context","d_sahaliyan","d","mod_context_name_family_context","9","0","9","0","0,000000","0,000000"
"d_sum","d","d_sum","d","mod","e_amur > k_aynumosir > d_sum","contextual","yes","e_amur","k_aynumosir","d_sum","","00_landed_titles.txt","e_amur > k_aynumosir > d_sum","mapped","auto: mod_context_name_family_context","d_sum","d","mod_context_name_family_context","16","0","12","0","0,000000","0,000000"
"d_hitakami","d","d_hitakami","d","vanilla","e_amur > k_hitakami > d_hitakami","exact","yes","e_amur","k_hitakami","d_hitakami","","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","19","0","","","",""
"d_nushiro","d","d_nushiro","d","vanilla","e_amur > k_hitakami > d_nushiro","exact","yes","e_amur","k_hitakami","d_nushiro","","00_landed_titles.txt","e_amur > k_hitakami > d_nushiro","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","8","0","","","",""
"c_eman_murkonno","c","c_eman_murkonno","c","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_murkonno","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_murkonno","mapped","auto: mod_context_name_family_context","c_eman_murkonno","c","mod_context_name_family_context","4","0","4","0","0,000000","0,000000"
"c_eman_nimen","c","c_eman_nimen","c","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_nimen","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_nimen","mapped","auto: mod_context_name_family_context","c_eman_nimen","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_urmi","c","c_eman_urmi","c","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_urmi","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_urmi","mapped","auto: mod_context_name_family_context","c_eman_urmi","c","mod_context_name_family_context","2","0","2","0","0,000000","0,000000"
"c_eman_vanda","c","c_eman_vanda","c","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_vanda","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_vanda","mapped","auto: mod_context_name_family_context","c_eman_vanda","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_boli","c","c_eman_boli","c","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_boli","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_boli","mapped","auto: mod_context_name_family_context","c_eman_boli","c","mod_context_name_family_context","4","0","4","0","0,000000","0,000000"
"c_eman_choripi","c","c_eman_choripi","c","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_choripi","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_choripi","mapped","auto: mod_context_name_family_context","c_eman_choripi","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_mohean","c","c_eman_mohean","c","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_mohean","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_mohean","mapped","auto: mod_context_name_family_context","c_eman_mohean","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_molihewen","c","c_eman_molihewen","c","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_molihewen","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_molihewen","mapped","auto: mod_context_name_family_context","c_eman_molihewen","c","mod_context_name_family_context","4","0","4","0","0,000000","0,000000"
"c_eman_birija","c","c_eman_birija","c","vanilla","e_amur > k_amur > d_eman_bureya","exact","yes","e_amur","k_amur","d_eman_bureya","c_eman_birija","00_landed_titles.txt","e_amur > k_amur > d_eman_bureya > c_eman_birija","mapped","auto: vanilla_same_title_id","c_eman_birija","c","vanilla_same_title_id","2","1","2","0","0,000000","0,000000"
"c_eman_turma","c","c_eman_turma","c","mod","e_amur > k_amur > d_eman_bureya","contextual","yes","e_amur","k_amur","d_eman_bureya","c_eman_turma","00_landed_titles.txt","e_amur > k_amur > d_eman_bureya > c_eman_turma","mapped","auto: mod_context_name_family_context","c_eman_turma","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_urehokto","c","c_eman_urehokto","c","mod","e_amur > k_amur > d_eman_bureya","contextual","yes","e_amur","k_amur","d_eman_bureya","c_eman_urehokto","00_landed_titles.txt","e_amur > k_amur > d_eman_bureya > c_eman_urehokto","mapped","auto: mod_context_name_family_context","c_eman_urehokto","c","mod_context_name_family_context","2","0","2","0","0,000000","0,000000"
"c_eman_amgun","c","c_eman_amgun","c","mod","e_amur > k_amur > d_eman_nivkhia","contextual","yes","e_amur","k_amur","d_eman_nivkhia","c_eman_amgun","00_landed_titles.txt","e_amur > k_amur > d_eman_nivkhia > c_eman_amgun","mapped","auto: mod_context_name_family_context","c_eman_amgun","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_nurgan","c","c_eman_nurgan","c","mod","e_amur > k_amur > d_eman_nivkhia","contextual","yes","e_amur","k_amur","d_eman_nivkhia","c_eman_nurgan","00_landed_titles.txt","e_amur > k_amur > d_eman_nivkhia > c_eman_nurgan","mapped","auto: mod_context_name_family_context","c_eman_nurgan","c","mod_context_name_family_context","4","0","4","0","0,000000","0,000000"
"c_eman_tugur","c","c_eman_tugur","c","mod","e_amur > k_amur > d_eman_nivkhia","contextual","yes","e_amur","k_amur","d_eman_nivkhia","c_eman_tugur","00_landed_titles.txt","e_amur > k_amur > d_eman_nivkhia > c_eman_tugur","mapped","auto: mod_context_name_family_context","c_eman_tugur","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_kerin","c","c_eman_kerin","c","mod","e_amur > k_amur > d_eman_samagero","contextual","yes","e_amur","k_amur","d_eman_samagero","c_eman_kerin","00_landed_titles.txt","e_amur > k_amur > d_eman_samagero > c_eman_kerin","mapped","auto: mod_context_name_family_context","c_eman_kerin","c","mod_context_name_family_context","2","0","2","0","0,000000","0,000000"
"c_eman_khadul","c","c_eman_khadul","c","mod","e_amur > k_amur > d_eman_samagero","contextual","yes","e_amur","k_amur","d_eman_samagero","c_eman_khadul","00_landed_titles.txt","e_amur > k_amur > d_eman_samagero > c_eman_khadul","mapped","auto: mod_context_name_family_context","c_eman_khadul","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_tudali","c","c_eman_tudali","c","mod","e_amur > k_amur > d_eman_samagero","contextual","yes","e_amur","k_amur","d_eman_samagero","c_eman_tudali","00_landed_titles.txt","e_amur > k_amur > d_eman_samagero > c_eman_tudali","mapped","auto: mod_context_name_family_context","c_eman_tudali","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_yam_alin","c","c_eman_yam_alin","c","mod","e_amur > k_amur > d_eman_samagero","contextual","yes","e_amur","k_amur","d_eman_samagero","c_eman_yam_alin","00_landed_titles.txt","e_amur > k_amur > d_eman_samagero > c_eman_yam_alin","mapped","auto: mod_context_name_family_context","c_eman_yam_alin","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_beihean","c","c_eman_beihean","c","mod","e_amur > k_amur > d_eman_sikhotebei","contextual","yes","e_amur","k_amur","d_eman_sikhotebei","c_eman_beihean","00_landed_titles.txt","e_amur > k_amur > d_eman_sikhotebei > c_eman_beihean","mapped","auto: mod_context_name_family_context","c_eman_beihean","c","mod_context_name_family_context","2","0","2","0","0,000000","0,000000"
"c_eman_heishuiyang","c","c_eman_heishuiyang","c","mod","e_amur > k_amur > d_eman_sikhotebei","contextual","yes","e_amur","k_amur","d_eman_sikhotebei","c_eman_heishuiyang","00_landed_titles.txt","e_amur > k_amur > d_eman_sikhotebei > c_eman_heishuiyang","mapped","auto: mod_context_name_family_context","c_eman_heishuiyang","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_wuguihai","c","c_eman_wuguihai","c","mod","e_amur > k_amur > d_eman_sikhotebei","contextual","yes","e_amur","k_amur","d_eman_sikhotebei","c_eman_wuguihai","00_landed_titles.txt","e_amur > k_amur > d_eman_sikhotebei > c_eman_wuguihai","mapped","auto: mod_context_name_family_context","c_eman_wuguihai","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_eman_yerenhe","c","c_eman_yerenhe","c","mod","e_amur > k_amur > d_eman_sikhotebei","contextual","yes","e_amur","k_amur","d_eman_sikhotebei","c_eman_yerenhe","00_landed_titles.txt","e_amur > k_amur > d_eman_sikhotebei > c_eman_yerenhe","mapped","auto: mod_context_name_family_context","c_eman_yerenhe","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_chupka","c","c_chupka","c","vanilla","e_amur > k_aynumosir > d_menas","exact","yes","e_amur","k_aynumosir","d_menas","c_chupka","00_landed_titles.txt","e_amur > k_aynumosir > d_menas > c_chupka","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","2","0","","","",""
"c_menas","c","c_menas","c","vanilla","e_amur > k_aynumosir > d_menas","exact","yes","e_amur","k_aynumosir","d_menas","c_menas","00_landed_titles.txt","e_amur > k_aynumosir > d_menas > c_menas","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","3","0","","","",""
"c_simenas","c","c_simenas","c","vanilla","e_amur > k_aynumosir > d_menas","exact","yes","e_amur","k_aynumosir","d_menas","c_simenas","00_landed_titles.txt","e_amur > k_aynumosir > d_menas > c_simenas","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_soya","c","c_soya","c","vanilla","e_amur > k_aynumosir > d_menas","exact","yes","e_amur","k_aynumosir","d_menas","c_soya","00_landed_titles.txt","e_amur > k_aynumosir > d_menas > c_soya","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_kusunkotan","c","c_kusunkotan","c","mod","e_amur > k_aynumosir > d_sahaliyan","contextual","yes","e_amur","k_aynumosir","d_sahaliyan","c_kusunkotan","00_landed_titles.txt","e_amur > k_aynumosir > d_sahaliyan > c_kusunkotan","mapped","auto: mod_context_name_family_context","c_kusunkotan","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_pogibi","c","c_pogibi","c","mod","e_amur > k_aynumosir > d_sahaliyan","contextual","yes","e_amur","k_aynumosir","d_sahaliyan","c_pogibi","00_landed_titles.txt","e_amur > k_aynumosir > d_sahaliyan > c_pogibi","mapped","auto: mod_context_name_family_context","c_pogibi","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_tarayka","c","c_tarayka","c","mod","e_amur > k_aynumosir > d_sahaliyan","contextual","yes","e_amur","k_aynumosir","d_sahaliyan","c_tarayka","00_landed_titles.txt","e_amur > k_aynumosir > d_sahaliyan > c_tarayka","mapped","auto: mod_context_name_family_context","c_tarayka","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_ioci","c","c_ioci","c","vanilla","e_amur > k_aynumosir > d_sum","exact","yes","e_amur","k_aynumosir","d_sum","c_ioci","00_landed_titles.txt","e_amur > k_aynumosir > d_sum > c_ioci","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_iskar","c","c_iskar","c","vanilla","e_amur > k_aynumosir > d_sum","exact","yes","e_amur","k_aynumosir","d_sum","c_iskar","00_landed_titles.txt","e_amur > k_aynumosir > d_sum > c_iskar","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_sum","c","c_sum","c","vanilla","e_amur > k_aynumosir > d_sum","exact","yes","e_amur","k_aynumosir","d_sum","c_sum","00_landed_titles.txt","e_amur > k_aynumosir > d_sum > c_sum","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_uskes","c","c_uskes","c","vanilla","e_amur > k_aynumosir > d_sum","exact","yes","e_amur","k_aynumosir","d_sum","c_uskes","00_landed_titles.txt","e_amur > k_aynumosir > d_sum > c_uskes","mapped","auto: vanilla_same_title_id","","","vanilla_same_title_id","4","0","","","",""
"c_isawa","c","c_isawa","c","mod","e_amur > k_hitakami > d_hitakami","contextual","yes","e_amur","k_hitakami","d_hitakami","c_isawa","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami > c_isawa","mapped","auto: mod_context_name_family_context","c_isawa","c","mod_context_name_family_context","4","0","2","0","0,000000","0,000000"
"c_iwaki","c","c_iwaki","c","mod","e_amur > k_hitakami > d_hitakami","contextual","yes","e_amur","k_hitakami","d_hitakami","c_iwaki","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami > c_iwaki","mapped","auto: mod_context_name_family_context","c_iwaki","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_iwase","c","c_iwase","c","mod","e_amur > k_hitakami > d_hitakami","contextual","yes","e_amur","k_hitakami","d_hitakami","c_iwase","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami > c_iwase","mapped","auto: mod_context_name_family_context","c_iwase","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_korehari","c","c_korehari","c","mod","e_amur > k_hitakami > d_hitakami","contextual","yes","e_amur","k_hitakami","d_hitakami","c_korehari","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami > c_korehari","mapped","auto: mod_context_name_family_context","c_korehari","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_tsugaru","c","c_tsugaru","c","mod","e_amur > k_hitakami > d_hitakami","contextual","yes","e_amur","k_hitakami","d_hitakami","c_tsugaru","00_landed_titles.txt","e_amur > k_hitakami > d_hitakami > c_tsugaru","mapped","auto: mod_context_name_family_context","c_tsugaru","c","mod_context_name_family_context","4","0","2","0","0,000000","0,000000"
"c_nushiro","c","c_nushiro","c","mod","e_amur > k_hitakami > d_nushiro","contextual","yes","e_amur","k_hitakami","d_nushiro","c_nushiro","00_landed_titles.txt","e_amur > k_hitakami > d_nushiro > c_nushiro","mapped","auto: mod_context_name_family_context","c_nushiro","c","mod_context_name_family_context","5","0","2","0","0,000000","0,000000"
"c_tokisara","c","c_tokisara","c","mod","e_amur > k_hitakami > d_nushiro","contextual","yes","e_amur","k_hitakami","d_nushiro","c_tokisara","00_landed_titles.txt","e_amur > k_hitakami > d_nushiro > c_tokisara","mapped","auto: mod_context_name_family_context","c_tokisara","c","mod_context_name_family_context","3","0","2","0","0,000000","0,000000"
"b_fic_eman_bira","b","b_fic_eman_bira","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_murkonno","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_murkonno > b_fic_eman_bira","mapped","auto: mod_context_name_family_context","b_fic_eman_bira","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_chulabira","b","b_fic_eman_chulabira","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_murkonno","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_murkonno > b_fic_eman_chulabira","mapped","auto: mod_context_name_family_context","b_fic_eman_chulabira","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_khimin","b","b_fic_eman_khimin","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_murkonno","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_murkonno > b_fic_eman_khimin","mapped","auto: mod_context_name_family_context","b_fic_eman_khimin","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_pichan","b","b_fic_eman_pichan","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_murkonno","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_murkonno > b_fic_eman_pichan","mapped","auto: mod_context_name_family_context","b_fic_eman_pichan","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_hara","b","b_fic_eman_hara","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_nimen","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_nimen > b_fic_eman_hara","mapped","auto: mod_context_name_family_context","b_fic_eman_hara","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_nimen","b","b_fic_eman_nimen","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_nimen","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_nimen > b_fic_eman_nimen","mapped","auto: mod_context_name_family_context","b_fic_eman_nimen","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_oronmu","b","b_fic_eman_oronmu","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_nimen","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_nimen > b_fic_eman_oronmu","mapped","auto: mod_context_name_family_context","b_fic_eman_oronmu","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_kirga","b","b_fic_eman_kirga","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_urmi","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_urmi > b_fic_eman_kirga","mapped","auto: mod_context_name_family_context","b_fic_eman_kirga","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_urmi","b","b_fic_eman_urmi","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_urmi","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_urmi > b_fic_eman_urmi","mapped","auto: mod_context_name_family_context","b_fic_eman_urmi","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_hulavanda","b","b_fic_eman_hulavanda","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_vanda","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_vanda > b_fic_eman_hulavanda","mapped","auto: mod_context_name_family_context","b_fic_eman_hulavanda","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_konnovanda","b","b_fic_eman_konnovanda","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_vanda","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_vanda > b_fic_eman_konnovanda","mapped","auto: mod_context_name_family_context","b_fic_eman_konnovanda","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_vandarin","b","b_fic_eman_vandarin","b","mod","e_amur > k_amur > d_eman_amar","contextual","yes","e_amur","k_amur","d_eman_amar","c_eman_vanda","00_landed_titles.txt","e_amur > k_amur > d_eman_amar > c_eman_vanda > b_fic_eman_vandarin","mapped","auto: mod_context_name_family_context","b_fic_eman_vandarin","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_eman_boli","b","b_eman_boli","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_boli","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_boli > b_eman_boli","mapped","auto: mod_context_name_family_context","b_eman_boli","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_alimenan","b","b_fic_eman_alimenan","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_boli","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_boli > b_fic_eman_alimenan","mapped","auto: mod_context_name_family_context","b_fic_eman_alimenan","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_khorhe","b","b_fic_eman_khorhe","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_boli","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_boli > b_fic_eman_khorhe","mapped","auto: mod_context_name_family_context","b_fic_eman_khorhe","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_nanshuian","b","b_fic_eman_nanshuian","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_boli","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_boli > b_fic_eman_nanshuian","mapped","auto: mod_context_name_family_context","b_fic_eman_nanshuian","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_choripi","b","b_fic_eman_choripi","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_choripi","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_choripi > b_fic_eman_choripi","mapped","auto: mod_context_name_family_context","b_fic_eman_choripi","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_kuru","b","b_fic_eman_kuru","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_choripi","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_choripi > b_fic_eman_kuru","mapped","auto: mod_context_name_family_context","b_fic_eman_kuru","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_uada_alin","b","b_fic_eman_uada_alin","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_choripi","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_choripi > b_fic_eman_uada_alin","mapped","auto: mod_context_name_family_context","b_fic_eman_uada_alin","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_mohean","b","b_fic_eman_mohean","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_mohean","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_mohean > b_fic_eman_mohean","mapped","auto: mod_context_name_family_context","b_fic_eman_mohean","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_wuguijiang","b","b_fic_eman_wuguijiang","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_mohean","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_mohean > b_fic_eman_wuguijiang","mapped","auto: mod_context_name_family_context","b_fic_eman_wuguijiang","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_fic_eman_yemanshui","b","b_fic_eman_yemanshui","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_mohean","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_mohean > b_fic_eman_yemanshui","mapped","auto: mod_context_name_family_context","b_fic_eman_yemanshui","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_eman_molihewen","b","b_eman_molihewen","b","mod","e_amur > k_amur > d_eman_boli","contextual","yes","e_amur","k_amur","d_eman_boli","c_eman_molihewen","00_landed_titles.txt","e_amur > k_amur > d_eman_boli > c_eman_molihewen > b_eman_molihewen","mapped","auto: mod_context_name_family_context","b_eman_molihewen","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
