8819;151;160;11;b_jianning_jianyang;x;
8820;209;170;153;b_fuzhou_yongfu;x;
8821;150;45;252;b_fuzhou_gutian;x;
8822;185;203;99;b_fuzhou_minqing;x;
8823;8;242;126;b_fuzhou_ningde;x;
8824;38;151;240;b_fuzhou_lianjiang;x;
8825;112;40;168;b_mingzhou_mao;x;
8826;159;33;196;b_mingzhou_xiangshan;x;
8827;38;109;70;b_yuezhou_yuyao;x;
8828;107;14;128;b_yuezhou_kuaiji;x;
8829;61;156;229;b_yuezhou_zhuji;x;
8830;197;42;134;b_taizhou_huangyan;x;
8831;142;185;175;b_wenzhou_yuecheng;x;
8832;249;199;243;b_wenzhou_yongjia;x;
8833;132;229;43;b_chuzhou_lishui;x;
8834;3;139;100;b_chuzhou_qingtian;x;
8835;24;199;66;b_chuzhou_xujiang;x;
8836;165;193;67;b_wuzhou_jinhua;x;
8837;84;92;17;b_wuzhou_wucheng;x;
8838;167;41;245;b_wuzhou_dongyang;x;
8839;248;155;214;b_wuzhou_puyang;x;
8841;180;86;70;b_hangzhou_qiantang;x;
8842;215;99;211;b_jianning_zhenghe;x;
8843;121;46;221;b_jianning_pucheng;x;
8844;25;24;27;b_jianning_chong_an;x;
8845;88;224;61;b_jianning_songxi;x;
8846;184;87;227;b_xuanzhou_liyang;x;
8847;129;133;193;b_xuanzhou_ningguo;x;
8848;8;83;107;b_shezhou_taiping;x;
8849;17;69;1;b_something_wendeng;x;
8850;3;103;152;b_something_muping;x;
8851;250;209;136;b_something_huang;x;
8852;38;97;87;b_laizhou_changyang;x;
8853;113;19;19;b_laizhou_ye;x;
8854;61;29;74;b_laizhou_jimo;x;
8855;196;121;213;b_mizhou_gaomi;x;
8856;67;108;22;b_mizhou_zhucheng;x;
8857;156;42;97;b_mizhou_ju;x;
8858;72;150;128;b_mizhou_futang;x;
8859;227;33;47;b_qingzhou_beihai;x;
8860;7;251;52;b_qingzhou_linqu;x;
8861;240;85;67;b_qingzhou_shouguang;x;
8862;89;137;3;b_qingzhou_bochang;x;
8863;31;215;212;b_zizhou_zichuan;x;
8864;55;12;193;b_zizhou_changshan;x;
8865;177;4;132;b_zizhou_zouping;x;
8866;165;184;83;b_yizhou_yishui;x;
8867;132;238;83;b_yizhou_xintai;x;
8868;147;83;73;b_yizhou_fei;x;
8869;177;169;13;b_yizhou_linyi;x;
8870;9;207;247;b_yizhou_cheng;x;
8871;124;171;219;b_haizhou_qushan;x;
8872;234;197;200;b_dizhou_yanci;x;
8873;237;93;214;b_dizhou_dihe;x;
8874;91;46;193;b_qizhou_yucheng;x;
8875;99;88;21;b_qizhou_something;x;
8876;123;207;179;b_qizhou_linyi;x;
8877;19;121;109;b_qizhou_licheng;x;
8878;204;1;38;b_yunzhou_laiwu;x;
8879;203;158;78;b_yunzhou_qianfeng;x;
8880;107;139;253;b_yunzhou_qufu;x;
8881;32;20;234;b_yunzhou_xiaqiu;x;
8882;224;203;219;b_puzhou_juye;x;
8883;88;184;69;b_puzhou_xuchang;x;
8884;190;212;39;b_puzhou_shouzhang;x;
8885;59;186;169;b_puzhou_juancheng;x;
8886;113;80;169;b_puzhou_puyang;x;
8887;66;141;151;b_caozhou_kaocheng;x;
8888;202;242;156;b_caozhou_jiyin;x;
8889;196;57;160;b_caozhou_nanhua;x;
8890;231;146;155;b_caozhou_yuanju;x;
8891;59;212;181;b_cangzhou_qingchi;x;
8892;210;53;78;b_guangzhou_nanhai;x;
8893;104;247;54;b_chaozhou_chaoyang;x;
8894;58;73;119;b_chaozhou_haiyang;x;
8895;50;99;60;b_chaozhou_chengxiang;x;
8896;107;210;141;b_xunzhou_haifeng;x;
8897;201;247;197;b_xunzhou_boluo;x;
8898;182;247;52;b_xunzhou_heyuan;x;
8899;98;190;84;b_xunzhou_xingning;x;
8900;14;111;197;b_xinzhou_guishan;x;
8901;166;38;173;b_guangzhou_huameng;x;
8902;10;53;97;b_guangzhou_zhenyang;x;
8903;170;248;112;b_guangzhou_hankuang;x;
8904;32;184;7;b_shaozhou_wengyuan;x;
8905;174;49;30;b_shaozhou_qujiang;x;
8906;227;124;63;b_shaozhou_renhua;x;
8907;0;31;5;b_enzhou_yangjiang;x;
8908;42;88;87;b_enzhou_duling;x;
8909;247;49;27;b_gaozhou_baoning;x;
8910;144;133;122;b_gaozhou_dianbai;x;
8911;218;10;9;b_luozhuo_wuchuan;x;
8912;45;50;182;b_luozhou_lianjiang;x;
8913;224;93;235;b_luozhou_ganshui;x;
8914;134;221;150;b_bianzhou_shilong;x;
8915;163;86;209;b_bianzhou_lingluo;x;
8916;48;123;25;b_panzhou_nanba;x;
8917;87;149;232;b_panzhou_panshui;x;
8918;238;189;136;b_chunzhou_luoshi;x;
8919;183;159;64;b_chunzhou_yangshui;x;
8920;245;68;172;b_qinzhou_tongling;x;
8921;255;151;100;b_xinzhou_tinxing;x;
8922;213;6;219;b_xinzhou_yongshun;x;
8923;245;31;201;b_duanzhou_pingxing;x;
8924;23;9;184;b_duanzhou_gaoyao;x;
8925;195;202;12;b_kangzhou_duanxi;x;
8926;182;201;67;b_kangzhou_jinkang;x;
8927;233;90;32;b_fengzhou_kaijian;x;
8928;70;218;98;b_shuangzhou_shuangshui;x;
8929;224;16;155;b_shuangzhou_jianshui;x;
8930;171;231;166;b_shuangzhou_zhennan;x;
8931;216;208;183;b_yangzhou_hai_an;x;
8932;131;140;7;b_yangzhou_hailing;x;
8933;123;229;154;b_yangzhou_hangyang;x;
8934;40;100;168;b_yangzhou_tianchang;x;
8935;180;229;13;b_chuzhou_qingliu;x;
8936;208;185;38;b_chuzhou_qingliu;x;
8937;96;113;217;b_chuzhou_quanjiao;x;
8938;183;185;227;b_hezhou_liyang;x;
8939;235;163;189;b_hezhou_hanshan;x;
8940;185;118;83;b_luzhou_lujiang;x;
8941;111;134;10;b_luzhou_zhen;x;
8942;6;99;244;b_luzhou_hefei;x;
8943;128;3;163;b_shuzhou_tongcheng;x;
8944;231;154;20;b_shuzhou_huaining;x;
8945;48;240;194;b_shuzhou_taihu;x;
8946;114;173;146;b_suzhou_wangjiang;x;
8947;252;120;150;b_chuzhou_yancheng;x;
8948;215;31;126;b_chuzhou_baoying;x;
8949;34;10;20;b_chuzhou_xuyi;x;
8950;197;34;210;b_chuzhou_shanyang;x;
8951;45;244;75;b_chuzhou_huaiyin;x;
8952;70;128;113;b_shaozhou_shaoyang;x;
8953;13;66;66;b_tanzhou_tanzhou;x;
8954;127;148;141;b_shaozhou_wugang;x;
8955;21;135;21;b_somthing_qiyang;x;
8956;120;84;95;b_something_lingling;x;
8957;12;226;183;b_something_xiangyuan;x;
8958;25;199;235;b_daozhou_dali;x;
8959;116;232;198;b_daozhou_hongdao;x;
8960;70;201;84;b_daozhou_jianghua;x;
8961;115;7;30;b_lianzhou_guiyang;x;
8962;215;107;123;b_lianzhou_lianshan;x;
8963;19;105;243;b_lianzhou_yangshan;x;
8964;74;255;162;b_chenzhou_linwu;x;
8965;236;67;117;b_chenzhou_chen;x;
8966;91;111;190;b_chenzhou_yichang;x;
8967;193;133;183;b_chenzhou_zixing;x;
8968;69;147;169;b_hengzhou_changning;x;
8969;155;180;13;b_hengzhou_chaling;x;
8970;246;150;128;b_hengzhou_hengyang;x;
8972;8;182;56;b_tanzhou_liuyang;x;
8973;209;106;129;b_huangzhou_huanggang;x;
8974;114;26;236;b_huangzhou_macheng;x;
8975;84;48;31;b_huangzhou_hunagpi;x;
8976;114;118;143;b_qizhou_qishui;x;
8977;232;144;162;b_qizhou_qichun;x;
8978;185;158;129;b_something_hanyang;x;
8979;231;45;185;b_something_chachuan;x;
8980;194;124;34;b_anzhou_yingcheng;x;
8981;27;52;102;b_anzhou_anlu;x;
8982;79;78;72;b_anzhou_yingshan;x;
8983;167;205;146;b_shenzhou_yiyang;x;
8984;110;206;206;b_shenzhou_zhongshan;x;
8985;31;146;233;b_shenzhou_luoshan;x;
8986;24;121;13;b_jiangzhou_xunyang;x;
8987;245;78;254;b_raozhou_duchang;x;
8988;187;168;102;b_raozhou_jingde;x;
8989;141;22;196;b_raozhou_yugan;x;
8990;152;27;53;b_hongzhou_nanchang;x;
8991;167;23;139;b_hongzhou_xinwu;x;
8992;194;57;134;b_yuanzhou_xinyu;x;
9168;135;27;84;Hawai;x;
9174;177;45;87;Zayu;x;
9175;9;48;215;Rima;x;
9176;51;51;88;Golag;x;
9177;93;54;216;Cawarong;x;
9178;135;57;89;Goyu;x;
9281;51;153;168;Baxoi;x;
9282;93;156;41;Zogang;x;
9283;135;159;169;Kagong;x;
9301;51;0;178;Karub;x;
9315;9;42;185;Jangpa;x;
9316;51;45;58;Deqen;x;
9317;93;48;186;Balung;x;
9318;135;51;59;Gyaitang;x;
9319;177;54;187;Derong;x;
9320;9;57;60;Dabba_Tibet;x;
9321;51;60;188;Qagcheng;x;
9322;93;63;61;Takchongrong;x;
9324;177;69;62;Lenggu;x;
9328;135;81;64;Gyezil;x;
9329;229;194;14;b_yuanzhou_yichun;x;
9330;9;87;65;Darzedo;x;
9331;51;90;193;Lhagang;x;
9332;93;93;66;Shade;x;
9333;135;96;194;Rongzhag;x;
9334;177;99;67;Dawu;x;
9353;135;156;204;Dewu;x;
9442;93;210;21;Linten;x;
9443;135;0;149;Jone;x;
9444;177;3;22;Tewo;x;
9445;9;6;150;Zhugqu;x;
9451;51;24;153;Ngawa;x;
9453;135;30;154;Zoige;x;
9454;177;33;27;Yunglro;x;
9455;9;36;155;Khyungchu;x;
9456;51;39;28;Sungqu;x;
9457;93;42;156;Choqu;x;
9458;223;239;93;b_yuanzhou_pingxiang;x;
9459;14;231;27;b_jizhou_xin_gan;x;
9460;112;152;42;b_jizhou_taihe;x;
9462;93;57;31;Rongbur;x;
9463;135;60;159;Barkam;x;
9464;177;63;32;Quqen;x;
9465;9;66;160;Trashingling;x;
9466;51;69;33;Zainlha;x;
9467;93;72;161;Kharsa;x;
9525;9;33;190;Dajing;x;
9527;93;39;191;Anning;x;
9528;135;42;64;Yongdeng;x;
9529;177;45;192;Jingtai;x;
9530;9;48;65;Gaolan;x;
9531;51;51;193;Baiyin;x;
9533;135;57;194;Chaganbulage;x;
9534;177;60;67;Shapotou;x;
9535;9;63;195;Chaogetuhure;x;
9536;143;92;145;b_jizhou_luling;x;
9537;93;69;196;Wuluhai;x;
9538;135;72;69;Wuyuan;x;
9539;177;75;197;Dengkou;x;
9540;9;78;70;Zhongcun;x;
9543;77;37;184;b_qianzhou_yudu;x;
9544;158;186;105;b_qianzhou_anyuan;x;
9545;47;249;49;b_qianzhou_dayu;x;
9546;75;152;246;b_qianzhou_gan;x;
9547;192;135;252;b_qianzhou_xinfeng;x;
9550;9;108;75;Pagan;x;
9551;51;111;203;Popa;x;
9552;93;114;76;Nyaung_U;x;
9553;135;117;204;Tantkyitaung;x;
9554;177;120;77;Myitche;x;
9555;9;123;205;Powundaung;x;
9556;51;126;78;Ava;x;
9557;93;129;206;Pinya;x;
9558;135;132;79;Taungbyon;x;
9559;177;135;207;Kyaukse;x;
9560;9;138;80;Maingmaw;x;
9561;51;141;208;Mekkhaya;x;
9562;93;144;81;Minbu;x;
9563;135;147;209;Salin;x;
9564;177;150;82;Ngape;x;
9565;9;153;210;Shwesettaw;x;
9566;51;156;83;Arakan Mountains;x;
9567;93;159;211;Naga Hills;x;
9568;135;162;84;Sagaing;x;
9569;177;165;212;Halin;x;
9570;9;168;85;Yawnghwe;x;
9571;51;171;213;Yamethin;x;
9572;93;174;86;Shwemyo;x;
9573;135;177;214;Binnaka;x;
9574;177;180;87;Peikthanomyo;x;
9575;9;183;215;Magwe;x;
9576;51;186;88;Vaisali;x;
9577;93;189;216;Launggyet;x;
9578;135;192;89;Mrauk_U;x;
9579;177;195;217;Mahamuni;x;
9580;9;198;90;Akyab;x;
9581;51;201;218;Ramu;x;
9582;93;204;91;Dianga;x;
9583;135;207;219;Thabeik_Taung;x;
9584;177;210;92;Matamuhuri;x;
9585;9;0;220;Sandoway;x;
9586;51;3;93;Ramree;x;
9587;93;6;221;An;x;
9588;135;9;94;Sriksetra;x;
9589;177;12;222;Myede;x;
9590;9;15;95;Thayetmyo;x;
9591;51;18;223;Hinthada;x;
9592;93;21;96;Myanaung;x;
9593;135;24;224;Toungoo;x;
9594;177;27;97;Mong_Pai;x;
9595;9;30;225;Swa;x;
9596;51;33;98;Pegu;x;
9597;93;36;226;Syriam;x;
9598;135;39;99;Dagon;x;
9599;177;42;227;Krapan;x;
9622;93;111;11;Maukkadaw;x;
9623;135;114;139;Mingiu;x;
9624;177;117;12;Kale;x;
9625;9;120;140;Chin;x;
9626;51;123;13;Bogale;x;
9627;93;126;141;Thaton;x;
9628;135;129;14;Muttina;x;
9629;177;132;142;Mawlamyine;x;
9630;9;135;15;Taikkala;x;
9631;51;138;143;Negrais;x;
9632;93;141;16;Kusumi;x;
9633;135;144;144;Myaungmya;x;
9634;177;147;17;Taungdwingyi;x;
9635;9;150;145;Tharrawaddy;x;
9636;51;153;18;Phyu;x;
9637;93;156;146;Sittaung;x;
9638;135;159;19;Shwegyin;x;
9639;177;162;147;Myinmu;x;
9640;9;165;20;Madaya;x;
9641;51;168;148;Singu;x;
9642;93;171;21;Momeik;x;
9643;135;174;149;Takon;x;
9644;177;177;22;Katha;x;
9645;9;180;150;Htigyaing;x;
9646;51;183;23;Myedu;x;
9647;93;186;151;Hanlan;x;
9657;93;3;156;Udaipur;x;
9658;135;6;29;Thaungdut;x;
9662;93;18;31;west_hokkaido_mountains;x;
9664;177;24;32;PLACEHOLDER_REGION_KOREA;x;
9665;9;27;160;IMPASSABLE CENTRAL GOBI 1;x;
9666;51;30;33;;x;
9667;93;33;161;IMPASSABLE CENTRAL GOBI 2;x;
9668;135;36;34;IMPASSABLE CENTRAL GOBI 3;x;
9669;57;119;44;b_fuzhou_linchuan;x;
9670;9;42;35;IMPASSABLE EASTERN GOBI 1;x;
9671;51;45;163;;x;
9672;93;48;36;PLACEHOLDER_REGION_SOUTHEAST_COAST;x;
9673;216;152;3;b_fuzhou_chongren;x;
9674;162;179;245;b_fuzhou_nancheng;x;
9675;187;93;211;b_fuzhou_nanfeng;x;
9676;51;60;38;Marakele;x;
9679;241;113;46;b_xinzhou_shangrao;x;
9680;9;72;40;IMPASSABLE Borneo deep jungle;x;
9681;51;75;168;Siantan Island;x;
9682;171;155;197;b_xinzhou_yiyang;x;
9683;100;216;6;b_xinzhou_guixi;x;
9684;196;187;19;b_raozhou_huangshan;x;
9685;54;105;188;b_raozhou_pengze;x;
9686;223;251;73;b_xuzhou_teng;x;
9687;51;82;123;b_xuzhou_xiapi;x;
9688;211;135;40;b_xuzhou_pengcheng;x;
9689;18;163;249;b_sizhou_linhuai;x;
9690;146;230;241;b_haozhou_zhongli;x;
9691;247;39;7;b_suzhou_fuli;x;
9692;2;92;134;b_suzhou_qi;x;
9693;245;198;54;b_suzhou_hong;x;
9694;88;207;29;b_pingzhou_lulong;x;
9695;137;107;148;b_pingzhou_shicheng;x;
9696;211;124;73;b_pingzhou_macheng;x;
9697;209;209;111;b_jizhou_yutian;x;
9698;167;145;65;b_jizhou_sanhe;x;
9699;95;145;12;b_guishunzhou_huairou;x;
9700;244;61;246;b_youzhou_lu;x;
9701;99;169;209;b_youzhou_wuqing;x;
9702;200;172;148;b_youzhou_ji;x;
9703;222;161;246;b_zhuozhou_fanyang;x;
9704;81;141;138;b_zhuozhou_xincheng;x;
9705;117;249;245;b_zhuozhou_guiyi;x;
9706;181;210;146;b_mozhou_mo;x;
9707;146;162;169;Chuzhou2_Chuzhou;x;
9708;244;32;32;b_mozhou_qingyuan;x;
9709;179;154;16;b_mozhou_wen_an;x;
9710;177;137;150;b_yingzhou_hejian;x;
9711;16;28;177;b_yingzhou_leshou;x;
9712;81;235;61;b_yingzhou_boye;x;
9713;224;35;109;b_maozhou_wenshan;x;
9714;199;192;177;b_hanzhou_mianzhu;x;
9715;102;36;84;b_hanzhou_luo;x;
9716;241;145;119;b_hanzhou_shifang;x;
9717;25;116;147;b_mianzhou_weicheng;x;
9718;128;173;250;b_zizhou_qi;x;
9719;164;224;131;b_zizhou_yongtai;x;
9720;130;146;6;b_zizhou_feiniao;x;
9721;140;213;18;b_jianzhou_jinshui;x;
9722;140;35;104;b_puzhou_anyue;x;
9724;76;112;194;b_zizhou_panshi;x;
9725;18;223;210;b_zizhou_neijiang;x;
9726;54;245;136;b_lingzhou_renshou;x;
9727;148;73;204;b_lingzhou_jingyan;x;
9728;218;127;4;b_rongzhou_xuchuan;x;
9729;246;125;189;b_rongzhou_gongjing;x;
9730;118;66;245;b_luzhou_luchuan;x;
9731;242;170;32;b_luzhou_jiang_an;x;
9732;246;73;49;b_changzhou_jingnan;x;
9733;165;219;49;b_changzhou_yongchuan;x;
9734;64;146;41;b_suizhou_fangyi;x;
9735;146;82;97;b_suizhou_pukang;x;
9736;50;6;170;b_hezhou_shijing;x;
9737;216;245;216;b_hezhou_hanchu;x;
9738;125;183;177;b_guozhou_yuechi;x;
9739;25;45;111;b_guozhou_nanchong;x;
9740;204;155;60;b_langzhou_langzhong;x;
9741;122;31;181;b_langzhou_fangguo;x;
9742;3;217;148;b_pengzhou_pengchi;x;
9743;153;42;42;b_pengzhou_dazhu;x;
9744;106;245;59;b_quzhou_linshan;x;
9745;209;38;98;b_quzhou_linshui;x;
9746;143;116;76;b_quzhou_liujiang;x;
9747;189;25;162;b_tongzhou_tongchuan;x;
9748;148;44;150;b_tongzhou_baqu;x;
9749;182;20;248;b_kaizhou_wansui;x;
9750;23;67;155;b_kaizhou_kaijiang;x;
9751;79;212;36;b_bizhou_baishi;x;
9752;218;118;211;b_bizhou_dongba;x;
9753;72;186;173;b_bizhou_tongjiang;x;
9754;211;110;131;b_wanzhou_wuning;x;
9755;53;122;134;b_wanzhou_nanpu;x;
9756;171;152;104;b_wanzhou_liangshan;x;
9757;93;183;186;Lingnan_Lianzhou_Hepu;x; # Lianzhou, present-day Beihai (?)
9758;156;127;15;b_zhongzhou_nanbin;x;
9759;43;227;54;b_zhongzhou_linjiang;x;
9760;30;159;88;b_zhongzhou_guixi;x;
9761;85;28;40;b_kuizhou_wushan;x;
9762;93;60;201;Lingnan_Xunzhou_Guigang;x; # Xunzhou
9763;155;196;212;b_kuizhou_fengjie;x;
9764;99;163;104;b_kuizhou_yun_an;x;
9765;136;130;241;b_yangzhou_xixiang;x;
9766;165;189;29;b_yangzhou_xingdao;x;
9767;81;154;0;b_xingyuan_nanzheng;x;
9768;92;178;69;b_xingyuan_xi;x;
9769;153;241;8;b_xingyuan_sanquan;x;
9770;140;224;74;b_bazhou_huacheng;x;
9771;166;96;178;b_jizhou_nanjiang;x;
9772;31;178;16;b_jizhou_jiachuan;x;
9773;86;234;193;b_lizhou_yingshan;x;
9774;88;181;247;b_lizhou_jinggu;x;
9775;210;4;227;b_wenzhou_qushui;x;
9776;146;91;241;b_longzhou_qingchuan;x;
9777;26;230;100;b_jianzhou_jianmen;x;
9778;234;206;137;b_jianzhou_yinping;x;
9779;117;103;194;b_jianzhou_linjin;x;
9780;89;27;72;b_luoyang;x;
9781;93;105;81;Lingnan_Nanning_Fu_Nanning;x; # Nanning Fu (capital barony)
9782;32;1;156;b_he_nan_goushi;x;
9783;9;111;145;Lingnan_Nanning_Fu_Shangsi;x; # Nanning Fu
9784;51;114;18;Lingnan_Nanning_Fu_Wuxuzhen;x; # Nanning Fu
9785;51;57;73;Lingnan_Nanning_Fu_Yongchun;x; # Nanning Fu
9786;248;72;199;b_he_nan_gaocheng;x;
9787;237;112;249;b_he_nan_yiyang;x;
9788;75;233;218;b_he_nan_yongning;x;
9789;91;161;251;b_he_nan_mianchi;x;
9790;34;46;158;b_ruzhou_liang;x;
9791;85;29;167;b_ruzhou_jiacheng;x;
9792;137;100;66;b_ruzhou_xiangcheng;x;
9793;172;64;63;b_xuzhou_changshe;x;
9794;37;227;199;b_xuzhou_yangzhai;x;
9795;189;148;154;b_xuzhou_fugou;x;
9796;88;191;125;b_xuzhou_wuyang;x;
9797;56;21;123;b_caizhou_ruyang;x;
9798;201;188;86;b_yingzhou_ruyin;x;
9800;236;80;175;b_yingzhou_shenqiu;x;
9801;153;134;27;b_bozhou_qiao;x;
9802;9;102;45;Lingnan_Leizhou_Guantou;x; # Leizhou (capital barony)
9803;51;135;178;Lingnan_Leizhou_Zhanjiang;x; # Leizhou
9804;124;133;210;b_bozhou_chengfu;x;
9805;185;172;133;b_bozhou_mengcheng;x;
9806;127;215;84;b_bozhou_zhenyuan;x;
9807;19;211;146;b_bozhou_luyi;x;
9808;110;114;67;b_bozhou_yongcheng;x;
9809;2;251;149;b_songzhou_chuqiu;x;
9810;150;23;23;b_songzhou_yucheng;x;
9811;205;99;141;b_songzhou_songcheng;x;
9812;230;73;106;b_singzhou_xiangyi;x;
9813;98;28;120;b_chenzhou_taikang;x;
9814;157;69;121;b_chenzhou_wanqiu;x;
9815;135;186;59;Lingnan_Qinzhou_Lingshan;x; # Qinzhou
9816;135;201;189;Lingnan_Qinzhou_Gusendong;x; # Qinzhou
9817;177;204;62;Lingnan_Qinzhou_Anyuan;x; # Qinzhou
9818;164;8;103;b_chenzhou_xiangcheng;x;
9819;207;197;3;b_huazhou_baima;x;
9820;33;105;200;b_zhengzhou_yangwu;x;
9821;67;152;64;b_zhengzhou_guancheng;x;
9822;197;30;1;b_kaifeng_kaifeng;x;
9823;120;47;0;b_kaifeng_fengqiu;x;
9824;73;166;225;b_kaifeng_yongqiu;x;
9825;222;157;199;b_kaifeng_chenliu;x;
9826;122;153;14;b_shizhou_qingjiang;x;
9827;241;198;228;b_qianzhou_qianjiang;x;
9828;73;213;124;b_qianzhou_pengshui;x;
9830;3;210;248;b_sizhou_wuchuan;x;
9831;35;63;207;b_sizhou_siqiong;x;
9832;91;26;255;b_sizhou_ningyi;x;
9833;183;144;214;b_jinzhou_luyang;x;
9834;134;17;229;b_jinzhou_weiyang;x;
9835;209;219;168;b_jinzhou_changfeng;x;
9836;218;174;157;b_xizhou_daxiang;x;
9837;51;54;8;Lingnan_Guishunzhou_Jingxi;x; # Guishunzhou
9838;93;57;136;Lingnan_Guishunzhou_Napo;x; # Guishunzhou
9839;135;60;9;Lingnan_Taiping_Taiping;x; # Taiping (capital barony)
9840;12;40;240;Lingnan_Taiping_Chongzuo;x; # Taiping
9841;101;52;123;b_xizhou_santing;x;
9842;247;168;190;Lingnan_Taiping_Xialeizhen;x; # Taiping
9843;51;69;138;Lingnan_Siming_Siming;x; # Simingzhou (present day Ningming County)
9844;93;72;11;Lingnan_Siming_Longzhou;x; # Simingzhou
9845;135;75;139;Lingnan_Siming_Silingzhou;x; # Simingzhou
9846;9;9;65;Taiwan_Chiayi;x; # Taiwan
9847;51;12;193;Taiwan_Changhua;x; # Taiwan
9848;93;15;66;Taiwan_Kaohsiung;x; # Taiwan
9849;135;18;194;Taiwan_Pingtung;x; # Taiwan
9850;177;21;67;Taiwan_Miaoli;x; # Taiwan
9851;9;24;195;Taiwan_Taipei;x; # Taiwan
9852;175;13;74;b_chenzhou_yuanling;x;
9856;51;174;28;Goryeo_Tamna_Tamna;x; # East Tamna
9857;160;252;63;b_chenzhou_luxi;x;
9858;135;180;29;Goryeo_Donggye_Myeongju;x; # Myeongju
9859;177;198;32;Goryeo_Donggye_Samcheok;x; # Myeongju
9860;177;183;157;Goryeo_Donggye_Ingnyeong;x; # Myeongju
9861;9;186;30;Goryeo_Donggye_Ganseong;x; # Goseong
9862;51;189;158;Goryeo_Donggye_Goseong;x; # Goseong
9863;93;192;31;Goryeo_Donggye_Tongcheon;x; # Goseong
9864;135;195;159;Goryeo_Donggye_Heupgok;x; # Goseong
9865;9;201;160;Goryeo_Donggye_Deungju;x; # Yeju
9866;51;204;33;Goryeo_Donggye_Uiju;x; # Yeju
9867;93;207;161;Goryeo_Donggye_Hwaju;x; # Yeju
9868;94;108;151;Goryeo_Donggye_Yeju;x; # Yeju
9869;52;105;23;Goryeo_Donggye_Ulleung;x; # Ulleong
9870;135;210;34;Goryeo_Gyoju_Inje;x; # Inje
9871;177;30;167;Goryeo_Gyoju_Girin;x; # Inje
9872;177;0;162;Goryeo_Gyoju_Yanggu;x; # Inje
9873;9;3;35;Goryeo_Gyoju_Gyoju;x; # Gyoju
9874;51;6;163;Goryeo_Gyoju_Geumseong;x; # Gyoju
9875;93;9;36;Goryeo_Gyoju_Nangcheon;x; # Gyoju
9876;51;21;38;Goryeo_Gyoju_Pyeonggang;x; # Pyeonggang
9877;93;24;166;Goryeo_Gyoju_Icheon;x; # Pyeonggang
9878;93;39;41;Goryeo_Gyoju_Anhyeop;x; # Pyeonggang
9879;9;33;40;Goryeo_Gyoju_Dongju;x; # Pyeonggang
9880;135;12;164;Goryeo_Gyoju_Chunju;x; # Hoengcheon
9881;135;27;39;Goryeo_Gyoju_Hoengcheon;x; # Hoengcheon
9882;177;15;37;Goryeo_Gyoju_Hongcheon;x; # Hoengcheon
9883;135;42;169;Goryeo_Bukgye_Yeongwon;x; # Yeongwon
9884;177;45;42;Goryeo_Bukgye_Muju;x; # Yeongwon
9885;9;48;170;Goryeo_Bukgye_Deokju;x; # Yeongwon
9886;51;51;43;Goryeo_Bukgye_Maengju;x; # Yeongwon
9887;9;63;45;Goryeo_Bukgye_Jangjeong;x; # Jangjeong
9888;51;66;173;Goryeo_Bukgye_Sakju;x; # Jangjeong
9889;93;69;46;Goryeo_Bukgye_Uiju;x; # Uiju
9890;177;75;47;Goryeo_Bukgye_Cheolju;x; # Uiju
9891;9;78;175;Goryeo_Bukgye_Gwiju;x; # Gwiju
