9322;93;63;61;Takchongrong;x
9324;177;69;62;Lenggu;x
9328;135;81;64;Gyezil;x
9329;177;84;192;Jagsam;x
9330;9;87;65;Darzedo;x
9331;51;90;193;Lhagang;x
9332;93;93;66;Shade;x
9333;135;96;194;Rongzhag;x
9334;177;99;67;Dawu;x
9353;135;156;204;Dewu;x
9359;177;174;207;Mountains;x
9401;51;87;128;Mountains;x
9441;51;207;148;Hzo;x
9442;93;210;21;Linten;x
9443;135;0;149;Jone;x
9444;177;3;22;Tewo;x
9445;9;6;150;Zhugqu;x
9451;51;24;153;Ngawa;x
9453;135;30;154;Zoige;x
9454;177;33;27;Yunglro;x
9455;9;36;155;Khyungchu;x
9456;51;39;28;Sungqu;x
9457;93;42;156;Choqu;x
9458;135;45;29;Maowun;x
9459;177;48;157;Sumshul;x
9460;9;51;30;Wunchoin;x
9462;93;57;31;Rongbur;x
9463;135;60;159;Barkam;x
9464;177;63;32;Quqen;x
9465;9;66;160;Trashingling;x
9466;51;69;33;Zainlha;x
9467;93;72;161;Kharsa;x
9525;9;33;190;Dajing;x
9527;93;39;191;Anning;x
9528;135;42;64;Yongdeng;x
9529;177;45;192;Jingtai;x
9530;9;48;65;Gaolan;x
9531;51;51;193;Baiyin;x
9532;93;54;66;Nanhu;x
9533;135;57;194;Chaganbulage;x
9534;177;60;67;Shapotou;x
9535;9;63;195;Chaogetuhure;x
9536;51;66;68;Dingyuanying;x
9537;93;69;196;Wuluhai;x
9538;135;72;69;Wuyuan;x
9539;177;75;197;Dengkou;x
9540;9;78;70;Zhongcun;x
9542;93;84;71;Wuda;x
9543;135;87;199;Shizuizi;x
9544;177;90;72;Dingzhou;x
9545;9;93;200;Shunzhou;x
9546;51;96;73;Xingqing;x
9547;93;99;201;Xiping;x
9550;9;108;75;Pagan;x
9551;51;111;203;Popa;x
9552;93;114;76;Nyaung_U;x
9553;135;117;204;Tantkyitaung;x
9554;176;120;80;Myitche;x
9555;9;123;205;Powundaung;x
9556;51;126;78;Ava;x
9557;93;129;206;Pinya;x
9558;135;132;79;Taungbyon;x
9559;177;135;207;Kyaukse;x
9560;9;138;80;Maingmaw;x
9561;51;141;208;Mekkhaya;x
9562;93;144;81;Minbu;x
9563;135;147;209;Salin;x
9564;177;150;82;Ngape;x
9565;9;153;210;Shwesettaw;x
9566;51;156;83;Arakan Mountains;x
9567;93;159;211;Naga Hills;x
9568;135;162;84;Sagaing;x
9569;177;165;212;Halin;x
9570;9;168;85;Yawnghwe;x
9571;51;171;213;Yamethin;x
9572;93;174;86;Shwemyo;x
9573;135;177;214;Binnaka;x
9574;177;180;87;Peikthanomyo;x
9575;9;183;215;Magwe;x
9576;51;186;88;Vaisali;x
9577;93;189;216;Launggyet;x
9578;135;192;89;Mrauk_U;x
9579;177;195;217;Mahamuni;x
9580;9;198;90;Akyab;x
9581;51;201;218;Ramu;x
9582;93;204;91;Dianga;x
9583;135;207;219;Thabeik_Taung;x
9584;177;210;92;Matamuhuri;x
9585;9;0;220;Sandoway;x
9586;51;3;93;Ramree;x
9587;93;6;221;An;x
9588;135;9;94;Sriksetra;x
9589;177;12;222;Myede;x
9590;9;15;95;Thayetmyo;x
9591;51;18;223;Hinthada;x
9592;93;21;96;Myanaung;x
9593;135;24;224;Toungoo;x
9594;177;27;97;Mong_Pai;x
9595;9;30;225;Swa;x
9596;51;33;98;Pegu;x
9597;93;36;226;Syriam;x
9598;135;39;99;Dagon;x
9599;177;42;227;Krapan;x
9622;93;111;11;Maukkadaw;x
9623;135;114;139;Mingiu;x
9624;177;117;12;Kale;x
9625;9;120;140;Chin;x
9626;51;123;13;Bogale;x
9627;93;126;141;Thaton;x
9628;135;129;14;Muttina;x
9629;177;132;142;Mawlamyine;x
9630;9;135;15;Taikkala;x
9631;51;138;143;Negrais;x
9632;93;141;16;Kusumi;x
9633;135;144;144;Myaungmya;x
9634;177;147;17;Taungdwingyi;x
9635;9;150;145;Tharrawaddy;x
9636;51;153;18;Phyu;x
9637;93;156;146;Sittaung;x
9638;135;159;19;Shwegyin;x
9639;177;162;147;Myinmu;x
9640;9;165;20;Madaya;x
9641;51;168;148;Singu;x
9642;93;171;21;Momeik;x
9643;135;174;149;Takon;x
9644;177;177;22;Katha;x
9645;9;180;150;Htigyaing;x
9646;51;183;23;Myedu;x
9647;93;186;151;Hanlan;x
9657;93;3;156;Udaipur;x
9658;135;6;29;Thaungdut;x
10134;178;156;67;Anxi2;x
10142;94;180;71;Siberia9;x
10202;94;147;1;Asia11;x
10203;136;150;129;Asia12;x
10204;178;153;2;Impassable2;x
10322;106;77;211;Toba;x
10323;182;77;61;Samosir;x
10324;115;95;215;Tapanuli Tengah;x
10325;177;182;61;Tapanuli;x
10326;182;95;61;Labuhan Batu;x
10327;182;61;111;South Labuhan Batu;x
10328;138;182;61;Nias;x
10329;182;61;97;Mandailing;x
10330;71;61;182;Panyabungan;x
10331;127;61;182;Padang Lawas;x
10332;61;172;182;North Padang Lawas;x
10333;61;182;127;South Tapanuli;x
10334;93;163;129;Rokan Hilir;x
10335;104;93;163;Dumai;x
10336;95;30;123;Rokan Hulu;x
10337;30;85;123;Bengkalis;x
10338;123;113;30;Kampar;x
10339;30;86;123;East Kampar;x
10340;51;30;123;Siak;x
10341;114;30;123;Meranti Islands;x
10342;93;115;163;Kuansing;x
10343;142;93;163;Indragiri Hulu;x
10344;163;93;107;North Indragiri Hilir;x
10345;221;69;99;South Indragiri Hilir;x
10346;123;91;30;West Pelalawan;x
10347;163;102;93;East Pelalawan;x
10348;163;93;125;Batu Islands;x
10349;93;163;112;Pasaman Barat;x
10350;163;93;146;Pasaman;x
10351;145;163;93;Limapuluh Kota;x
10352;163;151;93;Agam;x
10353;188;31;47;Padang Pariaman;x
10354;188;31;148;Pesisir Selatan;x
10355;136;31;188;Siberut;x
10356;188;40;31;Solok Selatan;x
10357;31;188;186;Solok;x
10358;31;41;188;Dharmasraya;x
10359;93;163;159;Sawahlunto;x
10360;93;163;142;Mentawai Islands;x
10361;121;163;93;Mukomuko;x
10362;163;133;93;North Bengkulu;x
10363;176;51;205;Central Bengkulu;x
10364;205;51;114;Seluma;x
10365;90;51;205;Enggano;x
10366;90;51;202;13007;x
10367;205;51;201;Rantau Rasau;x
10368;85;51;205;Tanjung Bolo;x
10369;205;51;60;Muaro Jambi;x
10370;160;205;51;Muara Tebo;x
10371;175;221;160;Benteng;x
10372;51;91;205;Tanah Sepanggal;x
10373;51;205;179;Kerinci;x
10374;121;51;205;Merangin;x
10375;163;93;119;Sarolangun;x
10376;163;93;121;Bayung Lencir;x
10377;163;149;93;Lubuk Bintialo;x
10378;163;93;154;Musi Rawas Utara;x
10379;93;125;163;Palembang;x
10380;93;160;163;Musi Rawas;x
10381;95;50;196;Air Sugihan;x
10382;196;54;50;Pedamaran;x
10383;54;87;29;Empat Lawang;x
10384;29;49;87;Lahat;x
10385;51;97;182;Ogan Komering Ulu Selatan;x
10386;182;106;51;Ogan Komering Ulu Timur;x
10387;193;196;50;Ogan Komering Ulu;x
10388;142;196;50;Muara Enim;x
10389;80;100;50;Tulang Bawang;x
10390;50;100;53;Way Kanan;x
10391;100;50;97;Barat;x
10392;63;50;100;North Lampung;x
10393;50;100;56;Tanggamus;x
10394;103;231;214;Central Lampung;x
10395;103;231;122;East Lampung;x
10396;141;163;93;South Lampung;x
10397;163;113;93;Little Andaman;x
10398;156;93;163;South Andaman;x
10399;93;163;155;North Andaman;x
10400;93;100;163;Middle Andaman;x
10401;142;148;205;Nicobar Islands;x
10402;35;19;113;Lingga;x
10403;28;113;19;Bintan;x
10404;85;214;73;Karimun;x
10405;113;84;19;Batam;x
10406;19;70;113;Natuna;x
10407;113;19;70;Anambas;x
10408;151;101;202;Belitung;x
10409;101;132;202;South Bangka;x
10410;137;54;172;North Bangka;x
10411;61;182;174;13008;x
10412;182;61;127;13009;x
10413;87;61;182;13010;x
10414;111;93;163;13011;x
10415;93;143;163;13012;x
10416;163;93;135;13013;x
10417;163;93;109;Lake Maninjau;x
10418;126;93;163;Lake Singkarak;x
10419;90;194;187;Lake Ranau;x
10420;142;190;118;Mae Klong;x
10421;93;119;163;13014;x
10422;179;160;211;13015;x
10423;167;160;211;13016;x
10424;68;85;161;13017;x
10425;95;68;161;13018;x
10426;49;37;62;Barisan Mountains;x
10427;107;106;177;Pasai;x
10428;182;71;61;Kutambaru;x
10429;204;160;211;13019;x
10430;31;80;188;Pesisir;x
10431;93;161;163;South Bengkulu;x
10432;51;68;205;Lebong;x
10433;131;175;134;Mesuji;x
10434;98;57;215;Maran Bera;x
10435;215;57;167;Lipis;x
10436;215;57;114;Kota Tinggi;x
10437;77;215;57;Rompin;x
10438;115;96;181;Kuala Langat;x
10439;139;96;181;Klang;x
10440;68;101;129;Sarawak;x
10441;37;19;113;Sedu;x
10442;19;113;108;Saribas;x
10443;97;19;113;Kalka;x
10444;113;93;19;Melanau;x
10445;141;134;111;Sibu;x
10446;188;66;185;Tatau;x
10447;188;66;97;Sebauh;x
10448;66;130;188;Song;x
10449;188;140;66;Nanga Merit;x
10450;188;66;77;Kapit;x
10451;63;197;71;Belaga;x
10452;150;135;112;Miri;x
10453;186;147;86;Baram;x
10454;84;43;212;Sibuti;x
10455;94;43;212;Burune;x
10456;212;81;43;Belait;x
10457;209;212;43;Temburong;x
10458;38;64;149;Malinau;x
10459;141;148;214;13020;x
10460;134;134;134;13021;x
10461;38;116;149;13022;x
10462;38;141;149;Lumbis;x
10463;37;225;170;Nunukan;x
10464;149;38;64;Sembakung;x
10465;55;38;149;13023;x
10466;43;212;57;Tarakan;x
10467;29;130;165;;x
10468;99;29;165;13024;x
10469;46;165;29;13025;x
10470;29;165;126;13026;x
10471;131;96;179;Sangkulirang;x
10472;96;179;179;Bengalon;x
10473;160;179;96;13027;x
10474;162;96;179;13028;x
10475;217;41;197;Tenggarong;x
10476;91;188;66;13029;x
10477;38;149;77;13030;x
10478;149;48;38;Muara Kaman;x
10479;217;203;41;Loa Kulu;x
10480;76;217;41;Semboja;x
10481;41;52;217;Long Ikis;x
10482;173;41;217;13031;x
10483;68;41;217;13032;x
10484;214;141;186;13033;x
10485;117;164;136;Medamin;x
10486;62;119;85;Putussibau;x
10487;62;97;119;Embaloh;x
10488;71;62;119;Bunut;x
10489;33;71;48;Mentebah;x
10490;196;188;158;Badau;x
10491;158;160;196;Seberaung;x
10492;134;112;26;Ketungau;x
10493;134;52;26;13034;x
10494;157;110;96;Kayan Sintang;x
10495;152;96;157;Sintang;x
10496;230;121;220;Nanga Pinoh;x
10497;221;230;121;Belimbing;x
10498;153;187;143;Tamarato;x
10499;63;110;49;Lemukutan;x
10500;110;49;78;Bengkayang;x
10501;61;49;110;Pinyuh;x
10502;73;74;217;Ngabang;x
10503;129;73;217;Mandor;x
10504;166;161;201;Sukalanting;x
10505;217;73;201;Kubu;x
10506;217;74;73;Karimata;x
10507;217;210;73;Sukadana;x
10508;157;152;57;Sanggau Kapuas;x
10509;205;202;154;Meliau;x
10510;158;154;205;Sedakau;x
10511;204;38;148;13035;x
10512;204;44;38;Simpang Hulu;x
10513;145;38;204;Pembedilan;x
10514;43;152;212;Tajupura;x
10515;57;109;137;Goryeo_Bukgye_Yonggang;x
10516;71;62;35;Borneo Mountains;x
10517;39;35;71;Mount Kinabalu;x
10518;30;1;150;Goryeo_Bukgye_Seogyeong;x
10519;1;150;131;Sukamara;x
10520;150;111;1;Goryeo_Bukgye_Tonghae;x
10521;112;34;236;13039;x
10522;150;91;1;Visnupura;x
10523;120;150;1;Seruyan Hilir;x
10524;91;1;150;Kalimantan;x
10525;191;132;182;;x
10526;194;50;56;Katingan Kuala;x
10527;132;134;191;;x
10528;191;132;142;;x
10529;191;187;132;Puluang Pisau;x
10530;125;101;63;;x
10531;122;63;125;;x
10532;63;93;125;;x
10533;125;63;63;;x
10534;197;54;65;;x
10535;56;54;197;;x
10536;143;54;197;;x
10537;197;186;54;;x
10538;54;103;197;;x
10539;54;197;169;;x
10541;197;54;182;Kuala Kapuas;x
10542;41;216;217;Kerang;x
10543;86;194;109;Sawuku;x
10544;194;86;180;Bungkukan;x
10545;77;146;110;Tanah Bumbu;x
10546;146;77;79;Tabalong;x
10547;85;77;146;Alabayo;x
10548;77;135;146;Banjar Masin;x
10549;122;146;77;Tapin;x
10550;146;119;77;Tabanio;x
10552;74;85;194;;x
10553;45;71;174;Coast of Sarawk;x
10555;177;44;151;Baamang;x
10559;33;168;140;Timor Sea;x
10566;33;146;168;Timor Sea;x
10567;33;106;168;Guangdong Coast;x
10570;151;109;230;Aru Sea;x
10572;153;111;197;Flores Sea;x
10574;122;61;185;West Banda Sea;x
10578;139;64;217;East Banda Sea;x
10580;230;109;130;East Banda Sea;x
10584;183;137;215;East Banda Sea;x
10585;137;215;159;West Banda Sea;x
10588;130;208;220;East Banda Sea;x
10591;215;137;152;West Banda Sea;x
10593;215;149;137;Ceram Sea;x
10598;129;100;198;Molucca Sea;x
10607;175;100;198;Molucca Sea;x
10609;219;87;105;Khna;x
10610;39;18;110;Phnom Krom;x
10611;111;193;171;Chaw Srei Vibol;x
10612;51;96;118;Samlout;x
10613;91;51;118;Baset;x
10614;51;67;118;Meanrith;x
10615;51;76;118;Kaoh Nheaek;x
10616;84;127;198;Koh Krieng;x
10617;85;159;72;Han Cei;x
10618;72;159;151;Prasat Sambor Prei Kuk;x
10619;77;125;175;Banteay Chrouy;x
10620;180;61;182;Neang Khmao;x
10621;97;182;61;Kiri Vong;x
10622;155;208;78;Sadek;x
10623;84;134;201;Ba Ria;x
10624;156;73;244;Krung;x
10625;228;140;115;Memot;x
10626;193;228;115;Preah Vihear;x
10627;134;228;115;Bakan;x
10628;40;143;19;Longvek;x
10629;143;60;116;Chbar Mon;x
10630;188;110;66;Veal Veaeng;x
10631;73;118;51;Sneung Temple;x
10632;72;136;40;Nakhon Chai Si;x
10633;116;196;76;U Thong;x
10634;196;170;76;Dan Chang;x
10635;196;76;85;Chainatburi;x
10636;211;162;166;Phu Kha;x
10637;212;132;31;Khok Charoen;x
10638;146;31;212;Kanchanaburi;x
10639;167;128;189;Dan Chapo;x
10640;171;99;213;Chan Thuek;x
10641;99;185;213;Phuttaisong;x
10642;136;39;125;Bal Ula;x
10643;127;239;142;Madahura;x
10644;211;110;159;Ngan;x
10645;68;134;196;Hamu Linang;x
10646;196;135;152;Sansay;x
10647;196;175;135;Huei Thamo;x
10648;208;147;173;Suang;x
10649;162;94;124;Nang Rong;x
10650;162;108;94;Khlong Phlu;x
10651;37;94;94;Phya Re;x
10652;94;41;37;Nong Ya Plong;x
10653;234;56;133;Kam Ranh;x
10654;92;171;146;Impassable;x
10655;182;93;61;Banteay Meas;x
10656;179;68;172;Kampong Seila;x
10657;135;35;51;Bokpyin;x
10658;205;219;35;Phnom Chisor;x
10659;179;68;107;Srae Ambel;x
10660;63;35;219;Angkor Chey;x
10661;10;174;223;Tanintharyi;x
10662;163;46;60;Phnom Aoral;x
10663;210;146;199;Phumi Rovieng;x
10664;46;115;82;Kainggyaung;x
10665;45;89;165;Anh Son;x
10666;80;68;149;Phongsali;x
10667;149;68;82;Vai Mo;x
10668;226;94;118;Vunsanh;x
10669;177;143;109;Da Li;x
10670;221;45;155;Bi Ge;x
10671;200;130;174;Bwot Lung;x
10672;200;130;146;Miu Lang Kion;x
10673;200;164;130;Huichuan;x
10674;149;79;50;Ngwu Dam;x
10675;50;149;123;Yunnan;x
10676;149;88;50;Sufu;x
10677;50;51;149;Nanzhao Mountains;x
10678;149;50;142;Zhennan;x
10679;126;50;149;Weiyuan;x
10680;149;61;50;Ma Lung;x
10681;149;114;50;Yuanjiang;x
10682;50;68;149;Nanzhao Mountains;x
10683;42;110;142;Dang Biong;x
10684;139;124;215;Da Li;x
10685;255;51;83;Lung Dung;x
10686;255;151;51;Songwai;x
10687;102;51;255;Nanzhao Mountains;x
10688;255;51;102;Khuo;x
10689;173;51;255;Lu Khuon;x
10690;255;51;217;Jinning;x
10691;181;98;166;Busuanga;x
10692;204;125;190;Naga;x
10693;204;125;155;Karanglan;x
10694;156;204;125;Tuy;x
10695;125;178;204;Dinapigui;x
10696;60;120;149;Aklan 2;x
10697;83;137;162;Kalasungay;x
10698;66;159;205;Lebak;x
10699;66;205;98;Kulilay;x
10700;66;205;201;Sigaboy;x
10701;132;61;64;Seluas;x
10702;175;85;89;Jasa;x
10703;222;46;54;Kuta Lingga;x
10704;143;125;77;Penajam;x
10705;143;77;104;Muara Lawa;x
10706;143;92;77;Muara Bengkal;x
10707;185;93;64;Sangata;x
10708;182;119;100;Dumai 2;x
10709;138;182;100;Dumai 4;x
10710;182;100;112;Dumai 3;x
10711;172;182;61;Nias 2;x
10712;61;182;82;Indragiri 2;x
10713;111;182;61;Siak 3;x
10714;182;147;61;Siak 2;x
10715;126;115;89;Cengal;x
10716;89;126;97;Purnajaya;x
10717;205;51;98;Central Bengkulu 2;x
10718;65;205;51;North Mentawai;x
10719;51;205;132;Siberut 2;x
10720;205;66;51;Kampar 2;x
10721;140;163;93;Sungai Cemara;x
10722;68;215;186;Keluang;x
10723;68;215;77;Musi Rawas 2;x
10724;91;156;95;Sarolangun;x
10725;156;151;91;Senemat Ulu;x
10726;187;99;93;Pelalawan 2;x
10727;184;187;93;Siak 4;x
10728;123;30;37;Kampar 3;x
10729;162;112;86;Mlu Prey;x
10730;219;121;124;Tanamerah;x
10731;162;86;119;Khao Din Bueng Don;x
10732;67;182;232;Irahani;x
10733;50;61;190;Mang Lian;x
10734;154;50;190;Si Moung;x
10735;255;51;159;Lang Kion;x
10736;56;72;39;Sierra Madre South;x
10737;38;54;20;Sambal Mountains;x
10738;211;181;110;Binalatongan;x
10739;10;157;71;Harek Kah;x
10740;21;184;172;Ceng Ko;x
10741;201;186;188;Vijaya;x
10742;131;109;77;Sa Huyen;x
10743;47;195;183;Karo;x
10744;60;67;191;Ma Cek;x
10745;176;133;10;Indrapura;x
10746;115;47;141;Sambhubhadresvara;x
10747;49;218;89;Simhapura;x
10748;41;145;125;Kandarpapura;x
10749;40;56;50;Bal Sri Banay;x
10750;176;178;85;Botolan;x
10751;204;131;125;Pantabangan;x
10752;204;132;125;Gamu;x
10753;112;31;41;Malolokit;x
10754;112;31;78;Aparri;x
10755;79;149;180;Tubigarao;x
10756;174;180;79;Nasipin;x
10757;166;152;81;Tabuk;x
10758;137;125;66;Bugyas;x
10759;36;50;21;ANNAM MOUNTAINS;x
10760;203;212;192;ANNAM MOUNTAINS;x
10761;35;80;70;ANNAM MOUNTAINS;x
10762;65;105;96;ANNAM MOUNTAINS;x
10763;62;55;129;Pagudpud;x
10764;43;63;92;Narbakan;x
10765;2;188;9;Balawan;x
10766;133;135;195;Albay;x
10767;151;52;57;Mamburaw;x
10768;98;111;0;Irawan;x
10769;210;57;103;Aborlan;x
10770;92;134;47;Prasat Andet;x
10771;132;200;59;Bakong;x
10772;176;30;160;Tanintharyi River;x
10773;25;58;49;Tenasserim Hills;x
10774;118;51;95;Pongro Leu;x
10775;87;72;159;Phnom Yong;x
10776;209;212;36;Pechr Chenda;x
10777;91;203;197;Dei Ey;x
10778;92;30;176;Tanintharyi River;x
10779;60;51;118;Khvav;x
10780;159;109;177;Myitta;x
10781;65;118;51;Chhmar 2;x
10782;118;51;58;Banteay Neang;x
10783;217;139;201;Luy Lau;x
10784;51;55;118;Chhaeb;x
10785;120;45;42;Preak Meas;x
10786;177;109;122;Chaungwa;x
10787;106;51;118;Chhmar;x
10788;210;41;140;Varin;x
10789;118;56;51;Ampil;x
10790;92;87;219;Samraong;x
10791;58;46;25;Tenasserim Hills;x
10792;39;190;64;Cingsae Si;x
10793;57;58;25;Tenasserim Hills;x
10794;209;240;91;Muong Chien;x
10795;224;168;56;Baisheng;x
10796;58;29;25;Tenasserim Hills;x
10797;210;9;46;Gwa;x
10798;180;185;69;Cam Xuyen;x
10799;146;32;35;Guangzhou Bay;x
10800;182;245;165;Huong Son;x
10801;131;32;234;Ha Tinh;x
10802;132;205;225;Guangzhou Bay;x
10803;143;173;229;Guangzhou Bay;x
10804;133;69;212;Thanh Chuong;x
10805;111;97;108;Ma Bach;x
10806;190;171;160;Dien Chau;x
10807;70;164;226;Tuong Duong;x
10808;153;206;123;Cham Sea;x
10809;63;84;107;Ban Khang;x
10810;188;157;226;Tinh Gia;x
10811;31;201;136;Cham Sea;x
10812;119;132;14;Thuong Xuan;x
10813;181;46;180;To Mau;x
10814;0;235;106;Doan Hung;x
10815;25;45;58;Tenasserim Hills;x
10816;6;130;48;Tu Pho;x
10818;194;19;113;Tay Do;x
10819;145;213;178;Vong Doan;x
10820;241;249;219;Gia Vien;x
10821;12;109;29;Strait of Fujian;x
10822;82;123;201;Cham Sea;x
10823;17;89;64;Muong Lat;x
10824;86;29;36;Van Don;x
10825;182;248;131;Lac Son;x
10826;132;185;44;Tuyen Quang;x
10827;19;162;87;Cham Sea;x
10828;118;196;170;;x
10829;13;168;120;Bac Kan;x
10830;32;31;92;Phong Chau;x
10831;69;95;165;Bo Hai Khau;x
10832;37;41;0;Kim Bang;x
10833;52;22;140;Baliping;x
10834;188;193;163;Mon;x
10835;102;219;208;Son Duong;x
10836;39;64;85;Thanh Huyen;x
10837;240;82;10;Lai;x
10838;241;234;75;Do Dong Giang;x
10839;246;93;102;Khoui Sap;x
10840;214;24;29;Van Yen;x
10841;197;167;171;Khiem;x
10842;99;117;15;Song Ma;x
10843;12;209;169;Moc;x
10844;68;73;179;Ream;x
10845;84;249;2;Da Bac;x
10846;12;217;71;Ma Lat;x
10847;176;110;82;Muang Te;x
10848;106;132;27;Do Kim;x
10849;131;134;87;Wasteland;x
10850;136;135;65;Luc An;x
10851;230;49;141;Nazboh Yen;x
10852;157;161;236;Mai Son;x
10853;242;240;143;Bao Ha;x
10854;67;141;209;Vi Long;x
10855;164;151;104;Pu'an;x
10856;31;3;60;Vu Lac;x
10857;220;74;134;Chieu Tan;x
10858;138;167;158;Muang Thaeng;x
10859;196;92;80;Yen Binh;x
10860;93;86;93;Van Kiep;x
10861;50;29;86;Phu Phang;x
10862;49;65;140;Vi Xuyen;x
10863;74;215;209;Phu Yen;x
10864;131;226;82;Tang;x
10865;245;53;248;Xuan Dai;x
10866;146;192;122;Thanh Ba;x
10867;249;38;102;Dai La;x
10868;72;109;36;Dinh Ca;x
10869;124;23;172;Karangasem;x
10870;41;234;122;Muang Moui;x
10871;110;178;35;Oua Hinh;x
10872;67;137;58;Yen Lac;x
10873;64;116;131;Tung Lang;x
10874;254;141;184;Pac Mieu;x
10875;4;124;29;Tu Lang;x
10876;49;104;17;An Bang;x
10877;116;66;61;Nam Si;x
10878;18;135;232;Hiep Hoa;x
10879;195;73;44;Phuong Nhan;x
10880;241;123;159;Kim Pha;x
10881;130;129;11;Meo Vac;x
10882;154;130;250;Thong Nong;x
10883;165;96;48;Vinh Binh;x
10884;239;33;229;Tam Duong;x
10885;104;12;91;Huu Lung;x
10886;214;1;104;Thuy Vi;x
10887;132;131;254;Ha Hoa;x
10888;241;133;168;Lam Kinh;x
10889;164;104;126;;x
10890;203;0;58;Moutong;x
10891;191;39;47;A Bang;x
10892;130;142;200;Taideng;x
10893;196;84;83;Pu Jjy;x
10894;122;157;63;Mengla;x
10895;146;163;191;Paet Riu;x
10896;164;39;140;Tonghai;x
10897;34;142;75;Shuangbai;x
10898;37;133;109;;x
10899;181;0;203;Zhanyi;x
10900;112;168;128;Py Ly;x
10901;147;104;80;Mongsu;x
10902;76;135;206;Kawnglanghpu;x
10903;206;76;183;Mang Shuea;x
10904;205;154;154;Kapuas River;x
10905;217;30;32;Kapuas River;x
10906;123;57;57;Kapuas River;x
10907;1;24;150;Sampit River;x
10908;136;1;150;Sampit River;x
10909;150;1;82;Barito River;x
10910;150;28;1;Barito River;x
10911;150;1;80;;x
10912;179;103;105;;x
10913;179;103;128;;x
10914;143;77;100;;x
10915;183;85;124;Perlak;x
10916;119;40;71;Samalanga;x
10917;193;171;70;Panga;x
10918;195;47;55;Gayo Lues;x
10919;182;61;87;Raket;x
10920;84;180;163;Sungai Batang;x
10921;90;84;180;Tanah Pilih;x
10922;84;180;171;Terlangu;x
10923;193;118;122;Sebalik;x
10924;40;169;123;Makarti Jaya;x
10925;169;40;139;Muara Padang;x
10926;74;40;169;Sungai Menang;x
10927;40;114;169;Tulung Selapan;x
10928;93;112;163;Tambangan;x
10929;68;75;215;Pagarkaja;x
10930;50;151;196;Muara Merang;x
10931;30;123;104;Mountain;x
10932;93;163;147;Muara Bulian;x
10933;213;63;113;Bukit Bungkul;x
10934;80;173;163;Kuala Jambi;x
10935;173;80;116;Pemuncak;x
10936;80;106;173;Tanjung Dalam;x
10937;173;92;80;Siulak Deras;x
10938;80;151;173;Senemat;x
10939;218;36;99;Tanah Garo;x
10940;68;218;36;Teluk Kuali;x
10941;218;165;36;Bram Itam;x
10942;94;218;36;Merlung;x
10943;36;73;218;Sanga Desa;x
10944;163;93;97;Surulangun;x
10945;122;163;93;Berangan;x
10946;93;163;104;Lubuk Besar;x
10947;163;115;93;Air Hitam;x
10948;100;163;93;Bangko;x
10949;163;93;100;Dusun Mudo;x
10950;163;129;93;Simpang Jelita;x
10951;163;109;93;Teluk Dawan;x
10952;151;163;93;Pematang Lumut;x
10953;139;163;93;Mesuji Raya;x
10954;215;68;161;Prabumulih;x
10955;93;192;77;Buglas Mountains;x
10956;9;15;146;Buglas Mountains;x
10957;177;30;213;Panay Mountains;x
10958;196;85;84;Mindanao Mountains;x
10959;186;118;145;Shwetaung;x
10960;159;97;191;Nattalin;x
10961;87;110;136;Hpo U;x
