"final_new_id","final_name","final_rgb","preferred_source_subset","source_origin","source_old_id","source_old_name","source_file_labels","source_binding_count","source_root_title","source_kingdom","source_duchy","source_county","source_barony","source_title_path","cluster_root","cluster_subtree","live_binding_defined","live_binding_count","live_root_title_present","live_kingdom_present","live_duchy_present","live_county_present","status"
"7468","Wusu","133,39,34","modlu_kalan","modlu","7468","Wusu","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_beshbalik","c_yangjibaliq","b_wusu","e_qixi > k_dzungaria > d_beshbalik > c_yangjibaliq > b_wusu","e_qixi","d_beshbalik","True","1","True","True","True","True","ok"
"7469","Barkul","175,42,162","modlu_kalan","modlu","7469","Barkul","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_kara_khoja","c_barkul","b_barkul","e_qixi > k_dzungaria > d_kara_khoja > c_barkul > b_barkul","e_qixi","d_kara_khoja","True","1","True","True","True","True","ok"
"7470","Liaotun","7,45,35","modlu_kalan","modlu","7470","Liaotun","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_kara_khoja","c_barkul","b_liaotun","e_qixi > k_dzungaria > d_kara_khoja > c_barkul > b_liaotun","e_qixi","d_kara_khoja","True","1","True","True","True","True","ok"
"7471","Pulei","49,48,163","modlu_kalan","modlu","7471","Pulei","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_kara_khoja","c_barkul","b_pulei","e_qixi > k_dzungaria > d_kara_khoja > c_barkul > b_pulei","e_qixi","d_kara_khoja","True","1","True","True","True","True","ok"
"7472","Yizhi","91,51,36","modlu_kalan","modlu","7472","Yizhi","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_beshbalik","c_jimsar","b_yizhi","e_qixi > k_dzungaria > d_beshbalik > c_jimsar > b_yizhi","e_qixi","d_beshbalik","True","1","True","True","True","True","ok"
"7492","Hoboksar","91,111,46","modlu_kalan","modlu","7492","Hoboksar","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_hoboksar","b_hoboksar","e_qixi > k_dzungaria > d_gurbantunggut > c_hoboksar > b_hoboksar","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7493","Tiebuken","133,114,174","modlu_kalan","modlu","7493","Tiebuken","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_hoboksar","b_tiebuken","e_qixi > k_dzungaria > d_gurbantunggut > c_hoboksar > b_tiebuken","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7494","Jeminay","175,117,47","modlu_kalan","modlu","7494","Jeminay","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_hoboksar","b_jeminay","e_qixi > k_dzungaria > d_gurbantunggut > c_hoboksar > b_jeminay","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7495","Kaerji","7,120,175","modlu_kalan","modlu","7495","Kaerji","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_hoboksar","b_kaerji","e_qixi > k_dzungaria > d_gurbantunggut > c_hoboksar > b_kaerji","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7496","Ulan Chuzir","49,123,48","modlu_kalan","modlu","7496","Ulan Chuzir","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_ulan_chuzir","b_ulan_chuzir","e_qixi > k_dzungaria > d_gurbantunggut > c_ulan_chuzir > b_ulan_chuzir","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7497","Bulun-Tok","91,126,176","modlu_kalan","modlu","7497","Bulun-Tok","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_ulan_chuzir","b_bulun-tok","e_qixi > k_dzungaria > d_gurbantunggut > c_ulan_chuzir > b_bulun-tok","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7498","Olon-bulak","133,129,49","modlu_kalan","modlu","7498","Olon-bulak","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_ulan_chuzir","b_olon-bulak","e_qixi > k_dzungaria > d_gurbantunggut > c_ulan_chuzir > b_olon-bulak","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7499","Jie_DZU","175,132,177","modlu_kalan","modlu","7499","Jie_DZU","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_jie_DZU","b_jie_DZU","e_qixi > k_dzungaria > d_gurbantunggut > c_jie_DZU > b_jie_DZU","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7500","Sulugu","7,135,50","modlu_kalan","modlu","7500","Sulugu","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_jie_DZU","b_sulugu","e_qixi > k_dzungaria > d_gurbantunggut > c_jie_DZU > b_sulugu","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7501","Cheko","49,138,178","modlu_kalan","modlu","7501","Cheko","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_gurbantunggut","c_jie_DZU","b_cheko","e_qixi > k_dzungaria > d_gurbantunggut > c_jie_DZU > b_cheko","e_qixi","d_gurbantunggut","True","1","True","True","True","True","ok"
"7958","Yengisar","133,18,79","modlu_kalan","modlu","7958","Yengisar","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_yarkand","b_yengisar","e_qixi > k_khotan > d_kashgar > c_yarkand > b_yengisar","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7959","Makit","175,21,207","modlu_kalan","modlu","7959","Makit","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_yarkand","b_makit","e_qixi > k_khotan > d_kashgar > c_yarkand > b_makit","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7960","Yopurga","7,24,80","modlu_kalan","modlu","7960","Yopurga","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_kashgar","b_yopurga","e_qixi > k_khotan > d_kashgar > c_kashgar > b_yopurga","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7961","Yengi_Xahar","49,27,208","modlu_kalan","modlu","7961","Yengi_Xahar","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_kashgar","b_yengi_xahar","e_qixi > k_khotan > d_kashgar > c_kashgar > b_yengi_xahar","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7962","Kona_Xahar","91,30,81","modlu_kalan","modlu","7962","Kona_Xahar","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_kashgar","b_kona_xahar","e_qixi > k_khotan > d_kashgar > c_kashgar > b_kona_xahar","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7963","Akto","133,33,209","modlu_kalan","modlu","7963","Akto","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_yarkand","b_akto","e_qixi > k_khotan > d_kashgar > c_yarkand > b_akto","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7966","Ulugqat","49,42,83","modlu_kalan","modlu","7966","Ulugqat","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_terek_pass","b_ulugqat","e_qixi > k_khotan > d_kashgar > c_terek_pass > b_ulugqat","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7967","Terek","91,45,211","modlu_kalan","modlu","7967","Terek","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_terek_pass","b_terek","e_qixi > k_khotan > d_kashgar > c_terek_pass > b_terek","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7968","Atus","133,48,84","modlu_kalan","modlu","7968","Atus","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_maralbeshi","b_atus","e_qixi > k_khotan > d_kashgar > c_maralbeshi > b_atus","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7969","Maralbeshi","175,51,212","modlu_kalan","modlu","7969","Maralbeshi","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_maralbeshi","b_maralbeshi","e_qixi > k_khotan > d_kashgar > c_maralbeshi > b_maralbeshi","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7970","Barchuk","7,54,85","modlu_kalan","modlu","7970","Barchuk","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_aksu","b_barchuk","e_qixi > k_khotan > d_kashgar > c_aksu > b_barchuk","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7971","Tumshuk","49,57,213","modlu_kalan","modlu","7971","Tumshuk","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_aksu","b_tumshuk","e_qixi > k_khotan > d_kashgar > c_aksu > b_tumshuk","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7972","Uch_TARIM","91,60,86","modlu_kalan","modlu","7972","Uch_TARIM","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_aksu","b_uch_TARIM","e_qixi > k_khotan > d_kashgar > c_aksu > b_uch_TARIM","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7973","Stwerap","133,63,214","modlu_kalan","modlu","7973","Stwerap","00_landed_titles.txt","1","e_qixi","k_khotan","d_kashgar","c_aksu","b_stwerap","e_qixi > k_khotan > d_kashgar > c_aksu > b_stwerap","e_qixi","d_kashgar","True","1","True","True","True","True","ok"
"7974","Jigdalik","175,66,87","modlu_kalan","modlu","7974","Jigdalik","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_kucha","b_jigdalik","e_qixi > k_khotan > d_kucha > c_kucha > b_jigdalik","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7975","Duldulokur","7,69,215","modlu_kalan","modlu","7975","Duldulokur","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_kucha","b_duldulokur","e_qixi > k_khotan > d_kucha > c_kucha > b_duldulokur","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7976","Toksu","49,72,88","modlu_kalan","modlu","7976","Toksu","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_kucha","b_toksu","e_qixi > k_khotan > d_kucha > c_kucha > b_toksu","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7977","Shayar","91,75,216","modlu_kalan","modlu","7977","Shayar","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_kucha","b_shayar","e_qixi > k_khotan > d_kucha > c_kucha > b_shayar","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7978","Bugur_TARIM","133,78,89","modlu_kalan","modlu","7978","Bugur_TARIM","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_luntai","b_bugur_TARIM","e_qixi > k_khotan > d_kucha > c_luntai > b_bugur_TARIM","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7979","Subashi","175,81,217","modlu_kalan","modlu","7979","Subashi","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_luntai","b_subashi","e_qixi > k_khotan > d_kucha > c_luntai > b_subashi","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7980","Luntai","7,84,90","modlu_kalan","modlu","7980","Luntai","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_luntai","b_luntai","e_qixi > k_khotan > d_kucha > c_luntai > b_luntai","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7981","Shorchuk","49,87,218","modlu_kalan","modlu","7981","Shorchuk","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_luntai","b_shorchuk","e_qixi > k_khotan > d_kucha > c_luntai > b_shorchuk","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7982","Nasi_Erkule","91,90,91","modlu_kalan","modlu","7982","Nasi_Erkule","00_landed_titles.txt","1","e_qixi","k_khotan","d_kucha","c_luntai","b_nasi_erkule","e_qixi > k_khotan > d_kucha > c_luntai > b_nasi_erkule","e_qixi","d_kucha","True","1","True","True","True","True","ok"
"7983","Bosten","133,93,219","modlu_kalan","modlu","7983","Bosten","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_karashar","b_bosten","e_qixi > k_dzungaria > d_karashar > c_karashar > b_bosten","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7984","Narinkira","175,96,92","modlu_kalan","modlu","7984","Narinkira","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_karashar","b_narinkira","e_qixi > k_dzungaria > d_karashar > c_karashar > b_narinkira","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7985","Toksun","7,99,220","modlu_kalan","modlu","7985","Toksun","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_toksun","b_toksun","e_qixi > k_dzungaria > d_karashar > c_toksun > b_toksun","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7986","Bezeklik","49,102,93","modlu_kalan","modlu","7986","Bezeklik","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_toksun","b_bezeklik","e_qixi > k_dzungaria > d_karashar > c_toksun > b_bezeklik","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7987","Sengim","91,105,221","modlu_kalan","modlu","7987","Sengim","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_toksun","b_sengim","e_qixi > k_dzungaria > d_karashar > c_toksun > b_sengim","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7988","Korla","133,108,94","modlu_kalan","modlu","7988","Korla","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_karashar","b_korla","e_qixi > k_dzungaria > d_karashar > c_karashar > b_korla","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7989","Kongque","175,111,222","modlu_kalan","modlu","7989","Kongque","00_landed_titles.txt","1","e_qixi","k_dzungaria","d_karashar","c_karashar","b_kongque","e_qixi > k_dzungaria > d_karashar > c_karashar > b_kongque","e_qixi","d_karashar","True","1","True","True","True","True","ok"
"7990","Turin_TARIM","7,114,95","modlu_kalan","modlu","7990","Turin_TARIM","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_kumtag","b_turin_TARIM","e_qixi > k_khotan > d_loulan > c_kumtag > b_turin_TARIM","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7991","Tikenik","49,117,223","modlu_kalan","modlu","7991","Tikenik","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_loulan","b_tikenik","e_qixi > k_khotan > d_loulan > c_loulan > b_tikenik","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7992","Argan","91,120,96","modlu_kalan","modlu","7992","Argan","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_loulan","b_argan","e_qixi > k_khotan > d_loulan > c_loulan > b_argan","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7993","Chelik","133,123,224","modlu_kalan","modlu","7993","Chelik","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_loulan","b_chelik","e_qixi > k_khotan > d_loulan > c_loulan > b_chelik","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7994","Kumtag","175,126,97","modlu_kalan","modlu","7994","Kumtag","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_kumtag","b_kumtag","e_qixi > k_khotan > d_loulan > c_kumtag > b_kumtag","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7995","Shule_river","7,129,225","modlu_kalan","modlu","7995","Shule_river","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_dafang","b_shule_river","e_qixi > k_khotan > d_loulan > c_dafang > b_shule_river","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7996","Dafang","49,132,98","modlu_kalan","modlu","7996","Dafang","00_landed_titles.txt","1","e_qixi","k_khotan","d_loulan","c_dafang","b_dafang","e_qixi > k_khotan > d_loulan > c_dafang > b_dafang","e_qixi","d_loulan","True","1","True","True","True","True","ok"
"7997","Nanhu_TARIM","91,135,226","modlu_kalan","modlu","7997","Nanhu_TARIM","00_landed_titles.txt","1","e_qixi","k_khotan","d_charkliq","c_luobupo","b_nanhu_TARIM","e_qixi > k_khotan > d_charkliq > c_luobupo > b_nanhu_TARIM","e_qixi","d_charkliq","True","1","True","True","True","True","ok"
"7998","Omotrunnaisse","133,138,99","modlu_kalan","modlu","7998","Omotrunnaisse","00_landed_titles.txt","1","e_qixi","k_khotan","d_charkliq","c_dunhuang","b_omotrunnaisse","e_qixi > k_khotan > d_charkliq > c_dunhuang > b_omotrunnaisse","e_qixi","d_charkliq","True","1","True","True","True","True","ok"
"7999","Miran","175,141,227","modlu_kalan","modlu","7999","Miran","00_landed_titles.txt","1","e_qixi","k_khotan","d_charkliq","c_dunhuang","b_miran","e_qixi > k_khotan > d_charkliq > c_dunhuang > b_miran","e_qixi","d_charkliq","True","1","True","True","True","True","ok"
"9002","Leh","93,168,1","modlu_kalan","modlu","9002","Leh","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_leh","b_leh","e_tibet > k_maryul > d_ladakh > c_leh > b_leh","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9003","Shey","135,171,129","modlu_kalan","modlu","9003","Shey","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_leh","b_shey","e_tibet > k_maryul > d_ladakh > c_leh > b_shey","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9004","Khalatse","177,174,2","modlu_kalan","modlu","9004","Khalatse","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_leh","b_khalatse","e_tibet > k_maryul > d_ladakh > c_leh > b_khalatse","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9005","Tangtse","9,177,130","modlu_kalan","modlu","9005","Tangtse","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_leh","b_tangtse","e_tibet > k_maryul > d_ladakh > c_leh > b_tangtse","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9006","Demchok","51,180,3","modlu_kalan","modlu","9006","Demchok","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_demchok","b_demchok","e_tibet > k_maryul > d_ladakh > c_demchok > b_demchok","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9007","Hanle","93,183,131","modlu_kalan","modlu","9007","Hanle","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_demchok","b_hanle","e_tibet > k_maryul > d_ladakh > c_demchok > b_hanle","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9008","Chusul","135,186,4","modlu_kalan","modlu","9008","Chusul","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_demchok","b_chusul","e_tibet > k_maryul > d_ladakh > c_demchok > b_chusul","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9009","Diskit","177,189,132","modlu_kalan","modlu","9009","Diskit","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_diskit","b_diskit","e_tibet > k_maryul > d_ladakh > c_diskit > b_diskit","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9010","Panamik","9,192,5","modlu_kalan","modlu","9010","Panamik","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_diskit","b_panamik","e_tibet > k_maryul > d_ladakh > c_diskit > b_panamik","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
"9011","Turtuk","51,195,133","modlu_kalan","modlu","9011","Turtuk","00_landed_titles.txt","1","e_tibet","k_maryul","d_ladakh","c_diskit","b_turtuk","e_tibet > k_maryul > d_ladakh > c_diskit > b_turtuk","e_tibet","d_ladakh","False","0","True","True","True","True","ok"
