probe_name,filter_reason,source_province_id,source_name,source_root_title,source_kingdom,source_duchy,source_county,source_barony,target_province_id,target_name,target_root_title,target_kingdom,target_duchy,target_county,target_barony,classification,status,apply_to_history,target_kind,promotion_hint,source_history_exists,confidence,overlap_score,target_coverage,target_source_count_all,target_best_source_id,target_best_overlap_score,target_overlap_gap,notes,top_candidates
e_amur_block_probe,target_title_block,11856,FIC_EMan_Dongning,e_jurchen_china,k_luzhen,d_BAL_anwon,c_BAL_north_anwon,b_FIC_EMan_Dongning,10490,FIC_Amur_Hulavanda,e_amur,k_amur,d_eman_amar,c_eman_vanda,b_fic_eman_hulavanda,manual_review,manual_review,no,playable,review:manual,yes,0.452945,0.451091,0.457190,1,11856,0.451091,0.451091,auto: low_confidence,1:10490:0.4511:0.4572 | 2:10489:0.3359:0.2916 | 3:10491:0.1144:0.0741 | 4:12431:0.0986:0.2077
e_amur_block_probe,target_title_block,14302,Sakhalin-Honto/Nevelsk,e_tunguse,k_ezo,d_sahaliyan,c_kusunkotan,b_pontukes,12482,FIC_EMan_Kuru,e_amur,k_amur,d_eman_boli,c_eman_choripi,b_fic_eman_kuru,merge,manual_review,no,playable,review:manual,yes,0.364474,0.441962,0.296744,2,14302,0.441962,0.083818,auto: best_target_shared_by_multiple_sources,1:12482:0.4420:0.2967 | 2:11877:0.2452:0.1315 | 3:10494:0.1237:0.1165 | 4:11894:0.0981:0.0634 | 5:11918:0.0670:0.1621
e_amur_block_probe,target_title_block,14398,FIC_EMan_Heizhuhai,e_jurchen_china,k_luzhen,d_BAL_anbian,c_BAL_north_anbyeon,b_FIC_EMan_Heizhuhai,10491,FIC_Amur_Pichan,e_amur,k_amur,d_eman_amar,c_eman_murkonno,b_fic_eman_pichan,merge,manual_review,no,playable,blocked:not_primary_target_source,yes,0.562811,0.761935,0.317622,3,14368,0.915353,0.153418,auto: best_target_shared_by_multiple_sources,1:10491:0.7619:0.3176 | 2:11695:0.0992:0.0593 | 3:11919:0.0936:0.2166 | 4:10492:0.0452:0.0296
e_amur_block_probe,target_title_block,14320,FIC_EMan_Alimenan,e_tunguse,k_amur,d_eman_boli,c_eman_boli,b_fic_eman_alimenan,12438,FIC_Amur_Hara,e_amur,k_amur,d_eman_amar,c_eman_nimen,b_fic_eman_hara,merge,manual_review,no,playable,blocked:not_primary_target_source,yes,0.403417,0.384768,0.301036,2,14334,0.501358,0.116590,auto: best_target_shared_by_multiple_sources,1:12438:0.3848:0.3010 | 2:1466:0.3272:0.0004 | 3:12437:0.1490:0.1047 | 4:11920:0.0881:0.1581 | 5:11688:0.0510:0.0276
e_amur_block_probe,target_title_block,14332,FIC_EMan_Yerenhe,e_tunguse,k_amur,d_eman_sikhotebei,c_eman_yerenhe,b_fic_eman_yerenhe,10489,FIC_Amur_Konnovanda,e_amur,k_amur,d_eman_amar,c_eman_vanda,b_fic_eman_konnovanda,merge,manual_review,no,playable,blocked:not_primary_target_source,yes,0.395603,0.370423,0.276842,2,14331,0.494498,0.124075,auto: best_target_shared_by_multiple_sources,1:10489:0.3704:0.2768 | 2:12435:0.3221:0.3130 | 3:12436:0.2958:0.2079 | 4:12434:0.0117:0.0123
e_amur_block_probe,target_title_block,14301,Sakhalin-Kushunkotan/Otomari/Korsakov,e_tunguse,k_ezo,d_sahaliyan,c_kusunkotan,b_kusunkotan,12482,FIC_EMan_Kuru,e_amur,k_amur,d_eman_boli,c_eman_choripi,b_fic_eman_kuru,merge,manual_review,no,playable,blocked:not_primary_target_source,yes,0.318223,0.358144,0.271131,2,14302,0.441962,0.083818,auto: best_target_shared_by_multiple_sources,1:12482:0.3581:0.2711 | 2:11877:0.2943:0.1780 | 3:12481:0.1242:0.1122 | 4:12480:0.1179:0.0745 | 5:11878:0.0565:0.0438
e_amur_block_probe,target_title_block,14397,FIC_EMan_Beiqiulin,e_jurchen_china,k_luzhen,d_BAL_anbian,c_BAL_north_anbyeon,b_FIC_EMan_Beiqiulin,10491,FIC_Amur_Pichan,e_amur,k_amur,d_eman_amar,c_eman_murkonno,b_fic_eman_pichan,merge,manual_review,no,playable,blocked:not_primary_target_source,yes,0.328945,0.316460,0.266824,3,14368,0.915353,0.153418,auto: best_target_shared_by_multiple_sources,1:10491:0.3165:0.2668 | 2:11694:0.2910:0.4800 | 3:11695:0.1913:0.2311 | 4:10490:0.0776:0.1024 | 5:11919:0.0689:0.3227
e_amur_block_probe,target_title_block,14368,IMPASSABLE Sikhote mountains center 1,,,,,,10491,FIC_Amur_Pichan,e_amur,k_amur,d_eman_amar,c_eman_murkonno,b_fic_eman_pichan,merge,manual_review,no,playable,blocked:no_source_history,no,0.666810,0.915353,0.288819,3,14368,0.915353,0.153418,auto: best_target_shared_by_multiple_sources,1:10491:0.9154:0.2888 | 2:12431:0.0846:0.0868
e_amur_block_probe,target_title_block,14367,IMPASSABLE Sikhote mountains center 2,,,,,,10499,FIC_Amur_Molamu,e_amur,k_amur,d_eman_bureya,c_eman_turma,b_fic_eman_molamu,split,manual_review,no,playable,blocked:no_source_history,no,0.684101,0.711639,0.760982,1,14367,0.711639,0.711639,auto: top_two_overlap_share,1:10499:0.7116:0.7610 | 2:10500:0.1490:0.1890 | 3:12434:0.0463:0.0564 | 4:10489:0.0411:0.0358 | 5:12431:0.0375:0.0791
e_amur_block_probe,target_title_block,14305,IMPASSABLE Sikhote mountains north 2,,,,,,12433,FIC_Amur_Birija,e_amur,k_amur,d_eman_bureya,c_eman_birija,b_fic_eman_birija,manual_review,manual_review,no,playable,blocked:no_source_history,no,0.674755,0.642803,0.625825,1,14305,0.642803,0.642803,auto: strong_but_not_exact,1:12433:0.6428:0.6258 | 2:12485:0.1345:0.0194 | 3:12434:0.1240:0.1614 | 4:12432:0.0784:0.0660 | 5:1466:0.0203:0.0000
e_amur_block_probe,target_title_block,13840,Japan Basin,,,,,,11867,FIC_EMan_Alimenan,e_amur,k_amur,d_eman_boli,c_eman_boli,b_fic_eman_alimenan,manual_review,manual_review,no,playable,blocked:no_source_history,no,0.506995,0.475889,0.995265,1,13840,0.475889,0.475889,auto: low_confidence,1:11867:0.4759:0.9953 | 2:11866:0.1952:0.3539 | 3:10494:0.1540:0.3491 | 4:11894:0.0593:0.0923 | 5:11918:0.0523:0.3043
e_amur_block_probe,target_title_block,13841,Sōya Strait,,,,,,11894,FIC_EMan_Khorhe,e_amur,k_amur,d_eman_boli,c_eman_boli,b_fic_eman_khorhe,manual_review,manual_review,no,playable,blocked:no_source_history,no,0.436710,0.366767,0.727977,1,13841,0.366767,0.366767,auto: low_confidence,1:11894:0.3668:0.7280 | 2:11877:0.3254:0.5357 | 3:11893:0.1236:0.2335 | 4:11895:0.1033:0.2039 | 5:11878:0.0513:0.1082
e_amur_block_probe,target_title_block,13618,Sea of Okhotsk,,,,,,12470,FIC_EMan_Ymila,e_amur,k_amur,d_eman_nivkhia,c_eman_tugur,b_fic_eman_ymila,manual_review,manual_review,no,playable,blocked:no_source_history,no,0.287600,0.185065,0.647766,1,13618,0.185065,0.185065,auto: low_confidence,1:12470:0.1851:0.6478 | 2:12474:0.1796:1.0000 | 3:12484:0.1244:0.3882 | 4:12476:0.1238:0.9684 | 5:12475:0.1103:0.6926
e_amur_block_probe,target_title_block,13524,Japan Basin,,,,,,10493,FIC_Amur_Bira,e_amur,k_amur,d_eman_amar,c_eman_murkonno,b_fic_eman_bira,manual_review,manual_review,no,playable,blocked:no_source_history,no,0.275435,0.127020,0.771134,1,13524,0.127020,0.127020,auto: low_confidence,1:10493:0.1270:0.7711 | 2:10492:0.1105:0.9359 | 3:11861:0.1003:1.0000 | 4:11859:0.0813:0.8839 | 5:11860:0.0793:1.0000
e_andong_pilot,target_root,14502,FIC_Amur_Fancao,e_tunguse,k_shiwei,d_SW_sushenguo,c_SW_fancao,b_FIC_Amur_Fancao,11666,FIC_Amur_Nenshuide,e_andong,k_shiwei,d_SW_ruzheguo,c_SW_dongruzhe,b_FIC_Amur_Nenshuide,split,manual_review,no,playable,review:manual,yes,0.845177,0.973160,0.416475,1,14502,0.973160,0.973160,auto: top_two_overlap_share,1:11666:0.9732:0.4165 | 2:11667:0.0153:0.0078 | 3:11669:0.0115:0.0071
e_andong_pilot,target_root,13695,Saru,e_tunguse,k_ezo,d_sum,c_hidaka,b_saru,11905,EMan_Anzhou,e_andong,k_luzhen,d_BAL_yeojintang,c_BAL_anbyeon,b_EMan_Anzhou,split,manual_review,no,playable,review:manual,yes,0.705812,0.966224,0.247834,1,13695,0.966224,0.966224,auto: top_two_overlap_share,1:11905:0.9662:0.2478 | 2:11906:0.0338:0.0170
e_andong_pilot,target_root,12624,XitianTuluoguo_Jianzhou,e_jurchen_china,k_balhae,d_balhae_china,c_jianzhou_bohai_china,b_xitiantuluoguo_jianzhou_china,11821,Liao_Suzhou2,e_andong,k_balhae,d_BAL_moe_su,c_BAL_sokju,b_Liao_Suzhou2,split,manual_review,no,playable,review:manual,yes,0.704971,0.952233,0.416440,1,12624,0.952233,0.952233,auto: top_two_overlap_share,1:11821:0.9522:0.4164 | 2:11822:0.0301:0.0173 | 3:11820:0.0177:0.0124
e_andong_pilot,target_root,14228,Goryeo_Bukgye_Wiju,e_goryeo,k_goryeo,d_yukju,c_taeju,b_Goryeo_Bukgye_Wiju,11789,Liao_Tongzhou,e_andong,k_balhae,d_LIAO_dongjing,c_LIAO_diezhou,b_Liao_Tongzhou,split,manual_review,no,playable,review:manual,yes,0.704469,0.933526,0.253135,1,14228,0.933526,0.933526,auto: top_two_overlap_share,1:11789:0.9335:0.2531 | 2:11794:0.0665:0.0151
e_andong_pilot,target_root,13875,Kunashiri,e_tunguse,k_ezo,d_higashiezo,c_chishima,b_chishima,11890,FIC_EMan_Yozejiang,e_andong,k_luzhen,d_BAL_anwon,c_BAL_heuksu_anwon,b_FIC_EMan_Yozejiang,split,manual_review,no,playable,review:manual,yes,0.586750,0.875666,0.140897,1,13875,0.875666,0.875666,auto: top_two_overlap_share,1:11890:0.8757:0.1409 | 2:11903:0.1243:0.0305
e_andong_pilot,target_root,14227,Goryeo_Bukgye_Gaju,e_goryeo,k_goryeo,d_yukju,c_gwiju,b_Goryeo_Bukgye_Gaju,11790,Liao_Zhenzhou,e_andong,k_balhae,d_LIAO_dongjing,c_LIAO_zhenzhou,b_Liao_Zhenzhou,merge,manual_review,no,playable,review:manual,yes,0.644413,0.858289,0.325888,3,14227,0.858289,0.224531,auto: best_target_shared_by_multiple_sources,1:11790:0.8583:0.3259 | 2:11791:0.0749:0.0215 | 3:11794:0.0668:0.0164
e_andong_pilot,target_root,14222,Goryeo_Bukgye_Maengju,e_goryeo,k_goryeo,d_bukgye,c_yeongwon,b_Goryeo_Bukgye_Maengju,11795,Liao_Kaizhou,e_andong,k_balhae,d_LIAO_dongjing,c_LIAO_diezhou,b_Liao_Kaizhou,merge,manual_review,no,playable,review:manual,yes,0.678396,0.848943,0.361647,2,14222,0.848943,0.302068,auto: best_target_shared_by_multiple_sources,1:11795:0.8489:0.3616 | 2:11794:0.1390:0.0604 | 3:12606:0.0091:0.0003 | 4:12605:0.0030:0.0002
e_andong_pilot,target_root,14380,FIC_EMan_Zhongtieli,e_jurchen_china,k_luzhen,d_BAL_cheolli,c_BAL_delizhen,b_FIC_EMan_Zhongtieli,11702,FIC_Amur_Gonghejiang,e_andong,k_shiwei,d_SW_sushenguo,c_SW_gonghejiang,b_FIC_Amur_Gonghejiang,merge,manual_review,no,playable,review:manual,yes,0.633298,0.827856,0.435391,3,14380,0.827856,0.419987,auto: best_target_shared_by_multiple_sources,1:11702:0.8279:0.4354 | 2:11664:0.1721:0.0795
e_andong_pilot,target_root,12187,Goryeo_Bukgye_Sukju,e_goryeo,k_goryeo,d_yukju,c_taeju,b_Goryeo_Bukgye_Sukju,11794,Liao_Diezhou,e_andong,k_balhae,d_LIAO_dongjing,c_LIAO_diezhou,b_Liao_Diezhou,merge,manual_review,no,playable,review:manual,yes,0.619445,0.826840,0.375984,3,12187,0.826840,0.303226,auto: best_target_shared_by_multiple_sources,1:11794:0.8268:0.3760 | 2:11793:0.1616:0.1185 | 3:11789:0.0115:0.0063
e_andong_pilot,target_root,12359,Qishui,e_great_liao,k_goguryeo,d_gewu_china,c_nyongbyon_china,b_qishui_china,11785,Liao_Shenyang,e_andong,k_balhae,d_LIAO_dongjing,c_LIAO_shenyang,b_Liao_Shenyang,split,manual_review,no,playable,review:manual,yes,0.749951,0.825838,0.582133,1,12359,0.825838,0.825838,auto: top_two_overlap_share,1:11785:0.8258:0.5821 | 2:11782:0.0654:0.0735 | 3:11783:0.0531:0.0613 | 4:11799:0.0466:0.0350 | 5:11798:0.0090:0.0071
e_andong_pilot,target_root,12375,Baiyacheng,e_great_liao,k_goguryeo,d_liaodong_china,c_anshi_china,b_baiyacheng_china,11773,Liao_Yizhou3,e_andong,k_raole,d_liaoxi,c_LIAO_jinzhou,b_Liao_Yizhou3,split,manual_review,no,playable,review:manual,yes,0.695750,0.824561,0.652778,1,12375,0.824561,0.824561,auto: top_two_overlap_share,1:11773:0.8246:0.6528 | 2:11774:0.1324:0.0979 | 3:11772:0.0239:0.0131 | 4:11763:0.0159:0.0062 | 5:11762:0.0032:0.0013
e_andong_pilot,target_root,14456,FIC_Amur_Xianbeishan,e_tunguse,k_shiwei,d_SW_qingxingan,c_SW_xingnabei,b_FIC_Amur_Xianbeishan,11616,FIC_Mong_Hailargol,e_andong,k_shiwei,d_SW_dashiweiguo,c_SW_hailar,b_FIC_Mong_Hailargol,merge,manual_review,no,playable,review:manual,yes,0.693774,0.806288,0.467937,2,14456,0.806288,0.450590,auto: best_target_shared_by_multiple_sources,1:11616:0.8063:0.4679 | 2:11620:0.0878:0.0697 | 3:11621:0.0749:0.0632 | 4:11617:0.0231:0.0189 | 5:11615:0.0079:0.0088
e_andong_pilot,target_root,14341,FIC_Amur_Hara,e_tunguse,k_amur,d_eman_amar,c_eman_nimen,b_fic_eman_hara,11675,FIC_Amur_Linyuan,e_andong,k_shiwei,d_SW_puyudao,c_SW_heilonghean,b_FIC_Amur_Linyuan,split,manual_review,no,playable,review:manual,yes,0.659978,0.802640,0.512648,1,14341,0.802640,0.802640,auto: top_two_overlap_share,1:11675:0.8026:0.5126 | 2:11676:0.1386:0.1027 | 3:11674:0.0376:0.0141 | 4:11677:0.0211:0.0229
e_andong_pilot,target_root,14494,FIC_Amur_Yingsenlin,e_tunguse,k_shiwei,d_SW_sushenguo,c_SW_suihua,b_FIC_Amur_Yingsenlin,11669,FIC_Amur_Jinshuhe,e_andong,k_shiwei,d_SW_puyudao,c_SW_shanbeiguo,b_FIC_Amur_Jinshuhe,split,manual_review,no,playable,review:manual,yes,0.756331,0.793256,0.676887,1,14494,0.793256,0.793256,auto: top_two_overlap_share,1:11669:0.7933:0.6769 | 2:11681:0.1211:0.1232 | 3:11666:0.0531:0.0315 | 4:11668:0.0205:0.0157 | 5:11682:0.0122:0.0091
e_andong_pilot,target_root,12553,Bigu,e_jurchen_china,k_balhae,d_okjeo_china,c_longyuan_china,b_bigu_china,11822,FIC_Liao_Nansuan,e_andong,k_balhae,d_BAL_parhae,c_BAL_west_hyeondeok,b_FIC_Liao_Nansuan,merge,manual_review,no,playable,review:manual,yes,0.622248,0.787741,0.413341,2,12553,0.787741,0.441067,auto: best_target_shared_by_multiple_sources,1:11822:0.7877:0.4133 | 2:11823:0.1203:0.0464 | 3:11824:0.0840:0.0304 | 4:11820:0.0079:0.0051
e_andong_pilot,target_root,14503,FIC_Amur_Erliuyu,e_tunguse,k_shiwei,d_SW_sushenguo,c_SW_fancao,b_FIC_Amur_Erliuyu,11659,FIC_Amur_Xuduohubo,e_andong,k_shiwei,d_SW_ruzheguo,c_SW_jiqin_hari,b_FIC_Amur_Xuduohubo,merge,manual_review,no,playable,review:manual,yes,0.713683,0.776744,0.504278,2,14503,0.776744,0.346957,auto: best_target_shared_by_multiple_sources,1:11659:0.7767:0.5043 | 2:11666:0.1279:0.0542 | 3:11665:0.0682:0.0394 | 4:11658:0.0248:0.0221 | 5:11657:0.0023:0.0015
e_andong_pilot,target_root,14505,FIC_Amur_Gonghejiang,e_tunguse,k_shiwei,d_SW_sushenguo,c_SW_gonghejiang,b_FIC_Amur_Gonghejiang,11657,Jiqin_Hari,e_andong,k_shiwei,d_SW_ruzheguo,c_SW_jiqin_hari,b_Jiqin_Hari,split,manual_review,no,playable,review:manual,yes,0.674581,0.762126,0.721191,1,14505,0.762126,0.762126,auto: top_two_overlap_share,1:11657:0.7621:0.7212 | 2:11658:0.1594:0.2134 | 3:11652:0.0568:0.0632 | 4:11667:0.0150:0.0114 | 5:11659:0.0062:0.0060
e_andong_pilot,target_root,12636,Huhanhai_Mohechi,e_jurchen_china,k_balhae,d_balhae_china,c_huhan_china,b_huhanhai_mohechi_china,11746,Liao_Changchun2,e_andong,k_balhae,d_BAL_buyeo,c_BAL_changchun,b_Liao_Changchun2,split,manual_review,no,playable,review:manual,yes,0.624143,0.750455,0.327504,1,12636,0.750455,0.750455,auto: top_two_overlap_share,1:11746:0.7505:0.3275 | 2:11744:0.2404:0.1381 | 3:11747:0.0091:0.0040
e_andong_pilot,target_root,13709,Teshio,e_tunguse,k_ezo,d_kitaezo,c_teshio,b_teshio,11895,FIC_EMan_Bixinjiang,e_andong,k_luzhen,d_BAL_hoewon,c_BAL_east_hoewon,b_FIC_EMan_Bixinjiang,merge,manual_review,no,playable,review:manual,yes,0.499250,0.745665,0.180799,2,13709,0.745665,0.095575,auto: best_target_shared_by_multiple_sources,1:11895:0.7457:0.1808 | 2:11896:0.2543:0.0631
e_andong_pilot,target_root,12639,SushenTemple,e_jurchen_china,k_balhae,d_balhae_china,c_huhan_china,b_sushentemple_china,11747,Liao_Yongji,e_andong,k_balhae,d_BAL_moe_su,c_BAL_sokju,b_Liao_Yongji,merge,manual_review,no,playable,review:manual,yes,0.610219,0.745234,0.348178,2,12639,0.745234,0.281305,auto: best_target_shared_by_multiple_sources,1:11747:0.7452:0.3482 | 2:11746:0.2548:0.1169
e_andong_pilot,target_root,12438,Gaimouzhou,e_great_liao,k_goguryeo,d_jilin_china,c_guidezhou_china,b_gaimouzhou_china,11761,Liao_Chuanzhou,e_andong,k_raole,d_liaoxi,c_LIAO_chaoyang,b_Liao_Chuanzhou,merge,manual_review,no,playable,review:manual,yes,0.601603,0.738337,0.221277,2,12438,0.738337,0.354752,auto: best_target_shared_by_multiple_sources,1:11761:0.7383:0.2213 | 2:11766:0.1562:0.0493 | 3:11758:0.0730:0.0197 | 4:11762:0.0325:0.0106
