"final_new_id","source_subset","source_old_id","source_file","status"
"171","modlu_kalan","171","00_MB_PROVINCES.txt","ok"
"172","modlu_kalan","172","00_MB_PROVINCES.txt","ok"
"173","modlu_kalan","173","00_MB_PROVINCES.txt","ok"
"174","modlu_kalan","174","00_MB_PROVINCES.txt","ok"
"175","modlu_kalan","175","00_MB_PROVINCES.txt","ok"
"176","modlu_kalan","176","00_MB_PROVINCES.txt","ok"
"177","modlu_kalan","177","00_MB_PROVINCES.txt","ok"
"178","modlu_kalan","178","00_MB_PROVINCES.txt","ok"
"179","modlu_kalan","179","00_MB_PROVINCES.txt","ok"
"180","modlu_kalan","180","00_MB_PROVINCES.txt","ok"
"181","modlu_kalan","181","00_MB_PROVINCES.txt","ok"
"182","modlu_kalan","182","00_MB_PROVINCES.txt","ok"
"183","modlu_kalan","183","00_MB_PROVINCES.txt","ok"
"184","modlu_kalan","184","00_MB_PROVINCES.txt","ok"
"185","modlu_kalan","185","00_MB_PROVINCES.txt","ok"
"186","modlu_kalan","186","00_MB_PROVINCES.txt","ok"
"187","modlu_kalan","187","00_MB_PROVINCES.txt","ok"
"188","modlu_kalan","188","00_MB_PROVINCES.txt","ok"
"189","modlu_kalan","189","00_MB_PROVINCES.txt","ok"
"190","modlu_kalan","190","00_MB_PROVINCES.txt","ok"
"191","modlu_kalan","191","00_MB_PROVINCES.txt","ok"
"192","modlu_kalan","192","00_MB_PROVINCES.txt","ok"
"193","modlu_kalan","193","00_MB_PROVINCES.txt","ok"
"194","modlu_kalan","194","00_MB_PROVINCES.txt","ok"
"195","modlu_kalan","195","00_MB_PROVINCES.txt","ok"
"196","modlu_kalan","196","00_MB_PROVINCES.txt","ok"
"197","modlu_kalan","197","00_MB_PROVINCES.txt","ok"
"198","modlu_kalan","198","00_MB_PROVINCES.txt","ok"
"199","modlu_kalan","199","00_MB_PROVINCES.txt","ok"
"200","modlu_kalan","200","00_MB_PROVINCES.txt","ok"
"201","modlu_kalan","201","00_MB_PROVINCES.txt","ok"
"202","modlu_kalan","202","00_MB_PROVINCES.txt","ok"
"203","modlu_kalan","203","00_MB_PROVINCES.txt","ok"
"204","modlu_kalan","204","00_MB_PROVINCES.txt","ok"
"205","modlu_kalan","205","00_MB_PROVINCES.txt","ok"
"206","modlu_kalan","206","00_MB_PROVINCES.txt","ok"
"207","modlu_kalan","207","00_MB_PROVINCES.txt","ok"
"208","modlu_kalan","208","00_MB_PROVINCES.txt","ok"
"209","modlu_kalan","209","00_MB_PROVINCES.txt","ok"
"210","modlu_kalan","210","00_MB_PROVINCES.txt","ok"
"211","modlu_kalan","211","00_MB_PROVINCES.txt","ok"
"212","modlu_kalan","212","00_MB_PROVINCES.txt","ok"
"213","modlu_kalan","213","00_MB_PROVINCES.txt","ok"
"214","modlu_kalan","214","00_MB_PROVINCES.txt","ok"
"215","modlu_kalan","215","00_MB_PROVINCES.txt","ok"
"216","modlu_kalan","216","00_MB_PROVINCES.txt","ok"
"217","modlu_kalan","217","00_MB_PROVINCES.txt","ok"
"218","modlu_kalan","218","00_MB_PROVINCES.txt","ok"
"219","modlu_kalan","219","00_MB_PROVINCES.txt","ok"
"220","modlu_kalan","220","00_MB_PROVINCES.txt","ok"
"221","modlu_kalan","221","00_MB_PROVINCES.txt","ok"
"222","modlu_kalan","222","00_MB_PROVINCES.txt","ok"
"223","modlu_kalan","223","00_MB_PROVINCES.txt","ok"
"224","modlu_kalan","224","00_MB_PROVINCES.txt","ok"
"225","modlu_kalan","225","00_MB_PROVINCES.txt","ok"
"226","modlu_kalan","226","00_MB_PROVINCES.txt","ok"
"227","modlu_kalan","227","00_MB_PROVINCES.txt","ok"
"228","modlu_kalan","228","00_MB_PROVINCES.txt","ok"
"229","modlu_kalan","229","00_MB_PROVINCES.txt","ok"
"230","modlu_kalan","230","00_MB_PROVINCES.txt","ok"
"231","modlu_kalan","231","00_MB_PROVINCES.txt","ok"
"232","modlu_kalan","232","00_MB_PROVINCES.txt","ok"
"233","modlu_kalan","233","00_MB_PROVINCES.txt","ok"
"234","modlu_kalan","234","00_MB_PROVINCES.txt","ok"
"235","modlu_kalan","235","00_MB_PROVINCES.txt","ok"
"236","modlu_kalan","236","00_MB_PROVINCES.txt","ok"
"237","modlu_kalan","237","00_MB_PROVINCES.txt","ok"
"238","modlu_kalan","238","00_MB_PROVINCES.txt","ok"
"239","modlu_kalan","239","00_MB_PROVINCES.txt","ok"
"240","modlu_kalan","240","00_MB_PROVINCES.txt","ok"
"241","modlu_kalan","241","00_MB_PROVINCES.txt","ok"
"242","modlu_kalan","242","00_MB_PROVINCES.txt","ok"
"243","modlu_kalan","243","00_MB_PROVINCES.txt","ok"
"244","modlu_kalan","244","00_MB_PROVINCES.txt","ok"
"245","modlu_kalan","245","00_MB_PROVINCES.txt","ok"
"246","modlu_kalan","246","00_MB_PROVINCES.txt","ok"
"247","modlu_kalan","247","00_MB_PROVINCES.txt","ok"
"248","modlu_kalan","248","00_MB_PROVINCES.txt","ok"
"249","modlu_kalan","249","00_MB_PROVINCES.txt","ok"
"250","modlu_kalan","250","00_MB_PROVINCES.txt","ok"
"251","modlu_kalan","251","00_MB_PROVINCES.txt","ok"
"252","modlu_kalan","252","00_MB_PROVINCES.txt","ok"
"253","modlu_kalan","253","00_MB_PROVINCES.txt","ok"
"254","modlu_kalan","254","00_MB_PROVINCES.txt","ok"
"255","modlu_kalan","255","00_MB_PROVINCES.txt","ok"
"256","modlu_kalan","256","00_MB_PROVINCES.txt","ok"
"257","modlu_kalan","257","00_MB_PROVINCES.txt","ok"
"258","modlu_kalan","258","00_MB_PROVINCES.txt","ok"
"259","modlu_kalan","259","00_MB_PROVINCES.txt","ok"
"260","modlu_kalan","260","00_MB_PROVINCES.txt","ok"
"261","modlu_kalan","261","00_MB_PROVINCES.txt","ok"
"262","modlu_kalan","262","00_MB_PROVINCES.txt","ok"
"263","modlu_kalan","263","00_MB_PROVINCES.txt","ok"
"264","modlu_kalan","264","00_MB_PROVINCES.txt","ok"
"265","modlu_kalan","265","00_MB_PROVINCES.txt","ok"
"266","modlu_kalan","266","00_MB_PROVINCES.txt","ok"
"267","modlu_kalan","267","00_MB_PROVINCES.txt","ok"
"268","modlu_kalan","268","00_MB_PROVINCES.txt","ok"
"269","modlu_kalan","269","00_MB_PROVINCES.txt","ok"
"270","modlu_kalan","270","00_MB_PROVINCES.txt","ok"
"271","modlu_kalan","271","00_MB_PROVINCES.txt","ok"
"272","modlu_kalan","272","00_MB_PROVINCES.txt","ok"
"273","modlu_kalan","273","00_MB_PROVINCES.txt","ok"
"274","modlu_kalan","274","00_MB_PROVINCES.txt","ok"
"275","modlu_kalan","275","00_MB_PROVINCES.txt","ok"
"276","modlu_kalan","276","00_MB_PROVINCES.txt","ok"
"277","modlu_kalan","277","00_MB_PROVINCES.txt","ok"
"278","modlu_kalan","278","00_MB_PROVINCES.txt","ok"
"279","modlu_kalan","279","00_MB_PROVINCES.txt","ok"
"280","modlu_kalan","280","00_MB_PROVINCES.txt","ok"
"281","modlu_kalan","281","","missing_history_block"
"282","modlu_kalan","282","00_MB_PROVINCES.txt","ok"
"283","modlu_kalan","283","00_MB_PROVINCES.txt","ok"
"284","modlu_kalan","284","00_MB_PROVINCES.txt","ok"
"285","modlu_kalan","285","00_MB_PROVINCES.txt","ok"
"286","modlu_kalan","286","00_MB_PROVINCES.txt","ok"
"287","modlu_kalan","287","00_MB_PROVINCES.txt","ok"
"288","modlu_kalan","288","00_MB_PROVINCES.txt","ok"
"289","modlu_kalan","289","00_MB_PROVINCES.txt","ok"
"290","modlu_kalan","290","00_MB_PROVINCES.txt","ok"
"291","modlu_kalan","291","00_MB_PROVINCES.txt","ok"
"292","modlu_kalan","292","00_MB_PROVINCES.txt","ok"
"293","modlu_kalan","293","00_MB_PROVINCES.txt","ok"
"294","modlu_kalan","294","00_MB_PROVINCES.txt","ok"
"295","modlu_kalan","295","00_MB_PROVINCES.txt","ok"
"296","modlu_kalan","296","00_MB_PROVINCES.txt","ok"
"297","modlu_kalan","297","00_MB_PROVINCES.txt","ok"
"298","modlu_kalan","298","00_MB_PROVINCES.txt","ok"
"299","modlu_kalan","299","","missing_history_block"
"300","modlu_kalan","300","00_MB_PROVINCES.txt","ok"
"301","modlu_kalan","301","00_MB_PROVINCES.txt","ok"
"302","modlu_kalan","302","00_MB_PROVINCES.txt","ok"
"303","modlu_kalan","303","00_MB_PROVINCES.txt","ok"
"304","modlu_kalan","304","00_MB_PROVINCES.txt","ok"
"305","modlu_kalan","305","00_MB_PROVINCES.txt","ok"
"306","modlu_kalan","306","00_MB_PROVINCES.txt","ok"
"307","modlu_kalan","307","00_MB_PROVINCES.txt","ok"
"308","modlu_kalan","308","00_MB_PROVINCES.txt","ok"
"309","modlu_kalan","309","00_MB_PROVINCES.txt","ok"
"310","modlu_kalan","310","00_MB_PROVINCES.txt","ok"
"311","modlu_kalan","311","00_MB_PROVINCES.txt","ok"
"312","modlu_kalan","312","00_MB_PROVINCES.txt","ok"
"313","modlu_kalan","313","00_MB_PROVINCES.txt","ok"
"314","modlu_kalan","314","00_MB_PROVINCES.txt","ok"
"315","modlu_kalan","315","00_MB_PROVINCES.txt","ok"
"316","modlu_kalan","316","00_MB_PROVINCES.txt","ok"
"317","modlu_kalan","317","00_MB_PROVINCES.txt","ok"
"318","modlu_kalan","318","00_MB_PROVINCES.txt","ok"
"319","modlu_kalan","319","00_MB_PROVINCES.txt","ok"
"320","modlu_kalan","320","00_MB_PROVINCES.txt","ok"
"321","modlu_kalan","321","00_MB_PROVINCES.txt","ok"
"322","modlu_kalan","322","00_MB_PROVINCES.txt","ok"
"323","modlu_kalan","323","00_MB_PROVINCES.txt","ok"
"324","modlu_kalan","324","00_MB_PROVINCES.txt","ok"
"325","modlu_kalan","325","00_MB_PROVINCES.txt","ok"
"326","modlu_kalan","326","00_MB_PROVINCES.txt","ok"
"327","modlu_kalan","327","00_MB_PROVINCES.txt","ok"
"328","modlu_kalan","328","00_MB_PROVINCES.txt","ok"
"329","modlu_kalan","329","00_MB_PROVINCES.txt","ok"
"330","modlu_kalan","330","00_MB_PROVINCES.txt","ok"
"331","modlu_kalan","331","00_MB_PROVINCES.txt","ok"
"332","modlu_kalan","332","00_MB_PROVINCES.txt","ok"
"333","modlu_kalan","333","00_MB_PROVINCES.txt","ok"
"334","modlu_kalan","334","00_MB_PROVINCES.txt","ok"
"335","modlu_kalan","335","00_MB_PROVINCES.txt","ok"
"336","modlu_kalan","336","00_MB_PROVINCES.txt","ok"
"337","modlu_kalan","337","00_MB_PROVINCES.txt","ok"
"338","modlu_kalan","338","00_MB_PROVINCES.txt","ok"
"339","modlu_kalan","339","00_MB_PROVINCES.txt","ok"
"340","modlu_kalan","340","00_MB_PROVINCES.txt","ok"
"341","modlu_kalan","341","00_MB_PROVINCES.txt","ok"
"342","modlu_kalan","342","00_MB_PROVINCES.txt","ok"
"343","modlu_kalan","343","00_MB_PROVINCES.txt","ok"
"344","modlu_kalan","344","00_MB_PROVINCES.txt","ok"
"345","modlu_kalan","345","00_MB_PROVINCES.txt","ok"
"346","modlu_kalan","346","00_MB_PROVINCES.txt","ok"
"347","modlu_kalan","347","00_MB_PROVINCES.txt","ok"
"348","modlu_kalan","348","00_MB_PROVINCES.txt","ok"
"349","modlu_kalan","349","00_MB_PROVINCES.txt","ok"
"350","modlu_kalan","350","00_MB_PROVINCES.txt","ok"
"351","modlu_kalan","351","00_MB_PROVINCES.txt","ok"
"352","modlu_kalan","352","00_MB_PROVINCES.txt","ok"
"353","modlu_kalan","353","00_MB_PROVINCES.txt","ok"
"354","modlu_kalan","354","00_MB_PROVINCES.txt","ok"
"355","modlu_kalan","355","00_MB_PROVINCES.txt","ok"
"356","modlu_kalan","356","00_MB_PROVINCES.txt","ok"
"357","modlu_kalan","357","00_MB_PROVINCES.txt","ok"
"358","modlu_kalan","358","00_MB_PROVINCES.txt","ok"
"359","modlu_kalan","359","00_MB_PROVINCES.txt","ok"
"360","modlu_kalan","360","00_MB_PROVINCES.txt","ok"
"361","modlu_kalan","361","00_MB_PROVINCES.txt","ok"
"362","modlu_kalan","362","00_MB_PROVINCES.txt","ok"
"363","modlu_kalan","363","00_MB_PROVINCES.txt","ok"
"364","modlu_kalan","364","00_MB_PROVINCES.txt","ok"
"365","modlu_kalan","365","00_MB_PROVINCES.txt","ok"
"366","modlu_kalan","366","00_MB_PROVINCES.txt","ok"
"367","modlu_kalan","367","00_MB_PROVINCES.txt","ok"
"368","modlu_kalan","368","00_MB_PROVINCES.txt","ok"
"369","modlu_kalan","369","00_MB_PROVINCES.txt","ok"
"370","modlu_kalan","370","00_MB_PROVINCES.txt","ok"
"371","modlu_kalan","371","00_MB_PROVINCES.txt","ok"
"372","modlu_kalan","372","00_MB_PROVINCES.txt","ok"
"373","modlu_kalan","373","00_MB_PROVINCES.txt","ok"
"374","modlu_kalan","374","00_MB_PROVINCES.txt","ok"
"375","modlu_kalan","375","","missing_history_block"
"376","modlu_kalan","376","","missing_history_block"
"377","modlu_kalan","377","","missing_history_block"
"378","modlu_kalan","378","","missing_history_block"
"379","modlu_kalan","379","","missing_history_block"
"380","modlu_kalan","380","00_MB_PROVINCES.txt","ok"
"381","modlu_kalan","381","00_MB_PROVINCES.txt","ok"
"382","modlu_kalan","382","00_MB_PROVINCES.txt","ok"
"383","orijinal_dogu","3222","e_china.txt","ok"
"384","modlu_kalan","384","00_MB_PROVINCES.txt","ok"
"385","modlu_kalan","385","00_MB_PROVINCES.txt","ok"
"386","modlu_kalan","386","00_MB_PROVINCES.txt","ok"
"387","modlu_kalan","387","00_MB_PROVINCES.txt","ok"
"388","modlu_kalan","388","00_MB_PROVINCES.txt","ok"
"389","modlu_kalan","389","00_MB_PROVINCES.txt","ok"
"390","modlu_kalan","390","00_MB_PROVINCES.txt","ok"
"391","modlu_kalan","391","00_MB_PROVINCES.txt","ok"
"392","modlu_kalan","392","00_MB_PROVINCES.txt","ok"
"393","modlu_kalan","393","00_MB_PROVINCES.txt","ok"
"394","modlu_kalan","394","","missing_history_block"
"395","modlu_kalan","395","","missing_history_block"
"396","modlu_kalan","396","00_MB_PROVINCES.txt","ok"
"397","orijinal_dogu","9662","","missing_history_block"
"398","modlu_kalan","398","","missing_history_block"
"399","modlu_kalan","399","","missing_history_block"
"400","modlu_kalan","400","","missing_history_block"
"401","modlu_kalan","401","","missing_history_block"
"402","orijinal_dogu","9667","","missing_history_block"
"403","orijinal_dogu","9669","e_china.txt","ok"
"404","modlu_kalan","404","","missing_history_block"
"405","modlu_kalan","405","","missing_history_block"
"406","modlu_kalan","406","","missing_history_block"
"407","modlu_kalan","407","","missing_history_block"
"408","orijinal_dogu","9670","","missing_history_block"
"409","modlu_kalan","409","00_MB_PROVINCES.txt","ok"
"410","modlu_kalan","410","","missing_history_block"
"411","modlu_kalan","411","","missing_history_block"
"412","modlu_kalan","412","","missing_history_block"
"413","orijinal_dogu","9673","e_china.txt","ok"
"414","modlu_kalan","414","","missing_history_block"
"415","modlu_kalan","415","","missing_history_block"
"416","modlu_kalan","416","","missing_history_block"
"417","modlu_kalan","417","","missing_history_block"
"418","orijinal_dogu","9674","e_china.txt","ok"
"419","modlu_kalan","419","00_MB_PROVINCES.txt","ok"
"420","modlu_kalan","420","","missing_history_block"
"421","modlu_kalan","421","00_MB_PROVINCES.txt","ok"
"422","modlu_kalan","422","00_MB_PROVINCES.txt","ok"
"423","modlu_kalan","423","","missing_history_block"
"424","modlu_kalan","424","00_MB_PROVINCES.txt","ok"
"425","modlu_kalan","425","00_MB_PROVINCES.txt","ok"
"426","modlu_kalan","426","00_MB_PROVINCES.txt","ok"
"427","modlu_kalan","427","00_MB_PROVINCES.txt","ok"
"428","modlu_kalan","428","","missing_history_block"
"429","modlu_kalan","429","","missing_history_block"
"430","modlu_kalan","430","00_MB_PROVINCES.txt","ok"
"431","modlu_kalan","431","","missing_history_block"
"432","modlu_kalan","432","","missing_history_block"
"433","modlu_kalan","433","00_MB_PROVINCES.txt","ok"
"434","modlu_kalan","434","00_MB_PROVINCES.txt","ok"
"435","modlu_kalan","435","00_MB_PROVINCES.txt","ok"
"436","modlu_kalan","436","00_MB_PROVINCES.txt","ok"
"437","modlu_kalan","437","00_MB_PROVINCES.txt","ok"
"438","modlu_kalan","438","00_MB_PROVINCES.txt","ok"
"439","modlu_kalan","439","00_MB_PROVINCES.txt","ok"
"440","modlu_kalan","440","00_MB_PROVINCES.txt","ok"
"441","modlu_kalan","441","00_MB_PROVINCES.txt","ok"
"442","modlu_kalan","442","00_MB_PROVINCES.txt","ok"
"443","modlu_kalan","443","00_MB_PROVINCES.txt","ok"
"444","modlu_kalan","444","00_MB_PROVINCES.txt","ok"
"445","modlu_kalan","445","00_MB_PROVINCES.txt","ok"
"446","modlu_kalan","446","00_MB_PROVINCES.txt","ok"
