"root","barony","old_vanilla_id","final_new_id","status"
"e_tibet","b_rusar_huangzhong","9421","9421","fallback_mod_barony"
"e_tibet","b_xining","9422","9422","fallback_mod_barony"
"e_tibet","b_tongkor","9414","9414","fallback_mod_barony"
"e_tibet","b_datong","9413","9413","fallback_mod_barony"
"e_tibet","b_serkok","9412","9412","fallback_mod_barony"
"e_tibet","b_fuqi","9406","9406","fallback_mod_barony"
"e_tibet","b_temqen","9407","9407","fallback_mod_barony"
"e_tibet","b_yagkeng","9409","9409","fallback_mod_barony"
"e_tibet","b_gangca","9410","9410","fallback_mod_barony"
"e_tibet","b_qabqa","9423","9423","fallback_mod_barony"
"e_tibet","b_changzhi","9426","9426","fallback_mod_barony"
"e_tibet","b_haeyan","9411","9411","fallback_mod_barony"
"e_tibet","b_xigortang","9427","9427","fallback_mod_barony"
"e_tibet","b_namtang","9428","9428","fallback_mod_barony"
"e_tibet","b_derlenka","9399","9399","fallback_mod_barony"
"e_tibet","b_conak","9468","","missing_mapping_barony_removed"
"e_tibet","b_ngor","9408","9408","fallback_mod_barony"
"e_tibet","b_ulam","9404","9404","fallback_mod_barony"
"e_tibet","b_cakha","9405","9405","fallback_mod_barony"
"e_tibet","b_tuulain","9403","9403","fallback_mod_barony"
"e_tibet","b_balung_dulan","9402","9402","fallback_mod_barony"
"e_tibet","b_nagormo","9396","9396","fallback_mod_barony"
"e_tibet","b_dagelhe","9400","9400","fallback_mod_barony"
"e_tibet","b_zhiteu","9398","9398","fallback_mod_barony"
"e_tibet","b_hohaseco","9369","9369","fallback_mod_barony"
"e_tibet","b_ragbangadung","9388","9388","fallback_mod_barony"
"e_tibet","b_lenghu","9395","9395","fallback_mod_barony"
"e_tibet","b_urtmoron","9394","","missing_mapping_barony_removed"
"e_tibet","b_qaidam","9397","9397","fallback_mod_barony"
"e_tibet","b_mangnai","9393","9393","fallback_mod_barony"
"e_tibet","b_bokalik","9392","9392","fallback_mod_barony"
"e_tibet","b_ayakkum","9389","9389","fallback_mod_barony"
"e_tibet","b_aqqikkol","9390","9390","fallback_mod_barony"
"e_tibet","b_kytkol","9391","","missing_mapping_barony_removed"
"e_tibet","b_amdo","9355","9355","fallback_mod_barony"
"e_tibet","b_gangnyi","9356","9356","fallback_mod_barony"
"e_tibet","b_sibnak_chenchungo","9357","9357","fallback_mod_barony"
"e_tibet","b_nyainrong","9354","9354","fallback_mod_barony"
"e_tibet","b_marrong","9358","9358","fallback_mod_barony"
"e_tibet","b_yenshipin","9360","","missing_mapping_barony_removed"
"e_tibet","b_changco","9359","","missing_mapping_barony_removed"
"e_tibet","b_dangla","9370","9370","fallback_mod_barony"
"e_tibet","b_marchu","9362","9362","fallback_mod_barony"
"e_tibet","b_quemoco","9361","9361","fallback_mod_barony"
"e_tibet","b_aqenganggyai","9368","9368","fallback_mod_barony"
"e_tibet","b_ulenulaco","9364","","missing_mapping_barony_removed"
"e_tibet","b_drakbuk","9372","9372","fallback_mod_barony"
"e_tibet","b_chumarho","9373","9373","fallback_mod_barony"
"e_tibet","b_nengyi","9371","9371","fallback_mod_barony"
"e_tibet","b_qapugtang","9378","9378","fallback_mod_barony"
"e_tibet","b_ato","9377","9377","fallback_mod_barony"
"e_tibet","b_mukzhung","9379","9379","fallback_mod_barony"
"e_tibet","b_trandam","9375","9375","fallback_mod_barony"
"e_tibet","b_damzhung","9376","9376","fallback_mod_barony"
"e_tibet","b_toma","9374","9374","fallback_mod_barony"
"e_tibet","b_gyaijepozhangge","9382","9382","fallback_mod_barony"
"e_tibet","b_drakgur","9381","9381","fallback_mod_barony"
"e_tibet","b_zokya","9380","9380","fallback_mod_barony"
"e_tibet","b_qumarleb","9385","9385","fallback_mod_barony"
"e_tibet","b_chikdril","9387","9387","fallback_mod_barony"
"e_tibet","b_triwang","9383","9383","fallback_mod_barony"
"e_tibet","b_damda","9384","9384","fallback_mod_barony"
"e_tibet","b_ngoring","9401","","missing_mapping_barony_removed"
"e_tibet","b_mato","9386","9386","fallback_mod_barony"
"e_tibet","b_gonghe","9472","","missing_mapping_barony_removed"
"e_tibet","b_tuanjie","9471","","missing_mapping_barony_removed"
"e_tibet","b_dahaleteng","9469","","missing_mapping_barony_removed"
"e_tibet","b_takoerpasitao","9470","9470","fallback_mod_barony"
"e_tibet","b_barkam","9463","9463","rewritten"
"e_tibet","b_rongbur","9462","9462","rewritten"
"e_tibet","b_zamtang","9461","9461","fallback_mod_barony"
"e_tibet","b_soxiq","9452","9452","fallback_mod_barony"
"e_tibet","b_ngawa","9451","9451","rewritten"
"e_tibet","b_khyungchu","9455","9455","rewritten"
"e_tibet","b_sungqu","9456","9456","rewritten"
"e_tibet","b_choqu","9457","9457","rewritten"
"e_tibet","b_zoige","9453","9453","rewritten"
"e_tibet","b_yunglro","9454","9454","rewritten"
"e_tibet","b_quqen","9464","9464","rewritten"
"e_tibet","b_kharsa","9467","9467","rewritten"
"e_tibet","b_zainlha","9466","9466","rewritten"
"e_tibet","b_trashingling","9465","9465","rewritten"
"e_tibet","b_darzedo","9330","9330","rewritten"
"e_tibet","b_shade","9332","9332","rewritten"
"e_tibet","b_lhagang","9331","9331","rewritten"
"e_tibet","b_gyezil","9328","9328","rewritten"
"e_tibet","b_dawu","9334","9334","rewritten"
"e_tibet","b_nyatsho","9335","9335","fallback_mod_barony"
"e_tibet","b_rongzhag","9333","9333","rewritten"
"e_tibet","b_draggo","9337","9337","fallback_mod_barony"
"e_tibet","b_sertar","9342","9342","fallback_mod_barony"
"e_tibet","b_larung","9341","9341","fallback_mod_barony"
"e_tibet","b_niba","9338","9338","fallback_mod_barony"
"e_tibet","b_maqen","9446","9446","fallback_mod_barony"
"e_tibet","b_gade","9447","9447","fallback_mod_barony"
"e_tibet","b_madoi","9429","9429","fallback_mod_barony"
"e_tibet","b_dzogenrabar","9430","9430","fallback_mod_barony"
"e_tibet","b_machu","9431","9431","fallback_mod_barony"
"e_tibet","b_seretang","9449","9449","fallback_mod_barony"
"e_tibet","b_gyumai","9448","9448","fallback_mod_barony"
"e_tibet","b_jigzhi","9450","9450","fallback_mod_barony"
"e_tibet","b_rebgong","9434","9434","fallback_mod_barony"
"e_tibet","b_jainca","9424","9424","fallback_mod_barony"
"e_tibet","b_triga","9425","9425","fallback_mod_barony"
"e_tibet","b_mangra","9432","9432","fallback_mod_barony"
"e_tibet","b_gabasumdo","9433","9433","fallback_mod_barony"
"e_tibet","b_zekog","9435","9435","fallback_mod_barony"
"e_tibet","b_yegainnyin","9436","9436","fallback_mod_barony"
"e_tibet","b_jone","9443","9443","rewritten"
"e_tibet","b_linten","9442","9442","rewritten"
"e_tibet","b_hzo","9441","9441","fallback_mod_barony"
"e_tibet","b_sangqu","9440","9440","fallback_mod_barony"
"e_tibet","b_luqu","9439","9439","fallback_mod_barony"
"e_tibet","b_tewo","9444","9444","rewritten"
"e_tibet","b_zhugqu","9445","9445","rewritten"
"e_tibet","b_maqu","9437","9437","fallback_mod_barony"
"e_tibet","b_murje","9438","9438","fallback_mod_barony"
"e_tibet","b_tsaparang","9052","9052","fallback_mod_barony"
"e_tibet","b_tholing","9053","9053","fallback_mod_barony"
"e_tibet","b_trashigang","9051","","missing_mapping_barony_removed"
"e_tibet","b_busin","9054","9054","fallback_mod_barony"
"e_tibet","b_kyunglung","9055","9055","fallback_mod_barony"
"e_tibet","b_monicer","9086","9086","fallback_mod_barony"
"e_tibet","b_gar","9056","9056","fallback_mod_barony"
"e_tibet","b_zoco","9057","","missing_mapping_barony_removed"
"e_tibet","b_gegyai","9058","9058","fallback_mod_barony"
"e_tibet","b_xungba","9059","","missing_mapping_barony_removed"
"e_tibet","b_chaka","9060","9060","fallback_mod_barony"
"e_tibet","b_gerze","9061","9061","fallback_mod_barony"
"e_tibet","b_dongco","9062","9062","fallback_mod_barony"
"e_tibet","b_chagboco","9064","9064","fallback_mod_barony"
"e_tibet","b_gomoco","9063","","missing_mapping_barony_removed"
"e_tibet","b_burogco","9065","9065","fallback_mod_barony"
"e_tibet","b_kamru","9050","9050","fallback_mod_barony"
"e_tibet","b_kalpa","9049","","missing_mapping_barony_removed"
"e_tibet","b_poo","9048","","missing_mapping_barony_removed"
"e_tibet","b_nako","9044","9044","fallback_mod_barony"
"e_tibet","b_dhankar","9046","9046","fallback_mod_barony"
"e_tibet","b_tabo","9045","9045","fallback_mod_barony"
"e_tibet","b_kardang","9047","9047","fallback_mod_barony"
"e_tibet","b_teglakar","9068","9068","fallback_mod_barony"
"e_tibet","b_simbiling","9067","9067","fallback_mod_barony"
"e_tibet","b_hor","9069","","missing_mapping_barony_removed"
"e_tibet","b_cuonaco","9070","9070","fallback_mod_barony"
"e_tibet","b_argogco","9071","9071","fallback_mod_barony"
"e_tibet","b_lunggar","9074","","missing_mapping_barony_removed"
"e_tibet","b_ringtor","9072","","missing_mapping_barony_removed"
"e_tibet","b_barma","9073","","missing_mapping_barony_removed"
"e_tibet","b_labrang","9075","9075","fallback_mod_barony"
"e_tibet","b_baryang","9076","9076","fallback_mod_barony"
"e_tibet","b_penchi","9077","9077","fallback_mod_barony"
"e_tibet","b_yagra","9078","9078","fallback_mod_barony"
"e_tibet","b_manthang","9079","9079","fallback_mod_barony"
"e_tibet","b_muktinath","9080","9080","fallback_mod_barony"
"e_tibet","b_dolpo","9085","9085","fallback_mod_barony"
"e_tibet","b_coqen","9066","9066","fallback_mod_barony"
"e_tibet","b_qulho","9202","","missing_mapping_barony_removed"
"e_tibet","b_gyesarco","9084","","missing_mapping_barony_removed"
"e_tibet","b_leh","9002","9002","fallback_mod_barony"
"e_tibet","b_shey","9003","9003","fallback_mod_barony"
"e_tibet","b_khalatse","9004","9004","fallback_mod_barony"
"e_tibet","b_tangtse","9005","9005","fallback_mod_barony"
"e_tibet","b_demchok","9006","9006","fallback_mod_barony"
"e_tibet","b_hanle","9007","9007","fallback_mod_barony"
"e_tibet","b_chusul","9008","9008","fallback_mod_barony"
"e_tibet","b_diskit","9009","9009","fallback_mod_barony"
"e_tibet","b_panamik","9010","9010","fallback_mod_barony"
"e_tibet","b_turtuk","9011","9011","fallback_mod_barony"
"e_tibet","b_dipsang","9012","9012","fallback_mod_barony"
"e_tibet","b_padum","9013","9013","fallback_mod_barony"
"e_tibet","b_zangla","9014","9014","fallback_mod_barony"
"e_tibet","b_lingshet","9015","9015","fallback_mod_barony"
"e_tibet","b_darcha","9016","9016","fallback_mod_barony"
"e_tibet","b_karzok","9017","9017","fallback_mod_barony"
"e_tibet","b_purig","9018","9018","fallback_mod_barony"
"e_tibet","b_dras","9019","9019","fallback_mod_barony"
"e_tibet","b_skardu","9020","9020","fallback_mod_barony"
"e_tibet","b_roundu","9021","9021","fallback_mod_barony"
"e_tibet","b_tolti","9022","9022","fallback_mod_barony"
"e_tibet","b_gultari","9023","9023","fallback_mod_barony"
"e_tibet","b_shigar","9026","9026","fallback_mod_barony"
"e_tibet","b_askole","9027","9027","fallback_mod_barony"
"e_tibet","b_khaplu","9028","9028","fallback_mod_barony"
"e_tibet","b_haldi","9029","9029","fallback_mod_barony"
"e_tibet","b_khurnak","9030","9030","fallback_mod_barony"
"e_tibet","b_nischu","9031","9031","fallback_mod_barony"
"e_tibet","b_sumna","9032","9032","fallback_mod_barony"
"e_tibet","b_thaldat","9033","9033","fallback_mod_barony"
"e_tibet","b_sumnal","9034","9034","fallback_mod_barony"
"e_tibet","b_sumdo","9035","9035","fallback_mod_barony"
"e_tibet","b_chungtash","9036","9036","fallback_mod_barony"
"e_tibet","b_rutog","9037","9037","fallback_mod_barony"
"e_tibet","b_risum","9038","9038","fallback_mod_barony"
"e_tibet","b_rebang","9039","9039","fallback_mod_barony"
"e_tibet","b_changmar","9040","","missing_mapping_barony_removed"
"e_tibet","b_memar","9041","","missing_mapping_barony_removed"
"e_tibet","b_bangdag","9042","9042","fallback_mod_barony"
"e_tibet","b_bairab","9043","9043","fallback_mod_barony"
"e_tibet","b_bumthang","9145","9145","fallback_mod_barony"
"e_tibet","b_lhuentse","9146","9146","fallback_mod_barony"
"e_tibet","b_kurtoed","9179","9179","fallback_mod_barony"
"e_tibet","b_kurmaed","9149","9149","fallback_mod_barony"
"e_tibet","b_pemagatsel","9148","9148","fallback_mod_barony"
"e_tibet","b_mongar","9147","9147","fallback_mod_barony"
"e_tibet","b_trongsa","9143","9143","fallback_mod_barony"
"e_tibet","b_zhemgang","9144","9144","fallback_mod_barony"
"e_tibet","b_paro","9137","9137","fallback_mod_barony"
"e_tibet","b_thimpu","9138","9138","fallback_mod_barony"
"e_tibet","b_daga","9139","9139","fallback_mod_barony"
"e_tibet","b_sarpang","9142","9142","fallback_mod_barony"
"e_tibet","b_punakha","9140","9140","fallback_mod_barony"
"e_tibet","b_gasa","9141","9141","fallback_mod_barony"
"e_tibet","b_daramdin","9129","9129","fallback_mod_barony"
"e_tibet","b_darjeeling","9128","9128","fallback_mod_barony"
"e_tibet","b_chungthang","9133","9133","fallback_mod_barony"
"e_tibet","b_kalimpong","9134","9134","fallback_mod_barony"
"e_tibet","b_dromo","9135","9135","fallback_mod_barony"
"e_tibet","b_tawang","9154","9154","fallback_mod_barony"
"e_tibet","b_morshing","9155","9155","fallback_mod_barony"
"e_tibet","b_sepla","9156","9156","fallback_mod_barony"
"e_tibet","b_cona_tibet","9150","9150","fallback_mod_barony"
"e_tibet","b_nariyong","9151","9151","fallback_mod_barony"
"e_tibet","b_lhunze","9152","9152","fallback_mod_barony"
"e_tibet","b_yumai","9153","9153","fallback_mod_barony"
"e_tibet","b_itanagar","9157","9157","fallback_mod_barony"
"e_tibet","b_ziro","9158","9158","fallback_mod_barony"
"e_tibet","b_daporijo","9159","9159","fallback_mod_barony"
"e_tibet","b_along","9160","9160","fallback_mod_barony"
"e_tibet","b_mechuka","9161","9161","fallback_mod_barony"
"e_tibet","b_tuting","9162","9162","fallback_mod_barony"
"e_tibet","b_mainling","9170","9170","fallback_mod_barony"
"e_tibet","b_wolong","9169","9169","fallback_mod_barony"
"e_tibet","b_medog","9172","9172","fallback_mod_barony"
"e_tibet","b_bokthang","9171","","missing_mapping_barony_removed"
"e_tibet","b_yingkiong","9163","9163","fallback_mod_barony"
"e_tibet","b_rima","9175","9175","rewritten"
"e_tibet","b_dzayul","9173","9173","fallback_mod_barony"
"e_tibet","b_zayu","9174","9174","rewritten"
"e_tibet","b_golag","9176","9176","rewritten"
"e_tibet","b_cawarong","9177","9177","rewritten"
"e_tibet","b_goyu","9178","9178","rewritten"
"e_tibet","b_roing","9165","9165","fallback_mod_barony"
"e_tibet","b_anini","9164","9164","fallback_mod_barony"
"e_tibet","b_tezu","9166","9166","fallback_mod_barony"
"e_tibet","b_kibithu","9167","9167","fallback_mod_barony"
"e_tibet","b_hawai","9168","9168","rewritten"
"h_china","b_luoyang","9780","8801","rewritten"
"h_china","b_yanshi","9782","8971","rewritten"
"h_china","b_fuchang","9788","9072","rewritten"
"h_china","b_yique","9787","9063","rewritten"
"h_china","b_dengfeng","9786","9059","rewritten"
"h_china","b_liang","9790","9188","rewritten"
"h_china","b_xiangcheng","9792","9205","rewritten"
"h_china","b_ye_2","9791","9202","rewritten"
"h_china","b_kaifeng","9822","10472","rewritten"
"h_china","b_fengqiu","9823","10474","rewritten"
"h_china","b_yongqiu","9824","10475","rewritten"
"h_china","b_chenliu","9825","10476","rewritten"
"h_china","b_songcheng","9811","9391","rewritten"
"h_china","b_yucheng","9810","9367","rewritten"
"h_china","b_xiayi","9808","9364","rewritten"
"h_china","b_xiangyi","9812","9401","rewritten"
"h_china","b_shanfu","9809","9365","rewritten"
"h_china","b_yutai","13003","13003","rewritten"
"h_china","b_qiao","9801","9268","rewritten"
"h_china","b_chengfu","9804","9274","rewritten"
"h_china","b_mengcheng","9805","9291","rewritten"
"h_china","b_luyi","9807","9363","rewritten"
"h_china","b_ruyin","9798","9264","rewritten"
"h_china","b_shenqiu","9800","9267","rewritten"
"h_china","b_xiacai","10377","10377","rewritten"
"h_china","b_yingshang","9806","9359","rewritten"
"h_china","b_shan","10259","12326","rewritten"
"h_china","b_lingbao","9789","9073","rewritten"
"h_china","b_hongnong","10257","12324","rewritten"
"h_china","b_lushi","10258","12325","rewritten"
"h_china","b_baima","9819","10469","rewritten"
"h_china","b_lingchang","13031","13031","rewritten"
"h_china","b_suanzao","13032","13032","rewritten"
"h_china","b_guancheng","9821","10471","rewritten"
"h_china","b_yangwu","9820","10470","rewritten"
"h_china","b_xingyang","13033","13033","rewritten"
"h_china","b_changshe","10441","10441","rewritten"
"h_china","b_fugou","9795","9218","rewritten"
"h_china","b_yangzhai","9794","9214","rewritten"
"h_china","b_wuyang","9796","9244","rewritten"
"h_china","b_wanqiu","9814","9542","rewritten"
"h_china","b_taikang","9813","9532","rewritten"
"h_china","b_xiangcheng_1","9818","10468","rewritten"
"h_china","b_ruyang","9797","9252","rewritten"
"h_china","b_xiping","10376","10376","rewritten"
"h_china","b_pingyu","10378","10378","rewritten"
"h_china","b_xincai","9793","9212","rewritten"
"h_china","b_yiyang","8983","8983","rewritten"
"h_china","b_luoshan","8985","8985","rewritten"
"h_china","b_zhongshan","8984","8984","rewritten"
"h_china","b_yidu_2","8861","8861","rewritten"
"h_china","b_linzi","8862","8862","rewritten"
"h_china","b_shouguang","8859","8859","rewritten"
"h_china","b_linqu","8860","8860","rewritten"
"h_china","b_zichuan","8863","8863","rewritten"
"h_china","b_zouping","8865","8865","rewritten"
"h_china","b_changshan","8864","8864","rewritten"
"h_china","b_beihai","12966","12966","rewritten"
