"final_new_id","source_subset","effective_name","source_origin","primary_status","gap_category","review_class"
"429","modlu_kalan","LUSSPIE","modlu","mod_only","named_land_or_special","needs_manual_review"
"431","modlu_kalan","GAALTOE","modlu","mod_only","named_land_or_special","needs_manual_review"
"432","modlu_kalan","VUALTJERE","modlu","mod_only","named_land_or_special","needs_manual_review"
"456","modlu_kalan","river_hooghly","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"457","modlu_kalan","river_ichamati","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"626","modlu_kalan","river_daugava","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"628","modlu_kalan","river_thames","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"629","modlu_kalan","river_thames","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"630","modlu_kalan","river_thames","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"631","orijinal_dogu","IMPASSABLE Borneo deep jungle","orijinal","id_conflict","terrain_or_impassable","likely_benign_or_low_priority"
"632","modlu_kalan","sea_gulf_riga","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"633","modlu_kalan","sea_gulf_bothnia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"634","modlu_kalan","sea_finnish_archipelago","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"635","modlu_kalan","sea_baltic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"636","modlu_kalan","sea_coast_of_oland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"637","modlu_kalan","sea_coast_of_oland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"638","modlu_kalan","sea_coast_of_lithuania","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"639","modlu_kalan","sea_baltic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"640","modlu_kalan","sea_baltic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"641","modlu_kalan","sea_gulf_gdansk","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"642","modlu_kalan","HUNGARIAN-MORAVIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"643","modlu_kalan","sea_the_sound","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"644","modlu_kalan","sea_sydfynskeohav","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"645","modlu_kalan","sea_skagerrak","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"646","modlu_kalan","sea_gulf_finland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"647","modlu_kalan","sea_white_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"648","modlu_kalan","sea_white_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"649","modlu_kalan","sea_white_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"650","modlu_kalan","FINNISH IMPASSABLE 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"651","modlu_kalan","FINNISH IMPASSABLE 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"652","modlu_kalan","FINNISH IMPASSABLE 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"653","modlu_kalan","NORWEGIAN IMPASSABLE 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"654","modlu_kalan","NORWEGIAN IMPASSABLE 3","modlu","mod_only","named_land_or_special","needs_manual_review"
"655","modlu_kalan","NORWEGIAN IMPASSABLE 4","modlu","mod_only","named_land_or_special","needs_manual_review"
"656","modlu_kalan","NORWEGIAN IMPASSABLE 5","modlu","mod_only","named_land_or_special","needs_manual_review"
"657","modlu_kalan","NORWEGIAN IMPASSABLE 6","modlu","mod_only","named_land_or_special","needs_manual_review"
"658","modlu_kalan","NORWEGIAN IMPASSABLE 7","modlu","mod_only","named_land_or_special","needs_manual_review"
"659","modlu_kalan","IBERIAN IMPASSABLE TERRAIN 8","modlu","mod_only","named_land_or_special","needs_manual_review"
"660","modlu_kalan","Coast of Siberia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"661","modlu_kalan","sea_northern_atlantic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"662","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"663","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"664","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"665","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"666","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"667","modlu_kalan","sea_coast_denmark","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"683","modlu_kalan","sea_limfjord","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"684","modlu_kalan","sea_zuiderzee","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"685","modlu_kalan","sea_zeeland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"686","modlu_kalan","sea_thames_estuary","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"687","modlu_kalan","sea_coast_suffolk","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"688","modlu_kalan","sea_the_wash","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"689","modlu_kalan","river_humber","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"690","modlu_kalan","sea_east_english_coast","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"691","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"692","modlu_kalan","sea_firth_of_forth","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"693","modlu_kalan","sea_orkney","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"694","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"695","modlu_kalan","sea_atlantic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"696","modlu_kalan","sea_hebrides","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"697","modlu_kalan","sea_atlantic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"698","modlu_kalan","sea_the_minch","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"699","modlu_kalan","sea_firth_of_clyde","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"700","modlu_kalan","sea_hebrides","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"708","modlu_kalan","sea_irish","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"709","modlu_kalan","sea_irish","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"710","modlu_kalan","sea_irish","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"711","modlu_kalan","sea_celtic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"712","modlu_kalan","sea_bristol_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"713","modlu_kalan","sea_irish","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"714","modlu_kalan","sea_coast_of_ailech","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"715","modlu_kalan","sea_galway_bay","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"716","modlu_kalan","HUNGARIAN-MORAVIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"717","modlu_kalan","HUNGARIAN-MORAVIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"718","modlu_kalan","HUNGARIAN-MORAVIAN MOUNTAINS","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"719","modlu_kalan","CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"720","modlu_kalan","CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"721","modlu_kalan","CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"722","modlu_kalan","sea_dingle_bay","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"723","modlu_kalan","sea_courtmacsherry_bay","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"724","modlu_kalan","sea_celtic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"725","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"726","modlu_kalan","ÃŽles de la Manche","modlu","mod_only","named_land_or_special","needs_manual_review"
"727","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"728","modlu_kalan","ÃŽles de la Manche","modlu","mod_only","named_land_or_special","needs_manual_review"
"729","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"730","modlu_kalan","Eastern Sahara","modlu","mod_only","named_land_or_special","needs_manual_review"
"731","modlu_kalan","Central Africa","modlu","mod_only","named_land_or_special","needs_manual_review"
"732","modlu_kalan","CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"733","modlu_kalan","CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"734","modlu_kalan","","modlu","mod_only","blank_name","likely_benign_or_low_priority"
"763","modlu_kalan","Czech Mountains 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"764","modlu_kalan","Czech Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"765","modlu_kalan","Czech Mountains 3","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"766","modlu_kalan","Czech Mountains 4","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"767","modlu_kalan","Czech Mountains 5","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"768","modlu_kalan","Czech Mountains 6","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"769","modlu_kalan","Czech Mountains 7","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"770","modlu_kalan","Czech Mountains 8","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"771","modlu_kalan","Czech Mountains 9","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"772","modlu_kalan","Czech Mountains 10","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"773","modlu_kalan","Czech Mountains 11","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"774","modlu_kalan","German Mountains 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"775","modlu_kalan","German Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"776","modlu_kalan","German Mountains 3","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"777","modlu_kalan","German Mountains 4","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"778","modlu_kalan","German Mountains 5","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"779","modlu_kalan","German Mountains 6","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"780","modlu_kalan","German Mountains 7","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"781","modlu_kalan","German Mountains 8","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"782","modlu_kalan","German Mountains 9","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"783","modlu_kalan","German Mountains 10","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"784","modlu_kalan","German Mountains 11","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"785","modlu_kalan","German Mountains 12","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"786","modlu_kalan","French Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"787","modlu_kalan","Central Apennine Mountains 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"788","modlu_kalan","Central Apennine Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"789","modlu_kalan","Southern Apennine Mountains","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"790","modlu_kalan","Atlas Mountains 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"791","modlu_kalan","Atlas Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"792","modlu_kalan","Atlas Mountains 3","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"793","modlu_kalan","Atlas Mountains 4","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"794","modlu_kalan","Atlas Mountains 5","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"795","modlu_kalan","Atlas Mountains 6","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"796","modlu_kalan","Atlas Mountains 7","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"797","modlu_kalan","Atlas Mountains 8","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"798","modlu_kalan","Atlas Mountains 9","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"799","modlu_kalan","Atlas Mountains 10","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"800","modlu_kalan","Tell Atlas Mountains 1","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"801","modlu_kalan","Tell Atlas Mountains 2","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"802","modlu_kalan","Tell Atlas Mountains 3","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"803","modlu_kalan","Tell Atlas Mountains 4","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"804","modlu_kalan","Tell Atlas Mountains 5","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"805","modlu_kalan","Tell Atlas Mountains 6","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"806","modlu_kalan","Tell Atlas Mountains 7","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"807","modlu_kalan","Tell Atlas Mountains 8","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"894","modlu_kalan","SOUTH CARPATHIANS","modlu","mod_only","named_land_or_special","needs_manual_review"
"899","modlu_kalan","KOLA IMPASSIBLE TERRAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"902","modlu_kalan","Lappland","modlu","mod_only","named_land_or_special","needs_manual_review"
"905","modlu_kalan","Kantit","modlu","mod_only","named_land_or_special","needs_manual_review"
"935","modlu_kalan","KOLA IMPASSIBLE TERRAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"936","modlu_kalan","Ikario Pelagos","modlu","mod_only","named_land_or_special","needs_manual_review"
"937","modlu_kalan","sea_crete","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"938","modlu_kalan","sea_libya","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"939","modlu_kalan","sea_nile_delta","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"940","modlu_kalan","sea_jerusalem","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"941","modlu_kalan","sea_cyprus","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"942","modlu_kalan","sea_aegean","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"943","modlu_kalan","NÃ¤sijÃ¤rvi","modlu","mod_only","named_land_or_special","needs_manual_review"
"944","modlu_kalan","Aral TeÅ„izi","modlu","mod_only","named_land_or_special","needs_manual_review"
"945","modlu_kalan","sea_gulf_alexandretta","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"946","modlu_kalan","KilikÃ­a","modlu","mod_only","named_land_or_special","needs_manual_review"
"947","modlu_kalan","sea_marmara","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"948","modlu_kalan","sea_gulf_varna","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"949","modlu_kalan","AktÃ­ tis TaurikÃª","modlu","mod_only","named_land_or_special","needs_manual_review"
"950","modlu_kalan","AktÃ­ PaflagonÃ­as","modlu","mod_only","named_land_or_special","needs_manual_review"
"951","modlu_kalan","AktÃ­ PaflagonÃ­as","modlu","mod_only","named_land_or_special","needs_manual_review"
"953","modlu_kalan","sea_morocco","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"954","modlu_kalan","sea_gibraltar","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"956","modlu_kalan","Lower Vyg","modlu","mod_only","named_land_or_special","needs_manual_review"
"957","modlu_kalan","OulujÃ¤rvi","modlu","mod_only","named_land_or_special","needs_manual_review"
"958","modlu_kalan","lake_ladoga","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"959","modlu_kalan","sea_malaren","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"960","modlu_kalan","sea_faereyar","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"961","modlu_kalan","lake_hjalmaren","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"962","modlu_kalan","lake_vattern","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"963","modlu_kalan","lake_vanern","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"964","modlu_kalan","sea_white_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"965","modlu_kalan","sea_dover","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"966","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"967","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"968","modlu_kalan","sea_st_georges_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"969","modlu_kalan","sea_azov","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"970","modlu_kalan","Cabo de Finisterre","modlu","mod_only","named_land_or_special","needs_manual_review"
"971","modlu_kalan","KOLA IMPASSIBLE TERRAIN","modlu","mod_only","named_land_or_special","needs_manual_review"
"972","modlu_kalan","VEPSIAN WASTELAND","modlu","mod_only","terrain_or_impassable","likely_benign_or_low_priority"
"973","modlu_kalan","sea_waddenzee","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"974","modlu_kalan","sea_bay_aquitaine","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"975","modlu_kalan","sea_donegal_bay","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"976","modlu_kalan","IMPASSABLE ATLANTIC EUROPE-AFRICA","modlu","mod_only","named_land_or_special","needs_manual_review"
"977","modlu_kalan","sea_bretagne","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"978","modlu_kalan","Atlantic","modlu","mod_only","named_land_or_special","needs_manual_review"
"979","modlu_kalan","Tiveriade Lake","modlu","mod_only","named_land_or_special","needs_manual_review"
"980","modlu_kalan","sea_portugal","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"981","modlu_kalan","Golfo de Cadiz","modlu","mod_only","named_land_or_special","needs_manual_review"
"982","modlu_kalan","sea_iceland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"983","modlu_kalan","Dead Sea","modlu","mod_only","named_land_or_special","needs_manual_review"
"984","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"985","modlu_kalan","sea_northern_atlantic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"986","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"987","modlu_kalan","sea_coast_norway","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"988","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"989","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"990","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"991","modlu_kalan","sea_atlantic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"992","modlu_kalan","sea_the_minch","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"993","modlu_kalan","sea_moray_firth","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"994","modlu_kalan","sea_firth_of_forth","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"995","modlu_kalan","sea_coast_york","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"996","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"997","modlu_kalan","lake_onega","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"998","modlu_kalan","sea_north_sea","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"999","modlu_kalan","sea_the_sound","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1000","modlu_kalan","sea_heligoland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1001","modlu_kalan","sea_kattegat","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1002","modlu_kalan","sea_gulf_gdansk","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1003","modlu_kalan","sea_bight_of_hano","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1004","modlu_kalan","sea_baltic","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1005","modlu_kalan","sea_gulf_bothnia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1006","modlu_kalan","sea_gulf_finland","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1007","modlu_kalan","sea_coast_of_pomerania","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1008","modlu_kalan","sea_gulf_bothnia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1009","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1010","modlu_kalan","sea_english_channel","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1011","modlu_kalan","sea_alboran","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1012","modlu_kalan","Lake Peipus","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1014","modlu_kalan","sea_asturias","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1015","modlu_kalan","sea_bay_quiberon","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1016","modlu_kalan","sea_bay_biscay","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1017","modlu_kalan","KyklÃ¡des","modlu","mod_only","named_land_or_special","needs_manual_review"
"1018","modlu_kalan","FINNISH LAKES 2","modlu","mod_only","named_land_or_special","needs_manual_review"
"1019","modlu_kalan","sea_irish","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1020","modlu_kalan","sea_alboran","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1021","modlu_kalan","Golfo de Valencia","modlu","mod_only","named_land_or_special","needs_manual_review"
"1022","modlu_kalan","sea_algier","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1023","modlu_kalan","sea_algier","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1024","modlu_kalan","sea_sardinia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1025","modlu_kalan","Golfe du Lion","modlu","mod_only","named_land_or_special","needs_manual_review"
"1026","modlu_kalan","Walchensee","modlu","mod_only","named_land_or_special","needs_manual_review"
"1027","modlu_kalan","sea_cote_dazur","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1028","modlu_kalan","sea_gulf_genoa","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1029","modlu_kalan","sea_tyrrhenian","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1030","modlu_kalan","sea_sardinian_coast","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1031","modlu_kalan","sea_gulf_napoli","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1032","modlu_kalan","sea_palermo","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1033","modlu_kalan","sea_sicilian_narrows","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1034","modlu_kalan","sea_malta","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1035","modlu_kalan","sea_libya","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1036","modlu_kalan","sea_gulf_taranto","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1037","modlu_kalan","sea_ionia","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
"1038","modlu_kalan","sea_strait_otranto","modlu","mod_only","maritime_or_water","likely_benign_or_low_priority"
