"line_number","barony","expected_name","current_id","current_name","new_id","new_name","reason","status"
"7167","b_basingstoke","basingstoke","1547","BASINGSTOKE","","","already_matches_expected_name","kept"
"7173","b_christchurch","christchurch","1548","CHRISTCHURCH","","","already_matches_expected_name","kept"
"7183","b_carisbrooke","carisbrooke","1549","CARISBROOKE","","","already_matches_expected_name","kept"
"7193","b_wareham","wareham","1565","WAREHAM","","","already_matches_expected_name","kept"
"7199","b_poole","poole","1566","POOLE","","","already_matches_expected_name","kept"
"7205","b_shaftesbury","shaftesbury","1567","SHAFTESBURY","","","already_matches_expected_name","kept"
"7211","b_lyme","lyme","1568","LYME","","","already_matches_expected_name","kept"
"7221","b_bath","bath","1576","BATH","","","already_matches_expected_name","kept"
"7227","b_winterstoke","winterstoke","1577","WINTERSTOKE","","","already_matches_expected_name","kept"
"7233","b_ilchester","ilchester","1578","ILCHESTER","","","already_matches_expected_name","kept"
"7239","b_taunton","taunton","1579","TAUNTON","","","already_matches_expected_name","kept"
"7282","b_exeter","exeter","1569","EXETER","","","already_matches_expected_name","kept"
"7288","b_totnes","totnes","1570","TOTNES","","","already_matches_expected_name","kept"
"7294","b_okehampton","okehampton","1571","OKEHAMPTON","","","already_matches_expected_name","kept"
"7300","b_barnstaple","barnstaple","1572","BARNSTAPLE","","","already_matches_expected_name","kept"
"7319","b_launceston","launceston","1573","LAUNCESTON","","","already_matches_expected_name","kept"
"7325","b_tintagel","tintagel","1574","TINTAGEL","","","already_matches_expected_name","kept"
"7331","b_helston","helston","1575","HELSTON","","","already_matches_expected_name","kept"
"7389","b_caernarfon","caernarfon","1667","CAERNARFON","","","already_matches_expected_name","kept"
"7395","b_llyn","llyn","1668","LLYN","","","already_matches_expected_name","kept"
"7401","b_llandudno","llandudno","1669","LLANDUDNO","","","already_matches_expected_name","kept"
"7412","b_dolgellau","dolgellau","1665","DOLGELLAU","","","already_matches_expected_name","kept"
"7418","b_corwen","corwen","1666","CORWEN","","","already_matches_expected_name","kept"
"7429","b_yns_mon","yns_mon","1673","YNS MON","","","already_matches_expected_name","kept"
"7435","b_holyhead","holyhead","1674","HOLYHEAD","","","already_matches_expected_name","kept"
"7448","b_denbigh","denbigh","1670","DENBIGH","","","already_matches_expected_name","kept"
"7457","b_wrexham","wrexham","1671","WREXHAM","","","already_matches_expected_name","kept"
"7466","b_ruthin","ruthin","1672","RUTHIN","","","already_matches_expected_name","kept"
"7486","b_welshpool","welshpool","1663","WELSHPOOL","","","already_matches_expected_name","kept"
"7495","b_newtown","newtown","1664","NEWTOWN","","","already_matches_expected_name","kept"
"7508","b_llandrindod","llandrindod","1661","LLANDRINDOD","","","already_matches_expected_name","kept"
"7514","b_rhayader","rhayader","1662","RHAYADER","","","already_matches_expected_name","kept"
"7524","b_hereford","hereford","1632","HEREFORD","","","already_matches_expected_name","kept"
"7530","b_wigmore","wigmore","1633","WIGMORE","","","already_matches_expected_name","kept"
"7536","b_clifford","clifford","1634","CLIFFORD","","","already_matches_expected_name","kept"
"7553","b_cardiff","cardiff","1649","CARDIFF","","","already_matches_expected_name","kept"
"7560","b_caerphilly","caerphilly","1651","CAERPHILLY","","","already_matches_expected_name","kept"
"7570","b_brecon","brecon","1659","BRECON","","","already_matches_expected_name","kept"
"7576","b_talgarth","talgarth","1660","TALGARTH","","","already_matches_expected_name","kept"
"7586","b_casnewydd","casnewydd","1630","NEWPORT","","","no_unique_definition_match","unresolved"
"7592","b_monmouth","monmouth","1631","MONMOUTH","","","already_matches_expected_name","kept"
"7603","b_loughor","loughor","9813","Loughor","","","already_matches_expected_name","kept"
"7610","b_swansea","swansea","1650","SWANSEA","","","already_matches_expected_name","kept"
"7632","b_carmarthen","carmarthen","1652","CARMARTHEN","","","already_matches_expected_name","kept"
"7641","b_llandovery","llandovery","1653","LLANDOVERY","","","already_matches_expected_name","kept"
"7655","b_cardigan","cardigan","1657","CARDIGAN","","","already_matches_expected_name","kept"
"7661","b_aberystwyth","aberystwyth","1658","ABERYSTWYTH","","","already_matches_expected_name","kept"
"7672","b_pembroke","pembroke","1654","PEMBROKE","","","already_matches_expected_name","kept"
"7681","b_st_davids","st_davids","1655","ST DAVIDS","","","already_matches_expected_name","kept"
"7690","b_fishguard","fishguard","1656","FISHGUARD","","","already_matches_expected_name","kept"
"7725","b_arran","arran","1690","ARRAN","","","multiple_definition_matches","unresolved"
"7731","b_aileach_bod","aileach_bod","9816","Aeleach","","","no_unique_definition_match","unresolved"
"7743","b_mull","mull","1691","MULL","","","already_matches_expected_name","kept"
"7749","b_iona","iona","9818","Iona","","","already_matches_expected_name","kept"
"7761","b_islay","islay","1689","ISLAY","","","already_matches_expected_name","kept"
"7767","b_colonsay","colonsay","9817","Colonsay","","","already_matches_expected_name","kept"
"7779","b_saddell","saddell","9814","Kyntyre","","","no_unique_definition_match","unresolved"
"7786","b_kinlochkilkerran","kinlochkilkerran","9815","Kinloch","","","no_unique_definition_match","unresolved"
"7798","b_kilmarten","kilmarten","1700","KILMARTEN","","","already_matches_expected_name","kept"
"7804","b_glencoe","glencoe","1701","GLENCOE","","","already_matches_expected_name","kept"
"7810","b_lomond","lomond","1702","LOMOND","","","already_matches_expected_name","kept"
"7816","b_ardnamurchon","ardnamurchon","35","ARDNAMURCHON","","","already_matches_expected_name","kept"
"7834","b_skye","skye","1692","SKYE","","","already_matches_expected_name","kept"
"7841","b_trotternish","trotternish","9819","Trotternish","","","already_matches_expected_name","kept"
"7848","b_baghnahuamh","baghnahuamh","9820","RumIsles","","","no_unique_definition_match","unresolved"
"7860","b_lewis","lewis","1693","LEWIS","","","already_matches_expected_name","kept"
"7867","b_st_moluag","st_moluag","9821","Moluag","","","no_unique_definition_match","unresolved"
"7879","b_the_uists","the_uists","1694","THE UISTS","","","already_matches_expected_name","kept"
"7886","b_cille_pheadair","cille_pheadair","9822","Pheadar","","","no_unique_definition_match","unresolved"
"7905","b_castletown","castletown","1698","CASTLETOWN","","","already_matches_expected_name","kept"
"7911","b_ramsey","ramsey","1699","RAMSEY","","","already_matches_expected_name","kept"
"7966","b_aberdeen","aberdeen","1718","ABERDEEN","","","already_matches_expected_name","kept"
"7972","b_kincardine","kincardine","1719","KINCARDINE","","","already_matches_expected_name","kept"
"7978","b_ballater","ballater","1722","BALLATER","","","already_matches_expected_name","kept"
"7989","b_banff","banff","1712","BANFF","","","already_matches_expected_name","kept"
"7995","b_mortlach","mortlach","1713","MORTLACH","","","already_matches_expected_name","kept"
"8001","b_peterhead","peterhead","1714","PETERHEAD","","","already_matches_expected_name","kept"
"8029","b_st_johnston","st_johnston","1741","PERTH","","","no_unique_definition_match","unresolved"
"8036","b_coupar_angus","coupar_angus","1742","COUPAR ANGUS","","","already_matches_expected_name","kept"
"8042","b_crieff","crieff","1745","CRIEFF","","","already_matches_expected_name","kept"
"8052","b_dunfermline","dunfermline","1724","DUNFERMLINE","","","already_matches_expected_name","kept"
"8059","b_kircaldy","kircaldy","1725","KIRCALDY","","","already_matches_expected_name","kept"
"8065","b_st_andrews","st_andrews","1726","ST ANDREWS","","","already_matches_expected_name","kept"
"8075","b_stirling","stirling","1734","STIRLING","","","already_matches_expected_name","kept"
"8081","b_callander","callander","1735","CALLANDER","","","already_matches_expected_name","kept"
"8087","b_clackmannan","clackmannan","1736","CLACKMANNAN","","","already_matches_expected_name","kept"
"8097","b_dunkeld","dunkeld","1743","DUNKELD","","","already_matches_expected_name","kept"
"8103","b_aberfeldy","aberfeldy","1744","ABERFELDY","","","already_matches_expected_name","kept"
"8113","b_dundee","dundee","1720","DUNDEE","","","already_matches_expected_name","kept"
"8119","b_kirriemuir","kirriemuir","1721","KIRRIEMUIR","","","already_matches_expected_name","kept"
"8125","b_mar","mar","1723","MAR","","","already_matches_expected_name","kept"
"8167","b_kilcudbrite","kilcudbrite","1682","KILCUDBRITE","","","already_matches_expected_name","kept"
"8173","b_sanquhar","sanquhar","1683","SANQUHAR","","","already_matches_expected_name","kept"
"8179","b_wigtown","wigtown","1684","WIGTOWN","","","already_matches_expected_name","kept"
"8190","b_maybole","maybole","1680","MAYBOLE","","","already_matches_expected_name","kept"
"8196","b_girvan","girvan","1685","GIRVAN","","","already_matches_expected_name","kept"
"8253","b_dumbarton","dumbarton","1695","DUMBARTON","","","already_matches_expected_name","kept"
"8266","b_glasgow","glasgow","1696","GLASGOW","","","already_matches_expected_name","kept"
"8272","b_meneith","meneith","1697","MENEITH","","","already_matches_expected_name","kept"
"8283","b_lanark","lanark","1737","LANARK","","","already_matches_expected_name","kept"
"8289","b_cadyou","cadyou","1738","CADYOU","","","already_matches_expected_name","kept"
"8295","b_biggar","biggar","1739","BIGGAR","","","already_matches_expected_name","kept"
"8314","b_kyle","kyle","1686","KYLE","","","already_matches_expected_name","kept"
"8320","b_strathgryte","strathgryte","1687","STRATHGRYTE","","","already_matches_expected_name","kept"
"8326","b_cunningham","cunningham","1688","CUNNINGHAM","","","already_matches_expected_name","kept"
"8336","b_annan","annan","1679","ANNAN","","","already_matches_expected_name","kept"
"8342","b_dumfries","dumfries","1681","DUMFRIES","","","already_matches_expected_name","kept"
"8367","b_carlisle","carlisle","1635","CARLISLE","","","already_matches_expected_name","kept"
"8385","b_whitehaven","whitehaven","1636","WHITEHAVEN","","","already_matches_expected_name","kept"
"8391","b_furness","furness","1642","FURNESS","","","already_matches_expected_name","kept"
"8397","b_wigton","wigton","10104","Wigton","","","already_matches_expected_name","kept"
"8422","b_edinburgh","edinburgh","1727","EDINBURGH","","","already_matches_expected_name","kept"
"8428","b_haddington","haddington","1728","HADDINGTON","","","already_matches_expected_name","kept"
"8434","b_galashiels","galashiels","1729","GALASHIELS","","","already_matches_expected_name","kept"
"8440","b_penicuick","penicuick","1730","PENICUICK","","","already_matches_expected_name","kept"
"8450","b_dunbar","dunbar","1676","DUNBAR","","","already_matches_expected_name","kept"
"8456","b_berwick","berwick","1675","BERWICK","","","already_matches_expected_name","kept"
"8466","b_kelso","kelso","1677","KELSO","","","already_matches_expected_name","kept"
"8472","b_jedburgh","jedburgh","1678","JEDBURGH","","","already_matches_expected_name","kept"
"8478","b_selkirk","selkirk","1740","SELKIRK","","","already_matches_expected_name","kept"
"8488","b_linlithgow","linlithgow","1731","LINLITHGOW","","","already_matches_expected_name","kept"
"8494","b_queensferry","queensferry","1732","QUEENSFERRY","","","already_matches_expected_name","kept"
"8500","b_falkirk","falkirk","1733","FALKIRK","","","already_matches_expected_name","kept"
"8517","b_dornoch","dornoch","1705","DORNOCH","","","already_matches_expected_name","kept"
"8523","b_durness","durness","1706","DURNESS","","","already_matches_expected_name","kept"
"8529","b_assynt","assynt","10099","Assynt","","","already_matches_expected_name","kept"
"8540","b_thurso","thurso","1707","THURSO","","","already_matches_expected_name","kept"
"8546","b_wick","wick","1708","WICK","","","already_matches_expected_name","kept"
"8564","b_elgin","elgin","1715","ELGIN","","","already_matches_expected_name","kept"
"8570","b_keith","keith","1716","KEITH","","","already_matches_expected_name","kept"
"8576","b_garioch","garioch","1717","GARIOCH","","","already_matches_expected_name","kept"
"8586","b_dingwall","dingwall","1703","DINGWALL","","","already_matches_expected_name","kept"
"8592","b_gairloch","gairloch","1704","GAIRLOCH","","","already_matches_expected_name","kept"
"8598","b_tain","tain","10100","Tain","","","already_matches_expected_name","kept"
"8604","b_applecross","applecross","10101","Applecross","","","already_matches_expected_name","kept"
"8615","b_inverness","inverness","1709","INVERNESS","","","already_matches_expected_name","kept"
"8621","b_badenoch","badenoch","1710","BADENOCH","","","already_matches_expected_name","kept"
"8627","b_glenfinnan","glenfinnan","1711","GLENFINNAN","","","already_matches_expected_name","kept"
"8633","b_glenelg","glenelg","10102","Glenelg","","","already_matches_expected_name","kept"
"8639","b_urquhart","urquhart","10103","Urquhart","","","already_matches_expected_name","kept"
"8692","b_drogheda","drogheda","32","DROGHEDA","","","already_matches_expected_name","kept"
"8702","b_trim","trim","31","TRIM","","","already_matches_expected_name","kept"
"8717","b_dublin","dublin","28","DUBLIN","","","already_matches_expected_name","kept"
"8729","b_wicklow","wicklow","29","WICKLOW","","","already_matches_expected_name","kept"
"8744","b_birr","birr","33","BIRR","","","already_matches_expected_name","kept"
"8750","b_athlone","athlone","34","ATHLONE","","","already_matches_expected_name","kept"
"8756","b_uisneach","uisneach","36","UISNEACH","","","already_matches_expected_name","kept"
"8773","b_downpatrick","downpatrick","15","DOWNPATRICK","","","already_matches_expected_name","kept"
"8786","b_slemish","slemish","13","SLEMISH","","","already_matches_expected_name","kept"
"8792","b_carrickfergus","carrickfergus","14","CARRICKFERGUS","","","already_matches_expected_name","kept"
"8801","b_bangor","bangor","10106","Bangor","","","already_matches_expected_name","kept"
"8811","b_dundalk","dundalk","18","DUNDALK","","","already_matches_expected_name","kept"
"8824","b_dungannon","dungannon","10105","Dungannon","","","already_matches_expected_name","kept"
"8830","b_clogher","clogher","10107","Clogher","","","already_matches_expected_name","kept"
"8836","b_armagh","armagh","17","ARMAGH","","","already_matches_expected_name","kept"
"8845","b_ardee","ardee","19","ARDEE","","","already_matches_expected_name","kept"
"8858","b_donegal","donegal","9","DONEGAL","","","already_matches_expected_name","kept"
"8867","b_raphoe","raphoe","10","RAPHOE","","","already_matches_expected_name","kept"
"8876","b_fahan","fahan","11","FAHAN","","","already_matches_expected_name","kept"
"8885","b_derry","derry","12","DERRY","","","already_matches_expected_name","kept"
"8905","b_galway","galway","20","GALWAY","","","already_matches_expected_name","kept"
"8914","b_tuam","tuam","10110","Tuam","","","already_matches_expected_name","kept"
"8920","b_athenry","athenry","23","ATHENRY","","","already_matches_expected_name","kept"
"8926","b_da_chainoc","da_chainoc","10111","Da_Chainoc","","","already_matches_expected_name","kept"
"8937","b_cruachu","cruachu","10109","Cruachu","","","already_matches_expected_name","kept"
"8943","b_castlebar","castlebar","21","CASTLEBAR","","","already_matches_expected_name","kept"
"8949","b_sligo","sligo","22","SLIGO","","","already_matches_expected_name","kept"
"8955","b_killala","killala","10108","Killala","","","already_matches_expected_name","kept"
"8966","b_dromahair","dromahair","24","DROMAHAIR","","","already_matches_expected_name","kept"
"8975","b_belcoo","belcoo","25","BELCOO","","","already_matches_expected_name","kept"
"8981","b_longford","longford","26","LONGFORD","","","already_matches_expected_name","kept"
"8990","b_cavan","cavan","27","CAVAN","","","already_matches_expected_name","kept"
"8999","b_adragh","adragh","10112","Adragh","","","already_matches_expected_name","kept"
"9016","b_wexford","wexford","37","WEXFORD","","","already_matches_expected_name","kept"
"9029","b_enniscorthy","enniscorthy","38","ENNISCORTHY","","","already_matches_expected_name","kept"
"9038","b_ferns","ferns","39","FERNS","","","already_matches_expected_name","kept"
"9053","b_carlow","carlow","40","CARLOW","","","already_matches_expected_name","kept"
"9063","b_kildare","kildare","30","KILDARE","","","already_matches_expected_name","kept"
"9078","b_gowran","gowran","43","GOWRAN","","","already_matches_expected_name","kept"
"9087","b_kilkenny","kilkenny","41","KILKENNY","","","already_matches_expected_name","kept"
"9096","b_athy","athy","42","ATHY","","","already_matches_expected_name","kept"
"9102","b_carrick","carrick","44","CARRICK","","","already_matches_expected_name","kept"
"9119","b_limerick","limerick","45","LIMERICK","","","already_matches_expected_name","kept"
"9132","b_nenagh","nenagh","47","NENAGH","","","already_matches_expected_name","kept"
"9141","b_roscrea","roscrea","48","ROSCREA","","","already_matches_expected_name","kept"
"9150","b_kilmallock","kilmallock","10114","Kilmallock","","","already_matches_expected_name","kept"
"9161","b_ennis","ennis","46","ENNIS","","","already_matches_expected_name","kept"
"9170","b_kincora","kincora","10113","Kincora","","","already_matches_expected_name","kept"
"9181","b_waterford","waterford","49","WATERFORD","","","already_matches_expected_name","kept"
"9194","b_emly","emly","50","EMLY","","","already_matches_expected_name","kept"
"9203","b_clonmel","clonmel","51","CLONMEL","","","already_matches_expected_name","kept"
"9217","b_cork","cork","53","CORK","","","already_matches_expected_name","kept"
"9226","b_kinsale","kinsale","54","KINSALE","","","already_matches_expected_name","kept"
"9238","b_tralee","tralee","52","TRALEE","","","already_matches_expected_name","kept"
"9244","b_baltimore","baltimore","16","BALTIMORE","","","already_matches_expected_name","kept"
"9427","b_wittenberg","wittenberg","3173","WITTENBERG","","","already_matches_expected_name","kept"
"9433","b_belizi","belizi","3174","BELIZI","","","already_matches_expected_name","kept"
"9443","b_eilenburg","eilenburg","3021","EILENBURG","","","already_matches_expected_name","kept"
"9450","b_torgau","torgau","3025","TORGAU","","","already_matches_expected_name","kept"
"9456","b_brene","brene","3175","BRENE","","","already_matches_expected_name","kept"
"9462","b_duben","duben","3024","DUBEN","","","already_matches_expected_name","kept"
"9472","b_dessau","dessau","3023","DESSAU","","","already_matches_expected_name","kept"
"9478","b_zerbst","zerbst","3172","ZERBST","","","already_matches_expected_name","kept"
"9489","b_halberstadt","halberstadt","2916","HALBERSTADT","","","already_matches_expected_name","kept"
"9495","b_arnstein","arnstein","2933","ARNSTEIN","","","already_matches_expected_name","kept"
"9505","b_mansfeld","mansfeld","2936","MANSFELD","","","already_matches_expected_name","kept"
"9511","b_sangerhausen","sangerhausen","2934","SANGERHAUSEN","","","already_matches_expected_name","kept"
"9521","b_mersenburg","mersenburg","2935","MERSENBURG","","","already_matches_expected_name","kept"
"9527","b_leipzig","leipzig","3019","LEIPZIG","","","already_matches_expected_name","kept"
"9533","b_halle","halle","3018","HALLE","","","multiple_definition_matches","unresolved"
"9550","b_diepholz","diepholz","2838","DIEPHOLZ","","","already_matches_expected_name","kept"
