"province_id","root","barony"
"11726","e_great_liao","b_FIC_Liao_Baicaoer"
"11726","e_andong","b_FIC_Liao_Baicaoer"
"11727","e_great_liao","b_FIC_Liao_Caoyuanan"
"11727","e_andong","b_FIC_Liao_Caoyuanan"
"11728","e_great_liao","b_FIC_Liao_Huopingan"
"11728","e_andong","b_FIC_Liao_Huopingan"
"11729","e_great_liao","b_FIC_Liao_Bayintailai"
"11729","e_andong","b_FIC_Liao_Bayintailai"
"11730","e_great_liao","b_FIC_Liao_Zhanyu"
"11730","e_andong","b_FIC_Liao_Zhanyu"
"11731","e_great_liao","b_Liao_Taonan"
"11731","e_andong","b_Liao_Taonan"
"11732","e_great_liao","b_Liao_Fengzhou2"
"11732","e_andong","b_Liao_Fengzhou2"
"11733","e_great_liao","b_Liao_Ningzhou"
"11733","e_andong","b_Liao_Ningzhou"
"11734","e_great_liao","b_Liao_Chunzhou"
"11734","e_andong","b_Liao_Chunzhou"
"11735","e_great_liao","b_Liao_Changchun"
"11735","e_andong","b_Liao_Changchun"
"11737","e_great_liao","b_FIC_Liao_Yumitudi"
"11737","e_andong","b_FIC_Liao_Yumitudi"
"11738","e_great_liao","b_FIC_Liao_Heihorqin"
"11738","e_andong","b_FIC_Liao_Heihorqin"
"11739","e_great_liao","b_FIC_Liao_Horqin"
"11739","e_andong","b_FIC_Liao_Horqin"
"11740","e_great_liao","b_FIC_Liao_Shuangliao"
"11740","e_andong","b_FIC_Liao_Shuangliao"
"11753","e_great_liao","b_Liao_Jianzhou"
"11753","e_andong","b_Liao_Jianzhou"
"11754","e_great_liao","b_Liao_Wuanzhou"
"11754","e_andong","b_Liao_Wuanzhou"
"11755","e_great_liao","b_Liao_Jiangshengzhou"
"11755","e_andong","b_Liao_Jiangshengzhou"
"11756","e_great_liao","b_Liao_Longhuazhou"
"11756","e_andong","b_Liao_Longhuazhou"
"11757","e_great_liao","b_Liao_Yizhou2"
"11757","e_andong","b_Liao_Yizhou2"
"11763","e_andong","b_Liao_Haibeizhou"
"11763","e_yongliang","b_longgoubao_china"
"11766","e_andong","b_Liao_Suizhou"
"11766","e_yongliang","b_yuanzhou_china"
"11767","e_great_liao","b_Liao_Weizhou2"
"11767","e_andong","b_Liao_Weizhou2"
"11768","e_great_liao","b_Liao_Fuzhou"
"11768","e_andong","b_Liao_Fuzhou"
"11769","e_great_liao","b_Liao_Wuzhou2"
"11769","e_andong","b_Liao_Wuzhou2"
"11770","e_great_liao","b_Liao_Yuanzhou"
"11770","e_andong","b_Liao_Yuanzhou"
"11771","e_andong","b_Liao_Shuangzhou"
"11771","e_yongliang","b_qingzhouanhua_china"
"11772","e_andong","b_Liao_Qianzhou2"
"11772","e_yongliang","b_baimachuan_china"
"11774","e_andong","b_Liao_Jinzhou"
"11774","e_yongliang","b_huachi_china"
"11778","e_andong","b_Liao_Tonghua"
"11778","e_yongliang","b_fulu_china"
"11781","e_andong","b_Liao_Qizhou"
"11781","e_yongliang","b_linzhen_china"
"11782","e_andong","b_Liao_Yinzhou"
"11782","e_yongliang","b_wurenguan_china"
"11859","e_andong","b_FIC_EMan_Songhuajiang"
"11859","e_yongliang","b_jincheng_yanzhou_china"
"11863","e_andong","b_FIC_EMan_Huanghuai"
"11863","e_yongliang","b_yanzhou_fushi_china"
"11867","e_amur","b_fic_eman_alimenan"
"11867","e_yongliang","b_yanan_china"
"11872","e_andong","b_FIC_EMan_Dongxian"
"11872","e_yongliang","b_fangqu_china"
"11891","e_amur","b_fic_eman_bixinshang"
"11891","e_yongliang","b_jinming_china"
"11897","e_andong","b_FIC_EMan_Zhonganyuan"
"11897","e_yongliang","b_yanchuan_china"
"11953","e_goryeo","b_Goryeo_Bukgye_Muju"
"11953","e_xi_xia","b_yanzhouwuyuan_china"
"11962","e_goryeo","b_Goryeo_Bukgye_Taeju"
"11962","e_xi_xia","b_ningshuo_china"
"11964","e_goryeo","b_Goryeo_Bukgye_Wiju"
"11964","e_xi_xia","b_shangxian_china"
"11969","e_goryeo","b_Goryeo_Bukgye_Jaju"
"11969","e_xi_xia","b_dabin_china"
"11977","e_goryeo","b_Goryeo_Seohae_Suan"
"11977","e_xi_xia","b_yanfu_china"
"11978","e_goryeo","b_Goryeo_Seohae_Sineun"
"11978","e_xi_xia","b_changze_china"
"11997","e_goryeo","b_Goryeo_Yanggwan_Cheonyeong"
"11997","e_xi_xia","b_lanchi_china"
"11999","e_goryeo","b_Goryeo_Yanggwan_Yeongwol"
"11999","e_xi_xia","b_funing_china"
"12005","e_goryeo","b_Goryeo_Yanggwan_Cheongju"
"12005","e_xi_xia","b_yinzhou_china"
"12011","e_goryeo","b_Goryeo_Yanggwan_Buseong"
"12011","e_xi_xia","b_tongwan_china"
"12015","e_goryeo","b_Goryeo_Yanggwan_Dangseong"
"12015","e_xi_xia","b_baiyanchi_china"
"12028","e_goryeo","b_Goryeo_Jeolla_Jinan"
"12028","e_xi_xia","b_zhenxiang_china"
"12039","e_goryeo","b_Goryeo_Tamna_WestTamna"
"12039","e_xi_xia","b_kaiguang_china"
"12049","e_goryeo","b_Goryeo_Gyeongsang_Sunan"
"12049","e_xi_xia","b_woyepo_china"
"12069","h_china","b_langxi"
"12069","e_xi_xia","b_yincheng_china"
"12071","h_china","b_eshan"
"12071","e_xi_xia","b_linzhou_china"
"12107","h_china","b_yicheng"
"12107","e_xi_xia","b_luotuogang_china"
"12108","h_china","b_fangcheng"
"12108","e_xi_xia","b_liangu_china"
"12137","h_china","b_yifang"
"12137","e_xi_xia","b_fugu_china"
"12150","h_china","b_tanglin"
"12150","e_xi_xia","b_kuyeganpo_china"
"12153","h_china","b_wangdu"
"12153","e_xi_xia","b_ulanmulun_china"
"12170","h_china","b_laishui"
"12170","e_xi_xia","b_ordos_china"
"12187","h_china","b_pinggao"
"12187","e_yongliang","b_pinggao"
"12221","h_china","b_liquan"
"12221","e_xi_xia","b_heqingjun_china"
"12406","e_great_liao","b_cirlxj_yangcheng"
"12406","e_andong","b_cirlxj_yangcheng"
"12407","e_great_liao","b_cirlxj_yunyudi"
"12407","e_andong","b_cirlxj_yunyudi"
"12408","e_great_liao","b_cirlxj_lilingtaiyi"
"12408","e_andong","b_cirlxj_lilingtaiyi"
"12409","e_great_liao","b_cirlxj_dongting"
"12409","e_andong","b_cirlxj_dongting"
"12410","e_great_liao","b_cirlxj_nanpo"
"12410","e_andong","b_cirlxj_nanpo"
"12411","e_great_liao","b_cirlxj_huanzhou"
"12411","e_andong","b_cirlxj_huanzhou"
"12415","e_great_liao","b_cirlzj_chaolijiang"
"12415","e_andong","b_cirlzj_chaolijiang"
"12416","e_great_liao","b_cirlzj_xuefang"
"12416","e_andong","b_cirlzj_xuefang"
"12417","e_great_liao","b_cirlzj_liuheting"
"12417","e_andong","b_cirlzj_liuheting"
"12418","e_great_liao","b_cirlzj_xinghua"
"12418","e_andong","b_cirlzj_xinghua"
"12420","e_great_liao","b_cirlzj_qinglonghe"
"12420","e_andong","b_cirlzj_qinglonghe"
"12425","e_great_liao","b_cirlzj_luexiating"
"12425","e_andong","b_cirlzj_luexiating"
"12426","e_great_liao","b_cirlzj_chengde"
"12426","e_andong","b_cirlzj_chengde"
"12427","e_great_liao","b_cirlzj_jianting"
"12427","e_andong","b_cirlzj_jianting"
"12428","e_great_liao","b_cirlzj_caodangzhen"
"12428","e_andong","b_cirlzj_caodangzhen"
"12429","e_great_liao","b_cirlzj_beian"
"12429","e_andong","b_cirlzj_beian"
"12430","e_great_liao","b_cirlzj_yudaokou"
"12430","e_andong","b_cirlzj_yudaokou"
"12810","e_amur","b_tarayka"
"12810","e_yongliang","b_shanggui_china"
"12811","e_amur","b_eusutur"
"12811","e_yongliang","b_qinlingxian_china"
"12813","e_amur","b_idoi"
"12813","e_yongliang","b_chencangxiadao_china"
"12814","e_amur","b_pogibi"
"12814","e_yongliang","b_qianyang_china"
"12816","e_amur","b_kusunnay"
"12816","e_yongliang","b_huashan_china"
"12818","e_amur","b_pontukes"
"12818","e_yongliang","b_zhangxian_weizhou_china"
"12819","e_amur","b_kinasir"
"12819","e_yongliang","b_fengxiang_china"
"12825","e_srivijaya","b_sipura"
"12825","e_yongliang","b_liquan_china"
"12836","e_nusantara","b_maybrat"
"12836","e_yongliang","b_xiagui_china"
"12841","e_nusantara","b_wokam"
"12841","e_yongliang","b_fuqiang_china"
"12842","e_nusantara","b_asmat"
"12842","e_yongliang","b_linyou_china"
"12851","e_suvarnabhumi","b_thap_chumphon"
"12851","e_yongliang","b_tongzhoupingyi_china"
"12856","e_suvarnabhumi","b_phrao"
"12856","e_yongliang","b_longzhouqianyuan_china"
"12863","h_china","b_ningbei"
"12863","e_yongliang","b_yongshou_china"
"12932","h_china","b_wenchang"
"12932","e_yongliang","b_pengyuan_china"
"12938","h_china","b_yande"
"12938","e_yongliang","b_fucheng_qin_china"
"12950","h_china","b_danyang"
"12950","e_yongliang","b_yinpan_china"
"12957","e_yongliang","b_longshanguan_china"
"12957","e_xi_xia","b_baojing"
"12958","h_china","b_yangan"
"12958","e_yongliang","b_fangzhouzhongbu_china"
"12964","h_china","b_muyang"
"12964","e_yongliang","b_linjing_china"
"12966","h_china","b_beihai"
"12966","e_yongliang","b_baiquan_china"
"12968","h_china","b_jinyun"
"12968","e_yongliang","b_fuzhouluojiao_china"
"12971","h_china","b_haining"
"12971","e_yongliang","b_danzhouyichuan_china"
"12972","h_china","b_xinle"
"12972","e_yongliang","b_lanzhou_china"
"9415","h_china","b_gemen"
"9415","e_yongliang","b_gonglung"
"9416","h_china","b_miaochuan"
"9416","e_yongliang","b_ledu"
"9417","h_china","b_longzhi"
"9417","e_yongliang","b_chuankou"
"9418","h_china","b_huangshui"
"9418","e_yongliang","b_shanzhou"
"9419","h_china","b_guangwei"
"9419","e_yongliang","b_kuozhou"
"9420","h_china","b_michuan"
"9420","e_yongliang","b_yadzi"
"9473","h_china","b_yangguan"
"9473","e_xi_xia","b_yangguan"
"9474","h_china","b_shouchang"
"9474","e_xi_xia","b_yumenguan"
"9475","h_china","b_longle"
"9475","e_xi_xia","b_akeqi"
"9476","h_china","b_dunhuang_2"
"9476","e_xi_xia","b_shazhou"
"9477","h_china","b_mogao"
"9477","e_xi_xia","b_mogao"
"9478","h_china","b_yonggui"
"9478","e_xi_xia","b_yulin"
"9479","h_china","b_ziting"
"9479","e_xi_xia","b_subei"
"9480","h_china","b_ganquan"
"9480","e_xi_xia","b_yanchiwan"
"9481","h_china","b_jinchang"
"9481","e_xi_xia","b_guazhou"
"9482","h_china","b_changle"
"9482","e_xi_xia","b_anxi"
"9483","h_china","b_hehe"
"9483","e_xi_xia","b_hongliuyuan"
"9484","h_china","b_xinghu"
"9484","e_xi_xia","b_xihu"
"9485","h_china","b_mingshui"
"9485","e_xi_xia","b_changma"
"9486","h_china","b_xincheng"
"9486","e_xi_xia","b_hedong"
"9487","h_china","b_yumen"
"9487","e_xi_xia","b_yumen"
"9488","h_china","b_baizhang"
"9488","e_xi_xia","b_qidun"
"9490","h_china","b_yalong"
"9490","e_xi_xia","b_yalong"
"9491","h_china","b_jinshan"
"9491","e_xi_xia","b_chijin"
"9492","h_china","b_dudeng"
"9492","e_xi_xia","b_huahai"
"9493","h_china","b_dongting"
"9493","e_xi_xia","b_jiayuguan"
"9494","h_china","b_jiuquan"
"9494","e_xi_xia","b_suzhou"
"9495","h_china","b_baiting"
"9495","e_xi_xia","b_xiba"
"9496","h_china","b_zhenwu"
"9496","e_xi_xia","b_jinta"
"9497","h_china","b_yeniugou"
"9497","e_xi_xia","b_yeniugou"
"9498","h_china","b_fulu"
"9498","e_xi_xia","b_qingshui"
"9499","h_china","b_qilian"
"9499","e_xi_xia","b_sunan"
"9500","h_china","b_liaoquan"
"9500","e_xi_xia","b_ganjun"
"9501","h_china","b_ganjun"
"9501","e_xi_xia","b_linze"
"9502","h_china","b_jiankang"
"9502","e_xi_xia","b_gaotai"
"9503","h_china","b_heli"
"9503","e_xi_xia","b_pingchuan"
"9511","h_china","b_qilin"
"9511","e_xi_xia","b_babao"
"9512","h_china","b_semnyi"
"9512","e_xi_xia","b_semnyi"
"9513","h_china","b_zhangye"
"9513","e_xi_xia","b_ganzhou"
"9514","h_china","b_shandan"
"9514","e_xi_xia","b_shandan"
"9515","h_china","b_yanzhi"
"9515","e_xi_xia","b_minle"
"9516","h_china","b_fanhe"
"9516","e_xi_xia","b_fanhe"
"9517","h_china","b_xiutu"
"9517","e_xi_xia","b_jinchang"
"9521","h_china","b_guzang"
"9521","e_xi_xia","b_liangzhou"
"9522","h_china","b_shenwu"
"9522","e_xi_xia","b_huangcheng"
"9523","h_china","b_changsong"
"9523","e_xi_xia","b_gulang"
"9524","h_china","b_herong"
"9524","e_xi_xia","b_tianzhu"
"9525","h_china","b_baishan"
"9525","e_xi_xia","b_dajing"
"9526","h_china","b_yunjie"
"9526","e_xi_xia","b_wushengyi"
"9528","h_china","b_guangwu"
"9528","e_xi_xia","b_yongdeng"
"9529","h_china","b_xinquan"
"9529","e_xi_xia","b_jingtai"
"9530","h_china","b_aowei"
"9530","e_xi_xia","b_gaolan"
"9531","h_china","b_zhanyin"
"9531","e_xi_xia","b_baiyin"
"9532","h_china","b_taikang"
"9532","e_xi_xia","b_nanhu"
"9536","h_china","b_luling"
"9536","e_xi_xia","b_dingyuanying"
"9545","h_china","b_dayu"
"9545","e_xi_xia","b_shunzhou"
