"root","barony","old_vanilla_id","final_new_id","final_name","status"
"e_tibet","b_dorsoidong","9263","","","missing_tracking_removed"
"e_tibet","b_garkung","9219","","","missing_tracking_removed"
"e_tibet","b_margai","9220","","","missing_tracking_removed"
"e_tibet","b_yurba","9221","","","missing_tracking_removed"
"e_tibet","b_sewa","9363","","","missing_tracking_removed"
"e_tibet","b_dokecoring","9365","","","missing_tracking_removed"
"e_tibet","b_yuyico","9367","","","missing_tracking_removed"
"e_tibet","b_dokecoring_qangco","9366","","","missing_tracking_removed"
"e_tibet","b_xigaze","9194","","","missing_tracking_removed"
"e_tibet","b_nyamo","9198","","","missing_tracking_removed"
"e_tibet","b_banam","9193","","","missing_tracking_removed"
"e_tibet","b_namling","9209","","","missing_tracking_removed"
"e_tibet","b_tobgyai","9210","","","missing_tracking_removed"
"e_tibet","b_gyangze","9197","","","missing_tracking_removed"
"e_tibet","b_rinbung","9196","","","missing_tracking_removed"
"e_tibet","b_kangmar","9195","","","missing_tracking_removed"
"e_tibet","b_kamru_2","9192","","","missing_tracking_removed"
"e_tibet","b_sagya","9190","","","missing_tracking_removed"
"e_tibet","b_se","9191","","","missing_tracking_removed"
"e_tibet","b_lhaze","9189","","","missing_tracking_removed"
"e_tibet","b_kamba","9188","","","missing_tracking_removed"
"e_tibet","b_dinggye","9187","","","missing_tracking_removed"
"e_tibet","b_tsongdu","9183","","","missing_tracking_removed"
"e_tibet","b_mainpu","9184","","","missing_tracking_removed"
"e_tibet","b_tingri","9185","","","missing_tracking_removed"
"e_tibet","b_shelkar","9186","","","missing_tracking_removed"
"e_tibet","b_kungtang","9180","","","missing_tracking_removed"
"e_tibet","b_gyirong","9181","","","missing_tracking_removed"
"e_tibet","b_chagne","9182","","","missing_tracking_removed"
"e_tibet","b_kyakyaru","9083","","","missing_tracking_removed"
"e_tibet","b_changgo","9081","","","missing_tracking_removed"
"e_tibet","b_lhagcang","9082","","","missing_tracking_removed"
"e_tibet","b_kagar","9199","","","missing_tracking_removed"
"e_tibet","b_sangsang","9200","","","missing_tracking_removed"
"e_tibet","b_quog","9206","","","missing_tracking_removed"
"e_tibet","b_goingyibug","9205","","","missing_tracking_removed"
"e_tibet","b_caze","9201","","","missing_tracking_removed"
"e_tibet","b_rusar","9203","","","missing_tracking_removed"
"e_tibet","b_kunglung","9204","","","missing_tracking_removed"
"e_tibet","b_tongmoin","9207","","","missing_tracking_removed"
"e_tibet","b_qingtu","9211","","","missing_tracking_removed"
"e_tibet","b_leba","9208","","","missing_tracking_removed"
"e_tibet","b_nyima","9215","","","missing_tracking_removed"
"e_tibet","b_ladoi","9217","","","missing_tracking_removed"
"e_tibet","b_sinya","9214","","","missing_tracking_removed"
"e_tibet","b_gyagog","9222","","","missing_tracking_removed"
"e_tibet","b_aso","9216","","","missing_tracking_removed"
"e_tibet","b_ngoqu","9218","","","missing_tracking_removed"
"e_tibet","b_xainza","9212","","","missing_tracking_removed"
"e_tibet","b_shyungme","9213","","","missing_tracking_removed"
"e_tibet","b_qamdo","9302","","","missing_tracking_removed"
"e_tibet","b_karub","9301","9301","Mountains","kept_same_id"
"e_tibet","b_riwoqe","9300","","","missing_tracking_removed"
"e_tibet","b_yiqen","9284","","","missing_tracking_removed"
"e_tibet","b_dengqen","9299","","","missing_tracking_removed"
"e_tibet","b_qizhu","9290","","","missing_tracking_removed"
"e_tibet","b_damdoi","9291","","","missing_tracking_removed"
"e_tibet","b_baqen","9297","","","missing_tracking_removed"
"e_tibet","b_lhaxi","9298","","","missing_tracking_removed"
"e_tibet","b_arxog","9296","","","missing_tracking_removed"
"e_tibet","b_sog","9294","","","missing_tracking_removed"
"e_tibet","b_riwar","9295","","","missing_tracking_removed"
"e_tibet","b_biru","9293","","","missing_tracking_removed"
"e_tibet","b_xamqu","9292","","","missing_tracking_removed"
"e_tibet","b_banbar","9287","","","missing_tracking_removed"
"e_tibet","b_jaggang","9288","","","missing_tracking_removed"
"e_tibet","b_lhorong","9289","","","missing_tracking_removed"
"e_tibet","b_bome","9279","","","missing_tracking_removed"
"e_tibet","b_zhamog","9277","","","missing_tracking_removed"
"e_tibet","b_kangyu","9285","","","missing_tracking_removed"
"e_tibet","b_qundo","9286","","","missing_tracking_removed"
"e_tibet","b_baxoi","9281","9281","Baxoi","kept_same_id"
"e_tibet","b_rawu","9278","","","missing_tracking_removed"
"e_tibet","b_zogang","9282","9282","Zogang","kept_same_id"
"e_tibet","b_kagong","9283","9283","Kagong","kept_same_id"
"e_tibet","b_nyingchi","9275","","","missing_tracking_removed"
"e_tibet","b_burqug","9271","","","missing_tracking_removed"
"e_tibet","b_lunang","9276","","","missing_tracking_removed"
"e_tibet","b_yiong","9280","","","missing_tracking_removed"
"e_tibet","b_gongbo","9273","","","missing_tracking_removed"
"e_tibet","b_nyang","9272","","","missing_tracking_removed"
"e_tibet","b_pagsum","9274","","","missing_tracking_removed"
"e_tibet","b_nangqen","9304","","","missing_tracking_removed"
"e_tibet","b_nyangla","9305","","","missing_tracking_removed"
"e_tibet","b_gyegumdo","9306","","","missing_tracking_removed"
"e_tibet","b_longbaoco","9307","","","missing_tracking_removed"
"e_tibet","b_lhatok","9303","","","missing_tracking_removed"
"e_tibet","b_jomda","9308","","","missing_tracking_removed"
"e_tibet","b_derdoin","9309","","","missing_tracking_removed"
"e_tibet","b_yendum","9312","","","missing_tracking_removed"
"e_tibet","b_rongzhub","9313","","","missing_tracking_removed"
"e_tibet","b_bolo","9310","","","missing_tracking_removed"
"e_tibet","b_bumgye","9311","","","missing_tracking_removed"
"e_tibet","b_lingtsang","9349","","","missing_tracking_removed"
"e_tibet","b_serxu","9348","","","missing_tracking_removed"
"e_tibet","b_ariksar","9350","","","missing_tracking_removed"
"e_tibet","b_tromsa_genma","9351","","","missing_tracking_removed"
"e_tibet","b_dege","9343","","","missing_tracking_removed"
"e_tibet","b_palpung","9344","","","missing_tracking_removed"
"e_tibet","b_dzogchen","9345","","","missing_tracking_removed"
"e_tibet","b_pelyul","9352","","","missing_tracking_removed"
"e_tibet","b_katok","9326","","","missing_tracking_removed"
"e_tibet","b_manigango","9346","","","missing_tracking_removed"
"e_tibet","b_garze","9340","","","missing_tracking_removed"
"e_tibet","b_axu","9347","","","missing_tracking_removed"
"e_tibet","b_batang","9323","","","missing_tracking_removed"
"e_tibet","b_dewu","9353","9353","Dewu","kept_same_id"
"e_tibet","b_qagcheng","9321","9321","Qagcheng","kept_same_id"
"e_tibet","b_markam","9314","","","missing_tracking_removed"
"e_tibet","b_jangpa","9315","9315","Jangpa","kept_same_id"
"e_tibet","b_deqen","9316","9316","Deqen","kept_same_id"
"e_tibet","b_balung","9317","9317","Balung","kept_same_id"
"e_tibet","b_gyaitang","9318","9318","Gyaitang","kept_same_id"
"e_tibet","b_takchongrong","9322","9322","Takchongrong","kept_same_id"
"e_tibet","b_derong","9319","9319","Derong","kept_same_id"
"e_tibet","b_litang","9325","","","missing_tracking_removed"
"e_tibet","b_nyagqu","9327","","","missing_tracking_removed"
"e_tibet","b_lenggu","9324","9324","Lenggu","kept_same_id"
"e_tibet","b_dabba_tibet","9320","9320","Dabba_Tibet","kept_same_id"
"e_tibet","b_muli","11454","11454","Muli","kept_same_id"
"e_tibet","b_nyagrong","9336","","","missing_tracking_removed"
"e_tibet","b_jalhaxi","9339","","","missing_tracking_removed"
"e_tibet","b_rusar_huangzhong","9421","","","missing_tracking_removed"
"e_tibet","b_xining","9422","","","missing_tracking_removed"
"e_tibet","b_tongkor","9414","","","missing_tracking_removed"
"e_tibet","b_datong","9413","","","missing_tracking_removed"
"e_tibet","b_serkok","9412","","","missing_tracking_removed"
"e_tibet","b_fuqi","9406","","","missing_tracking_removed"
"e_tibet","b_temqen","9407","","","missing_tracking_removed"
"e_tibet","b_yagkeng","9409","","","missing_tracking_removed"
"e_tibet","b_gangca","9410","","","missing_tracking_removed"
"e_tibet","b_qabqa","9423","","","missing_tracking_removed"
"e_tibet","b_changzhi","9426","","","missing_tracking_removed"
"e_tibet","b_haeyan","9411","","","missing_tracking_removed"
"e_tibet","b_xigortang","9427","","","missing_tracking_removed"
"e_tibet","b_namtang","9428","","","missing_tracking_removed"
"e_tibet","b_derlenka","9399","","","missing_tracking_removed"
"e_tibet","b_conak","9468","","","missing_tracking_removed"
"e_tibet","b_ngor","9408","","","missing_tracking_removed"
"e_tibet","b_ulam","9404","","","missing_tracking_removed"
"e_tibet","b_cakha","9405","","","missing_tracking_removed"
"e_tibet","b_tuulain","9403","","","missing_tracking_removed"
"e_tibet","b_balung_dulan","9402","","","missing_tracking_removed"
"e_tibet","b_nagormo","9396","","","missing_tracking_removed"
"e_tibet","b_dagelhe","9400","","","missing_tracking_removed"
"e_tibet","b_zhiteu","9398","","","missing_tracking_removed"
"e_tibet","b_hohaseco","9369","","","missing_tracking_removed"
"e_tibet","b_ragbangadung","9388","","","missing_tracking_removed"
"e_tibet","b_lenghu","9395","","","missing_tracking_removed"
"e_tibet","b_urtmoron","9394","","","missing_tracking_removed"
"e_tibet","b_qaidam","9397","","","missing_tracking_removed"
"e_tibet","b_mangnai","9393","","","missing_tracking_removed"
"e_tibet","b_bokalik","9392","","","missing_tracking_removed"
"e_tibet","b_ayakkum","9389","","","missing_tracking_removed"
"e_tibet","b_aqqikkol","9390","","","missing_tracking_removed"
"e_tibet","b_kytkol","9391","","","missing_tracking_removed"
"e_tibet","b_amdo","9355","","","missing_tracking_removed"
"e_tibet","b_gangnyi","9356","","","missing_tracking_removed"
"e_tibet","b_sibnak_chenchungo","9357","","","missing_tracking_removed"
"e_tibet","b_nyainrong","9354","","","missing_tracking_removed"
"e_tibet","b_marrong","9358","","","missing_tracking_removed"
"e_tibet","b_yenshipin","9360","","","missing_tracking_removed"
"e_tibet","b_changco","9359","","","missing_tracking_removed"
"e_tibet","b_dangla","9370","","","missing_tracking_removed"
"e_tibet","b_marchu","9362","","","missing_tracking_removed"
"e_tibet","b_quemoco","9361","","","missing_tracking_removed"
"e_tibet","b_aqenganggyai","9368","","","missing_tracking_removed"
"e_tibet","b_ulenulaco","9364","","","missing_tracking_removed"
"e_tibet","b_drakbuk","9372","","","missing_tracking_removed"
"e_tibet","b_chumarho","9373","","","missing_tracking_removed"
"e_tibet","b_nengyi","9371","","","missing_tracking_removed"
"e_tibet","b_qapugtang","9378","","","missing_tracking_removed"
"e_tibet","b_ato","9377","","","missing_tracking_removed"
"e_tibet","b_mukzhung","9379","","","missing_tracking_removed"
"e_tibet","b_trandam","9375","","","missing_tracking_removed"
"e_tibet","b_damzhung","9376","","","missing_tracking_removed"
"e_tibet","b_toma","9374","","","missing_tracking_removed"
"e_tibet","b_gyaijepozhangge","9382","","","missing_tracking_removed"
"e_tibet","b_drakgur","9381","","","missing_tracking_removed"
"e_tibet","b_zokya","9380","","","missing_tracking_removed"
"e_tibet","b_qumarleb","9385","","","missing_tracking_removed"
"e_tibet","b_chikdril","9387","","","missing_tracking_removed"
"e_tibet","b_triwang","9383","","","missing_tracking_removed"
"e_tibet","b_damda","9384","","","missing_tracking_removed"
"e_tibet","b_ngoring","9401","","","missing_tracking_removed"
"e_tibet","b_mato","9386","","","missing_tracking_removed"
"e_tibet","b_gonghe","9472","","","missing_tracking_removed"
"e_tibet","b_tuanjie","9471","","","missing_tracking_removed"
"e_tibet","b_dahaleteng","9469","","","missing_tracking_removed"
"e_tibet","b_takoerpasitao","9470","","","missing_tracking_removed"
"e_tibet","b_barkam","9463","9463","Barkam","kept_same_id"
"e_tibet","b_rongbur","9462","9462","Rongbur","kept_same_id"
"e_tibet","b_zamtang","9461","","","missing_tracking_removed"
"e_tibet","b_soxiq","9452","","","missing_tracking_removed"
"e_tibet","b_ngawa","9451","9451","Ngawa","kept_same_id"
"e_tibet","b_khyungchu","9455","9455","Khyungchu","kept_same_id"
"e_tibet","b_sungqu","9456","9456","Sungqu","kept_same_id"
"e_tibet","b_choqu","9457","9457","Choqu","kept_same_id"
"e_tibet","b_zoige","9453","9453","Zoige","kept_same_id"
"e_tibet","b_yunglro","9454","9454","Yunglro","kept_same_id"
"e_tibet","b_quqen","9464","9464","Quqen","kept_same_id"
"e_tibet","b_kharsa","9467","9467","Kharsa","kept_same_id"
"e_tibet","b_zainlha","9466","9466","Zainlha","kept_same_id"
"e_tibet","b_trashingling","9465","9465","Trashingling","kept_same_id"
"e_tibet","b_darzedo","9330","9330","Darzedo","kept_same_id"
"e_tibet","b_shade","9332","9332","Shade","kept_same_id"
"e_tibet","b_lhagang","9331","9331","Lhagang","kept_same_id"
"e_tibet","b_gyezil","9328","9328","Gyezil","kept_same_id"
"e_tibet","b_dawu","9334","9334","Dawu","kept_same_id"
"e_tibet","b_nyatsho","9335","","","missing_tracking_removed"
"e_tibet","b_rongzhag","9333","9333","Rongzhag","kept_same_id"
"e_tibet","b_draggo","9337","","","missing_tracking_removed"
"e_tibet","b_sertar","9342","","","missing_tracking_removed"
"e_tibet","b_larung","9341","","","missing_tracking_removed"
"e_tibet","b_niba","9338","","","missing_tracking_removed"
"e_tibet","b_maqen","9446","","","missing_tracking_removed"
"e_tibet","b_gade","9447","","","missing_tracking_removed"
"e_tibet","b_madoi","9429","","","missing_tracking_removed"
"e_tibet","b_dzogenrabar","9430","","","missing_tracking_removed"
"e_tibet","b_machu","9431","","","missing_tracking_removed"
"e_tibet","b_seretang","9449","","","missing_tracking_removed"
"e_tibet","b_gyumai","9448","","","missing_tracking_removed"
"e_tibet","b_jigzhi","9450","","","missing_tracking_removed"
"e_tibet","b_rebgong","9434","","","missing_tracking_removed"
"e_tibet","b_jainca","9424","","","missing_tracking_removed"
"e_tibet","b_triga","9425","","","missing_tracking_removed"
"e_tibet","b_mangra","9432","","","missing_tracking_removed"
"e_tibet","b_gabasumdo","9433","","","missing_tracking_removed"
"e_tibet","b_zekog","9435","","","missing_tracking_removed"
"e_tibet","b_yegainnyin","9436","","","missing_tracking_removed"
"e_tibet","b_jone","9443","9443","Jone","kept_same_id"
"e_tibet","b_linten","9442","9442","Linten","kept_same_id"
"e_tibet","b_hzo","9441","","","missing_tracking_removed"
"e_tibet","b_sangqu","9440","","","missing_tracking_removed"
"e_tibet","b_luqu","9439","","","missing_tracking_removed"
"e_tibet","b_tewo","9444","9444","Tewo","kept_same_id"
"e_tibet","b_zhugqu","9445","9445","Zhugqu","kept_same_id"
"e_tibet","b_maqu","9437","","","missing_tracking_removed"
"e_tibet","b_murje","9438","","","missing_tracking_removed"
"e_tibet","b_tsaparang","9052","","","missing_tracking_removed"
"e_tibet","b_tholing","9053","","","missing_tracking_removed"
"e_tibet","b_trashigang","9051","","","missing_tracking_removed"
"e_tibet","b_busin","9054","","","missing_tracking_removed"
"e_tibet","b_kyunglung","9055","","","missing_tracking_removed"
"e_tibet","b_monicer","9086","","","missing_tracking_removed"
"e_tibet","b_gar","9056","","","missing_tracking_removed"
"e_tibet","b_zoco","9057","","","missing_tracking_removed"
"e_tibet","b_gegyai","9058","","","missing_tracking_removed"
"e_tibet","b_xungba","9059","","","missing_tracking_removed"
"e_tibet","b_chaka","9060","","","missing_tracking_removed"
"e_tibet","b_gerze","9061","","","missing_tracking_removed"
"e_tibet","b_dongco","9062","","","missing_tracking_removed"
"e_tibet","b_chagboco","9064","","","missing_tracking_removed"
"e_tibet","b_gomoco","9063","","","missing_tracking_removed"
"e_tibet","b_burogco","9065","","","missing_tracking_removed"
"e_tibet","b_kamru","9050","","","missing_tracking_removed"
"e_tibet","b_kalpa","9049","","","missing_tracking_removed"
"e_tibet","b_poo","9048","","","missing_tracking_removed"
"e_tibet","b_nako","9044","","","missing_tracking_removed"
"e_tibet","b_dhankar","9046","","","missing_tracking_removed"
"e_tibet","b_tabo","9045","","","missing_tracking_removed"
"e_tibet","b_kardang","9047","","","missing_tracking_removed"
"e_tibet","b_teglakar","9068","","","missing_tracking_removed"
"e_tibet","b_simbiling","9067","","","missing_tracking_removed"
"e_tibet","b_hor","9069","","","missing_tracking_removed"
"e_tibet","b_cuonaco","9070","","","missing_tracking_removed"
"e_tibet","b_argogco","9071","","","missing_tracking_removed"
"e_tibet","b_lunggar","9074","","","missing_tracking_removed"
"e_tibet","b_ringtor","9072","","","missing_tracking_removed"
"e_tibet","b_barma","9073","","","missing_tracking_removed"
"e_tibet","b_labrang","9075","","","missing_tracking_removed"
"e_tibet","b_baryang","9076","","","missing_tracking_removed"
"e_tibet","b_penchi","9077","","","missing_tracking_removed"
"e_tibet","b_yagra","9078","","","missing_tracking_removed"
"e_tibet","b_manthang","9079","","","missing_tracking_removed"
"e_tibet","b_muktinath","9080","","","missing_tracking_removed"
"e_tibet","b_dolpo","9085","","","missing_tracking_removed"
"e_tibet","b_coqen","9066","","","missing_tracking_removed"
"e_tibet","b_qulho","9202","","","missing_tracking_removed"
"e_tibet","b_gyesarco","9084","","","missing_tracking_removed"
"e_tibet","b_leh","9002","","","missing_tracking_removed"
"e_tibet","b_shey","9003","","","missing_tracking_removed"
"e_tibet","b_khalatse","9004","","","missing_tracking_removed"
"e_tibet","b_tangtse","9005","","","missing_tracking_removed"
"e_tibet","b_demchok","9006","","","missing_tracking_removed"
"e_tibet","b_hanle","9007","","","missing_tracking_removed"
"e_tibet","b_chusul","9008","","","missing_tracking_removed"
"e_tibet","b_diskit","9009","","","missing_tracking_removed"
"e_tibet","b_panamik","9010","","","missing_tracking_removed"
"e_tibet","b_turtuk","9011","","","missing_tracking_removed"
"e_tibet","b_dipsang","9012","","","missing_tracking_removed"
"e_tibet","b_padum","9013","","","missing_tracking_removed"
"e_tibet","b_zangla","9014","","","missing_tracking_removed"
"e_tibet","b_lingshet","9015","","","missing_tracking_removed"
"e_tibet","b_darcha","9016","","","missing_tracking_removed"
"e_tibet","b_karzok","9017","","","missing_tracking_removed"
"e_tibet","b_purig","9018","","","missing_tracking_removed"
"e_tibet","b_dras","9019","","","missing_tracking_removed"
"e_tibet","b_skardu","9020","","","missing_tracking_removed"
"e_tibet","b_roundu","9021","","","missing_tracking_removed"
"e_tibet","b_tolti","9022","","","missing_tracking_removed"
"e_tibet","b_gultari","9023","","","missing_tracking_removed"
"e_tibet","b_shigar","9026","","","missing_tracking_removed"
"e_tibet","b_askole","9027","","","missing_tracking_removed"
"e_tibet","b_khaplu","9028","","","missing_tracking_removed"
"e_tibet","b_haldi","9029","","","missing_tracking_removed"
"e_tibet","b_khurnak","9030","","","missing_tracking_removed"
"e_tibet","b_nischu","9031","","","missing_tracking_removed"
"e_tibet","b_sumna","9032","","","missing_tracking_removed"
"e_tibet","b_thaldat","9033","","","missing_tracking_removed"
"e_tibet","b_sumnal","9034","","","missing_tracking_removed"
"e_tibet","b_sumdo","9035","","","missing_tracking_removed"
"e_tibet","b_chungtash","9036","","","missing_tracking_removed"
"e_tibet","b_rutog","9037","","","missing_tracking_removed"
"e_tibet","b_risum","9038","","","missing_tracking_removed"
"e_tibet","b_rebang","9039","","","missing_tracking_removed"
"e_tibet","b_changmar","9040","","","missing_tracking_removed"
"e_tibet","b_memar","9041","","","missing_tracking_removed"
"e_tibet","b_bangdag","9042","","","missing_tracking_removed"
"e_tibet","b_bairab","9043","","","missing_tracking_removed"
"e_tibet","b_bumthang","9145","","","missing_tracking_removed"
"e_tibet","b_lhuentse","9146","","","missing_tracking_removed"
"e_tibet","b_kurtoed","9179","","","missing_tracking_removed"
"e_tibet","b_kurmaed","9149","","","missing_tracking_removed"
"e_tibet","b_pemagatsel","9148","","","missing_tracking_removed"
"e_tibet","b_mongar","9147","","","missing_tracking_removed"
"e_tibet","b_trongsa","9143","","","missing_tracking_removed"
"e_tibet","b_zhemgang","9144","","","missing_tracking_removed"
"e_tibet","b_paro","9137","","","missing_tracking_removed"
"e_tibet","b_thimpu","9138","","","missing_tracking_removed"
"e_tibet","b_daga","9139","","","missing_tracking_removed"
"e_tibet","b_sarpang","9142","","","missing_tracking_removed"
"e_tibet","b_punakha","9140","","","missing_tracking_removed"
"e_tibet","b_gasa","9141","","","missing_tracking_removed"
"e_tibet","b_daramdin","9129","","","missing_tracking_removed"
"e_tibet","b_darjeeling","9128","","","missing_tracking_removed"
"e_tibet","b_chungthang","9133","","","missing_tracking_removed"
"e_tibet","b_kalimpong","9134","","","missing_tracking_removed"
"e_tibet","b_dromo","9135","","","missing_tracking_removed"
"e_tibet","b_tawang","9154","","","missing_tracking_removed"
"e_tibet","b_morshing","9155","","","missing_tracking_removed"
"e_tibet","b_sepla","9156","","","missing_tracking_removed"
"e_tibet","b_cona_tibet","9150","","","missing_tracking_removed"
"e_tibet","b_nariyong","9151","","","missing_tracking_removed"
"e_tibet","b_lhunze","9152","","","missing_tracking_removed"
"e_tibet","b_yumai","9153","","","missing_tracking_removed"
"e_tibet","b_itanagar","9157","","","missing_tracking_removed"
"e_tibet","b_ziro","9158","","","missing_tracking_removed"
"e_tibet","b_daporijo","9159","","","missing_tracking_removed"
"e_tibet","b_along","9160","","","missing_tracking_removed"
"e_tibet","b_mechuka","9161","","","missing_tracking_removed"
"e_tibet","b_tuting","9162","","","missing_tracking_removed"
"e_tibet","b_mainling","9170","","","missing_tracking_removed"
"e_tibet","b_wolong","9169","","","missing_tracking_removed"
"e_tibet","b_medog","9172","","","missing_tracking_removed"
"e_tibet","b_bokthang","9171","","","missing_tracking_removed"
"e_tibet","b_yingkiong","9163","","","missing_tracking_removed"
"e_tibet","b_rima","9175","9175","Rima","kept_same_id"
"e_tibet","b_dzayul","9173","","","missing_tracking_removed"
"e_tibet","b_zayu","9174","9174","Zayu","kept_same_id"
"e_tibet","b_golag","9176","9176","Golag","kept_same_id"
"e_tibet","b_cawarong","9177","9177","Cawarong","kept_same_id"
"e_tibet","b_goyu","9178","9178","Goyu","kept_same_id"
"e_tibet","b_roing","9165","","","missing_tracking_removed"
"e_tibet","b_anini","9164","","","missing_tracking_removed"
"e_tibet","b_tezu","9166","","","missing_tracking_removed"
"e_tibet","b_kibithu","9167","","","missing_tracking_removed"
"e_tibet","b_hawai","9168","9168","Hawai","kept_same_id"
"h_china","b_luoyang","9780","8801","b_luoyang","rewritten"
"h_china","b_yanshi","9782","8971","b_he_nan_goushi","rewritten"
"h_china","b_fuchang","9788","9072","b_he_nan_yongning","rewritten"
"h_china","b_yique","9787","9063","b_he_nan_yiyang","rewritten"
"h_china","b_dengfeng","9786","9059","b_he_nan_gaocheng","rewritten"
"h_china","b_liang","9790","9188","b_ruzhou_liang","rewritten"
"h_china","b_xiangcheng","9792","9205","b_ruzhou_xiangcheng","rewritten"
"h_china","b_ye_2","9791","9202","b_ruzhou_jiacheng","rewritten"
"h_china","b_kaifeng","9822","10472","b_kaifeng_kaifeng","rewritten"
"h_china","b_fengqiu","9823","10474","b_kaifeng_fengqiu","rewritten"
"h_china","b_yongqiu","9824","10475","b_kaifeng_yongqiu","rewritten"
"h_china","b_chenliu","9825","10476","b_kaifeng_chenliu","rewritten"
"h_china","b_songcheng","9811","9391","b_songzhou_songcheng","rewritten"
"h_china","b_yucheng","9810","9367","b_songzhou_yucheng","rewritten"
"h_china","b_xiayi","9808","9364","b_bozhou_yongcheng","rewritten"
"h_china","b_xiangyi","9812","9401","b_singzhou_xiangyi","rewritten"
"h_china","b_shanfu","9809","9365","b_songzhou_chuqiu","rewritten"
"h_china","b_yutai","13003","13003","b_yizhou_fei_west","kept_same_id"
"h_china","b_qiao","9801","9268","b_bozhou_qiao","rewritten"
"h_china","b_chengfu","9804","9274","b_bozhou_chengfu","rewritten"
"h_china","b_mengcheng","9805","9291","b_bozhou_mengcheng","rewritten"
"h_china","b_luyi","9807","9363","b_bozhou_luyi","rewritten"
"h_china","b_ruyin","9798","9264","b_yingzhou_ruyin","rewritten"
"h_china","b_shenqiu","9800","9267","b_yingzhou_shenqiu","rewritten"
"h_china","b_xiacai","10377","10377","b_caizhou_baoxin","kept_same_id"
"h_china","b_yingshang","9806","9359","b_bozhou_zhenyuan","rewritten"
"h_china","b_shan","10259","12326","b_xiazhou_xia","rewritten"
"h_china","b_lingbao","9789","9073","b_he_nan_mianchi","rewritten"
"h_china","b_hongnong","10257","12324","b_guozhou_hongnong","rewritten"
"h_china","b_lushi","10258","12325","b_guozhou_lushi","rewritten"
"h_china","b_baima","9819","10469","b_huazhou_baima","rewritten"
"h_china","b_lingchang","13031","13031","b_huazhou_baima_northeast","kept_same_id"
"h_china","b_suanzao","13032","13032","b_huazhou_baima_east","kept_same_id"
"h_china","b_guancheng","9821","10471","b_zhengzhou_guancheng","rewritten"
"h_china","b_yangwu","9820","10470","b_zhengzhou_yangwu","rewritten"
"h_china","b_xingyang","13033","13033","b_huazhou_baima_southeast","kept_same_id"
"h_china","b_changshe","10441","10441","b_xuzhou_changshe","kept_same_id"
"h_china","b_fugou","9795","9218","b_xuzhou_fugou","rewritten"
"h_china","b_yangzhai","9794","9214","b_xuzhou_yangzhai","rewritten"
"h_china","b_wuyang","9796","9244","b_xuzhou_wuyang","rewritten"
