"subset_name","rgb","pixel_count","bbox","min_x","min_y","max_x","max_y","definition_found","source_id","source_name"
"modlu_kalan","0,192,45","703","2256,2167 -> 2294,2201","2256","2167","2294","2201","True","490","Thessalonike"
"modlu_kalan","0,195,10","7","2273,341 -> 2275,343","2273","341","2275","343","True","420","MAANSELKA"
"modlu_kalan","0,195,160","701","1532,1026 -> 1563,1060","1532","1026","1563","1060","True","65","ODENSE"
"modlu_kalan","0,195,215","357","1492,1410 -> 1513,1435","1492","1410","1513","1435","True","775","German Mountains 2"
"modlu_kalan","0,198,180","942","3040,2102 -> 3074,2137","3040","2102","3074","2137","True","705","Cerasus"
"modlu_kalan","0,198,75","1319","1760,644 -> 1811,693","1760","644","1811","693","True","350","FALENE"
"modlu_kalan","0,201,145","11465","1841,731 -> 1998,882","1841","731","1998","882","True","635","sea_baltic"
"modlu_kalan","0,201,40","2756","1655,129 -> 1804,230","1655","129","1804","230","True","280","VESTVAGBORG"
"modlu_kalan","0,201,95","1246","5431,2675 -> 5490,2712","5431","2675","5490","2712","True","877","Sugauna"
"modlu_kalan","0,204,210","3865","2767,1422 -> 2846,1509","2767","1422","2846","1509","True","565","Kharka"
"modlu_kalan","0,204,5","3758","2035,532 -> 2117,606","2035","532","2117","606","True","210","VUOHIJARVI"
"modlu_kalan","0,204,60","8","1559,1675 -> 1561,1678","1559","1675","1561","1678","True","1026","Walchensee"
"modlu_kalan","0,207,175","301","2463,2170 -> 2500,2198","2463","2170","2500","2198","True","495","Kaliopolis"
"modlu_kalan","0,207,25","2507","5364,2818 -> 5426,2897","5364","2818","5426","2897","True","911","Ratu"
"modlu_kalan","0,207,70","997","2249,943 -> 2284,982","2249","943","2284","982","True","140","GULBENE"
"modlu_kalan","0,21,10","940","1432,1056 -> 1474,1098","1432","1056","1474","1098","True","220","STRAND"
"modlu_kalan","0,21,215","1352","2669,1004 -> 2738,1039","2669","1004","2738","1039","True","575","Moskva"
"modlu_kalan","0,21,65","9405","1907,2209 -> 2047,2327","1907","2209","2047","2327","True","1036","sea_gulf_taranto"
"modlu_kalan","0,210,140","3328","2088,318 -> 2168,382","2088","318","2168","382","True","425","GIEPMA"
"modlu_kalan","0,210,35","960","1657,1004 -> 1704,1032","1657","1004","1704","1032","True","70","LUND"
"modlu_kalan","0,210,90","589","1334,1546 -> 1360,1582","1334","1546","1360","1582","True","780","German Mountains 7"
"modlu_kalan","0,24,180","1077","2085,1878 -> 2119,1925","2085","1878","2119","1925","True","505","Belgrade"
"modlu_kalan","0,24,30","17974","497,1839 -> 729,1941","497","1839","729","1941","True","1014","sea_asturias"
"modlu_kalan","0,24,75","1020","2219,994 -> 2277,1041","2219","994","2277","1041","True","150","OKNIST"
"modlu_kalan","0,25,177","564","2253,1999 -> 2282,2027","2253","1999","2282","2027","True","3671","Meldi"
"modlu_kalan","0,255,0","191","952,1888 -> 996,1911","952","1888","996","1911","True","3225","river_garonne"
"modlu_kalan","0,255,76","681","2297,2056 -> 2335,2083","2297","2056","2335","2083","True","3623","Tsepina"
"modlu_kalan","0,27,145","890","1755,531 -> 1799,564","1755","531","1799","564","True","435","OSTAVALL"
"modlu_kalan","0,27,40","334","1780,983 -> 1809,1006","1780","983","1809","1006","True","80","AVASKAR"
"modlu_kalan","0,27,95","1405","653,2498 -> 808,2561","653","2498","808","2561","True","790","Atlas Mountains 1"
"modlu_kalan","0,3,170","617","1594,740 -> 1624,772","1594","740","1624","772","True","285","BORGARSYSLAR"
"modlu_kalan","0,3,20","9587","1933,785 -> 2037,930","1933","785","2037","930","True","640","sea_baltic"
"modlu_kalan","0,3,225","563","5612,2743 -> 5650,2764","5612","2743","5650","2764","True","848","Somapur"
"modlu_kalan","0,30,210","1145","1859,501 -> 1904,562","1859","501","1904","562","True","365","SIOBORADH"
"modlu_kalan","0,30,5","1316","527,987 -> 583,1024","527","987","583","1024","True","10","RAPHOE"
"modlu_kalan","0,30,60","253","2211,1575 -> 2228,1602","2211","1575","2228","1602","True","720","CARPATHIANS"
"modlu_kalan","0,33,175","1075","1694,472 -> 1747,509","1694","472","1747","509","True","295","KROKAR"
"modlu_kalan","0,33,25","3876","2112,493 -> 2212,579","2112","493","2212","579","True","650","FINNISH IMPASSABLE 2"
"modlu_kalan","0,36,140","719","1440,992 -> 1481,1030","1440","992","1481","1030","True","225","TARM"
"modlu_kalan","0,36,195","5108","2392,2231 -> 2508,2322","2392","2231","2508","2322","True","1111","sea_aegean"
"modlu_kalan","0,36,90","2923","2854,1081 -> 2929,1236","2854","1081","2929","1236","True","580","Ryazan"
"modlu_kalan","0,39,160","504609","0,0 -> 554,1459","0","0","554","1459","True","978","Atlantic"
"modlu_kalan","0,39,205","454","2236,1112 -> 2268,1135","2236","1112","2268","1135","True","155","VILNIUS"
"modlu_kalan","0,39,55","1033","2513,1866 -> 2557,1906","2513","1866","2557","1906","True","510","Constantia"
"modlu_kalan","0,42,170","557","1622,1009 -> 1658,1043","1622","1009","1658","1043","True","85","HAFN"
"modlu_kalan","0,42,20","561","1989,1407 -> 2024,1434","1989","1407","2024","1434","True","440","Olsztyn"
"modlu_kalan","0,42,225","1070","473,2737 -> 581,2765","473","2737","581","2765","True","795","Atlas Mountains 6"
"modlu_kalan","0,45,135","500","646,1048 -> 681,1082","646","1048","681","1082","True","15","DOWNPATRICK"
"modlu_kalan","0,45,190","3189","906,1364 -> 1006,1409","906","1364","1006","1409","True","725","sea_english_channel"
"modlu_kalan","0,45,85","314","1902,900 -> 1919,931","1902","900","1919","931","True","370","GARNAE"
"modlu_kalan","0,48,155","2853","1757,293 -> 1835,367","1757","293","1835","367","True","655","NORWEGIAN IMPASSABLE 4"
"modlu_kalan","0,48,50","1451","1682,921 -> 1722,977","1682","921","1722","977","True","300","LIONGBY"
"modlu_kalan","0,51,15","844","1589,768 -> 1619,814","1589","768","1619","814","True","230","RANIRIKI"
"modlu_kalan","0,51,220","3101","2900,937 -> 3009,1002","2900","937","3009","1002","True","585","Gorodets"
"modlu_kalan","0,51,70","10133","2849,2588 -> 2954,2754","2849","2588","2954","2754","True","940","sea_jerusalem"
"modlu_kalan","0,54,185","959","2343,1836 -> 2388,1870","2343","1836","2388","1870","True","515","Targoviste"
"modlu_kalan","0,54,35","4359","2277,2269 -> 2413,2332","2277","2269","2413","2332","True","942","sea_aegean"
"modlu_kalan","0,54,80","1034","2198,1118 -> 2227,1168","2198","1118","2227","1168","True","160","MERKINE"
"modlu_kalan","0,57,0","200","975,2495 -> 1002,2515","975","2495","1002","2515","True","800","Tell Atlas Mountains 1"
"modlu_kalan","0,57,150","4347","2093,417 -> 2180,515","2093","417","2180","515","True","445","LIMINKA"
"modlu_kalan","0,57,45","134","2110,835 -> 2129,849","2110","835","2129","849","True","90","MUHU"
"modlu_kalan","0,6,135","996","2012,542 -> 2050,589","2012","542","2050","589","True","215","LEVANLUHTA"
"modlu_kalan","0,6,190","7090","1644,2145 -> 1788,2237","1644","2145","1788","2237","True","1031","sea_gulf_napoli"
"modlu_kalan","0,6,85","1647","2667,964 -> 2720,1006","2667","964","2720","1006","True","570","Dmitrov"
"modlu_kalan","0,60,10","1424","430,1090 -> 488,1137","430","1090","488","1137","True","20","GALWAY"
"modlu_kalan","0,60,215","2652","1909,376 -> 1992,434","1909","376","1992","434","True","375","ARVIESJAVRRIE"
"modlu_kalan","0,60,65","356122","1865,2893 -> 2661,3595","1865","2893","2661","3595","True","730","Eastern Sahara"
"modlu_kalan","0,63,180","428","1737,921 -> 1769,945","1737","921","1769","945","True","305","NORRVIDINGE"
"modlu_kalan","0,63,30","28770","2516,0 -> 2827,213","2516","0","2827","213","True","660","Coast of Siberia"
"modlu_kalan","0,66,145","1683","1555,643 -> 1614,702","1555","643","1614","702","True","235","VALDRES"
"modlu_kalan","0,66,200","9528","2816,2386 -> 2991,2509","2816","2386","2991","2509","True","945","sea_gulf_alexandretta"
"modlu_kalan","0,66,95","4073","3063,985 -> 3148,1074","3063","985","3148","1074","True","590","Cheboksary"
"modlu_kalan","0,69,165","60535","1101,861 -> 1379,1158","1101","861","1379","1158","True","988","sea_north_sea"
"modlu_kalan","0,69,210","370","2276,1110 -> 2293,1140","2276","1110","2293","1140","True","165","KREVA"
"modlu_kalan","0,69,60","776","2123,1704 -> 2181,1727","2123","1704","2181","1727","True","520","Bihar"
"modlu_kalan","0,72,130","418","1286,2475 -> 1344,2488","1286","2475","1344","2488","True","805","Tell Atlas Mountains 6"
"modlu_kalan","0,72,175","708","2147,808 -> 2180,840","2147","808","2180","840","True","95","HARJUMAA"
"modlu_kalan","0,72,25","2167","2175,460 -> 2255,510","2175","460","2255","510","True","450","KAJAANI"
"modlu_kalan","0,75,140","524","563,1033 -> 586,1066","563","1033","586","1066","True","25","BELCOO"
"modlu_kalan","0,75,195","656","3009,2297 -> 3040,2326","3009","2297","3040","2326","True","735","Ablastha"
"modlu_kalan","0,75,90","3590","1929,191 -> 2022,272","1929","191","2022","272","True","380","SIGGEVARA"
"modlu_kalan","0,78,160","21216","1245,428 -> 1533,570","1245","428","1533","570","True","665","sea_coast_norway"
"modlu_kalan","0,78,55","940","1784,860 -> 1822,895","1784","860","1822","895","True","310","VIMMERBY"
"modlu_kalan","0,81,20","1984","1612,604 -> 1668,678","1612","604","1668","678","True","240","SUTHRI EYSTRIDALI"
"modlu_kalan","0,81,225","4408","3182,1488 -> 3258,1578","3182","1488","3258","1578","True","595","Sarysyn"
"modlu_kalan","0,81,75","11353","2690,1988 -> 2909,2105","2690","1988","2909","2105","True","950","AktÃ­ PaflagonÃ­as"
"modlu_kalan","0,84,190","367","1995,1518 -> 2018,1542","1995","1518","2018","1542","True","525","Orava"
"modlu_kalan","0,84,40","7963","770,741 -> 945,824","770","741","945","824","True","993","sea_moray_firth"
"modlu_kalan","0,84,85","675","2322,736 -> 2362,769","2322","736","2362","769","True","170","NOTEBORG"
"modlu_kalan","0,87,5","1549","5851,2584 -> 5917,2635","5851","2584","5917","2635","True","810","Charaideo"
"modlu_kalan","0,87,50","679","2186,836 -> 2210,878","2186","836","2210","878","True","100","VILJANDI"
"modlu_kalan","0,89,133","1042","2210,2228 -> 2265,2268","2210","2228","2265","2268","True","3788","Elasson"
"modlu_kalan","0,9,155","16025","384,2373 -> 597,2505","384","2373","597","2505","True","981","Golfo de Cadiz"
"modlu_kalan","0,9,200","1428","2220,840 -> 2270,894","2220","840","2270","894","True","145","TARTU"
"modlu_kalan","0,9,50","634","2261,2023 -> 2297,2057","2261","2023","2297","2057","True","500","Serdica"
"modlu_kalan","0,90,15","554","570,1138 -> 612,1161","570","1138","612","1161","True","30","KILDARE"
"modlu_kalan","0,90,220","4095","2051,195 -> 2121,280","2051","195","2121","280","True","385","KITTAL"
"modlu_kalan","0,90,70","1128","2717,2084 -> 2754,2137","2717","2084","2754","2137","True","740","Herakleia"
"modlu_kalan","0,93,185","339","1825,963 -> 1842,996","1825","963","1842","996","True","315","EKETORP"
"modlu_kalan","0,93,35","287","3444,2119 -> 3472,2134","3444","2119","3472","2134","True","670","Gandzasar"
"modlu_kalan","0,96,0","600","3081,1883 -> 3127,1908","3081","1883","3127","1908","True","600","Nicopsia"
"modlu_kalan","0,96,150","2357","1587,397 -> 1668,450","1587","397","1668","450","True","245","UTAN NAMDALFYLKI"
"modlu_kalan","0,99,170","232186","1113,0 -> 1702,496","1113","0","1702","496","True","998","sea_north_sea"
"modlu_kalan","0,99,215","1166","2169,704 -> 2214,748","2169","704","2214","748","True","175","PORVOO"
"modlu_kalan","0,99,65","1090","2049,1304 -> 2092,1349","2049","1304","2092","1349","True","530","Czersk"
"modlu_kalan","1,0,10","1169","5363,2643 -> 5413,2682","5363","2643","5413","2682","True","1420","Simaramapura"
"modlu_kalan","1,0,160","411","1996,1719 -> 2012,1812","1996","1719","2012","1812","True","1065","river_danube"
"modlu_kalan","1,0,215","864","524,2232 -> 566,2260","524","2232","566","2260","True","1775","CRATO"
"modlu_kalan","1,102,190","592","983,1193 -> 1004,1233","983","1193","1004","1233","True","1525","LYNN"
"modlu_kalan","1,102,40","610","968,2095 -> 1002,2124","968","2095","1002","2124","True","1880","MAIALS"
"modlu_kalan","1,102,85","1403","5056,2836 -> 5097,2890","5056","2836","5097","2890","True","1170","Vidisa"
"modlu_kalan","1,105,155","672","991,1521 -> 1023,1553","991","1521","1023","1553","True","2331","DREUX"
"modlu_kalan","1,105,5","880","773,1999 -> 820,2035","773","1999","820","2035","True","1810","LOGRONO"
"modlu_kalan","1,105,50","443","2590,722 -> 2633,800","2590","722","2633","800","True","1100","river_cheksna"
"modlu_kalan","1,108,15","1117","5231,2869 -> 5288,2904","5231","2869","5288","2904","True","923","Amarkantak"
"modlu_kalan","1,108,220","6107","3288,3475 -> 3414,3610","3288","3475","3414","3610","True","1385","sea_bab_el_mandeb"
"modlu_kalan","1,108,70","306","794,971 -> 821,991","794","971","821","991","True","1740","SELKIRK"
"modlu_kalan","1,111,185","623","5349,2713 -> 5478,2730","5349","2713","5478","2730","True","1315","river_ganges"
"modlu_kalan","1,111,35","378","754,1151 -> 777,1176","754","1151","777","1176","True","1670","DENBIGH"
"modlu_kalan","1,114,0","649","872,1230 -> 907,1258","872","1230","907","1258","True","1600","NORTHAMPTON"
"modlu_kalan","1,114,150","2666","5710,2677 -> 5806,2725","5710","2677","5806","2725","True","1245","Srihatta"
"modlu_kalan","1,114,205","1175","607,2197 -> 652,2239","607","2197","652","2239","True","1955","TRUJILLO"
"modlu_kalan","1,117,170","1386","902,2062 -> 946,2110","902","2062","946","2110","True","1885","SARINENA"
"modlu_kalan","1,117,215","1421","4552,2711 -> 4610,2756","4552","2711","4610","2756","True","1175","Aror"
"modlu_kalan","1,117,65","150","922,1300 -> 939,1313","922","1300","939","1313","True","1530","BRENTFORD"
"modlu_kalan","1,12,175","12683","5095,1195 -> 5426,1367","5095","1195","5426","1367","True","1495","ALTAISHAN"
"modlu_kalan","1,12,25","771","849,2362 -> 888,2408","849","2362","888","2408","True","1850","AGUILAS"
"modlu_kalan","1,12,70","619","4957,3365 -> 4981,3410","4957","3365","4981","3410","True","1140","Banavasi"
"modlu_kalan","1,120,135","801","669,1947 -> 723,1971","669","1947","723","1971","True","1815","REINOSA"
"modlu_kalan","1,120,180","620","2630,857 -> 2679,964","2630","857","2679","964","True","1105","river_volga"
"modlu_kalan","1,120,30","3298","6117,777 -> 6181,858","6117","777","6181","858","True","1460","Khilem Khamar"
"modlu_kalan","1,123,145","498","5460,3006 -> 5497,3024","5460","3006","5497","3024","True","929","Dhauli"
"modlu_kalan","1,123,200","494","757,891 -> 800,913","757","891","800","913","True","1745","CRIEFF"
"modlu_kalan","1,123,95","26360","3949,3201 -> 4180,3439","3949","3201","4180","3439","True","1390","sea_arabian_sea"
"modlu_kalan","1,126,165","614","841,950 -> 878,978","841","950","878","978","True","1675","BERWICK"
"modlu_kalan","1,126,60","1175","2869,2865 -> 2919,2909","2869","2865","2919","2909","True","1320","SINAI DESERT"
"modlu_kalan","1,129,130","584","830,1194 -> 858,1226","830","1194","858","1226","True","1605","BIRMINGHAM"
"modlu_kalan","1,129,25","840","5212,2674 -> 5262,2707","5212","2674","5262","2707","True","1250","Ayodhya"
"modlu_kalan","1,129,80","1317","695,2228 -> 743,2270","695","2228","743","2270","True","1960","MALAGON"
"modlu_kalan","1,132,195","312","974,1238 -> 995,1261","974","1238","995","1261","True","1535","RADFIELD"
"modlu_kalan","1,132,45","1205","809,2020 -> 856,2071","809","2020","856","2071","True","1890","TUDELA"
"modlu_kalan","1,132,90","1058","4677,2307 -> 4715,2353","4677","2307","4715","2353","True","1180","Udabhanda"
"modlu_kalan","1,135,10","518","543,1962 -> 572,1988","543","1962","572","1988","True","1820","PONFERRADA"
"modlu_kalan","1,135,160","263347","0,1450 -> 263,2606","0","1450","263","2606","True","1465","ATLANTIC TI"
"modlu_kalan","1,135,55","2382","2355,1093 -> 2405,1158","2355","1093","2405","1158","True","934","Lukoml"
"modlu_kalan","1,138,20","717","2131,2066 -> 2162,2152","2131","2066","2162","2152","True","1040","BALKAN MOUNTAINS"
"modlu_kalan","1,138,225","8852","3605,2706 -> 3727,2846","3605","2706","3727","2846","True","1395","sea_persian_gulf"
"modlu_kalan","1,138,75","822","496,2317 -> 525,2363","496","2317","525","2363","True","1750","MERTOLA"
"modlu_kalan","1,141,190","913","5638,2712 -> 5675,2760","5638","2712","5675","2760","True","1325","Madhupur"
"modlu_kalan","1,141,40","810","721,979 -> 755,1013","721","979","755","1013","True","1680","MAYBOLE"
"modlu_kalan","1,144,155","1239","5145,3120 -> 5206,3158","5145","3120","5206","3158","True","1255","Vemulavada"
"modlu_kalan","1,144,210","973","767,2244 -> 808,2275","767","2244","808","2275","True","1965","TOMELLOSO"
"modlu_kalan","1,144,5","477","859,964 -> 894,986","859","964","894","986","True","1610","BAMBURGH"
"modlu_kalan","1,147,175","622","636,2051 -> 659,2084","636","2051","659","2084","True","1895","TORO"
