"subset_name","rgb","pixel_count","bbox","min_x","min_y","max_x","max_y","definition_found","source_id","source_name"
"orijinal_dogu","10,27,10","776","7721,1683 -> 7757,1716","7721","1683","7757","1716","True","9979","Goryeo_Gyeongsang_Andong"
"orijinal_dogu","10,48,42","1282","7337,1508 -> 7380,1561","7337","1508","7380","1561","True","11796","Liao_Dandong"
"orijinal_dogu","10,53,97","1054","6931,2530 -> 6974,2571","6931","2530","6974","2571","True","8902","b_guangzhou_zhenyang"
"orijinal_dogu","10,57,15","398","7691,1703 -> 7717,1727","7691","1703","7717","1727","True","9984","Goryeo_Gyeongsang_Sangju"
"orijinal_dogu","10,58,252","1472","6577,1653 -> 6631,1692","6577","1653","6631","1692","True","12391","CirLXJ_Zhenwu"
"orijinal_dogu","10,61,7","577","7764,3309 -> 7796,3360","7764","3309","7796","3360","True","11097","PHI_Sarangani"
"orijinal_dogu","10,72,145","542","7678,1748 -> 7711,1778","7678","1748","7711","1778","True","9988","Goryeo_Gyeongsang_Geochang"
"orijinal_dogu","10,91,30","1396","6246,3736 -> 6290,3799","6246","3736","6290","3799","True","11317",""
"orijinal_dogu","10,99,247","702","7178,2187 -> 7223,2211","7178","2187","7223","2211","True","10351","b_muzhou_qingxi"
"orijinal_dogu","100,150,43","2356","5951,1513 -> 6019,1580","5951","1513","6019","1580","True","12562","GOBI_Gurvan_Saikhan"
"orijinal_dogu","100,16,185","895","6514,1958 -> 6546,2001","6514","1958","6546","2001","True","10138","b_fanzhou_zhongbu"
"orijinal_dogu","100,200,121","4258","7023,1284 -> 7134,1351","7023","1284","7134","1351","True","11525","IMPASSABLE Liaoning field"
"orijinal_dogu","100,204,79","991","6835,1538 -> 6886,1578","6835","1538","6886","1578","True","12415","CirLZJ_Chaolijiang"
"orijinal_dogu","100,210,248","525","8372,1451 -> 8400,1485","8372","1451","8400","1485","True","10709","Tokisara/Haguro"
"orijinal_dogu","100,216,6","585","7121,2284 -> 7149,2316","7121","2284","7149","2316","True","9683","b_xinzhou_guixi"
"orijinal_dogu","100,28,33","254","8065,1710 -> 8085,1727","8065","1710","8085","1727","True","10627","Kume"
"orijinal_dogu","100,48,179","658","6812,2463 -> 6845,2502","6812","2463","6845","2502","True","13142","b_tanzhou_4"
"orijinal_dogu","100,94,79","203","6441,1058 -> 6458,1083","6441","1058","6458","1083","True","11504","IMPASSABLE Yablonoi northeast"
"orijinal_dogu","101,108,68","1194","6544,2242 -> 6591,2291","6544","2242","6591","2291","True","10447","Something_2"
"orijinal_dogu","101,132,216","805","6593,3298 -> 6623,3333","6593","3298","6623","3333","True","10923","Dinh_Tuong"
"orijinal_dogu","101,142,51","1905","7124,1073 -> 7179,1132","7124","1073","7179","1132","True","11647","FIC_Amur_Zhongnenjiang"
"orijinal_dogu","101,19,236","47796","6212,569 -> 6444,910","6212","569","6444","910","True","11931","IMPASSABLE Mongolian wasteland 2"
"orijinal_dogu","101,207,218","748","7283,2284 -> 7344,2312","7283","2284","7344","2312","True","10292","b_wenzhou_hengyang"
"orijinal_dogu","101,215,116","738","6427,1865 -> 6466,1896","6427","1865","6466","1896","True","13125","b_yanzhou_wuyuan_west"
"orijinal_dogu","101,242,139","1098","6522,3219 -> 6565,3259","6522","3219","6565","3259","True","10814","Hanchei"
"orijinal_dogu","101,242,209","1746","7187,3667 -> 7237,3718","7187","3667","7237","3718","True","11142","BOR_Badak"
"orijinal_dogu","101,26,244","16590","7880,3849 -> 8061,4018","7880","3849","8061","4018","True","12693","sea_banda"
"orijinal_dogu","101,27,233","456","6715,2179 -> 6751,2202","6715","2179","6751","2202","True","10044","b_xiangzhou_lexiang"
"orijinal_dogu","101,39,112","878","6813,1638 -> 6853,1671","6813","1638","6853","1671","True","12170","CirLNJ_Baihua"
"orijinal_dogu","101,52,123","705","6594,2344 -> 6632,2375","6594","2344","6632","2375","True","9841","b_xizhou_santing"
"orijinal_dogu","101,59,119","1832","7090,1419 -> 7156,1458","7090","1419","7156","1458","True","11758","Liao_Chengzhou"
"orijinal_dogu","102,0,111","506","6765,2647 -> 6797,2670","6765","2647","6797","2670","True","13020","b_lianzhou_lianshan_southwest"
"orijinal_dogu","102,112,97","2294","6907,3562 -> 6961,3623","6907","3562","6961","3623","True","11111","BOR_Sigalang"
"orijinal_dogu","102,114,183","2662","6972,894 -> 7049,959","6972","894","7049","959","True","11613","FIC_Mong_Xiailehuli"
"orijinal_dogu","102,126,248","18750","7706,3917 -> 7957,4058","7706","3917","7957","4058","True","12694","sea_banda"
"orijinal_dogu","102,141,13","718","8369,1619 -> 8408,1657","8369","1619","8408","1657","True","10729","Chichibu"
"orijinal_dogu","102,18,99","2548","6820,912 -> 6894,981","6820","912","6894","981","True","11618","FIC_Mong_Nyurgol"
"orijinal_dogu","102,19,79","1245","6431,3616 -> 6484,3650","6431","3616","6484","3650","True","11402","MAL_Gelanggi"
"orijinal_dogu","102,223,180","1164","8401,1454 -> 8435,1507","8401","1454","8435","1507","True","10711","Okitama"
"orijinal_dogu","102,23,36","983","7538,3049 -> 7607,3080","7538","3049","7607","3080","True","11064","PHI_Akean"
"orijinal_dogu","102,255,94","299","6565,3126 -> 6583,3177","6565","3126","6583","3177","True","12528","river_mekong"
"orijinal_dogu","102,36,84","425","6332,2266 -> 6359,2291","6332","2266","6359","2291","True","9715","b_hanzhou_luo"
"orijinal_dogu","102,41,87","4744","7870,582 -> 7991,664","7870","582","7991","664","True","12470","FIC_EMan_Ymila"
"orijinal_dogu","102,6,14","863","6828,4075 -> 6881,4107","6828","4075","6881","4107","True","11339","JAV_Purwokerto"
"orijinal_dogu","102,81,220","521","6900,2095 -> 6934,2118","6900","2095","6934","2118","True","10256","b_guangzhou_dingcheng"
"orijinal_dogu","102,90,168","3452","7375,963 -> 7470,1020","7375","963","7470","1020","True","11687","FIC_Amur_Longcaoan"
"orijinal_dogu","102,92,98","1690","7550,1346 -> 7605,1399","7550","1346","7605","1399","True","11838","Liao_Xingzhou"
"orijinal_dogu","103,102,104","2645","7916,624 -> 8005,698","7916","624","8005","698","True","12475","FIC_EMan_Chayatin"
"orijinal_dogu","103,125,49","1005","6700,1642 -> 6747,1677","6700","1642","6747","1677","True","10059","b_yunzhou_yunzhong"
"orijinal_dogu","103,18,18","258","8172,1740 -> 8189,1760","8172","1740","8189","1760","True","10599","Osaka"
"orijinal_dogu","103,19,244","374","6984,1755 -> 7064,1790","6984","1755","7064","1790","True","11933","river_yellow"
"orijinal_dogu","103,27,107","208","7585,4169 -> 7612,4186","7585","4169","7612","4186","True","11381","IDO_Sawu"
"orijinal_dogu","103,28,251","875","6988,2301 -> 7023,2337","6988","2301","7023","2337","True","13043","b_hongzhou_xinwu_south"
"orijinal_dogu","104,115,149","1314","6835,2352 -> 6883,2394","6835","2352","6883","2394","True","12988","b_tanzhou_xiangtan"
"orijinal_dogu","104,116,153","1227","6433,3507 -> 6472,3562","6433","3507","6472","3562","True","11411","MAL_Dungun"
"orijinal_dogu","104,148,29","481","6599,1886 -> 6629,1906","6599","1886","6629","1906","True","10176","b_xizhou_pu"
"orijinal_dogu","104,172,121","706","6594,2580 -> 6635,2614","6594","2580","6635","2614","True","10390","b_huanzhou_geliang"
"orijinal_dogu","104,217,255","1867","6028,2839 -> 6088,2897","6028","2839","6088","2897","True","10965","Taunggyi"
"orijinal_dogu","104,226,236","39351","7962,3873 -> 8223,4151","7962","3873","8223","4151","True","12696","sea_arafura"
"orijinal_dogu","104,247,54","744","7111,2564 -> 7159,2595","7111","2564","7159","2595","True","8893","b_chaozhou_chaoyang"
"orijinal_dogu","104,27,13","548","7944,1980 -> 7969,2012","7944","1980","7969","2012","True","10542","Tsuma"
"orijinal_dogu","104,44,39","838","7413,2959 -> 7483,3005","7413","2959","7483","3005","True","11038","PHI_Mamburao"
"orijinal_dogu","104,70,215","1184","6605,1715 -> 6652,1755","6605","1715","6652","1755","True","10065","b_shuozhou_shanyang"
"orijinal_dogu","105,143,20","839","6338,1842 -> 6374,1880","6338","1842","6374","1880","True","10090","b_lingzhou_lingwu"
"orijinal_dogu","105,16,236","1777","7208,1009 -> 7270,1059","7208","1009","7270","1059","True","11681","FIC_Amur_Dongweian"
"orijinal_dogu","105,191,55","1817","7826,656 -> 7876,715","7826","656","7876","715","True","12472","FIC_EMan_Yam_Alin"
"orijinal_dogu","105,197,83","473","7857,1989 -> 7900,2035","7857","1989","7900","2035","True","10559","Izumi"
"orijinal_dogu","105,252,40","544","6513,1999 -> 6548,2022","6513","1999","6548","2022","True","10146","b_yanzhou_huayan"
"orijinal_dogu","105,26,240","37671","7744,4018 -> 8033,4233","7744","4018","8033","4233","True","12697","sea_timor"
"orijinal_dogu","105,73,152","1011","6980,2444 -> 7018,2491","6980","2444","7018","2491","True","13053","b_qianzhou_dayu_west"
"orijinal_dogu","106,117,4","944","7463,3846 -> 7495,3891","7463","3846","7495","3891","True","11172","SUL_Boni"
"orijinal_dogu","106,117,75","1246","7759,3207 -> 7810,3248","7759","3207","7810","3248","True","11074","PHI_Agusan"
"orijinal_dogu","106,18,248","2306","7428,1341 -> 7491,1396","7428","1341","7491","1396","True","11809","Liao_Changling"
"orijinal_dogu","106,181,249","1091","7041,2533 -> 7099,2564","7041","2533","7099","2564","True","12999","b_xunzhou_changle"
"orijinal_dogu","106,192,44","370","7910,1817 -> 7932,1848","7910","1817","7932","1848","True","10566","Toyora"
"orijinal_dogu","106,207,56","2557","6422,2560 -> 6518,2610","6422","2560","6518","2610","True","13153","b_qingzhou_4"
"orijinal_dogu","106,226,244","17415","7594,4141 -> 7820,4272","7594","4141","7820","4272","True","12698","sea_timor"
"orijinal_dogu","106,245,59","754","6437,2260 -> 6479,2294","6437","2260","6479","2294","True","9744","b_quzhou_linshan"
"orijinal_dogu","106,25,244","15064","7497,1707 -> 7629,1881","7497","1707","7629","1881","True","12598","sea_yellow_sea"
"orijinal_dogu","106,252,113","822","6261,3434 -> 6315,3474","6261","3434","6315","3474","True","11423","THAI_Mardelang"
"orijinal_dogu","106,6,30","1326","6880,2192 -> 6925,2245","6880","2192","6925","2245","True","10395","b_ezhou_jiangxia"
"orijinal_dogu","107,100,100","983","6961,2424 -> 7002,2461","6961","2424","7002","2461","True","13052","b_qianzhou_dayu_north"
"orijinal_dogu","107,102,10","556","7623,3845 -> 7646,3885","7623","3845","7646","3885","True","11189","SUL_Goram"
"orijinal_dogu","107,105,11","860","7621,3088 -> 7649,3156","7621","3088","7649","3156","True","11059","PHI_Nabingkalan"
"orijinal_dogu","107,106,163","1065","6483,2881 -> 6537,2920","6483","2881","6537","2920","True","10839","Nghe_An"
"orijinal_dogu","107,127,7","634","6689,1689 -> 6723,1724","6689","1689","6723","1724","True","13164",""
"orijinal_dogu","107,130,100","2357","7444,4062 -> 7554,4098","7444","4062","7554","4098","True","11370","IDO_Bajo"
"orijinal_dogu","107,139,165","832","7486,3001 -> 7522,3057","7486","3001","7522","3057","True","11040","PHI_Bongabong"
"orijinal_dogu","107,139,253","820","6989,1871 -> 7027,1904","6989","1871","7027","1904","True","8880","b_yunzhou_qufu"
"orijinal_dogu","107,14,128","767","7288,2148 -> 7331,2172","7288","2148","7331","2172","True","8828","b_yuezhou_kuaiji"
"orijinal_dogu","107,147,212","1201","6697,2855 -> 6758,2886","6697","2855","6758","2886","True","13269",""
"orijinal_dogu","107,151,183","1019","6506,1772 -> 6541,1809","6506","1772","6541","1809","True","10105","b_yinzhou_zhenxiang"
"orijinal_dogu","107,151,230","233","8195,1737 -> 8212,1756","8195","1737","8212","1756","True","10604","Uji"
"orijinal_dogu","107,157,227","13773","8217,3787 -> 8384,3920","8217","3787","8384","3920","True","12831","sea_arafura"
"orijinal_dogu","107,161,159","1378","7034,2382 -> 7077,2442","7034","2382","7077","2442","True","12947","b_qianzhou_qianhua"
"orijinal_dogu","107,165,149","729","7797,3166 -> 7832,3207","7797","3166","7832","3207","True","11068","PHI_Tandag"
"orijinal_dogu","107,178,74","2384","7144,1235 -> 7213,1296","7144","1235","7213","1296","True","11734","Liao_Chunzhou"
"orijinal_dogu","107,210,141","1214","7033,2590 -> 7067,2645","7033","2590","7067","2645","True","8896","b_xunzhou_haifeng"
"orijinal_dogu","107,211,105","982","6304,2070 -> 6342,2120","6304","2070","6342","2120","True","12363","CirQF_Liting"
"orijinal_dogu","107,211,185","1023","6432,3555 -> 6473,3597","6432","3555","6473","3597","True","11406","MAL_Pekan"
"orijinal_dogu","107,219,198","925","6315,3498 -> 6348,3548","6315","3498","6348","3548","True","11418","MAL_Bujang"
"orijinal_dogu","107,219,206","2765","6487,1041 -> 6577,1102","6487","1041","6577","1102","True","11588","FIC_Mong_Urtolgod"
"orijinal_dogu","107,249,242","567","6366,2424 -> 6394,2460","6366","2424","6394","2460","True","13058","b_sie_e_sie_e_southwest"
"orijinal_dogu","107,26,248","11573","7607,4048 -> 7760,4187","7607","4048","7760","4187","True","12699","sea_savu"
"orijinal_dogu","107,73,58","2151","6477,986 -> 6545,1051","6477","986","6545","1051","True","11556","FIC_Mong_Doodonon"
"orijinal_dogu","107,77,54","616","7536,3742 -> 7575,3767","7536","3742","7575","3767","True","11180","SUL_Tamboa"
"orijinal_dogu","107,93,74","1465","6437,3855 -> 6496,3894","6437","3855","6496","3894","True","11291","SUM_Karang_Brahi"
"orijinal_dogu","107,93,97","1002","6381,3710 -> 6419,3753","6381","3710","6419","3753","True","11273","SUM_Siak"
"orijinal_dogu","108,114,103","1037","7413,2767 -> 7448,2811","7413","2767","7448","2811","True","11005","PHI_Kandong"
"orijinal_dogu","108,119,103","1340","7688,3063 -> 7740,3115","7688","3063","7740","3115","True","11051","PHI_Kankabatok"
"orijinal_dogu","108,127,232","17303","7486,4081 -> 7611,4280","7486","4081","7611","4280","True","12700","sea_savu"
"orijinal_dogu","108,19,244","220","6752,1948 -> 6797,1976","6752","1948","6797","1976","True","11938","river_yellow"
"orijinal_dogu","108,192,33","819","8406,1410 -> 8439,1444","8406","1410","8439","1444","True","10707","Okachi/Ogachi"
"orijinal_dogu","108,49,156","1172","6404,2430 -> 6446,2469","6404","2430","6446","2469","True","10412","b_fude_fude"
"orijinal_dogu","108,60,137","1282","6224,3211 -> 6267,3253","6224","3211","6267","3253","True","11437","THAI_Phetchaburi"
"orijinal_dogu","108,61,6","901","8279,1600 -> 8301,1659","8279","1600","8301","1659","True","12905","shinano_mountains"
"orijinal_dogu","108,85,22","52296","6486,1231 -> 6861,1458","6486","1231","6861","1458","True","11521","IMPASSABLE eastern Gobi"
"orijinal_dogu","109,119,21","1810","8168,3669 -> 8221,3733","8168","3669","8221","3733","True","12837","Bintuni"
"orijinal_dogu","109,124,255","1113","6295,2457 -> 6332,2503","6295","2457","6332","2503","True","10880","Jianchang_Adu"
"orijinal_dogu","109,127,236","6313","7487,3836 -> 7578,3949","7487","3836","7578","3949","True","12701","sea_gulf_of_boni"
"orijinal_dogu","109,13,33","643","6504,2428 -> 6530,2466","6504","2428","6530","2466","True","10012","b_bozhou_zunyi"
"orijinal_dogu","109,141,232","851","6489,3307 -> 6527,3357","6489","3307","6527","3357","True","10812","Bayang"
"orijinal_dogu","109,171,111","957","6899,1805 -> 6945,1839","6899","1805","6945","1839","True","10363","b_bozhou_laocheng"
"orijinal_dogu","109,33,155","878","7440,2490 -> 7467,2538","7440","2490","7467","2538","True","10465","Taiwan_New_2"
"orijinal_dogu","109,60,137","610","8024,1380 -> 8483,1731","8024","1380","8483","1731","True","12551","LAKES JPN"
"orijinal_dogu","109,62,105","123219","8208,3626 -> 9015,4105","8208","3626","9015","4105","True","12846","papua_impassable"
"orijinal_dogu","109,71,11","324","7972,1822 -> 7995,1847","7972","1822","7995","1847","True","10572","Kumage"
"orijinal_dogu","109,80,25","1477","7312,1224 -> 7365,1268","7312","1224","7365","1268","True","11811","FIC_Liao_Ximoan"
"orijinal_dogu","109,93,97","128","7723,3315 -> 7745,3326","7723","3315","7745","3326","True","12499","IMPASSABLE Philippines Mindanao Mountains 5"
"orijinal_dogu","109,96,83","1474","7030,1416 -> 7094,1452","7030","1416","7094","1452","True","11755","Liao_Jiangshengzhou"
"orijinal_dogu","11,103,246","987","6916,2225 -> 6961,2263","6916","2225","6961","2263","True","10401","b_ezhou_yongxin"
"orijinal_dogu","11,107,204","7643","8338,3844 -> 8451,3990","8338","3844","8451","3990","True","12832","sea_arafura"
"orijinal_dogu","11,127,232","10874","6228,3287 -> 6382,3412","6228","3287","6382","3412","True","12730","sea_gulf_of_siam"
"orijinal_dogu","11,14,84","885","6346,3462 -> 6378,3505","6346","3462","6378","3505","True","11414","MAL_Patani"
"orijinal_dogu","11,158,32","616","7121,2038 -> 7184,2124","7121","2038","7184","2124","True","10456","river_yangtze"
"orijinal_dogu","11,174,254","638","6965,2202 -> 7006,2241","6965","2202","7006","2241","True","13012","b_qizhou_qichun_north"
"orijinal_dogu","11,2,248","391","8479,1413 -> 8498,1443","8479","1413","8498","1443","True","10770","Kesen"
"orijinal_dogu","11,215,162","712","6921,1771 -> 6958,1808","6921","1771","6958","1808","True","10417","b_dezhou_pingyuan"
"orijinal_dogu","11,222,127","735","6732,2661 -> 6768,2689","6732","2661","6768","2689","True","10232","b_baizhou_bobai"
"orijinal_dogu","11,24,68","350","8391,1467 -> 8404,1501","8391","1467","8404","1501","True","10607","IMPASSABLE_NORTH_HONSHU"
"orijinal_dogu","11,26,244","29553","7325,1833 -> 7548,2028","7325","1833","7548","2028","True","12603","sea_yellow_sea"
"orijinal_dogu","11,3,135","252","6638,2205 -> 6668,2225","6638","2205","6668","2225","True","10014","b_guizhou_badong"
"orijinal_dogu","11,33,35","778","6348,2882 -> 6398,2916","6348","2882","6398","2916","True","12866","Yunnan_Mountains"
"orijinal_dogu","11,33,9","1235","7367,1279 -> 7415,1321","7367","1279","7415","1321","True","11747","Liao_Yongji"
"orijinal_dogu","11,35,130","3786","8098,554 -> 8199,629","8098","554","8199","629","True","12460","EMan_Nurgan"
"orijinal_dogu","110,114,67","947","6944,1979 -> 6990,2008","6944","1979","6990","2008","True","9808","b_bozhou_yongcheng"
"orijinal_dogu","110,12,232","2323","6592,3925 -> 6676,3974","6592","3925","6676","3974","True","11305","SUM_Mesuji"
"orijinal_dogu","110,153,153","635","6390,2742 -> 6435,2768","6390","2742","6435","2768","True","11500","Son_La_West"
"orijinal_dogu","110,186,165","18090","8192,568 -> 8328,884","8192","568","8328","884","True","12575","sea_mamiya_strait"
"orijinal_dogu","110,192,201","1446","7178,1420 -> 7235,1463","7178","1420","7235","1463","True","11765","Liao_Liaozhou"
"orijinal_dogu","110,206,206","560","6857,2120 -> 6898,2145","6857","2120","6898","2145","True","8984","b_shenzhou_zhongshan"
"orijinal_dogu","110,255,96","1304","6094,3018 -> 6150,3061","6094","3018","6150","3061","True","11449","Hlaingbwe"
"orijinal_dogu","110,27,240","2701","7476,3769 -> 7545,3847","7476","3769","7545","3847","True","12702","sea_gulf_of_boni"
"orijinal_dogu","110,27,248","11236","6318,3237 -> 6477,3381","6318","3237","6477","3381","True","12729","sea_gulf_of_siam"
"orijinal_dogu","110,3,102","1127","7084,2438 -> 7124,2488","7084","2438","7124","2488","True","8811","b_tingzhou_wuping"
"orijinal_dogu","110,97,117","2355","7165,1063 -> 7239,1110","7165","1063","7239","1110","True","11668","FIC_Amur_Nemorjiang"
"orijinal_dogu","111,134,10","1026","7063,2065 -> 7110,2096","7063","2065","7110","2096","True","8941","b_luzhou_zhen"
"orijinal_dogu","111,153,48","554","6370,2379 -> 6392,2409","6370","2379","6392","2409","True","10226","b_rongzhou_bodao"
"orijinal_dogu","111,170,28","477","7444,2396 -> 7467,2428","7444","2396","7467","2428","True","10473","Taiwan_New_4"
"orijinal_dogu","111,174,219","1895","7661,1058 -> 7745,1092","7661","1058","7745","1092","True","11859","FIC_EMan_Songhuajiang"
"orijinal_dogu","111,237,159","1154","7611,3583 -> 7665,3620","7611","3583","7665","3620","True","11211","SUL_Suwawa"
"orijinal_dogu","111,35,181","3455","8419,3845 -> 8485,3937","8419","3845","8485","3937","True","12843","Mapi"
"orijinal_dogu","111,51,170","1293","7278,3619 -> 7312,3679","7278","3619","7312","3679","True","11145","BOR_Bontang"
"orijinal_dogu","111,57,248","683","8435,1188 -> 8471,1222","8435","1188","8471","1222","True","10785","Niikappu"
"orijinal_dogu","111,66,131","1039","6974,2097 -> 7023,2124","6974","2097","7023","2124","True","10251","b_shouzhou_shengtang"
"orijinal_dogu","112,124,32","641","7919,2026 -> 7948,2070","7919","2026","7948","2070","True","10545","Kimotsuki"
"orijinal_dogu","112,129,165","1961","6836,1298 -> 6911,1345","6836","1298","6911","1345","True","11703","FIC_Liao_Ulanulagai"
"orijinal_dogu","112,152,42","906","6943,2407 -> 6989,2450","6943","2407","6989","2450","True","9460","b_jizhou_taihe"
"orijinal_dogu","112,165,76","723","6430,3802 -> 6473,3830","6430","3802","6473","3830","True","11286","SUM_Gudahiri"
"orijinal_dogu","112,17,82","2407","5965,1453 -> 6024,1517","5965","1453","6024","1517","True","12561","GOBI_Khatan_Suudal"
"orijinal_dogu","112,207,232","1240","6820,2314 -> 6869,2361","6820","2314","6869","2361","True","10399","b_yuezhou_baling"
"orijinal_dogu","112,227,248","8786","7384,3912 -> 7515,4001","7384","3912","7515","4001","True","12704","sea_flores"
"orijinal_dogu","112,40,168","611","7345,2162 -> 7388,2188","7345","2162","7388","2188","True","8825","b_mingzhou_mao"
"orijinal_dogu","112,52,84","142","6640,1551 -> 6796,1658","6640","1551","6796","1658","True","11942","LAKES North Shanxi"
"orijinal_dogu","112,70,87","913","7058,4080 -> 7118,4110","7058","4080","7118","4110","True","11358","JAV_Tumapel"
"orijinal_dogu","113,111,132","1418","6220,2784 -> 6266,2832","6220","2784","6266","2832","True","10894","Chiang Rung"
"orijinal_dogu","113,178,135","370","6268,2332 -> 6296,2354","6268","2332","6296","2354","True","10211","b_yuannanzhou_yuannanzhou"
"orijinal_dogu","113,19,19","1430","7130,1728 -> 7189,1766","7130","1728","7189","1766","True","8853","b_laizhou_ye"
"orijinal_dogu","113,250,242","1506","6750,1085 -> 6860,1320","6750","1085","6860","1320","True","11527","LAKES eastern Mongolia"
"orijinal_dogu","113,27,32","10525","7372,3999 -> 7528,4088","7372","3999","7528","4088","True","12705","sea_flores"
"orijinal_dogu","113,80,169","591","6857,1897 -> 6891,1926","6857","1897","6891","1926","True","8886","b_puzhou_puyang"
"orijinal_dogu","114,104,113","1174","6362,2055 -> 6410,2088","6362","2055","6410","2088","True","12356","CirQF_Langxinguan"
"orijinal_dogu","114,11,243","1160","7218,2244 -> 7269,2282","7218","2244","7269","2282","True","10384","b_chuzhou_songyang"
"orijinal_dogu","114,111,27","4381","8210,552 -> 8275,681","8210","552","8275","681","True","12814","Sakhalin-Pogobi/Pokhobi"
"orijinal_dogu","114,118,143","1482","6925,2163 -> 6975,2212","6925","2163","6975","2212","True","8976","b_qizhou_qishui"
"orijinal_dogu","114,122,17","632","7644,1573 -> 7681,1608","7644","1573","7681","1608","True","12917","korea_mountains"
