"category","file_path","source_title_id","canonical_title_id","canonical_namespace","status","relation_type","rewrite_allowed","occurrence_count","line_numbers"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_mimasaka","c_mimasaka","mod","mapped","contextual","yes","1","4906"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_mino","c_mino","mod","mapped","contextual","yes","1","2203"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_musashi","c_musashi","mod","mapped","contextual","yes","1","1492"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_nagato","c_nagato","mod","mapped","contextual","yes","1","4076"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_noto","c_noto","mod","mapped","contextual","yes","1","3338"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_nushiro","c_nushiro","mod","mapped","contextual","yes","1","8135"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_oki","c_oki","mod","mapped","contextual","yes","1","4595"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_omi","c_omi","mod","mapped","contextual","yes","1","1208"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_osumi","c_osumi","mod","mapped","contextual","yes","1","7378"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_owari","c_owari","mod","mapped","contextual","yes","1","2544"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_pogibi","c_pogibi","mod","mapped","contextual","yes","1","9319"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_sagami","c_sagami","mod","mapped","contextual","yes","1","1381"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_sanuki","c_sanuki","mod","mapped","contextual","yes","1","5705"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_satsuma","c_satsuma","mod","mapped","contextual","yes","1","7246"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_settsu","c_settsu","mod","mapped","contextual","yes","1","937"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_shimosa","c_shimosa","mod","mapped","contextual","yes","1","1703"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_shimotsuke","c_shimotsuke","mod","mapped","contextual","yes","1","1800"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_shinano","c_shinano","mod","mapped","contextual","yes","1","3623"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_suo","c_suo","mod","mapped","contextual","yes","1","3998"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_suruga","c_suruga","mod","mapped","contextual","yes","1","2617"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tajima","c_tajima","mod","mapped","contextual","yes","1","5392"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tanba","c_tanba","mod","mapped","contextual","yes","1","5173"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tango","c_tango","mod","mapped","contextual","yes","1","5284"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tarayka","c_tarayka","mod","mapped","contextual","yes","1","9346"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tokisara","c_tokisara","mod","mapped","contextual","yes","1","8207"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tosa","c_tosa","mod","mapped","contextual","yes","1","6041"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_totomi","c_totomi","mod","mapped","contextual","yes","1","2790"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tsugaru","c_tsugaru","mod","mapped","contextual","yes","1","7946"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_tsushima","c_tsushima","mod","mapped","contextual","yes","1","6640"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_ucinaa","c_ucinaa","mod","mapped","contextual","yes","1","8836"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_yamashiro","c_yamashiro","mod","mapped","contextual","yes","1","344"
"history/titles","history\titles\00_ASIA_JAPAN.txt","c_yamato","c_yamato","mod","mapped","contextual","yes","1","650"
"history/titles","history\titles\00_ASIA_JAPAN.txt","d_east_sanindo","d_east_sanindo","mod","mapped","contextual","yes","1","5159"
"history/titles","history\titles\00_ASIA_JAPAN.txt","d_hokurikudo","d_hokurikudo","mod","mapped","contextual","yes","1","2990"
"history/titles","history\titles\00_ASIA_JAPAN.txt","d_nankaido","d_nankaido","mod","mapped","contextual","yes","1","5686"
"history/titles","history\titles\00_ASIA_JAPAN.txt","d_south_saikaido","d_south_saikaido","mod","mapped","contextual","yes","2","6997|7448"
"history/titles","history\titles\00_ASIA_JAPAN.txt","e_japan","e_japan","mod","mapped","contextual","yes","9","119|318|6648|6800|7169|7263|9567|9637|9642"
"history/titles","history\titles\00_ASIA_JAPAN.txt","k_chrysanthemum_throne","k_chrysanthemum_throne","mod","mapped","contextual","yes","2","9593|9635"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_andong","c_andong","mod","mapped","contextual","yes","1","53225"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_anbyeon","c_BAL_anbyeon","mod","mapped","contextual","yes","1","46501"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_central_hoewon","c_BAL_central_hoewon","mod","mapped","contextual","yes","1","42520"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_dazhou","c_BAL_dazhou","mod","mapped","contextual","yes","1","41960"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_delizhen","c_BAL_delizhen","mod","mapped","contextual","yes","1","41643"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_dongpyeong_yizhou","c_BAL_dongpyeong_yizhou","mod","mapped","contextual","yes","2","32109|45512"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_east_hoewon","c_BAL_east_hoewon","mod","mapped","contextual","yes","1","45948"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_heuksu_anwon","c_BAL_heuksu_anwon","mod","mapped","contextual","yes","1","46223"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_huligai","c_BAL_huligai","mod","mapped","contextual","yes","1","41550"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_ilanshan","c_BAL_ilanshan","mod","mapped","contextual","yes","1","41984"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_jeongni","c_BAL_jeongni","mod","mapped","contextual","yes","1","46041"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_jixi","c_BAL_jixi","mod","mapped","contextual","yes","1","45772"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_ningzhou","c_BAL_ningzhou","mod","mapped","contextual","yes","1","45685"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_north_anbyeon","c_BAL_north_anbyeon","mod","mapped","contextual","yes","1","46310"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_north_anwon","c_BAL_north_anwon","mod","mapped","contextual","yes","1","45860"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_solbin","c_BAL_solbin","mod","mapped","contextual","yes","1","45196"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_south_hoewon","c_BAL_south_hoewon","mod","mapped","contextual","yes","1","42609"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_supin","c_BAL_supin","mod","mapped","contextual","yes","1","45343"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_BAL_west_cheolli","c_BAL_west_cheolli","mod","mapped","contextual","yes","1","41799"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_boseong","c_boseong","mod","mapped","contextual","yes","1","52062"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_cheongju","c_cheongju","mod","mapped","contextual","yes","1","50612"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_chungju","c_chungju","mod","mapped","contextual","yes","1","51214"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_chunju","c_chunju","mod","mapped","contextual","yes","1","50307"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_dangseong","c_dangseong","mod","mapped","contextual","yes","1","49151"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_deungju","c_deungju","mod","mapped","contextual","yes","1","48410"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_dongju","c_dongju","mod","mapped","contextual","yes","1","48166"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_amgun","c_eman_amgun","mod","mapped","contextual","yes","1","46778"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_beihean","c_eman_beihean","mod","mapped","contextual","yes","1","43339"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_birija","c_eman_birija","vanilla","mapped","exact","yes","1","42429"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_boli","c_eman_boli","mod","mapped","contextual","yes","1","42986"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_choripi","c_eman_choripi","mod","mapped","contextual","yes","1","43159"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_heishuiyang","c_eman_heishuiyang","mod","mapped","contextual","yes","1","42809"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_kerin","c_eman_kerin","mod","mapped","contextual","yes","1","47070"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_khadul","c_eman_khadul","mod","mapped","contextual","yes","1","47157"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_mohean","c_eman_mohean","mod","mapped","contextual","yes","1","43073"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_molihewen","c_eman_molihewen","mod","mapped","contextual","yes","1","43425"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_murkonno","c_eman_murkonno","mod","mapped","contextual","yes","1","42896"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_nimen","c_eman_nimen","mod","mapped","contextual","yes","1","42164"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_nurgan","c_eman_nurgan","mod","mapped","contextual","yes","1","46801"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_tudali","c_eman_tudali","mod","mapped","contextual","yes","1","47226"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_tugur","c_eman_tugur","mod","mapped","contextual","yes","1","46892"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_turma","c_eman_turma","mod","mapped","contextual","yes","1","42338"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_urehokto","c_eman_urehokto","mod","mapped","contextual","yes","1","42251"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_urmi","c_eman_urmi","mod","mapped","contextual","yes","1","43249"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_vanda","c_eman_vanda","mod","mapped","contextual","yes","1","42073"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_wuguihai","c_eman_wuguihai","mod","mapped","contextual","yes","1","42722"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_yam_alin","c_eman_yam_alin","mod","mapped","contextual","yes","1","46979"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_eman_yerenhe","c_eman_yerenhe","mod","mapped","contextual","yes","1","42631"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_fanhe","c_fanhe","mod","mapped","contextual","yes","1","65677"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gaeseong","c_gaeseong","mod","mapped","contextual","yes","1","48718"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_ganzhou","c_ganzhou","mod","mapped","contextual","yes","1","66793"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gokju","c_gokju","mod","mapped","contextual","yes","1","49603"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gongju","c_gongju","mod","mapped","contextual","yes","1","51009"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_goseong","c_goseong","mod","mapped","contextual","yes","1","48532"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_guazhou","c_guazhou","mod","mapped","contextual","yes","1","67982"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_guemju","c_guemju","mod","mapped","contextual","yes","1","53525"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gwangju","c_gwangju","mod","mapped","contextual","yes","1","49028"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gwiju","c_gwiju","mod","mapped","contextual","yes","1","44677"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gyeongju","c_gyeongju","mod","mapped","contextual","yes","1","53004"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_gyoju","c_gyoju","mod","mapped","contextual","yes","1","48287"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_haeju","c_haeju","mod","mapped","contextual","yes","1","50008"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_hamyang","c_hamyang","mod","mapped","contextual","yes","1","53772"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_hongju","c_hongju","mod","mapped","contextual","yes","1","50808"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_hwangju","c_hwangju","mod","mapped","contextual","yes","1","49432"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_ilseon","c_ilseon","mod","mapped","contextual","yes","1","53092"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_inje","c_inje","mod","mapped","contextual","yes","1","50179"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_jangheung","c_jangheung","mod","mapped","contextual","yes","1","52252"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_jangjeong","c_jangjeong","mod","mapped","contextual","yes","1","44591"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_jeonju","c_jeonju","mod","mapped","contextual","yes","1","51646"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_jillye","c_jillye","mod","mapped","contextual","yes","1","51410"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_jinju","c_jinju","mod","mapped","contextual","yes","1","53646"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_liangzhou","c_liangzhou","mod","mapped","contextual","yes","1","65561"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_changchun","c_LIAO_changchun","mod","mapped","contextual","yes","1","39680"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_dading","c_LIAO_dading","mod","mapped","contextual","yes","2","32310|38841"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_dalian","c_LIAO_dalian","mod","mapped","contextual","yes","1","38361"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_liao_fengzhou","c_liao_fengzhou","mod","mapped","contextual","yes","1","38575"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_heicaoan","c_LIAO_heicaoan","mod","mapped","contextual","yes","1","39737"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_horqinan","c_LIAO_horqinan","mod","mapped","contextual","yes","1","38517"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_linhuang","c_LIAO_linhuang","mod","mapped","contextual","yes","2","32017|38281"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_longhuazhou","c_LIAO_longhuazhou","mod","mapped","contextual","yes","1","38401"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_ningzhou","c_LIAO_ningzhou","mod","mapped","contextual","yes","1","39571"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_raozhou","c_LIAO_raozhou","mod","mapped","contextual","yes","1","38321"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_taizhou","c_LIAO_taizhou","mod","mapped","contextual","yes","1","39516"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_ulagaian","c_LIAO_ulagaian","mod","mapped","contextual","yes","1","39050"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_LIAO_wuzhou","c_LIAO_wuzhou","mod","mapped","contextual","yes","1","38459"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_lxj_huanzhou","c_lxj_huanzhou","mod","mapped","contextual","yes","1","39166"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_lxj_yangchengzhou","c_lxj_yangchengzhou","mod","mapped","contextual","yes","1","39218"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_lxj_yuyidong","c_lxj_yuyidong","mod","mapped","contextual","yes","1","39416"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_lzj_chengde","c_lzj_chengde","mod","mapped","contextual","yes","1","39369"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_lzj_chengdexi","c_lzj_chengdexi","mod","mapped","contextual","yes","1","39322"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_myeongju","c_myeongju","mod","mapped","contextual","yes","1","47870"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_naju","c_naju","mod","mapped","contextual","yes","1","52438"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_namwon","c_namwon","mod","mapped","contextual","yes","1","51811"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_pungju","c_pungju","mod","mapped","contextual","yes","1","49275"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_pyeongju","c_pyeongju","mod","mapped","contextual","yes","1","49772"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_qilin","c_qilin","mod","mapped","contextual","yes","1","66475"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_sangju","c_sangju","mod","mapped","contextual","yes","1","53356"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_seogyeong","c_seogyeong","mod","mapped","contextual","yes","1","44835"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_seongju","c_seongju","mod","mapped","contextual","yes","1","47978"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_shazhou","c_shazhou","mod","mapped","contextual","yes","1","68270"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_shunzhou","c_shunzhou","mod","mapped","contextual","yes","1","64617"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_suzhou","c_suzhou","mod","mapped","contextual","yes","1","67205"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_damoguo","c_SW_damoguo","mod","mapped","contextual","yes","1","37604"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_dongcheziguo","c_SW_dongcheziguo","mod","mapped","contextual","yes","1","36443"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_dongruzhe","c_SW_dongruzhe","mod","mapped","contextual","yes","1","38023"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_ergunia","c_SW_ergunia","mod","mapped","contextual","yes","1","36146"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_fancao","c_SW_fancao","mod","mapped","contextual","yes","1","40404"
"history/titles","history\titles\00_ASIA_NORTH.txt","c_SW_gonghejiang","c_SW_gonghejiang","mod","mapped","contextual","yes","1","37815"
