"source_title_id","source_tier","canonical_title_id","canonical_tier","canonical_namespace","cluster_key","relation_type","rewrite_allowed","source_root_title","source_kingdom","source_duchy","source_county","source_file","source_title_path","status","notes","auto_candidate_title_id","auto_candidate_tier","auto_match_method","auto_source_province_count","auto_expected_source_province_count","auto_candidate_province_count","auto_overlap_count","auto_source_coverage","auto_candidate_coverage"
"b_Liao_Suzhou","b","b_suzhou","b","mod","e_andong > k_balhae > d_BAL_buyeo","contextual","yes","e_andong","k_balhae","d_BAL_buyeo","c_BAL_fuzhou","00_landed_titles.txt","e_andong > k_balhae > d_BAL_buyeo > c_BAL_fuzhou > b_Liao_Suzhou","mapped","auto: mod_context_name_family_context","b_suzhou","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Mozhou","b","b_mozhou_china","b","mod","e_andong > k_balhae > d_BAL_moe_su","contextual","yes","e_andong","k_balhae","d_BAL_moe_su","c_BAL_makhil","00_landed_titles.txt","e_andong > k_balhae > d_BAL_moe_su > c_BAL_makhil > b_Liao_Mozhou","mapped","auto: mod_context_name_family_context","b_mozhou_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Luzhou","b","b_luzhou_china","b","mod","e_andong > k_balhae > d_BAL_parhae","contextual","yes","e_andong","k_balhae","d_BAL_parhae","c_BAL_east_hyeondeok","00_landed_titles.txt","e_andong > k_balhae > d_BAL_parhae > c_BAL_east_hyeondeok > b_Liao_Luzhou","mapped","auto: mod_context_name_family_context","b_luzhou_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Helan","b","b_helan","b","mod","e_andong > k_balhae > d_BAL_southern_balhae","contextual","yes","e_andong","k_balhae","d_BAL_southern_balhae","c_BAL_southyongwon","00_landed_titles.txt","e_andong > k_balhae > d_BAL_southern_balhae > c_BAL_southyongwon > b_Liao_Helan","mapped","auto: mod_context_name_family_context","b_helan","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Yinzhou","b","b_yinzhou_china","b","mod","e_andong > k_balhae > d_LIAO_dongjing","contextual","yes","e_andong","k_balhae","d_LIAO_dongjing","c_LIAO_yinzhou","00_landed_titles.txt","e_andong > k_balhae > d_LIAO_dongjing > c_LIAO_yinzhou > b_Liao_Yinzhou","mapped","auto: mod_context_name_family_context","b_yinzhou_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Fuping","b","b_fuping_china","b","mod","e_andong > k_balhae > d_LIAO_dongjing","contextual","yes","e_andong","k_balhae","d_LIAO_dongjing","c_LIAO_zhenzhou","00_landed_titles.txt","e_andong > k_balhae > d_LIAO_dongjing > c_LIAO_zhenzhou > b_Liao_Fuping","mapped","auto: mod_context_name_family_context","b_fuping_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Suning","b","b_suning_china","b","mod","e_andong > k_balhae > d_LIAO_dongjing","contextual","yes","e_andong","k_balhae","d_LIAO_dongjing","c_LIAO_zhenzhou","00_landed_titles.txt","e_andong > k_balhae > d_LIAO_dongjing > c_LIAO_zhenzhou > b_Liao_Suning","mapped","auto: mod_context_name_family_context","b_suning_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_Liao_Suizhou","b","b_suizhou_china","b","mod","e_andong > k_raole > d_liaoxi","contextual","yes","e_andong","k_raole","d_liaoxi","c_LIAO_liaozhou","00_landed_titles.txt","e_andong > k_raole > d_liaoxi > c_LIAO_liaozhou > b_Liao_Suizhou","mapped","auto: mod_context_name_family_context","b_suizhou_china","b","mod_context_name_family_context","1","0","1","0","0,000000","0,000000"
"b_siantan","b","b_riau","b","vanilla","e_srivijaya > k_hujung_medini > d_MAL_pahang","contextual","yes","e_srivijaya","k_hujung_medini","d_MAL_pahang","c_riau","00_landed_titles.txt","e_srivijaya > k_hujung_medini > d_MAL_pahang > c_riau > b_siantan","mapped","manual: county_slot_equivalent_in_current_cluster","b_riau","b","manual_context_county_slot","1","0","","","",""
"b_muot","b","b_nakkavaram","b","mod","e_srivijaya > k_malayadvipa > d_handumans","contextual","yes","e_srivijaya","k_malayadvipa","d_handumans","c_nakkavaram","00_landed_titles.txt","e_srivijaya > k_malayadvipa > d_handumans > c_nakkavaram > b_muot","mapped","manual: province_slot_equivalent_in_backup_mod","b_nakkavaram","b","manual_context_backup_slot","1","0","","","",""
"k_qianzhong","k","k_qianzhong_china","k","mod","h_china > k_qianzhong","contextual","yes","h_china","k_qianzhong","","","02_china.txt","h_china > e_liangyi > k_qianzhong","mapped","auto: mod_context_name_family_context","k_qianzhong_china","k","mod_context_name_family_context","54","0","46","0","0,000000","0,000000"
"k_lingnan","k","k_lingnan_china","k","mod","h_china > k_lingnan","contextual","yes","h_china","k_lingnan","","","02_china.txt","h_china > e_lingnan > k_lingnan","mapped","auto: mod_context_name_family_context","k_lingnan_china","k","mod_context_name_family_context","80","0","0","0","0,000000","0,000000"
"k_hedong","k","k_hedong_china","k","mod","h_china > k_hedong","contextual","yes","h_china","k_hedong","","","02_china.txt","h_china > e_zhongyuan > k_hedong","mapped","auto: mod_context_name_family_context","k_hedong_china","k","mod_context_name_family_context","54","0","0","0","0,000000","0,000000"
"d_huainan","d","d_huainan_china","d","mod","h_china > k_huainan > d_huainan","contextual","yes","h_china","k_huainan","d_huainan","","02_china.txt","h_china > e_jingyang > k_huainan > d_huainan","mapped","auto: mod_context_name_family_context","d_huainan_china","d","mod_context_name_family_context","14","0","17","0","0,000000","0,000000"
"d_huaixi","d","d_huaixi_china","d","mod","h_china > k_huainan > d_huaixi","contextual","yes","h_china","k_huainan","d_huaixi","","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi","mapped","auto: mod_context_name_family_context","d_huaixi_china","d","mod_context_name_family_context","24","0","10","0","0,000000","0,000000"
"d_hunan","d","d_hunan_china","d","mod","h_china > k_hunan > d_hunan","contextual","yes","h_china","k_hunan","d_hunan","","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan","mapped","auto: mod_context_name_family_context","d_hunan_china","d","mod_context_name_family_context","21","0","12","0","0,000000","0,000000"
"d_xuanshe","d","d_xuanshe_china","d","mod","h_china > k_jiangdong > d_xuanshe","contextual","yes","h_china","k_jiangdong","d_xuanshe","","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe","mapped","auto: mod_context_name_family_context","d_xuanshe_china","d","mod_context_name_family_context","16","0","13","0","0,000000","0,000000"
"d_jiangxi","d","d_jiangxi_china","d","mod","h_china > k_jiangxi > d_jiangxi","contextual","yes","h_china","k_jiangxi","d_jiangxi","","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi","mapped","auto: mod_context_name_family_context","d_jiangxi_china","d","mod_context_name_family_context","27","0","10","0","0,000000","0,000000"
"d_zhedong","d","d_zhedong_china","d","mod","h_china > k_liangzhe > d_zhedong","contextual","yes","h_china","k_liangzhe","d_zhedong","","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong","mapped","auto: mod_context_name_family_context","d_zhedong_china","d","mod_context_name_family_context","28","0","11","0","0,000000","0,000000"
"d_eyue","d","d_eyue_china","d","mod","h_china > k_shannan > d_eyue","contextual","yes","h_china","k_shannan","d_eyue","","02_china.txt","h_china > e_jingyang > k_shannan > d_eyue","mapped","auto: mod_context_name_family_context","d_eyue_china","d","mod_context_name_family_context","20","0","8","0","0,000000","0,000000"
"d_jingnan","d","d_jingnan_china","d","mod","h_china > k_shannan > d_jingnan","contextual","yes","h_china","k_shannan","d_jingnan","","02_china.txt","h_china > e_jingyang > k_shannan > d_jingnan","mapped","auto: mod_context_name_family_context","d_jingnan_china","d","mod_context_name_family_context","26","0","17","0","0,000000","0,000000"
"d_qianzhong","d","d_qianzhong_china","d","mod","h_china > k_kuizhou > d_qianzhong","contextual","yes","h_china","k_kuizhou","d_qianzhong","","02_china.txt","h_china > e_liangyi > k_kuizhou > d_qianzhong","mapped","auto: mod_context_name_family_context","d_qianzhong_china","d","mod_context_name_family_context","22","0","13","0","0,000000","0,000000"
"d_wuxi","d","d_wuxi_china","d","mod","h_china > k_kuizhou > d_wuxi","contextual","yes","h_china","k_kuizhou","d_wuxi","","02_china.txt","h_china > e_liangyi > k_kuizhou > d_wuxi","mapped","auto: mod_context_name_family_context","d_wuxi_china","d","mod_context_name_family_context","21","0","12","0","0,000000","0,000000"
"d_zangke","d","d_zangke_china","d","mod","h_china > k_qianzhong > d_zangke","contextual","yes","h_china","k_qianzhong","d_zangke","","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke","mapped","auto: mod_context_name_family_context","d_zangke_china","d","mod_context_name_family_context","16","0","10","0","0,000000","0,000000"
"d_xichuan","d","d_xichuan_china","d","mod","h_china > k_xichuan > d_xichuan","contextual","yes","h_china","k_xichuan","d_xichuan","","02_china.txt","h_china > e_liangyi > k_xichuan > d_xichuan","mapped","auto: mod_context_name_family_context","d_xichuan_china","d","mod_context_name_family_context","12","0","17","0","0,000000","0,000000"
"d_lingnan","d","d_lingnan_china","d","mod","h_china > k_lingnan > d_lingnan","contextual","yes","h_china","k_lingnan","d_lingnan","","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan","mapped","auto: mod_context_name_family_context","d_lingnan_china","d","mod_context_name_family_context","28","0","22","0","0,000000","0,000000"
"d_guiguan","d","d_guiguan_china","d","mod","h_china > k_lingxi > d_guiguan","contextual","yes","h_china","k_lingxi","d_guiguan","","02_china.txt","h_china > e_lingnan > k_lingxi > d_guiguan","mapped","auto: mod_context_name_family_context","d_guiguan_china","d","mod_context_name_family_context","17","0","18","0","0,000000","0,000000"
"d_rongguan","d","d_rongguan_china","d","mod","h_china > k_lingxi > d_rongguan","contextual","yes","h_china","k_lingxi","d_rongguan","","02_china.txt","h_china > e_lingnan > k_lingxi > d_rongguan","mapped","auto: mod_context_name_family_context","d_rongguan_china","d","mod_context_name_family_context","16","0","16","0","0,000000","0,000000"
"d_yongguan","d","d_yongguan_china","d","mod","h_china > k_lingxi > d_yongguan","contextual","yes","h_china","k_lingxi","d_yongguan","","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan","mapped","auto: mod_context_name_family_context","d_yongguan_china","d","mod_context_name_family_context","22","0","17","0","0,000000","0,000000"
"d_binning","d","d_binning_china","d","mod","h_china > k_guannei > d_binning","contextual","yes","h_china","k_guannei","d_binning","","02_china.txt","h_china > e_yongliang > k_guannei > d_binning","mapped","auto: mod_context_name_family_context","d_binning_china","d","mod_context_name_family_context","12","0","8","0","0,000000","0,000000"
"d_fengxiang","d","d_fengxiang_china","d","mod","h_china > k_guannei > d_fengxiang","contextual","yes","h_china","k_guannei","d_fengxiang","","02_china.txt","h_china > e_yongliang > k_guannei > d_fengxiang","mapped","auto: mod_context_name_family_context","d_fengxiang_china","d","mod_context_name_family_context","6","0","9","0","0,000000","0,000000"
"d_fufang","d","d_fufang_china","d","mod","h_china > k_guannei > d_fufang","contextual","yes","h_china","k_guannei","d_fufang","","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang","mapped","auto: mod_context_name_family_context","d_fufang_china","d","mod_context_name_family_context","13","0","14","0","0,000000","0,000000"
"d_jingyuan","d","d_jingyuan_china","d","mod","h_china > k_guannei > d_jingyuan","contextual","yes","h_china","k_guannei","d_jingyuan","","02_china.txt","h_china > e_yongliang > k_guannei > d_jingyuan","mapped","auto: mod_context_name_family_context","d_jingyuan_china","d","mod_context_name_family_context","8","0","11","0","0,000000","0,000000"
"d_jinshang","d","d_jinshang_china","d","mod","h_china > k_guannei > d_jinshang","contextual","yes","h_china","k_guannei","d_jinshang","","02_china.txt","h_china > e_yongliang > k_guannei > d_jinshang","mapped","auto: mod_context_name_family_context","d_jinshang_china","d","mod_context_name_family_context","8","0","8","0","0,000000","0,000000"
"d_chengde","d","d_chengde_china","d","mod","h_china > k_hebei > d_chengde","contextual","yes","h_china","k_hebei","d_chengde","","02_china.txt","h_china > e_zhongyuan > k_hebei > d_chengde","mapped","auto: mod_context_name_family_context","d_chengde_china","d","mod_context_name_family_context","11","0","10","0","0,000000","0,000000"
"d_heyang","d","d_heyang_china","d","mod","h_china > k_hebei > d_heyang","contextual","yes","h_china","k_hebei","d_heyang","","02_china.txt","h_china > e_zhongyuan > k_hebei > d_heyang","mapped","auto: mod_context_name_family_context","d_heyang_china","d","mod_context_name_family_context","4","0","5","0","0,000000","0,000000"
"d_weibo","d","d_weibo_china","d","mod","h_china > k_hebei > d_weibo","contextual","yes","h_china","k_hebei","d_weibo","","02_china.txt","h_china > e_zhongyuan > k_hebei > d_weibo","mapped","auto: mod_context_name_family_context","d_weibo_china","d","mod_context_name_family_context","8","0","11","0","0,000000","0,000000"
"d_hedong","d","d_hedong_china","d","mod","h_china > k_hedong > d_hedong","contextual","yes","h_china","k_hedong","d_hedong","","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hedong","mapped","auto: mod_context_name_family_context","d_hedong_china","d","mod_context_name_family_context","20","0","17","0","0,000000","0,000000"
"d_hezhong","d","d_hezhong_china","d","mod","h_china > k_hedong > d_hezhong","contextual","yes","h_china","k_hedong","d_hezhong","","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong","mapped","auto: mod_context_name_family_context","d_hezhong_china","d","mod_context_name_family_context","17","0","24","0","0,000000","0,000000"
"d_yanmen","d","d_yanmen_china","d","mod","h_china > k_hedong > d_yanmen","contextual","yes","h_china","k_hedong","d_yanmen","","02_china.txt","h_china > e_zhongyuan > k_hedong > d_yanmen","mapped","auto: mod_context_name_family_context","d_yanmen_china","d","mod_context_name_family_context","7","0","6","0","0,000000","0,000000"
"d_zelu","d","d_zelu_china","d","mod","h_china > k_hedong > d_zelu","contextual","yes","h_china","k_hedong","d_zelu","","02_china.txt","h_china > e_zhongyuan > k_hedong > d_zelu","mapped","auto: mod_context_name_family_context","d_zelu_china","d","mod_context_name_family_context","10","0","9","0","0,000000","0,000000"
"d_chenxu","d","d_chenxu_china","d","mod","h_china > k_henan > d_chenxu","contextual","yes","h_china","k_henan","d_chenxu","","02_china.txt","h_china > e_zhongyuan > k_henan > d_chenxu","mapped","auto: mod_context_name_family_context","d_chenxu_china","d","mod_context_name_family_context","14","0","13","0","0,000000","0,000000"
"d_zhenghua","d","d_zhenghua_china","d","mod","h_china > k_henan > d_zhenghua","contextual","yes","h_china","k_henan","d_zhenghua","","02_china.txt","h_china > e_zhongyuan > k_henan > d_zhenghua","mapped","auto: mod_context_name_family_context","d_zhenghua_china","d","mod_context_name_family_context","6","0","7","0","0,000000","0,000000"
"d_xusi","d","d_xusi_china","d","mod","h_china > k_qingxu > d_xusi","contextual","yes","h_china","k_qingxu","d_xusi","","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_xusi","mapped","auto: mod_context_name_family_context","d_xusi_china","d","mod_context_name_family_context","14","0","13","0","0,000000","0,000000"
"d_ziqing","d","d_ziqing_china","d","mod","h_china > k_qingxu > d_ziqing","contextual","yes","h_china","k_qingxu","d_ziqing","","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_ziqing","mapped","auto: mod_context_name_family_context","d_ziqing_china","d","mod_context_name_family_context","17","0","10","0","0,000000","0,000000"
"d_yingmo","d","d_yingmo_china","d","mod","h_china > k_youji > d_yingmo","contextual","yes","h_china","k_youji","d_yingmo","","02_china.txt","h_china > e_zhongyuan > k_youji > d_yingmo","mapped","auto: mod_context_name_family_context","d_yingmo_china","d","mod_context_name_family_context","6","0","8","0","0,000000","0,000000"
"d_youzhou","d","d_youzhou_china","d","mod","h_china > k_youji > d_youzhou","contextual","yes","h_china","k_youji","d_youzhou","","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou","mapped","auto: mod_context_name_family_context","d_youzhou_china","d","mod_context_name_family_context","21","0","14","0","0,000000","0,000000"
"c_quanzhou","c","c_quanzhou_china","c","mod","h_china > k_fujian > d_pinghai","contextual","yes","h_china","k_fujian","d_pinghai","c_quanzhou","02_china.txt","h_china > e_jingyang > k_fujian > d_pinghai > c_quanzhou","mapped","auto: mod_context_name_family_context","c_quanzhou_china","c","mod_context_name_family_context","4","0","2","0","0,000000","0,000000"
"c_fuzhou_1","c","c_fuzhou_qin_china","c","mod","h_china > k_fujian > d_weiwu","contextual","yes","h_china","k_fujian","d_weiwu","c_fuzhou_1","02_china.txt","h_china > e_jingyang > k_fujian > d_weiwu > c_fuzhou_1","mapped","auto: mod_context_name_family_context","c_fuzhou_qin_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_yangzhou","c","c_yangzhou_china","c","mod","h_china > k_huainan > d_huainan","contextual","yes","h_china","k_huainan","d_huainan","c_yangzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huainan > c_yangzhou","mapped","auto: mod_context_name_family_context","c_yangzhou_china","c","mod_context_name_family_context","4","0","4","0","0,000000","0,000000"
"c_guangzhou","c","c_guangzhou_1","c","mod","h_china > k_huainan > d_huaixi","contextual","yes","h_china","k_huainan","d_huaixi","c_guangzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_guangzhou","mapped","auto: mod_context_name_family_context","c_guangzhou_1","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_shouzhou","c","c_shouzhou_song_china","c","mod","h_china > k_huainan > d_huaixi","contextual","yes","h_china","k_huainan","d_huaixi","c_shouzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_shouzhou","mapped","auto: mod_context_name_family_context","c_shouzhou_song_china","c","mod_context_name_family_context","5","0","2","0","0,000000","0,000000"
"c_chenzhou_1","c","c_chenzhou_china","c","mod","h_china > k_hunan > d_hunan","contextual","yes","h_china","k_hunan","d_hunan","c_chenzhou_1","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_chenzhou_1","mapped","auto: mod_context_name_family_context","c_chenzhou_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_hengzhou","c","c_hengzhou_china","c","mod","h_china > k_hunan > d_hunan","contextual","yes","h_china","k_hunan","d_hunan","c_hengzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_hengzhou","mapped","auto: mod_context_name_family_context","c_hengzhou_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_lianzhou","c","c_lianzhou_china","c","mod","h_china > k_hunan > d_hunan","contextual","yes","h_china","k_hunan","d_hunan","c_lianzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_lianzhou","mapped","auto: mod_context_name_family_context","c_lianzhou_china","c","mod_context_name_family_context","3","0","2","0","0,000000","0,000000"
"c_daozhou","c","c_daozhou_china","c","mod","h_china > k_hunan > d_lingling","contextual","yes","h_china","k_hunan","d_lingling","c_daozhou","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_daozhou","mapped","auto: mod_context_name_family_context","c_daozhou_china","c","mod_context_name_family_context","3","0","3","0","0,000000","0,000000"
"c_quanzhou_2","c","c_quanzhou_china","c","mod","h_china > k_hunan > d_lingling","contextual","yes","h_china","k_hunan","d_lingling","c_quanzhou_2","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_quanzhou_2","mapped","auto: mod_context_name_family_context","c_quanzhou_china","c","mod_context_name_family_context","3","0","2","0","0,000000","0,000000"
"c_changzhou","c","c_changzhou_china","c","mod","h_china > k_jiangdong > d_jiangdong","contextual","yes","h_china","k_jiangdong","d_jiangdong","c_changzhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_jiangdong > c_changzhou","mapped","auto: mod_context_name_family_context","c_changzhou_china","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_runzhou","c","c_runzhou_china","c","mod","h_china > k_jiangdong > d_jiangdong","contextual","yes","h_china","k_jiangdong","d_jiangdong","c_runzhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_jiangdong > c_runzhou","mapped","auto: mod_context_name_family_context","c_runzhou_china","c","mod_context_name_family_context","3","0","2","0","0,000000","0,000000"
"c_chizhou","c","c_chizhou_china","c","mod","h_china > k_jiangdong > d_xuanshe","contextual","yes","h_china","k_jiangdong","d_xuanshe","c_chizhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_chizhou","mapped","auto: mod_context_name_family_context","c_chizhou_china","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_guangde","c","c_guangde_china","c","mod","h_china > k_jiangdong > d_xuanshe","contextual","yes","h_china","k_jiangdong","d_xuanshe","c_guangde","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_guangde","mapped","auto: mod_context_name_family_context","c_guangde_china","c","mod_context_name_family_context","2","0","2","0","0,000000","0,000000"
"c_shezhou","c","c_shezhou_china","c","mod","h_china > k_jiangdong > d_xuanshe","contextual","yes","h_china","k_jiangdong","d_xuanshe","c_shezhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_shezhou","mapped","auto: mod_context_name_family_context","c_shezhou_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_xuanzhou","c","c_xuanzhou_china","c","mod","h_china > k_jiangdong > d_xuanshe","contextual","yes","h_china","k_jiangdong","d_xuanshe","c_xuanzhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_xuanzhou","mapped","auto: mod_context_name_family_context","c_xuanzhou_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_fuzhou_2","c","c_fuzhou_qin_china","c","mod","h_china > k_jiangxi > d_jiangxi","contextual","yes","h_china","k_jiangxi","d_jiangxi","c_fuzhou_2","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_fuzhou_2","mapped","auto: mod_context_name_family_context","c_fuzhou_qin_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_hongzhou","c","c_hongzhou_china","c","mod","h_china > k_jiangxi > d_jiangxi","contextual","yes","h_china","k_jiangxi","d_jiangxi","c_hongzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_hongzhou","mapped","auto: mod_context_name_family_context","c_hongzhou_china","c","mod_context_name_family_context","5","0","3","0","0,000000","0,000000"
"c_jizhou_3","c","c_jizhou_china","c","mod","h_china > k_jiangxi > d_jiangxi","contextual","yes","h_china","k_jiangxi","d_jiangxi","c_jizhou_3","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_jizhou_3","mapped","auto: mod_context_name_family_context","c_jizhou_china","c","mod_context_name_family_context","5","0","2","0","0,000000","0,000000"
"c_yunzhou_2","c","c_yunzhou_china","c","mod","h_china > k_jiangxi > d_jiangxi","contextual","yes","h_china","k_jiangxi","d_jiangxi","c_yunzhou_2","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_yunzhou_2","mapped","auto: mod_context_name_family_context","c_yunzhou_china","c","mod_context_name_family_context","3","0","4","0","0,000000","0,000000"
"c_mingzhou_1","c","c_mingzhou_china","c","mod","h_china > k_liangzhe > d_zhedong","contextual","yes","h_china","k_liangzhe","d_zhedong","c_mingzhou_1","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_mingzhou_1","mapped","auto: mod_context_name_family_context","c_mingzhou_china","c","mod_context_name_family_context","4","0","3","0","0,000000","0,000000"
"c_wuzhou","c","c_LIAO_wuzhou","c","mod","h_china > k_liangzhe > d_zhedong","contextual","yes","h_china","k_liangzhe","d_zhedong","c_wuzhou","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_wuzhou","mapped","auto: mod_context_name_family_context","c_LIAO_wuzhou","c","mod_context_name_family_context","4","0","5","0","0,000000","0,000000"
