"source_title_id","source_tier","cluster_key","source_root_title","source_kingdom","source_duchy","source_county","source_file","source_title_path","source_province_count"
"c_shaowu","c","h_china > k_fujian > d_jianning","h_china","k_fujian","d_jianning","c_shaowu","02_china.txt","h_china > e_jingyang > k_fujian > d_jianning > c_shaowu","3"
"b_linqu","b","h_china > k_qingxu > d_ziqing","h_china","k_qingxu","d_ziqing","c_qingzhou","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_ziqing > c_qingzhou > b_linqu","1"
"b_haozhou","b","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_shaoqing","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_shaoqing > b_haozhou","1"
"b_yanshi","b","h_china > k_henan > d_dongji","h_china","k_henan","d_dongji","c_henan","02_china.txt","h_china > e_zhongyuan > k_henan > d_dongji > c_henan > b_yanshi","1"
"c_nghe_an","c","h_china > k_viet > d_nghe_an","h_china","k_viet","d_nghe_an","c_nghe_an","02_china.txt","h_china > e_lingnan > k_viet > d_nghe_an > c_nghe_an","4"
"c_yunzhou","c","h_china > k_qingxu > d_yuncao","h_china","k_qingxu","d_yuncao","c_yunzhou","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yuncao > c_yunzhou","4"
"b_dinghu","b","h_china > k_hedong > d_hedong","h_china","k_hedong","d_hedong","c_shizhou","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hedong > c_shizhou > b_dinghu","1"
"b_qingjiang","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_linjiang","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_linjiang > b_qingjiang","1"
"c_hangzhou","c","h_china > k_liangzhe > d_zhexi","h_china","k_liangzhe","d_zhexi","c_hangzhou","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhexi > c_hangzhou","4"
"b_ningpu","b","h_china > k_lingxi > d_yongguan","h_china","k_lingxi","d_yongguan","c_hengzhou_1","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan > c_hengzhou_1 > b_ningpu","1"
"b_qiyang","b","h_china > k_hunan > d_lingling","h_china","k_hunan","d_lingling","c_yongzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_yongzhou > b_qiyang","1"
"b_xiangxiang","b","h_china > k_hunan > d_hunan","h_china","k_hunan","d_hunan","c_tanzhou","02_china.txt","h_china > e_jingyang > k_hunan > d_hunan > c_tanzhou > b_xiangxiang","1"
"d_pinghai","d","h_china > k_fujian > d_pinghai","h_china","k_fujian","d_pinghai","","02_china.txt","h_china > e_jingyang > k_fujian > d_pinghai","11"
"b_zhennan","b","h_china > k_lingnan > d_lingnan","h_china","k_lingnan","d_lingnan","c_shuangzhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan > c_shuangzhou > b_zhennan","1"
"b_longbiao","b","h_china > k_kuizhou > d_wuxi","h_china","k_kuizhou","d_wuxi","c_tanyang","02_china.txt","h_china > e_liangyi > k_kuizhou > d_wuxi > c_tanyang > b_longbiao","1"
"b_cirlxj_dongshengzhou","b","h_china > k_daibei > d_xinan","h_china","k_daibei","d_xinan","c_lxj_yunneizhou","02_china.txt","h_china > e_zhongyuan > k_daibei > d_xinan > c_lxj_yunneizhou > b_cirlxj_dongshengzhou","1"
"b_zigui","b","h_china > k_shannan > d_jingnan","h_china","k_shannan","d_jingnan","c_guizhou","02_china.txt","h_china > e_jingyang > k_shannan > d_jingnan > c_guizhou > b_zigui","1"
"b_yichuan","b","h_china > k_guannei > d_fufang","h_china","k_guannei","d_fufang","c_danzhou","02_china.txt","h_china > e_yongliang > k_guannei > d_fufang > c_danzhou > b_yichuan","1"
"b_daojiang","b","h_china > k_xichuan > d_xichuan","h_china","k_xichuan","d_xichuan","c_pengzhou","02_china.txt","h_china > e_liangyi > k_xichuan > d_xichuan > c_pengzhou > b_daojiang","1"
"b_dushang","b","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_yingzhou_4","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_yingzhou_4 > b_dushang","1"
"b_mei","b","h_china > k_guannei > d_fengxiang","h_china","k_guannei","d_fengxiang","c_fengxiang","02_china.txt","h_china > e_yongliang > k_guannei > d_fengxiang > c_fengxiang > b_mei","1"
"b_fenyi","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_yuanzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_yuanzhou > b_fenyi","1"
"c_dali","c","h_china > k_dali > d_dali","h_china","k_dali","d_dali","c_dali","02_china.txt","h_china > e_liangyi > k_dali > d_dali > c_dali","3"
"b_yihuang","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_fuzhou_2","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_fuzhou_2 > b_yihuang","1"
"d_guiguan","d","h_china > k_lingxi > d_guiguan","h_china","k_lingxi","d_guiguan","","02_china.txt","h_china > e_lingnan > k_lingxi > d_guiguan","17"
"k_shannan","k","h_china > k_shannan","h_china","k_shannan","","","02_china.txt","h_china > e_jingyang > k_shannan","74"
"e_minister_chancellor","e","h_china","h_china","","","","02_china.txt","h_china > e_minister_chancellor","0"
"c_xunzhou_2","c","h_china > k_lingxi > d_yongguan","h_china","k_lingxi","d_yongguan","c_xunzhou_2","02_china.txt","h_china > e_lingnan > k_lingxi > d_yongguan > c_xunzhou_2","3"
"b_yincheng_1","b","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_guangzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_guangzhou > b_yincheng_1","1"
"b_duling","b","h_china > k_lingnan > d_lingnan","h_china","k_lingnan","d_lingnan","c_enzhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan > c_enzhou > b_duling","1"
"b_baogu","b","h_china > k_dali > d_tonghai","h_china","k_dali","d_tonghai","c_zuining","02_china.txt","h_china > e_liangyi > k_dali > d_tonghai > c_zuining > b_baogu","1"
"b_yeniugou","b","h_china > k_hexi > d_qilian","h_china","k_hexi","d_qilian","c_yalong","02_china.txt","h_china > e_yongliang > k_hexi > d_qilian > c_yalong > b_yeniugou","0"
"c_tanzhou_2","c","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_tanzhou_2","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_tanzhou_2","4"
"b_buteng","b","h_china > k_dali > d_yinsheng","h_china","k_dali","d_yinsheng","c_buri","02_china.txt","h_china > e_liangyi > k_dali > d_yinsheng > c_buri > b_buteng","1"
"b_yi","b","h_china > k_youji > d_yideng","h_china","k_youji","d_yideng","c_yizhou_1","02_china.txt","h_china > e_zhongyuan > k_youji > d_yideng > c_yizhou_1 > b_yi","1"
"b_suiyang","b","h_china > k_kuizhou > d_qianzhong","h_china","k_kuizhou","d_qianzhong","c_yizhou_3","02_china.txt","h_china > e_liangyi > k_kuizhou > d_qianzhong > c_yizhou_3 > b_suiyang","1"
"b_liaoshan","b","h_china > k_hedong > d_hedong","h_china","k_hedong","d_hedong","c_liaozhou","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hedong > c_liaozhou > b_liaoshan","1"
"b_lingxian","b","h_china > k_daibei > d_yunshuo","h_china","k_daibei","d_yunshuo","c_yuzhou","02_china.txt","h_china > e_zhongyuan > k_daibei > d_yunshuo > c_yuzhou > b_lingxian","1"
"c_shaozhou","c","h_china > k_hunan > d_lingling","h_china","k_hunan","d_lingling","c_shaozhou","02_china.txt","h_china > e_jingyang > k_hunan > d_lingling > c_shaozhou","6"
"b_liang","b","h_china > k_henan > d_dongji","h_china","k_henan","d_dongji","c_ruzhou","02_china.txt","h_china > e_zhongyuan > k_henan > d_dongji > c_ruzhou > b_liang","1"
"b_luze","b","h_china > k_hebei > d_chengde","h_china","k_hebei","d_chengde","c_shenzhou_1","02_china.txt","h_china > e_zhongyuan > k_hebei > d_chengde > c_shenzhou_1 > b_luze","1"
"b_shixing","b","h_china > k_lingnan > d_huixun","h_china","k_lingnan","d_huixun","c_shaozhou_1","02_china.txt","h_china > e_lingnan > k_lingnan > d_huixun > c_shaozhou_1 > b_shixing","1"
"b_wenxi","b","h_china > k_hedong > d_hezhong","h_china","k_hedong","d_hezhong","c_hezhong","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong > c_hezhong > b_wenxi","1"
"b_lucheng","b","h_china > k_hebei > d_cangjing","h_china","k_hebei","d_cangjing","c_cangzhou","02_china.txt","h_china > e_zhongyuan > k_hebei > d_cangjing > c_cangzhou > b_lucheng","1"
"b_quanjiao","b","h_china > k_huainan > d_huainan","h_china","k_huainan","d_huainan","c_chuzhou_2","02_china.txt","h_china > e_jingyang > k_huainan > d_huainan > c_chuzhou_2 > b_quanjiao","1"
"b_yuanan","b","h_china > k_shannan > d_jingnan","h_china","k_shannan","d_jingnan","c_xiazhou_1","02_china.txt","h_china > e_jingyang > k_shannan > d_jingnan > c_xiazhou_1 > b_yuanan","1"
"c_wenzhou_2","c","h_china > k_liangzhe > d_zhedong","h_china","k_liangzhe","d_zhedong","c_wenzhou_2","02_china.txt","h_china > e_jingyang > k_liangzhe > d_zhedong > c_wenzhou_2","4"
"c_rongzhou_2","c","h_china > k_lingxi > d_rongguan","h_china","k_lingxi","d_rongguan","c_rongzhou_2","02_china.txt","h_china > e_lingnan > k_lingxi > d_rongguan > c_rongzhou_2","4"
"b_wu","b","h_china > k_jiangdong > d_jiangdong","h_china","k_jiangdong","d_jiangdong","c_suzhou_2","02_china.txt","h_china > e_jingyang > k_jiangdong > d_jiangdong > c_suzhou_2 > b_wu","1"
"c_qingshan","c","h_china > k_daibei > d_xinan","h_china","k_daibei","d_xinan","c_qingshan","02_china.txt","h_china > e_zhongyuan > k_daibei > d_xinan > c_qingshan","2"
"c_hongzhou","c","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_hongzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_hongzhou","5"
"b_yanshan","b","h_china > k_jiangxi > d_dingjiang","h_china","k_jiangxi","d_dingjiang","c_xinhzou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_dingjiang > c_xinhzou > b_yanshan","1"
"b_huoshan","b","h_china > k_huainan > d_huaixi","h_china","k_huainan","d_huaixi","c_shouzhou","02_china.txt","h_china > e_jingyang > k_huainan > d_huaixi > c_shouzhou > b_huoshan","1"
"b_langzhong","b","h_china > k_xingyuan > d_lilang","h_china","k_xingyuan","d_lilang","c_langzhou_1","02_china.txt","h_china > e_liangyi > k_xingyuan > d_lilang > c_langzhou_1 > b_langzhong","1"
"c_yingzhou_4","c","h_china > k_qianzhong > d_zangke","h_china","k_qianzhong","d_zangke","c_yingzhou_4","02_china.txt","h_china > e_liangyi > k_qianzhong > d_zangke > c_yingzhou_4","3"
"b_neixiang","b","h_china > k_shannan > d_xiangdeng","h_china","k_shannan","d_xiangdeng","c_dengzhou_1","02_china.txt","h_china > e_jingyang > k_shannan > d_xiangdeng > c_dengzhou_1 > b_neixiang","1"
"b_lidou","b","h_china > k_dali > d_jianchuan","h_china","k_dali","d_jianchuan","c_xiangcheng","02_china.txt","h_china > e_liangyi > k_dali > d_jianchuan > c_xiangcheng > b_lidou","1"
"c_suzhou_2","c","h_china > k_jiangdong > d_jiangdong","h_china","k_jiangdong","d_jiangdong","c_suzhou_2","02_china.txt","h_china > e_jingyang > k_jiangdong > d_jiangdong > c_suzhou_2","3"
"b_shicheng_2","b","h_china > k_youji > d_youzhou","h_china","k_youji","d_youzhou","c_pinzhou","02_china.txt","h_china > e_zhongyuan > k_youji > d_youzhou > c_pinzhou > b_shicheng_2","1"
"b_fenning","b","h_china > k_jiangxi > d_jiangxi","h_china","k_jiangxi","d_jiangxi","c_hongzhou","02_china.txt","h_china > e_jingyang > k_jiangxi > d_jiangxi > c_hongzhou > b_fenning","1"
"b_hedong","b","h_china > k_hedong > d_hezhong","h_china","k_hedong","d_hezhong","c_hezhong","02_china.txt","h_china > e_zhongyuan > k_hedong > d_hezhong > c_hezhong > b_hedong","1"
"b_juancheng","b","h_china > k_qingxu > d_yuncao","h_china","k_qingxu","d_yuncao","c_puzhou_2","02_china.txt","h_china > e_zhongyuan > k_qingxu > d_yuncao > c_puzhou_2 > b_juancheng","1"
"b_zheyuan","b","h_china > k_qianzhong > d_luoshi","h_china","k_qianzhong","d_luoshi","c_shunzhou","02_china.txt","h_china > e_liangyi > k_qianzhong > d_luoshi > c_shunzhou > b_zheyuan","1"
"b_fulin","b","h_china > k_lingnan > d_lingnan","h_china","k_lingnan","d_lingnan","c_chunzhou","02_china.txt","h_china > e_lingnan > k_lingnan > d_lingnan > c_chunzhou > b_fulin","1"
"b_wanqiu","b","h_china > k_henan > d_chenxu","h_china","k_henan","d_chenxu","c_huaining","02_china.txt","h_china > e_zhongyuan > k_henan > d_chenxu > c_huaining > b_wanqiu","1"
"d_xiyuan","d","h_china > k_qianzhong > d_xiyuan","h_china","k_qianzhong","d_xiyuan","","02_china.txt","h_china > e_liangyi > k_qianzhong > d_xiyuan","8"
"c_longzhou_2","c","h_china > k_guannei > d_fengxiang","h_china","k_guannei","d_fengxiang","c_longzhou_2","02_china.txt","h_china > e_yongliang > k_guannei > d_fengxiang > c_longzhou_2","3"
"b_jixi","b","h_china > k_jiangdong > d_xuanshe","h_china","k_jiangdong","d_xuanshe","c_shezhou","02_china.txt","h_china > e_jingyang > k_jiangdong > d_xuanshe > c_shezhou > b_jixi","1"
"c_jingzhou_2","c","h_china > k_qianzhong > d_shimen","h_china","k_qianzhong","d_shimen","c_jingzhou_2","02_china.txt","h_china > e_liangyi > k_qianzhong > d_shimen > c_jingzhou_2","3"
"c_yumen","c","h_china > k_hexi > d_gansu","h_china","k_hexi","d_gansu","c_yumen","02_china.txt","h_china > e_yongliang > k_hexi > d_gansu > c_yumen","0"
"b_mo","b","h_china > k_youji > d_yingmo","h_china","k_youji","d_yingmo","c_mozhou","02_china.txt","h_china > e_zhongyuan > k_youji > d_yingmo > c_mozhou > b_mo","1"
