source_title_id, mod_title_id, is_same_title_id,
b_Liao_Shangjing,
b_FIC_Liao_Nandongkou,
b_Liao_Fengzhou4,
b_FIC_Liao_Nanhaikou,
b_Liao_Nanjing, b_Liao_Nanjing, yes,
b_Liao_Tianqing,
b_FIC_Liao_Huanghekou,
b_FIC_Liao_Tumen,
b_Liao_Lungyuanfu,
b_Liao_Dongjing,
b_Liao_Helan, b_helan, no,
b_Liao_Wanhaifu,
b_Liao_Dandong,
b_Liao_Diezhou,
b_Liao_Kaizhou,
b_Liao_Tongzhou,
b_FIC_Liao_Shaozijiang,
b_Liao_Fengcheng,
b_Liao_Guidezhou,
b_Liao_Xiyuan,
b_Liao_Haizhou,
b_Liao_Liaoyang,
b_Liao_Shenyang,
b_Liao_Tangzhou,
b_Liao_Yaozhou,
b_FIC_Liao_Huangcaocun,
b_Liao_Guangzhou,
b_Liao_Qizhou,
b_Liao_Yinzhou, b_yinzhou_china, no,
b_FIC_Liao_Biliujiang,
b_Liao_Fuping, b_fuping_china, no,
b_Liao_Suning, b_suning_china, no,
b_Liao_Zhenzhou,
b_FIC_Liao_Dalinuor, b_FIC_Liao_Dalinuor, yes,
b_FIC_Liao_Hongdali, b_FIC_Liao_Hongdali, yes,
b_FIC_Liao_Baicaoer, b_FIC_Liao_Baicaoer, yes,
b_FIC_Liao_Caoyuanan, b_FIC_Liao_Caoyuanan, yes,
b_FIC_Liao_Matudi, b_FIC_Liao_Matudi, yes,
b_Liao_Huaizhou, b_Liao_Huaizhou, yes,
b_Liao_Linhuang, b_Liao_Linhuang, yes,
b_Liao_Songzhanzhou, b_Liao_Songzhanzhou, yes,
b_Liao_Yungzhou, b_Liao_Yungzhou, yes,
b_Liao_Zuzhou, b_Liao_Zuzhou, yes,
b_FIC_Liao_Huopingan, b_FIC_Liao_Huopingan, yes,
b_Liao_Jiangshengzhou, b_Liao_Jiangshengzhou, yes,
b_Liao_Longhuazhou, b_Liao_Longhuazhou, yes,
b_FIC_Liao_Xilin, b_FIC_Liao_Xilin, yes,
b_Liao_Qingzhou, b_Liao_Qingzhou, yes,
b_Liao_Raozhou, b_Liao_Raozhou, yes,
b_FIC_Liao_Charnoer, b_FIC_Liao_Charnoer, yes,
b_FIC_Liao_Ulanuer, b_FIC_Liao_Ulanuer, yes,
b_FIC_Liao_Ulanulagai, b_FIC_Liao_Ulanulagai, yes,
b_FIC_Liao_Heihorqin, b_FIC_Liao_Heihorqin, yes,
b_FIC_Liao_Shuangliao, b_FIC_Liao_Shuangliao, yes,
b_FIC_Liao_Yumitudi, b_FIC_Liao_Yumitudi, yes,
b_Liao_Changchun, b_Liao_Changchun, yes,
b_FIC_Liao_Bayintailai, b_FIC_Liao_Bayintailai, yes,
b_FIC_Liao_Horqin, b_FIC_Liao_Horqin, yes,
b_FIC_Liao_Zhanyu, b_FIC_Liao_Zhanyu, yes,
b_Liao_Chunzhou, b_Liao_Chunzhou, yes,
b_Liao_Fengzhou2, b_Liao_Fengzhou2, yes,
b_Liao_Ningzhou, b_Liao_Ningzhou, yes,
b_Liao_Taonan, b_Liao_Taonan, yes,
b_Amur_Taizhou, b_Amur_Taizhou, yes,
b_FIC_Amur_Hongan, b_FIC_Amur_Hongan, yes,
b_FIC_Amur_Jianali, b_FIC_Amur_Jianali, yes,
b_FIC_Amur_Nalidu, b_FIC_Amur_Nalidu, yes,
b_Liao_Fuzhou, b_Liao_Fuzhou, yes,
b_Liao_Weizhou2, b_Liao_Weizhou2, yes,
b_Liao_Wuzhou2, b_Liao_Wuzhou2, yes,
b_Liao_Yizhou2, b_Liao_Yizhou2, yes,
b_Liao_Yuanzhou, b_Liao_Yuanzhou, yes,
b_FIC_EMan_Shuilinhai, b_FIC_EMan_Shuilinhai, yes,
b_FIC_EMan_Yozejiang, b_FIC_EMan_Yozejiang, yes,
b_EMan_Ningzhou, b_EMan_Ningzhou, yes,
b_FIC_EMan_Huangyuan, b_FIC_EMan_Huangyuan, yes,
b_FIC_EMan_Qingshancun, b_FIC_EMan_Qingshancun, yes,
b_FIC_EMan_Alimenyang, b_FIC_EMan_Alimenyang, yes,
b_FIC_EMan_Dongning, b_FIC_EMan_Dongning, yes,
b_FIC_EMan_Zhonganyuan, b_FIC_EMan_Zhonganyuan, yes,
b_EMan_Supin, b_EMan_Supin, yes,
b_FIC_EMan_Dongxingkai, b_FIC_EMan_Dongxingkai, yes,
b_FIC_EMan_Sanhean, b_FIC_EMan_Sanhean, yes,
b_FIC_EMan_Xuduohe, b_FIC_EMan_Xuduohe, yes,
b_FIC_EMan_Zhongtieli, b_FIC_EMan_Zhongtieli, yes,
b_FIC_Liao_Xitielian, b_FIC_Liao_Xitielian, yes,
b_Liao_Delizhen, b_Liao_Delizhen, yes,
b_EMan_Huligai, b_EMan_Huligai, yes,
b_FIC_EMan_Hulilusean, b_FIC_EMan_Hulilusean, yes,
b_FIC_EMan_Qiligashan, b_FIC_EMan_Qiligashan, yes,
b_FIC_Amur_Dahedu, b_FIC_Amur_Dahedu, yes,
b_FIC_Amur_Henghetieli, b_FIC_Amur_Henghetieli, yes,
b_EMan_Yizhou, b_EMan_Yizhou, yes,
b_FIC_EMan_Beidongan, b_FIC_EMan_Beidongan, yes,
b_FIC_EMan_Heihubo, b_FIC_EMan_Heihubo, yes,
b_EMan_Jixi, b_EMan_Jixi, yes,
b_FIC_EMan_Dongxian, b_FIC_EMan_Dongxian, yes,
b_FIC_EMan_Dongying, b_FIC_EMan_Dongying, yes,
b_FIC_EMan_Beihuaicun, b_FIC_EMan_Beihuaicun, yes,
b_FIC_EMan_Dacun, b_FIC_EMan_Dacun, yes,
b_FIC_EMan_Huanghuai, b_FIC_EMan_Huanghuai, yes,
b_Amur_Dazhou, b_Amur_Dazhou, yes,
b_FIC_Amur_Haixidu, b_FIC_Amur_Haixidu, yes,
b_FIC_Amur_Helincun, b_FIC_Amur_Helincun, yes,
b_FIC_EMan_Bixinjiang, b_FIC_EMan_Bixinjiang, yes,
b_FIC_EMan_Naolijiang, b_FIC_EMan_Naolijiang, yes,
b_FIC_Amur_Ilanshan, b_FIC_Amur_Ilanshan, yes,
b_FIC_Amur_Senlincun, b_FIC_Amur_Senlincun, yes,
b_FIC_EMan_Baihuaicun, b_FIC_EMan_Baihuaicun, yes,
b_FIC_EMan_Huaicao, b_FIC_EMan_Huaicao, yes,
b_FIC_EMan_Songhuajiang, b_FIC_EMan_Songhuajiang, yes,
b_EMan_Anzhou, b_EMan_Anzhou, yes,
b_FIC_EMan_Luseqiu, b_FIC_EMan_Luseqiu, yes,
b_FIC_EMan_Silata_an, b_FIC_EMan_Silata_an, yes,
b_EMan_Dingzhou, b_EMan_Dingzhou, yes,
b_EMan_Yongmingcheng, b_EMan_Yongmingcheng, yes,
b_FIC_EMan_Dinglian, b_FIC_EMan_Dinglian, yes,
b_FIC_EMan_Shanganjugu, b_FIC_EMan_Shanganjugu, yes,
b_FIC_EMan_Beiqiulin, b_FIC_EMan_Beiqiulin, yes,
b_FIC_EMan_Heizhuhai, b_FIC_EMan_Heizhuhai, yes,
b_FIC_EMan_Zhenzhuhai, b_FIC_EMan_Zhenzhuhai, yes,
b_EMan_Huazhou, b_EMan_Huazhou, yes,
b_FIC_EMan_Nanxingkai, b_FIC_EMan_Nanxingkai, yes,
b_FIC_EMan_Shuaibinan, b_FIC_EMan_Shuaibinan, yes,
b_Liao_Jianzhou2, b_Liao_Jianzhou2, yes,
b_cirlzj_jianting, b_cirlzj_jianting, yes,
b_Liao_Dading, b_Liao_Dading, yes,
b_Liao_Enzhou, b_Liao_Enzhou, yes,
b_Liao_Songshanzhou, b_Liao_Songshanzhou, yes,
b_Liao_Fengzhou, b_Liao_Fengzhou, yes,
b_Liao_Yikunzhou, b_Liao_Yikunzhou, yes,
b_cirlzj_caodangzhen, b_cirlzj_caodangzhen, yes,
b_cirlzj_yudaokou, b_cirlzj_yudaokou, yes,
b_cirlzj_chengde, b_cirlzj_chengde, yes,
b_cirlzj_luexiating, b_cirlzj_luexiating, yes,
b_cirlzj_qinglonghe, b_cirlzj_qinglonghe, yes,
b_cirlzj_xinghua, b_cirlzj_xinghua, yes,
b_cirlzj_beian, b_cirlzj_beian, yes,
b_cirlzj_chaolijiang, b_cirlzj_chaolijiang, yes,
b_cirlzj_liuheting, b_cirlzj_liuheting, yes,
b_cirlzj_xuefang, b_cirlzj_xuefang, yes,
b_Liao_Gaozhou, b_Liao_Gaozhou, yes,
b_Liao_Jianzhou, b_Liao_Jianzhou, yes,
b_Liao_Wuanzhou, b_Liao_Wuanzhou, yes,
b_Liao_Chaoyang,
b_Liao_Chengzhou,
b_Liao_Chuanzhou,
b_Liao_Qianzhou2,
b_Liao_Jinzhou,
b_Liao_Xizhou,
b_Liao_Yizhou3,
b_Liao_Liaozhou,
b_Liao_Shuangzhou,
b_Liao_Suizhou, b_suizhou_china, no,
b_Liao_Haibeizhou,
b_Liao_Qianzhou,
b_Liao_Xianzhou,
b_cirlzj_longtan,
b_cirlzj_qinhuangdao,
b_pingzhou,
b_cirlzj_fusu,
b_cirlzj_yuhejing,
b_Liao_Andefu,
b_Liao_Liping,
b_cirlxj_dongting, b_cirlxj_dongting, yes,
b_cirlxj_huanzhou, b_cirlxj_huanzhou, yes,
b_cirlxj_nanpo, b_cirlxj_nanpo, yes,
b_cirlxj_lilingtaiyi, b_cirlxj_lilingtaiyi, yes,
b_cirlxj_yangcheng, b_cirlxj_yangcheng, yes,
b_cirlxj_yunyudi, b_cirlxj_yunyudi, yes,
b_FIC_Mong_Gangoluul, b_FIC_Mong_Gangoluul, yes,
b_FIC_Mong_Nyurgol, b_FIC_Mong_Nyurgol, yes,
b_FIC_Mong_Telburgol, b_FIC_Mong_Telburgol, yes,
b_FIC_Mong_Gaoxuanya, b_FIC_Mong_Gaoxuanya, yes,
b_FIC_Mong_Hailarekh, b_FIC_Mong_Hailarekh, yes,
b_FIC_Mong_Hailargol, b_FIC_Mong_Hailargol, yes,
b_FIC_Mong_Emurgol, b_FIC_Mong_Emurgol, yes,
b_FIC_Mong_Huraalin, b_FIC_Mong_Huraalin, yes,
b_FIC_Mong_Oyuulvzar, b_FIC_Mong_Oyuulvzar, yes,
b_FIC_Mong_Banukhol, b_FIC_Mong_Banukhol, yes,
b_FIC_Mong_Ilkuriuul, b_FIC_Mong_Ilkuriuul, yes,
b_FIC_Mong_Kamaraekh, b_FIC_Mong_Kamaraekh, yes,
b_FIC_Mong_Xiailehuli, b_FIC_Mong_Xiailehuli, yes,
b_FIC_Mong_Genhegol, b_FIC_Mong_Genhegol, yes,
b_FIC_Mong_Olanuur, b_FIC_Mong_Olanuur, yes,
b_Mong_Pibeihe, b_Mong_Pibeihe, yes,
b_FIC_Mong_Chezier, b_FIC_Mong_Chezier, yes,
b_FIC_Mong_Dongheisha, b_FIC_Mong_Dongheisha, yes,
b_FIC_Mong_Jiasaihe, b_FIC_Mong_Jiasaihe, yes,
b_FIC_Mong_Kharulagai, b_FIC_Mong_Kharulagai, yes,
b_FIC_Amur_Shangwulu, b_FIC_Amur_Shangwulu, yes,
b_FIC_Liao_Liquan, b_FIC_Liao_Liquan, yes,
b_FIC_Liao_Wuluan, b_FIC_Liao_Wuluan, yes,
b_Liao_Wuzhou, b_Liao_Wuzhou, yes,
b_FIC_Mong_Khailangol, b_FIC_Mong_Khailangol, yes,
b_FIC_Mong_Khalkagol, b_FIC_Mong_Khalkagol, yes,
b_FIC_Mong_Kharbuir, b_FIC_Mong_Kharbuir, yes,
b_FIC_Mong_Oyuhulun, b_FIC_Mong_Oyuhulun, yes,
b_FIC_Mong_Beiheisha, b_FIC_Mong_Beiheisha, yes,
b_FIC_Mong_Nanchezi, b_FIC_Mong_Nanchezi, yes,
b_FIC_Mong_Xisaiyin, b_FIC_Mong_Xisaiyin, yes,
